Jules Verne	JULES VERNE	0.3
	Nab és Harbert az evezőpadra ült, Pencroff pedig a kormánylapátot markolta meg, és a kéregnaszád folytatta futását fölfelé a Hála-folyón.	-0.3
Con Top sủa đầy kích động, nó chạy, nhảy như mời ông chủ đi theo nó vào rừng.	A Vadnyugat-vadon partvidéke felé közeledve úgy tetszett, hogy ritkul a rengeteg.	0.260526
	A fák itt nem nőttek olyan sűrűn, mint az erdő alsó felén, sőt néhol tetemes távolságban álltak egymástól.	-0.3
	Ám éppen mert tágasabb volt körülöttük a tér, szabadabban suhant körülöttük a levegő, és ezért koronájuk csodálatosan kiterebélyesedett.	-0.3
	Tüneményes növénypéldányok pompáztak ezen a tájon.	-0.3
	Ezek láttán gyakorlott növénytani szakértő első pillantásra tüstént megmondta volna, melyik szélességi körön is fekszik a Lincoln-sziget.	-0.3
- Biết đâu lời giải đáp về viên đạn chì ở đó cũng nên!	- Ni csak, eukaliptuszok! ~~~ - kiáltotta Harbert.	0.228409
	Valóban azok voltak: az Egyenlítőhöz közel eső vidékek fenséges faóriásai; ezek az utolsó gigászok főként a Lincoln-szigettel azonos szélességi fokon fekvő Ausztrália és Új-Zéland erdeiben tenyésznek.	-0.3
	Egyikük-másikuk kétszáz lábnyira szökkent a magasba.	-0.3
	Törzsük kerü­lete lenn a tövüknél a húsz lábat is meghaladta, illatos gyantaerekkel hálózatosan barázdált kérgük pedig néhol az öthüvelyknyi70 vastagságot is elérte.	-0.3
	Kevés a különösebb, de egyben csodálatosabb látvány, mint e mirtuszféle növényeknek egy-egy ilyen roppant példánya: levelei nem lapjukkal, hanem élükkel fordulnak a nap felé, lombozata tehát nem vet árnyékot, hanem átengedi a napsugarakat!	-0.3
	Az eukaliptuszok tövében üde gyepszőnyeg borította a talajt, és a dús fűnyalábok közül, megannyi szárnyra kelt karbunkulusként71 tündökölve, apró madarak hussantak föl seregestül. ~~~ - Micsoda fák! ~~~ - ámuldozott Nab. ~~~ - De vajon használhatók-e valamire? ~~~ - Ugyan!	-0.3
– Pencroff thốt lên.	- legyintett Pencroff.	0.271429
Và tất cả đều đi theo con chó, họ lách giữa những cây thông cao dựng thành bức tường ở cửa rừng.	- A növények közt ugyanúgy akadnak égimeszelők, akár az emberek közt. ~~~ Vásári mutogatásra való az ilyesmi...	-0.00280374
	- Azt hiszem, téved, Pencroff - szólt közbe Gedeon Spilett -, az eukaliptuszok fáját ugyanis egyre szívesebbén kezdik megmunkálni a műbútorasztalosok. ~~~ - Én pedig azt is hozzátehetném - mondta Harbert -, hogy sok más hasznos tagja is él az eukaliptuszok családjának, például a gujava, amelyről a gujavagyümölcsöt szüretelik; a szegfűszegfa, amelyen a szegfűszeg terem; a gránátalmafa, jóízű gránátalmáival; az Eugenia cauliflora, amelynek gyümölcséből kellemes bor erjeszthető; az ugnimirtusz, amelynek levéből alkoholos ital állítható elő; a Caryophyllus, amelynek kérgéből a közkedvelt fahéjat őrlik; az Eugenia pimenta, amely a „jamaicai paprikának” nevezett fűszert szolgáltatja; a közönséges mirtusz, amelynek bogyói bors helyett használatosak; az Eucalyptus robusta, amely zamatos, mannaszerű magvakat termel; az Eucalyptus gunei, amelynek erjesztett nedve sörszerű ital; végezetül mindazok a fák, amelyeket „életfa” vagy „vasfa” néven emlegetnek. ~~~ Ezek mind a mirtuszfélék családjába tartoznak, és ennek a családnak negyvenhat neme és ezerháromszáz fajtája ismeretes. ~~~ A fiú hagy lendülettel mondta föl ezt a kis növénytani leckét, társai pedig hagyták, nem szakították félbe.	-0.3
Cyrus Smith và các bạn của ông đều lên đạn súng, đề phòng mọi sự bất trắc.	Cyrus Smith mosolyogva hallgatta, Pencroff pedig kimondhatatlan büszke­séggel legeltette rajta a szemét.	0.719678
Những người khai khẩn đi sâu vào rừng, nhưng họ đã thất vọng, họ không phát hiện thấy dấu chân người.	- Helyes, Harbert - dicsérte meg a tengerész -, de azért fogadni mernék, hogy a most fölsorolt növények egyike sem nőtt akkorára, mint ezek az óriási fák itt az orrunk előtt!	0.194872
- Mày làm sao thể Top?	- Valóban, Pencroff.	1.02
	- No lám, ez is csak azt bizonyítja, amit az imént mondtam - állapította meg a tengerész -, az óriásoknak semmi hasznát nem veszi az ember.	-0.3
	- Ebben megint téved, Pencroff - vetette közbe a mérnök -, mert bizonyos célra éppen ezek az óriás eukaliptuszok a legalkalmasabbak.	-0.3
	- Ugyan miféle célra? ~~~ - Arra, hogy javítsák a járványos vidékek éghajlatát... Tudja-e, hogyan hívják ezeket a fákat Ausztráliában és Új-Zélandban?	-0.3
– Cyrus Smith hỏi.	- Nem én, Cyrus úr.	0.866667
Con Top càng sủa càng to hơn và chạy nhảy loăng quăng bên cạnh một gốc cây thông khổng lồ cành lá xum suê.	- „Lázfák”-nak hívják őket. ~~~ - Mert lázat okoznak? ~~~ - Éppen ellenkezőleg, mert megakadályozzák a mocsárláz terjedését!	-0.125843
- Tuyệt thật!	- Igazán?	1.12
	- örvendezett a hírlaptudósító.	-0.3
	- No, ezt följegyzem. ~~~ - Írja csak, kedves Spilett, mert a tapasztalat valóban az, hogy az eukaliptusz semlegesíti a mocsárláz kórokozóit.	-0.3
	Dél-Európában és Észak-Afrikában sokfelé kísérleteztek vele, és mindenütt arra a megállapodásra jutottak, hogy ahol az eukaliptusz terem, ott a lakosság állapota fokozatosan javul.	-0.3
	Azokon a területeken, ahol ezek a mirtuszfélék zöldellnek, megszűnik a váltóláz.	-0.3
	Ez ma már kétségtelen, és minékünk, Lincoln-szigeti telepeseknek is igencsak nagy szerencsénk, hogy ezt a vidéket eukaliptuszerdők borítják.	-0.3
Ra thế đấy!	- Micsoda sziget!	0.28
	Milyen áldott föld!	-0.3
	- kiáltott föl Pencroff.	-0.3
	- Én mondom: nem hiányzik innen semmi... legföljebb csak...	-0.3
	- Csak a dohány, ugye?	-0.3
– Bỗng Pencroff reo lên.	Sebaj, az is meglesz, Pencroff - vigasztalta a mérnök.	0.534615
	- Egyszer majd azt is találunk.	-0.3
	Most azonban gyerünk tovább, és evezzünk, amíg csak ki nem fogy a víz a pirogunk alól.	-0.3
	Folytatták hát fölfedező útjukat, legalább két mérföldet haladtak fölfelé a Hála-folyón, és mindvégig a szigetnek ezen a fertályán uralkodó eukaliptuszok közt.	-0.3
Và chàng thuỷ thủ chỉ tay lên một mảnh vải lớn có màu trắng trên ngọn thông: con Top có lẽ đã tha về cho họ miếng vải rách, rơi dưới đất.	Az utazók nem látták, hogy meddig terjed az eukaliptusz borította vidék, mert a kanyargós folyóágy magas, zöldellő partjai kétoldalt elzárták előlük a kilátást.	0.294118
	A medret pedig egyre inkább magas vízinövények, sőt éles-hegyes sziklák rekesztették el, és miattuk a hajózás fölöttébb vesződségessé vált.	-0.3
	A telepesek néhol már nem is használhatták az evezőket, úgyhogy Pencroffnak nemegyszer csáklyával kellett hajtania a csónakot.	-0.3
	Egyre sekélyebb vízben siklottak, és sejtették, hogy nincs messze az a pillanat, amikor a pirog, víz híján, végképp megfeneklik.	-0.3
	A nap már a látóhatár felé hanyatlott, s a fák aránytalanul hosszúra nyúló árnyakat vetettek a földre.	-0.3
	Cyrus Smith belátta, hogy aznap már semmiképpen sem érhetik el a sziget nyugati partját, s elhatározta: ott ütnek tábort, ahol a ladik alól kifogy a víz.	-0.3
	Úgy becsülte, hogy mintegy öt-hat mérföldnyire járnak a tengerszegélytől, s ez a távolság túlságosan nagy, semhogy éjnek évadján megkíséreljenek átvágni az idegen őserdőkön.	-0.3
	A kéregnaszád tehát megállás nélkül haladt tovább a rengetegben, amely egyre sűrűbbé vált s egyszersmind egyre népesebbé is; a tengerész - s ezúttal sem csalt a szeme - lombok közt hancúrozó majomcsapatot fedezett föl.	-0.3
	Olykor két-három állat közelebb is merészkedett, és a rémület legcsekélyebb jele nélkül, bámészan meredt a vízi alkotmány utasaira; bizonyára most láttak embert első ízben, és még nem ismerték a félelmet.	-0.3
	Néhány puskalövéssel könnyű lett volna leteríteni egy-két négykezűt, Cyrus Smith azonban ellenezte az efféle haszontalan vérengzést.	-0.3
	És okosan tette, hogy megfékezte Pencroff túlzó vadászszenvedélyét, már csak azért is, mert ezek az izmos, végtelenül fürge majmok alkalomadtán félelmetessé válhatnak, jobb tehát, ha nem ingerlik őket, nem keltik föl a bennük lappangó vadságot efféle teljesen szükségtelen zaklatással.	-0.3
	Igaz, hogy a tengerész a majmokat is csupán élelmezési szempontból vette figyelembe, és tudvalevőleg ezeknek a növényevő állatoknak a húsa csakugyan kiváló eledel; de hát a telepeseknek bőségesen volt útravalójúk, ezért valóban kár lett volna vesztegetni lőszerüket.	-0.3
	Négy óra tájt már igen nehezen vonszódott a kéregladik, mert a folyó ágyát minduntalan vízinövények és sziklák torlaszolták el.	-0.3
	A part is egyre meredekebben lejtett, és egyre maga­sabbra horgadt, mert a folyó itt már a Franklin-hegy alsó vonulatai közé vájta be magát.	-0.3
	Eredete sem lehetett túlságosan távol, hiszen forrásai nem táplálkozhattak máshonnan, csak a hegy déli lejtőiről.	-0.3
	- Negyedóra sem telik bele, Cyrus úr - szólt a tengerész -, és megrekedünk!	-0.3
	- Sebaj, akkor majd kiszállunk, Pencroff, és ott helyben tábort is ütünk éjszakára - felelte a mérnök.	-0.3
	- Milyen messzire lehetünk a Gránitpalotától?	-0.3
	- kérdezte Harbert. ~~~ - Talán hétmérföldnyire - válaszolt Cyrus Smith -, de persze számot kell vetnünk a folyó kanyargásával is, mert az végeredményben északkelet felé térített el bennünket. ~~~ - Folytassuk hát utunkat? ~~~ - kérdezte az újságíró. ~~~ - Igen, evezzünk tovább, amíg lehet - válaszolta Cyrus Smith.	-0.3
	- Holnap hajnalban otthagyjuk a csónakot, ahol elakadt, és remélem, két óra alatt átgyalogolunk a partig, akkor pedig csaknem egész napunk marad a földerítő útra. ~~~ - Gyerünk! ~~~ Gyerünk!	-0.3
- Không nhẽ đó là…	- kiáltozta Pencroff.	1.02143
	Csakhogy a meder kavicsai rövidesen már a pirog fenekét súrolták, a víz teljesen elsekélyesedett, és szélessége sem haladta meg a húsz lábat.	-0.3
	A folyóágy fölött valóságos lugassá fonódott össze a sűrű növényzet, és a habokra félhomály borult.	-0.3
	Valahol a közelben vízesés csobogott, és ez azt jelentette, hogy ár ellen néhány száz lépésnyire természetes akadály állja el a ladik útját.	-0.3
	Valóban, a folyó utolsó kanyarulatában a fák közül zuhatag bukkant a telepesek elé.	-0.3
	A kéregnaszád már erősen horzsolta a meder alját, és néhány pillanat múlva utolsót zökkent, és kikötött egy ledőlt fatörzs mellett, a jobb parton. ~~~ Öt órára járt az idő.	-0.3
	A lenyugvó nap utolsó sugarai áttörtek a kusza lombokon, és ferdén vetültek a kis zuhatag szivárványszínben tündöklő, szétporló permetegére.	-0.3
	A vízesés fölött a Hála-folyó medre a bozótba veszett: ott rejtőzött nyilván a forrása is.	-0.3
	Ezen a tájon a Hála-folyó már csak amolyan csörgedező, tiszta vizű, sekély patakká keskenyült, a beletorkolló csermelyek csupán alsó szakaszán duzzasztották folyóvá.	-0.3
	Az utazók tábort vertek a kikötés helyén, elragadó környezetben.	-0.3
	A telepesek kirakodtak a kéregnaszádból, és tüzet gyújtottak egy terebélyes korallszilfa tövében; arra gondoltak, hogy az öles ágak közt szükség esetén menedéket találnak éjszakára.	-0.3
	A vacsorát egykettőre elköltötték, mert igencsak megéheztek útközben, és elérkezett az alvás ideje.	-0.3
	Napnyugta után azonban néhány gyanús zörejt hallottak, ezért hát fölszították a tüzet, hogy éjszaka a lobogó lángok őrizzék álmukat.	-0.3
	Nab és Pencroff fölváltva virrasztott a máglya mellett, és nem fukarkodott a tüzelővel.	-0.3
	Némelykor Nabnek is, Pencroffnak is úgy rémlett, mintha settenkedő állatok árnyékát látná a táborhely körül, a bozótosban meg a fák lombjai közt; az éjszaka azonban minden zavaró körülmény nélkül telt el, és másnap, október 31-én reggel öt órakor már valamennyien talpon voltak, indulásra készen. ~~~ NEGYEDIK FEJEZET ~~~ Útban a tengerpart felé - Majomfalkák - Új folyó! ~~~ - Miért nem duzzasztja föl ~~~ az új folyót a dagály?	-0.36
- Phải rồi, đó là tất cả những gì còn lại của quả khí cầu bay, khi nó bị mắc trên cành cây.	- Erdős tengerszegély - A Csúszómászó-fok - ~~~ Harbert megirigyeli Gedeon Spilettet - A bambuszsortűz	0.176447
	Hajnali hat órakor a telepesek már végeztek a reggelijükkel, s fölkerekedtek azzal a szándék­kal, hogy a lehető legrövidebb úton átvágnak a sziget nyugati partjára.	-0.3
	Mennyi időbe telik vajon, míg odaérnek?	-0.3
	Cyrus Smith úgy vélte, két órába; ez azonban nyilvánvalóan a fölbuk­kanó akadályok természetétől függ.	-0.3
	A Vadnyugat-vadonnak ezt a részét rendkívül sűrű erdő borította, úgy festett az egész, mint valami óriási, kusza bozót.	-0.3
	A telepesek bizonyosra vették, hogy baltával kell utat törniök az összevissza tekergőző bojtorjánok, cserjék közt - de ha az éjszaka hallott vadállati hörgésekre gondoltak, azt is tudták, hogy a puskát sem szabad letenniök a kezükből.	-0.3
	A tábor helyét a Franklin-hegy fekvéséből pontosan megállapíthatták, és mivel a vulkán északra emelkedett, nem egészen hárommérföldnyire tőlük, a telepeseknek tehát egyenesen délnyugat felé kellett haladniok, hogy elérjék a nyugati partot. ~~~ A pirogot gondosan kikötötték, aztán útnak eredtek.	-0.3
Pencroff đã không lầm và lại kêu lớn lên: Hoan hô!	Pencroff és Nab vitte az ennivalót, amelynek legalább két napig kellett táplálnia a kis csoportot.	0.344444
	Vadászatról ugyanis már szó sem lehetett; a mérnök lelkére kötötte társainak, hogy ne durrogtassanak hiába, ne árulják el vele jelenlétüket a part közelében.	-0.3
	Egy bozótos mastixfacserjésben került sor az első baltacsapásra, valamivel odébb, a vízesés fölött, Cyrus Smith pedig iránytűvel a kezében mutatta, merre menjenek.	-0.3
	Az erdő arrafelé javarészt olyan fákból állt, amilyeneket a telepesek már a tó és a Kilátó-fennsík környékén is sokat láttak.	-0.3
	Deodarák, vagyis himalájai cédrusok, douglasfenyők, kazuár­fák, gumifák, eukaliptuszok, sárkányfák, mályvaféle hibiszkuszok, cédrusok burján­zottak itt egymás hegyén-hátán, meglehetősen satnya növésűek, mert a kusza sűrűségben csak csökevényesen fejlődhettek.	-0.3
	A telepesek tehát csak lassan juthattak előre, mert üggyel-bajjal, lépésről lépésre kellett utat törniök; a mérnök úgy számította, hogy ebben az irányban haladva, valahol távolabb keresztezniök kell a Vörös-patak folyását.	-0.3
	A telepesek útjuk során számos szelíd ívű lankán ereszkedtek alá, ezek az enyhe lejtők formálták ki az egész tájék hegyrajzi arculatát; máskülönben igen száraz talajon lépkedtek, jóllehet a buja növényzet a föld felszíne alatt futó vízérhálózat vagy patak közelségét sejtette.	-0.3
	Pedig Cyrus Smith úgy emlékezett, hogy Franklin-hegyi kirándulásuk alkalmával a Vörös-patakon és a Hála-folyón kívül semmiféle más folyóvizet nem látott a szigeten.	-0.3
	Gyalogútjuk első óráiban a telepesek újabb és újabb majomfalkákkal találkoztak; az értelmes jószágok mély megrökönyödéssel fogadták a jövevényeket, az emberek látványa nyilván­valóan újdonságot jelentett számukra.	-0.3
	Gedeon Spilett évődve kérdezte társait, vajon nem tekintik-e őket is afféle elfajzott, elkorcsosult testvéreiknek ezek az ügyes és erős négy­kezűek... Mert az igazat megvallva, az egyszerű gyalogjárók nemigen büszkélkedhettek a fürge, mozgékony majmok előtt, hiszen úgyszólván minden lépésüket bozótok, indanyalábok akadályozták, és farönkök gátolták, a virgonc jószágok viszontságról ágra szökelltek, és a szó szoros értelmében nem ismertek semmiféle akadályt. ~~~ Szinte nyüzsögtek a lombok közt, szerencsére azonban egyikük sem mutatott semmilyen ellenséges indulatot.	-0.3
	A telepesek egy-két vaddisznót is láttak, aztán néhány agutit, kengurut és más rágcsálót meg két-három kulát; Pencroff szíves örömest megeresztett volna néhány golyót.	-0.3
	- Ám sajna, még érvényben van a vadászati tilalom!	-0.3
	- sóhajtotta.	-0.3
- Thế là lại có thứ vải tuyệt diệu nữa!	- Játsszatok, ugrándozzatok csak nyugodtan, barátocskáim!	0.664742
	Majd visszajövet lesz hozzátok egy-két szavam!... ~~~ A telepesek nyílegyenest délnyugatnak tartottak, útjukat azonban reggel fél tíz tájban egy­szerre csak ismeretlen folyó zárta el, harminc-negyven láb széles, lejtős medrű, gyors futású folyó, számtalan sziklataréjon meg-megtörő áradata haragos morajjal száguldott nyugat felé.	-0.3
Chúng ta sẽ có vải may quần áo mặc trong nhiều năm liên tiếp!	Mély volt, ugyan és tiszta vizű, de teljességgel hajózhatatlan.	0.27541
Chúng ta sẽ may khăn tay và áo!	- Most aztán elakadtunk! ~~~ - kiáltott föl Nab.	-0.0521739
Thế nào, thưa ngài Smith, ngài sẽ nói gì về hòn đảo có vải bọc trên cây?	- Dehogyis - felelte Harbert -, ez csak amolyan patak, egykettőre átúszunk rajta. ~~~ - Minek?	-0.00375
Họ quyết định giữ gìn vỏ khí cầu để sau này nếu cần sẽ du hành trên không, hoặc dùng vài trăm vuông vải sợi tốt vào việc có ích, sau khi đã khử hết dầu trong vải.	- kérdezte Cyrus Smith. ~~~ - Hiszen bizonyos, hogy ez a patak a tengerbe ömlik. ~~~ Maradjunk csak itt, a bal parton, és kövessük a folyását: igencsak meglepődnék, ha nem vezetne nyílegyenest a tengerpartra. ~~~ Gyerünk! ~~~ - Egy pillanatra, barátaim! ~~~ - szólt az újságíró. ~~~ - Hát a patak nevével mi lesz? ~~~ Egészítsük csak ki a térképünket...	-0.229658
Dĩ nhiên mọi người đã chia sẻ niềm vui của Pencroff.	- Helyes! ~~~ - rikkantotta Pencroff. ~~~ A mérnök Harberthez fordult.	-0.0136364
	- Adj nevet a pataknak, fiacskám - biztatta.	-0.3
	- Ne várjuk-e meg inkább, amíg végig megismerjük, egészen a torkolatáig?	-0.3
Nhưng cần phải hạ vỏ khí cầu từ trên cây xuống và cất giấu vào một nơi chắc chắn.	- kérdezte Harbert. ~~~ - Igazad van, várjunk - felelte Cyrus Smith. ~~~ - Akkor hát ne ácsorogtunk, hanem induljunk el a partján.	-0.103261
Tiến hành việc đó không phải dễ dàng.	- Csak még egy pillanatra! ~~~ - szólt Pencroff. ~~~ - Mi az?	-0.104762
	- kérdezte az újságíró.	-0.3
	- Ha vadászni tilos is, úgy vélem, halászni csak szabad - somolygott a tengerész.	-0.3
	- Nincs vesztegetni való időnk - felelte a mérnök.	-0.3
	- Ó, öt perc az egész - magyarázkodott Pencroff buzgón.	-0.3
Nab, Harbert và chàng thuỷ thủ đã leo lên ngọn thông và loay hoay mất hơn hai giờ mới hạ được xuống đất vỏ khí cầu cùng với van khí, lò xo, các bộ phận bằng đồng, lưới, các dây cáp.	- Öt perc nem sok, annyit kérek csupán, ebédünk érdekében! ~~~ Azzal lehasalt a partra, és kezét mélyen a surrogó vízbe mártotta; a szikla közt csak úgy hemzsegtek a rákok, Pencroff pillanatok alatt tucatnyit kifogott közülük.	-0.00829146
Đêm xuống dần.	- Ez aztán a finom falat!	0.252632
	- lelkendezett Nab, és a tengerész segítségére sietett.	-0.3
	- Hiszen mondom én, minden van ezen a szigeten - dünnyögte Pencroff, és mély sóhajjal hozzátette: -, csak éppen dohány nincsen...	-0.3
	Öt perc sem telt belé, és a tengerész csodálatos fogást csinált.	-0.3
	Egész zsákra valót szedett össze a folyóban nyüzsgő, kobaltkék páncélú crustaceák, vagyis héjas állatok közül, amelyek ollóján apró, éles fogak meredeztek.	-0.3
Những người ngụ cư quyết định để thuyền lại, đi bộ trở về lâu đài.	A telepesek folytatták útjukat; amióta az új folyó partját követték, könnyebben és gyorsabban jutottak előre.	0.213253
	A partokon máskülönben sehol nem bukkantak emberi lábnyomokra. ~~~ Időről időre viszont jókora állati mancsnyomokat láttak azokon a csapákon, a amelyeken az állatok inni jártak a folyóra, mást azonban semmit; az a szopós malac tehát a Vadnyugat-vadonnak nem ezen a részén kapta sonkájába azt a sörétet, amely Pencroffnak csaknem egy zápfogába került.	-0.3
	Tekintetbe véve azonban azt, hogy a folyócska milyen sebesen rohan a tenger felé, Cyrus Smith hajlott arra a föltevésre, hogy ő és társai jóval messzebb járnak a nyugati parttól, mint eredetileg gondolták.	-0.3
	A dagály ideje ugyanis már elérkezett, a tenger szintje javában emelkedik lenn a partfövényen, és ha a torkolat nem volna távolabb néhány mérföldnél, akkor a dagálynak vissza kellene fordítania a patak folyásirányát is.	-0.3
Khi các khách bộ hành của chúng ta về đến mũi Tìm thấy, nơi họ phát hiện ra thùng đồ quý báu, trời đã bắt đầu tối.	Mármost ez a hatás egyáltalán nem észlelhető az új folyó futásán, a víztömeg áramlása a meder természetes lejtését követi.	0.285366
	A mérnököt nagyon meghökkentette ez, és egyre gyakrabban pillantott az iránytűre, hogy meg­győződjék róla, nem térítette-e vissza őket a Vadnyugat-vadon belsejébe a folyó valamelyik kanyarulata.	-0.3
	A patak eközben lassacskán kiszélesült, és a vize sem örvénylett már olyan robajosan, mint az imént.	-0.3
	Jobb és bal felén egyaránt olyan sűrűn sorakoztak a fák, hogy a telepesek tekintete át sem hatolt lombjuk szövevényén; az erdőség azonban ezen a tájon teljesen kihalt volt, mert Top egyetlenegyszer sem csaholt, márpedig az értelmes állat kétségkívül nyomban jelezte volna, ha bármilyen idegen lény ólálkodnék a folyó közelében.	-0.3
Cả ở đây nữa họ cũng không tìm thấy dấu vết tàu đắm và đành phải đồng ý với kết luận của Cyrus Smith đã rút ra.	Harbert kissé előresietett, de fél tizenegykor - Cyrus Smith nagy meglepetésére - hirtelen megtorpant és fölkiáltott. ~~~ - A tenger!	0.152146
	Néhány pillanattal később a telepesek valamennyien az erdő szélén álltak, szemük előtt pedig kibontakozott a sziget nyugati tengerszegélye.	-0.3
	De milyen más part ez, mint a sziget keleti pereme, amelyre a véletlen először vetette a léghajó utasait!	-0.3
	Nem látszott itt sem gránitfal, sem széles sziklazátony, de még part menti fövénysáv sem.	-0.3
	Itt maga az erdőszél volt a tengerpart, legszélső fatörzsein tört meg a hullámverés, és a lekonyuló ágak beletúrtak a habokba.	-0.3
	Olyasféle homokpart, amilyet a természet többnyire kialakít, itt nem húzódott, nem terült el széles fövénysáv, nem formáltak szeszélyes csoportozatokat a sziklák, csupán ez a világszép fákból álló, csodálatos erdősövény szegte a sziget szélét.	-0.3
	A meder pereme olyan magasra meredt, hogy a dagály még tetőzéskor sem csaphatott át rajta, gránittalapzatú, dús televényföldjében pedig szemlátomást ugyanolyan szilárdan gyökereztek a tüneményes faóriások, akár beljebb, a sziget szívében.	-0.3
	A telepesek apró öblöcske sarló alakú hajlatában bukkantak ki a törzsek közül; ebbe a jelentéktelen kis öbölbe - két-három halászbárka is alig fért volna el benne - torkollott bele az új folyócska; de különös módon a patak vize nem afféle szelíd lejtőn ömlött a tengerbe, hanem több mint negyvenlábnyi magasságból zuhogott alá, s ezzel magyarázatot nyert, miért nem érződött meg a dagály a patakvíz folyásán.	-0.3
	A patak szintjét a Csendes-óceán leg­magasabban tetőző dagálya sem érhette el, a patakmeder olyan volt, mint valamilyen vízrekesztő zsilip: a víz amolyan duzzasztógátfélén bukott át a tengerbe, és kétségkívül évmillióknak kell még eltelniök, amíg az áramlat igazi, hajózható torkolattá marja ki ezt a gránitból való zsilipfeneket.	-0.3
	Harbert most már elkeresztelhette az új patakot; a Zuhatag-patak nevet ajánlotta, és javaslatát egyhangúlag elfogadták.	-0.3
	Az erdős partszegély a vízeséstől északra mintegy kétmérföldnyi távolságra terjedt; azon túl gyérebben nőttek a fák, és csaknem egyenes, észak-déli irányt követve, igen festői magaslatok rajzolódtak ki a tenger közelében.	-0.3
	Átellenben, a Zuhatag-pataktól délre, egészen a Csúszó­mászó-fokig viszont egészen más képet mutatott a tájék, amarra csak merő erdőség zsúfolódott, csodálatos, egyenes szálfák meg girbegurba törzsek, némelyiknek már a gyökér­zetét áztatták a messzire kiöntő tengerfodrok.	-0.3
	Mármost a telepeseknek ezen a parton kellett folytatniok földerítő útjukat, vagyis a Kígyó-félszigeten, mert arrafelé még csak elrejtőzhetett valaki, ellenben a part északi felén a hajótörött, bárki lett légyen is, aligha találhatott menedéket.	-0.3
	Szép, derült idő volt, és egy magas sziklaszirtről - amelyen Nab és Pencroff megterített ebédre - széles kilátás nyílt mindenfelé.	-0.3
Từ mũi Tìm thấy đến Lâu đài Đá hoa cương còn bốn dặm nữa.	A tökéletesen tiszta láthatáron sehol nem fehérlett vitorla a tenger színén.	0.273529
Họ đi men theo bờ biển và về đến khúc sông Tạ ơn thì đúng nửa đêm.	A parton, ameddig a szem ellátott, sehol nem sötétlett hajó, de még hajóroncs sem.	0.3
	A mérnök azonban úgy vélekedett, hogy ameddig a Kígyó-félsziget legvégső csücskéig át nem kutatták a partot, addig nem lehetnek bizonyosak a dolgukban.	-0.3
	Az ebéddel gyorsan végeztek, és déli fél tizenkettőkor Cyrus Smith jelt adott az indulásra.	-0.3
	A telepesek ezúttal sem sziklahátak gerincén, sem fövénysávon nem haladhattak; a part irányát követve, az erdő sűrűjében kellett továbbgyalogolniok.	-0.3
Khúc sông ở đây rộng tám mươi bộ, nhưng vượt qua không phải dễ dàng.	A Zuhatag-patak torkolata mintegy tizenkét mérföldnyire esett a Csúszómászó-foktól.	0.276923
	Járható fövénycsíkon a telepesek négy óra alatt minden sietség nélkül megtették volna ezt a távolságot; ezúttal azonban kétszer ennyi időbe telt, amíg céljukhoz értek, mert unos-untalan meg kellett állniok, kerülgették a fákat, keresztülvagdalkoztak bozótokon, liánfonadékokon, úgyhogy ez az óriási vargabetű roppantul meghosszabbította útjukat.	-0.3
	Végigjárták a partot, de végezetül semmi sem tanúskodott arról, hogy valamikor itt hajótörés történt volna.	-0.3
	Az persze megeshetett - amint Gedeon Spilett szóvá is tette -, hogy a víz időközben ismét nyílt tengerre sodorta a roncsot; ezért hát abból a puszta tényből, hogy a parton nem leltek semmiféle nyomot, még nem következtethetnek arra, hogy a vihar egyáltalán nem vetett hajót a Lincoln-szigetre.	-0.3
	Az újságíró okosan érvelt, meg aztán az ólomsörét is azt bizonyította, hogy valaki három hónapon belül puskát sütött el a szigeten.	-0.3
	Már öt órára járt az idő, de a telepesek még mindig kétmérföldnyire bandukoltak a Kígyó-félsziget csúcsától.	-0.3
Trong lúc Pencroff và Nab đóng bè để qua sông thì Cyrus Smith và Gédéon Spilett ngồi đợi, cần gì thì giúp, còn Harbert đi dạo ngược dòng ngay lúc đó.	Nyilvánvaló, hogy Cyrus Smith és társai a Csúszómászó-fokról nem érhetnek vissza naplemente előtt a Hála-folyó forrásánál levő táborukba. ~~~ Ezért hát a félszigeten kell éjszakázniok.	0.141708
	Útravalójuk még nem fogyott ki, szerencséjükre is, mert az erdő szegélyén, amely végeredményben mégiscsak tengerpart volt, négylábú vadnak nyoma sem látszott.	-0.3
	Szárnyas viszont annál több csapongott; csak úgy nyüzsgött mindenfelé a sok fénymadár, kuruku, tragopán, fajdkakas, papagáj, kakadu, fácán, galamb és száz meg száz másféle madár.	-0.3
	Nem akadt fa fészek nélkül, és nem láttak fészket, amelyből ne hallatszott volna szárnycsattogás!	-0.3
	Este hét óra tájt a halálosan fáradt telepesek megérkeztek a furcsa, csigavonal alakú Kígyó-félszigetre.	-0.3
	Itt vége szakadt az erdőnek, és a partvidék déli része az ismert képet öltötte föl sziklatorlaszaival, szirtjeivel, kavicsos szegélyével.	-0.3
	Könnyen megtörténhetett, hogy vala­milyen kormányát vesztett hajó a szigetnek éppen ezen a szakaszán futott zátonyra; az éjszaka azonban csakhamar leszállt, és a telepeseknek másnapra kellett halasztaniok a további kutatást.	-0.3
Bỗng chú chạy trở lại và chỉ xuống sông kêu lên:	Pencroff és Harbert táborozásra alkalmas helyet keresett.	0.294545
