JULES VERNE	JULES VERNE	2.3
Tuy nhiên, người câu cá vẫn điềm tĩnh chèo thuyền lên đường như dự tính.	A horgász azonban habozás nélkül útnak indult.	0.0586957
Anh nhổ neo, cho thuyền ra giữa dòng, rồi bắt đầu khua mái chèo.	A ladikot elkötötte, s a folyam közepén fáradhatatlanul evezett lefelé.	0.295588
Phải là người quả cảm mới có thể bắt tay ngay vào việc, sau một đêm nhọc nhằn, trong những điều kiện như thế này.	Igazán nagy lelkierő kellett hozzá, hogy ilyen körülmények között nekivágjon az útnak, hisz fáradságos éjszaka is állhatott mögötte.	0.293023
Về sáng, giông bão vẫn không chịu giảm bớt chút nào, trái lại, nó càng gầm gào hơn nữa.	A kora délelőtti órákban a vihar csak nem akart csendesedni, ellenkezőleg.	0.184286
Dù là xuôi dòng, chiếc sà lan vẫn phải vất vả lắm mới chọi lại cơn gió ác nghiệt để nhích dần lên, thế mà sau 4g căng sức chèo, chiếc sà lan chỉ rời được goron khoảng 12km.	A bárka, bár a víz sodra is vitte, csak nagy üggyel-bajjal haladt az erős ellenszélben, és négyórás keserves erőfeszítés árán is csak tíz kilométerrel jutott túl Esztergomon.	0.258683
Chi lưu Ipen - bên bờ phải chi lưu này là thành phố Xanco, nơi mà theo lời Ilya Bruso, anh từng qua đêm ở đó - còn không xa lắm.	Már nem lehetett messze az Ipoly folyó torkolata, amelynek jobb partján fekszik Szalka, ahová Borus Demeter - mint mondotta - előző este ment.	0.55
Lúc này cơn giông đã tăng cường độ gấp đôi, và tình thế rất ngặt nghèo.	Ekkor a vihar még jobban rázendített, úgyhogy a két hajós helyzete valóban válságosra fordult.	0.271084
Nếu sông Danube không thể sanh được với đại dương, thì dầu sao nó cũng khá đủ rộng lớn để dậy lên những đợt sóng dữ dội trong thời tiết giông gió điên cuồng như thế này.	A Dunát persze nem lehet a tengerhez hasonlítani, de elég széles és mély ahhoz, hogy a viharos szél veszélyes hullámokat kavarjon fel.	0.126829
Bão tố đã buộc Ilya Bruso phải tìm nơi ẩn trú ở bờ trái sông Danube.	Most is így történt, és akárhogy is sietett Borus Demeter, kénytelen volt a bal part felé kormányozni.	0.214865
Anh vẫn chưa đến được bờ.	A partot azonban már nem érhette el.	0.3
Còn cách bờ khoang dưới 50m, thì một hiện tượng thiên nhiên hiếm thấy rất kinh sợ đã xảy ra.	A ladikot még több mint ötven méter választotta el a parttól, amikor valami iszonyatos történt.	0.256667
Vài cây mọc trên bờ cao hơn sà làn đã bất ngờ đổ xuống sông, làm như là chúng đã bị một cây phạng khổng lồ chặt phăng đi.	Valamivel feljebb a part menti fák, mintha csak egy óriási kasza tőből levágta volna őket, hirtelen a vízbe zuhantak.	0.219444
Vừa lúc đó, nước sông ngóc cao lên bằng sức lực khủng khiếp, xô chụp lên bờ sông và từ đó dội trở lại bằng con sóng to chộp lấy sà lan và quay nó mòng mòng.	Ugyanakkor a víz, amelyet valami roppant erő mozdított meg, tajté­kot verve a partra szökött, majd óriási hullámban visszazúdult a bárka felé.	0.220588
Hình như trên các tầng khí quyển trên cao đã hình thành một vòi rồng và nó đã hút mặt sông bằng một sức mãnh liệt.	Nyilvánvalóan légtölcsérről volt szó, amely a víz felett végigszáguldva, ellenállhatatlan erővel szívta magasba a habokat.	0.290164
Ilya Bruso đã hiểu ra tầm nguy hiểm.	Borus Demeter felismerte a veszélyt.	0.264706
Sau khi xoay con thuyền lại bằng một động tác chèo thật mạnh, anh đã hướng nó đến bờ phải.	Erélyes evezőcsapással megfordította a csónakot, és igyekezett közelebb jutni a jobb parthoz.	0.26
Nếu như động tác khôn khéo này không mang lại kết quả như ý muốn, ắt của anh lẫn ngài Yêge phải chịu hiểm nguy.	Ez a művelet ugyan nem járt teljes sikerrel, a horgász és útitársa mégis ennek köszönhette megmenekülését.	0.245192
Dầu bị cái vòi rồng điên cuồng tăng tiến chớp lấy, nhưng được cái là sà lan đã thoát được một thác nước khỗng lồ cuồn cuộn ngay trước nó.	A vad erővel száguldó légtölcsér ugyan utolérte a ladikot, de a nyomában emelkedő hullám­hegy már nem.	0.117
Nhờ tài khéo léo của Ilya Bruso, nó vẫn không bị đánh chìm.	Így hát nem borította el a víz, ami pedig feltétlenül megtörtént volna, ha Borus Demeter hirtelen el nem fordítja a bárkát.	0.0609375
Chiếc sà lan lao theo một vòng cung có bán kính lớn do lực kéo ngoài mép xoáy nước gió.	A hajót így csak a légörvény szele kapta el, és lökte odébb nagy ívben.	0.202941
Con thuyền chỉ bị vướng một chút bởi con bạch tuộc gió mà lần này xúc tu của nó đã vớ trượt và con thuyền đã không bị nó hút phải.	A légi polip csápja célt tévesztett, éppen csak hogy érintette a ladikot, kicsit maga felé szívta, de rögtön el is engedte.	0.213158
Trong vài giây đồng hồ, cái vòi rồng ào ào lướt ngang và những con sóng gầm gào đổ theo hướng dưới con sóng, còn lực cản dòng nước chỉ hơi giảm thấp tốc độ của con thuyền.	A légörvény néhány másodperc alatt elviharzott, és az általa felkavart hullámok bömbölve száguldottak lefelé, mialatt a víz ellenállása lefékezte a nagy gyorsasággal előre lendült bárkát.	0.28871
Thật không may, tốc độ con thuyền chưa kịp trở lại bình thường thì đột nhiên có một mối nguy hiểm mới.	De sajnos még mielőtt mindez befejeződött volna, hirtelen új veszély tört rájuk.	0.15
Ilya Bruso bất ngờ nhận thấy ngay trước con thuyền đang xẻ nước với tốc độ của con tàu tốc hành, một trong những thân cây bị bứng gốc lều bều trôi theo dòng nước, trơ cả gốc rễ lên.	Az orrtőke előtt, amely a gyorsvonat sebességével szelte a habokat, Borus Demeter most megpillantotta az egyik kiszakított fát, amely a levegőbe meredő gyökereivel lassan úszott lefelé az árral.	0.26
Khi va phải gốc cây, con thuyền có thể bị lật úp hay ít nhất cũng bị hư hỏng nặng.	Ha a ladik belerohan a kusza gyökerek közé, feltétlenül felborul, vagy a jobbik esetben súlyosan megrongálódik.	0.25
Ilya Bruso buông ra một tiếng thét kinh sợ sau khi nhìn thấy cái vật cản bất ngờ ấy.	Borus Demeter felkiáltott a rémülettől a hirtelen akadály láttán.	0.189231
Caclo Dragoso cũng đã trông thấy nguy hiểm và đã hiểu điều không thể tránh khỏi của nó.	De Dragos is észrevette a veszélyt, s látta, hogy nincs vesztegetni való idő.	0.194366
Không chút do dự, ông lao ngay đến mũi thuyền, giơ hai tay chụp gốc cây đang lù lù trước thuyền và sau khi cong oằn người xuống để chống chọi lại sức ép của con thuyền cho có hiệu quả hơn, ông nỗ lực đầy giạt mối nguy hiểm qua.	Habozás nélkül a csónak elülső részébe vetette hát magát, megragadta a vízből kimeredező gyökereket, és a hajópárkánynak nekidőlve, teljes erővel küszködött, hogy a fékevesztetten rohanó bárkát a veszélyes irányból kitérítse.	0.276419
Ông đã làm được điều đó.	Ez sikerült is.	-0.06
Chiếc sà lan dạt qua một bên và lao đi như tên bắn, sau khi móc nhẹ vào gốc cây rồi đến phần ngọn xum xuê càng lá.	Az irányából kilendített bárka a gyökereket, majd a fa lombkoronáját súrolva továbbszáguldott.	0.217895
Chỉ một nháy mắt là con thuyền vượt được lên phía trước, bỏ lại thân cây bị cuốn theo dòng ở phía sau; nhưng ngay lúc ấy, có một nhánh cây sau cùng quất mình vào giữa ngực Caclo Dragoso.	Amikor már maga mögött hagyta a zöldellő faroncsot, amely lassan himbá­lódzott lefelé a vízen, az egyik utolsó ág mellbe taszította Dragost.	0.147761
Ông đã uổng công kháng cự lại đòn quất ấy.	Hiába próbált kapaszkodni.	0.0535714
Bị mất thăng bằng, ông té ra ngoài thuyền và biến mất dưới dòng nước.	Megtántorodott, átzuhant a hajópárkányon, és eltűnt a habok között.	0.252174
Sự té ngã này kéo theo sự té ngã khác, nhưng cái ngã lần sau là tự nguyện.	Nyomban egy második emberi test is belevágódott a vízbe, de ez már nem zuhanás, hanem szabályszerű ugrás volt.	0.208861
Vừa nhác thấy sự bất hạnh xảy ra cho người bạn đồng hành của mình, Ilya Bruso vội lao theo ngay để giúp đỡ.	Borus Demeter, amikor látta, hogy útitársa belezuhant a vízbe, azonnal utána ugrott.	0.148101
Không dễ gì nhận thấy được cái gì trong lòng nước đục ngầu, hơn nữa nó đã bị khuấy đảo bởi cái cái vòi rồng hung hăng lúc nãy.	De nem volt könnyű bármit is meglátni a száguldó légörvény által felkavart iszapos áradatban.	0.127174
Ilya Bruso đã bỏ trọn một phút quơ quào toi công dưới nước và cuối cùng, khi đã thấy mình bất lực không thể cứu được ngài Yêge, thì anh lại tìm thấy con người bất hạnh ấy đang bất tỉnh dưới sóng.	Borus Demeter egy percig hiába kutatta a vizet, és már-már reménytelennek tartott minden erőfeszítést, amikor végre sikerült megragadnia a szerencsétlent, akit két hullám között eszméletlenül sodort a víz.	0.264975
Như thế càng tốt.	De még ez volt a szerencse.	0.257143
Người bị chìm dưới nước thường hay giãy dụa và cản trở sự cứu giúp của người khác bằng sự vô ý thức.		-0.3
người đang trong trạng thái bất tỉnh, đây chỉ là một cái khối thịt bất động và có cứu được người này hay không, điều đó phụ thuộc một cách đáng kể vào tài khéo léo gan dạ của người giải cứu.	A fuldokló rendszerint kapálódzik, és így csak nehezíti mentője dolgát, de az ájult ember teljesen magatehetetlen, és megmenekülése egyes-egyedül mentője ügyességén múlik.	0.205917
Ilya Bruso liền nâng đầu ngài Yêge lên khỏi mặt nước và anh bơi thoăn thoắt đến chiếc sà lan lúc này đang nằm cách đó khoảng 30m.	Borus Demeter egykettőre kiemelte a vízből Jäger fejét, majd teljes erejét megfeszítve, fél karral úszott a bárka felé, amely közben vagy harminc méterrel eltávolodott.	0.257143
Chỉ cần vài động tác khoắng tay là Ilya Bruso đã tiến đến sát thuyền - không khác chi trò đùa đối với một vận động viên bơi lội thành thạo.	A nagy erejű úszó, akinek ez szinte gyerekjáték volt, néhány karcsapással utolérte a bárkát, és egyik kezével megragadta annak párkányát, a másikkal pedig még mindig eszméletlen társát tartotta.	0.236538
Một tay anh bám vào thuyền, còn tay kia vẫn giữa chặt người hành khách bị ngất.	Most már csak fel kellett húzni Jägert a ladikba, de ez nem ment könnyen.	0.203077
Bây giờ chỉ có việc kéo ngài Yêge lên sà lan - đây là một nhiệm vụ khó khăn.	Irtózatos erőfeszítés árán végül mégis sikerült.	0.138889
Ilya Bruso phải trả giá bằng cả ngàn sự nỗ lực mới thực hiện nổi công việc ấy một cách tốt đẹp.	Borus Demeter ezután az egyik fekvőhelyre fektette a magával tehetetlen Jägert, lerángatta ruháit, majd rongydarabokat vett elő, és azokkal erősen dörzsölni kezdte.	0.184821
Sau khi đặt người bị ngất nằm trong chiếc đi-văng trong khoang thuyền, anh cởi bỏ y phục cua ông ta ra, rồi lấy một tấm vải lông từ trong valy, sau đó anh bắt đầu các động tác xoa bóp một cách kiên trì.		-0.3
Một chập sau ngài Yêge mở mắt và hồi tỉnh.	Jäger hamarosan felnyitotta a szemét, és eszméletre tért.	0.257143
Nói chung thì ông ta bị ngập nước không lâu và có thể hy vọng sẽ không có hậu quả nặng nề nào.	Szerencsére nem volt sokáig a víz alatt, és így remélhető volt, hogy a kellemetlen kalandnak nem lesznek súlyosabb következ­ményei.	0.239423
- Này, ngài Yêge ơi!	- Ejha, Jäger uram, de jól tudunk fejest ugrani!	0.485714
- Ilya Bruso thét thật to khi bệnh nhân của anh đã tỉnh lại - Ra ngài định lặn đấy hả?	- csóválta a fejét Borus Demeter, amikor látta, hogy embere kezd magához térni.	0.441313
Ngài Yêge mỉm cười một cách yếu ớt, không đáp.	Jäger szája alig észrevehető mosolyra húzódott, de nem válaszolt.	0.245455
- Chẳng sao cả - Ilya Bruso nói tiếp và vẫn liên tục xoa bóp cho ngài Yêge - Đi tắm vào độ tháng tám này thì chẳng còn gì tốt hơn cho sức khỏe đấy.	- Nem lesz ebből semmi baj - nyugtatta meg társát Borus Demeter, és jó erősen tovább dörzsölte. ~~~ - Nincs is egészségesebb dolog, mint egy ilyen augusztusi fürdő!	0.132364
- Cám ơn anh Bruso - Caclo Dragoso thều thào.	- Köszönöm, Borus úr - mondta nehezen Dragos Károly.	0.842857
- Chẳng việc gì phải cám ơn - Ilya Bruso vui vẻ đáp - Chính tôi đây mới phải cám ơn ngài chứ!	- Igazán nincs mit - válaszolt derűsen a horgász.	0.56087
Bởi nhờ ngài mà tôi được tắm rửa kỳ thú.	- Én köszönöm magának ezt a kellemes fürdőt, Jäger úr.	0.27
Sức lực của Caclo Dragoso hồi phục thật nhanh.	Dragos Károly egyre jobban erőre kapott.	0.197368
Bây giờ chỉ cần một ngụm rượu cho ấm, thế là xong.	Egy jó korty pálinka még, és kutya baja sem lesz.	0.206667
Thật là không may, Ilya Bruso đã hoài công lục lọi cái valy của mình.	Sajnos, Borus Demeter, aki sokkal jobban megrendült, mintsem mutatta, hasztalan túrta végig minden ládáját.	0.179167
Anh hết sức xúc động nhưng cố nén.	Pálinkakészlete az utolsó cseppig kifogyott.	0.27
Số rượu dự trữ đã cạn và trên thuyền không còn một giọt rượu nào.	- No, ez igazán bosszantó! ~~~ - kiáltott fel végül.	-0.096875
- Đáng đời chưa, nhà bếp của chúng ta đã không còn lấy một giọt rượu - Ilya Bruso la to.	- Egy csepp snapsz nem sok, de annyi sincs a hajón.	0.194186
- Không hề gì, anh Bruso ạ - Caclo Dragoso nói với giọng yếu ớt - Cam đoan với anh là tôi đã khỏe hẳn rồi.	- Nem baj, Borus úr - szólt Dragos még mindig fátyolos hangon. ~~~ - Megleszek nélküle is.	0.174519
Song Caclo Dragoso lại run cầm cập, ông ta có nói gì mặc lòng, phải chữa trị cho ông ta vẫn hơn.	De emberünknek csak úgy vacogtak a fogai, s egy kis szíverősítő bizony jót tett volna neki.	0.246429
- Ngài đã lầm rồi đó - Ilya Bruso đáp lại.	- Mégis csak jó lesz az - mondta Borus Demeter, akit társa erőtlen fogadkozása nem győzött meg.	0.532609
Anh không nuôi ảo tưởng về tình trạng sức khỏa của người hành khách - Không dẫ bình phục được đâu, thưa ngài Yêge.	- Majd kerítek egy kis itókát, bízza csak rám.	0.0136364
Ngài hãy để tôi lo liệu, cũng chóng thôi.	Mindjárt megjövök.	-0.0428571
Người câu cá lẹ làng cởi bộ đồ đã ướt, thay bộ khô ráo khác, au đó anh khua vài nhịp chèo đưa sà lan cặp sát bờ trái và neo lại.	A horgász pillanatok alatt ledobta csuromvizes ruháit, és száraz ruhát öltött, majd néhány evezőcsapással a bal partra kormányozta a ladikot, és jó erősen kikötötte.	0.259574
- hãy cố đợi một chút nhé, ngài Yêge - Ilya Bruso phóng lên bờ - Tôi ràn địa phương này, vì tôi đã sống ở chi lưu Ipen.	- Egy kis türelem, Jäger úr - mondta, amikor partra ugrott. ~~~ - Errefelé ismerem a járást, mert az Ipoly torkolatánál vagyunk.	0.12332
Không đầy nửa cây số sẽ có một ngôi làng, nơi đây tôi sẽ tìm được những thứ cần thiết.	Nem egész másfél kilométernyire innen van a falu, ahol mindent be tudok szerezni.	0.182432
Độ nửa tiếng sau tôi sẽ quay lại.	Fél óra múlva már itt is leszek.	0.222581
Nói xong câu ấy, Ilya Bruso vội bước đi mà không đợi câu trả lời.	Ezzel Borus Demeter választ sem várva, eltávozott.	0.15
Ở lại một mình, Caclo Dragoso ngả lưng xuống giường, ông uể oải mệt mỏi khôn cùng.	Dragos, mikor egyedül maradt, visszahanyatlott fekhelyére.	0.101786
Ông nhắm mắt lại. ~~~ Nhưng sự sống đã nhanh chóng hồi sinh, máu lại chảy rần rật trong huyết quản của ông.	Társának nem vallotta be, hogy mennyire megviselte ez a csúnya kaland, és most kimerülten hunyta le a szemét.	-0.00631579
Một chập sau, ông mở mắt và bắt đầu nhìn ngó chung quanh mình.	De életereje gyorsan visszatért, és ereiben lüktetve keringett a vér.	0.290909
Cái trước tiên đập vào đôi mắt mờ đục của ông là một trong hai cái vali của Ilya Bruso mà trong lúc vội vã, anh ta đã quên đóng lại.	Nemsokára megint kinyitotta szemét, és egyre határozottabb tekintettel nézett jobbra-balra.	0.115909
Phần bên trong của cái vali đã bị xáo tung lên trong cơn tìm kiếm vô vọng này là đủ thứ đồ đạc hỗn độn.	Még mindig kissé fátyolos pillantása először az egyik ládán akadt meg, amelyet Borus Demeter a nagy sietségben nyitva hagyott.	0.297436
Đồ vải thô kệch, quần áo, giày ống đế to bị đóng đinh rất cẩu thả.	A fenekestül feltúrt ládában a legkülönbözőbb holmik - durva fehérneműk és ruhadarabok, bakancsok - hevertek egymás hegyen-hátán, a legnagyobb összevisszaságban.	0.00375
Tại sao bất chợt đôi mắt của Caclo Dragoso chớp sáng lên?	De miért csillant fel hirtelen Dragos szeme?	0.1275
Không lẽ đây là cảnh tượng có thể làm cho ông phấn khởi lên một tí, nó lôi cuốn ông đến độ sau vài giây chú ý quan sát phải chống người dậy để nhìn cho rõ được bên trong vali?	Csak nem ez a kevéssé épületes látvány keltette, fel annyira érdeklődését, hogy egyszerre csak felkönyökölt, hogy még jobban belenézhessen a nyitott ládába?	0.217647
Tất nhiên là quần áo, vải vóc không thể nào làm dậy lên cái thói tò mò của người hành khách không được khiêm tốn, nhưng cái nhìn dò xét của nhà thám tử đã nhận ra giữa đống đồ đạc này một cái gì đó đáng để ông ta quan tâm đến.	Nem, nem a ruhadarabok vagy a fehérneműk ébresztették fel ennyire kíváncsiságát, hanem egy másik, sokkal érdekesebb tárgyon akadt meg a nyomozó vizsgálódó tekintete.	0.118868
Đấy là chiếc cặp táp bị hở phân nửa, từ đó vương vãi ra rất nhiều giấy tờ.	Ez a tárgy egy levéltárca volt, amelyből kicsúszott sok belegyömöszölt irat.	0.244
Cặp táp!	Levéltárca!	0.218182
Giấy!	Iratok!	0.3
Chắc chắn đây sẽ là câu trả lời cho những câu hỏi mà Caclo Dragoso đã vật vã với mình trong suốt mấy ngày qua.	Íme, ezek adják meg minden bizonnyal a választ sok kérdésre, amelyek Dragos Károlyt néhány nap óta foglalkoztatták.	0.272727
Nhà thám tử không thể ghìm mình.	A detektív nem tudott ellenállni a kísértésnek.	0.208333
Sau một lát tần ngần, ông phá bỏ phép tắc về sự biết ơn trước thái độ mến khách của chủ nhân, và tay ông đã vươn tới chiếc vali, lôi ra từ đó cái cặp táp quyến rũ.	Pillanatnyi habozás után, túltéve magát az illendőség szabályain, kinyújtotta karját, és a táskából kihúzta a csábító levéltárcát, tartalmával együtt.	0.246154
Ông liền xem xét ngay mọi thứ có bên trong nó.	Azonnal nekilátott, hogy átnézze az iratokat.	0.272727
Trước hết là thư từ, ông đọc thật nhanh - chúng đều được gởi cho Ilya Bruso ở Xanco.	Előbb levelek akadtak a kezébe, amelyeknek elolvasásával most nem töltötte az időt.	0.2475
Sau đó là các giấy tờ, trong số đó có mấy tờ biên lai trả tiền phòng cũng của Ilya Bruso.		-0.3
Chẳng có gì đáng chú ý ở mấy thứ này cả.	Ezek mind Borus Demeter névre voltak címezve, Szalkára.	0.275
Caclo Dragoso những muốn quẳng tất cả số giấy má này đi, song có một tờ giấy sau cùng làm ông run người.	Azután ugyanerre a névre kiállított házbérnyugták következtek. ~~~ Semmi érdekes tehát.	-0.0448276
Không có gì vô tội hơn, mà lại là với người cảnh sát, để cảm thấy một tình cảm khác, ngoài sự xúc động xâu xa trước "tờ giấy" này.	Dragos már-már abbahagyta a kutatást, amikor egy utoljára kezébe került papírlaptól megremegett a keze.	0.145455
Đây là bức chân dung, bức chân dung một phụ nữ trẻ mà vẻ đẹp tuyệt đỉnh của nàng đã làm nhà họa sĩ phải xúc động.	Pedig milyen ártatlan dolog volt ez, és igazan csak egy nyomozó érezhetett ilyen "irat" láttán mást is, mint rokonszenvet és meghatottságot.	0.295385
Nhưng cảnh sát không phải là họa sĩ, và con tim của Caclo Dragoso đập dồn lên không phải vì sự khoái cảm trước khuôn mặt tuyệt đẹp này.	Arckép volt, egy fiatal nő arcképe, akinek tökéletesen szép vonásai egy festőt is lelkesítettek volna.	0.143878
Ông còn chẳng thèm chiêm ngưỡng các đường nét của khuôn mặt.	De Dragos Károly nem volt művészlélek, és szíve nem a bámulattól dobbant meg.	0.282857
Thật tình àm nói, ông đã không chú ý gì đến bức chân dung này ngoài dòng chữ nghuệch ngoạc bằng tiếng Hungari ở phía dưới tấm ảnh "Natcha gửi đến người chồng Latco yêu quý" - những chữ này đã làm cho Caclo Dragoso sửng sốt khi đọc nó.	Szeme épp csak átsiklott a szépséges arcvonásokon, és csak a kép alján bolgár írással írt szavakon akadt meg.	-0.128571
Như thế là những nghi ngờ của ông đã được minh giải.	"Szeretett férjemnek, Natsa Ladko" - olvasta elképedve.	0.248077
và những kết luận đặt cơ sở trên những hiện tượng lạ lùng được ông nhận xét đã tỏ ra lô-gich.	Így hát gyanúja alapos volt, és a megfigyelt furcsaságok ésszerű következtetésekre indították.	0.249474
Latco!	Ladko!	0.3
Chính đây là Latco mà ông đã đánh bạn suốt bao ngày qua trên dòng sông Danube.	Szóval mégis Ladkóval hajókázott lefelé a Dunán most már jó pár napja.	0.252857
Chính đây là tội phạm nguy hiểm đang bị truy tầm một cách hoài công và đang giấu mình dưới bộ điệu vô hại của người trúng giải "Hội vùng sông Danube".	Mégiscsak a régóta hiába üldözött, veszedelmes gonosztevő rejtőzködött a Dunai Liga díjnyertesének látszólag ártatlan személye mögött.	0.23741
Sau sự phát hiện này, caclo Dragoso phải nên xử xự thế nào đây?	Mitévő legyen e megállapítás után?	0.0405405
Ông chưa kịp quyết định thì những tiếng chân ròn trên bờ đã buộc ông phải lẹ làng ném cặp táp ấy vào sâu trong vali.	Még nem jutott semmi döntésre, amikor a part felől közeledő lépteket hallott.	0.077027
Và ông đã đậy nắp lại.	A tárcát azonnal behajította a ládába, és lecsapta annak fedelét.	-0.062069
Nhưng người mới đến không phải là Ilya Bruso - người câu cá đã bỏ đi cách đây khoảng 10 phút.	Pedig a jövevény nem lehetett Borus Demeter, aki alig tíz perce távozott el.	0.152174
- Ngài Dragoso!	- Dragos úr!	0.975
- một giọng hô lên từ bên ngoài.	- kiáltotta valaki a partról.	0.714286
- Fridrit Unman!	- Friedrich Uhlmann!	0.97
- Caclo Dragoso lẩm bẩm.	- mormolta fogai között Dragos, és miután feltápászkodott, kitámolygott a hálófülkéből.	0.02
Ông cố gượng đứng dậy và ráng sức bước ra khỏi khoang thuyền.	- Ne haragudjék, hogy a nevét kiáltottam - mondotta Friedrich Uhlmann, amidőn meg­pillantotta főnökét.	0.191667
- Xin thứ lỗi vì tôi đã gọi ngài - trông thấy sếp, Unman nói ngay - Tôi đã thấy ông bạn đường của ngài đi khỏi và biết ngài ở đây chỉ có một mình.	- De láttam, hogy útitársa eltávozott, és tudtam, hogy egyedül van.	0.0953125
- Anh có chuyện gì thế?	- Történt valami?	0.933333
- Caclo Dragoso hỏi.	- kérdezte Dragos.	1.01667
- Có tin mới, thưa ngài.	- Híreim vannak, uram.	0.842857
Trong đêm này có xảy ra một vụ phạm tội.	Múlt éjszaka egy bűntényt követtek el.	0.246154
- Đâm nay à?	- Múlt éjszaka!	0.980769
- Caclo Dragoso kêu lên, sau khi nghĩ ngay đến sự vắng mặt của Ilya Bruso vào đêm vừa qua.	- csattant fel Dragos, és tüstént átfutott az agyán, hogy Borus Demeter a múlt éjszakát nem töltötte a ladikon.	0.407143
- Gần đây có một biệt thự bị tàn phá.	- Egy villát fosztottak ki, itt a közelben.	0.594872
Nạn nhân là người gác cổng.	A villa őrét elintézték.	0.219231
- Đã bị giết à?	- Meghalt?	1.03
- Thưa không. ~~~ Chỉ là bị thương nặng.	- Nem, de súlyosan megsebesült.	0.203571
- Được rồi - Caclo Dragoso nói và ra dấu bảo thuộc cấp của mình im lặng.	- Köszönöm - mondotta Dragos, és kezével csendre intette beosztottját.	0.801337
Ông đắm mình vào những suy tưởng thật sâu.	A nyomozó gondolatokba merült.	0.11
Phải làm gì?	Mitévő legyen most?	0.2
Dĩ nhiên là phải hành động. ~~~ Mà muốn hành động thì ông phải dậy sức cái đã.	Haladéktalanul fel kell lépnie, ez nem kétséges, és a megfelelő karhatalom is rendelkezésére állt.	-0.0119318
Tin tức mà ông vừa nhận được tỏ ra là liều thuốc công hiệu nhất.	A most hallott hír jobban hatott minden szíverősítőnél.	0.190909
Cả đến dấu tích của tai nạn mà suýt nữa ông là nạn nhân của nó đã không còn nữa.	Egy pillanat alatt teljesen rendbe jött, mintha mi sem történt volna vele, és már nem is kellett a hálófülke oldalfalának támaszkodnia.	0.18913
Thậm chí ông không còn phải tì tay lên nóc khoang thuyền.	Az izgatottság a vért is az arcába kergette.	0.160976
Máu chảy rần đổ dồn lên khắp mặt ông.	Igen, cselekedni kell - de hogyan?	0.14
Đúng, phải hành động, nhưng hành động như thế nào đây?		-0.3
Liệu có nên chờ Ilya Bruso quay về đây, hay nói đúng hơn - Latco, bởi vì đó là chính danh của người bạn đồng hành của ông, và nhân danh luật pháp đặt tay lên vai anh ta?	Megvárja, míg visszaér Borus Demeter, jobban mondva Ladko - hiszen ez volt az igazi neve -, és a törvény nevében azonnal letartóztassa?	0.301166
Đây là điều phải lẽ hơn hết, bởi vì kể từ này hoàn toàn không có sự nghi ngờ nào về tội lỗi của người câu cá mang tên ấy.	Ez látszott a legbölcsebb megoldásnak, hisz most már nem lehetett több kétség az állítólagos horgász bűnössége felől.	0.24359
Sự che dấu chính danh của mình, bí mật bao quanh anh ta, tên riêng của anh ta và cũng là cái tên mà mọi người vẫn đồn đại đó là tên thủ lãnh bọn cướp, sự vắng mặt của anh ta vào đêm qua lại trùng hợp với một tội ác vừa mới xảy ra... tất cả những điều này làm cho Caclo Dragoso biết rằng Ilya Bruso chính là tên phỉ đang bị truy lùng.	Az a nagy gond, ahogyan kilétét titkolta, a nagy titokzatosság, amellyel körülvette magát, azután a neve, amely egyezett azzal a névvel, amelyen a lakosság a banditák vezérét emlegette, s végül múlt éjszakai távolléte pontosan az újabb bűnténnyel egy időben - mindez arról győzte meg Dragos Károlyt, hogy valóban a banditavezérrel van dolga.	0.263208
Nhưng tên phỉ này đã cứu mạng ông!...	Igen ám, de ez a bandita megmentette az életét!	0.3
Điều này đã làm cho tình cảnh thêm rối rắm!	Ez aztán a bonyolult helyzet!	0.0444444
Tên cướp có được lợi lộc gì, hơn nữa - tên sát nhân đã nhảy xuống nước để lôi ông lên?	De hogyan lehetséges, hogy rabló, sőt mi több, gyilkos létére a vízbe vetette magát, hogy kimentse őt?	0.28125
Và nếu như điều khó tin ấy đã xảy ra, thì liệu một người vừa được vực khỏi cái chết có thể đáp lại ân nhân của mình bằng sự phản bội hay không?	De még ha ez elő is fordulhatna, lehetetlen, hogy ő, akit a biztos haláltól mentett meg, olyan rútul fizessen megmentőjének!	0.160526
Mà nói thật, phải gấp rút bắt giam anh ta là điều mạo hiểm như thế nào?	Különben is, milyen kockázattal járhat, ha egyelőre nem tartóztatják le?	0.266197
Lúc này, khi mà anh chàng Ilya Bruso giả dối đã bị lật tẩy, đã bị phát hiện, thì anh ta không thể nào thoát khỏi những nhân viên cảnh sát gác rải rác dọc theo dòng sông, và nếu như việc điều tra tiến hành thực thụ đối với người câu cá mang tên ấy, thì Caclo Dragoso đã có sẵn dưới tay rất nhiều nhân viên, và cuộc vây bắt sẽ tiến hành dễ dàng hơn nhiều.	Most, hogy az ál-Borus Demetert leleplezték, és igazi kilétét megállapították, úgysem menekülhet meg a folyó mentén végig elhelyezett rendőri erők elől, és ha a nyomozás eredményének minden szála az állítólagos horgászhoz vezetne, később még nagyobb számú rendőri közeg állna rendelkezésére, és a letartóztatást, ha most el is halasztják, akkor majd annál biztosabban hajthatják végre.	0.2936
Suốt trong năm phút Caclo Dragoso cứ suy đi xét lại cái quyết định àm ông sẽ phải ban ra.	Dragos még vagy öt percig töprengett; meghányta-vetette magában e lelkiismereti kérdés minden vonatkozását.	0.26129
