Homer	HOMÉROSZ	0.1
Sợ chết đến nơi ngô bối chăm chú hướng nhìn Charybdis.	"Rettentő vagy, erőd iszonyú, soha tested, Odüsszeusz,	0.249057
Đúng lúc đó Skylla chộp sáu tay chèo cường tráng, kinh nghiệm bứt khỏi lòng thuyền.	el nem fárad: egészen vasból vagy bizonyára; ~~~ társaidat, kik a munkában sosem-alva törődnek,	-0.00166667
Quay lại nhìn thuyền lướt sóng, tìm kiếm đồng đội, tiện nhân chỉ thấy tay chân họ vẫy vùng, trong không khí ngay trên đầu.	szárazföldre sem engednéd, hol a vízkoszorúzta ~~~ szép szigeten készíthetnénk üditő vacsorát is,	-0.0603093
Tiếng đau đớn, giọng não nuột họ vừa kêu vừa gọi tên tiện nhân, gọi lần cuối.	és ehelyett sebes éjben akarsz rohanásra kiűzni, ~~~ ködbevesző vizen át, a szigettől messzeszakadva.	-0.00652174
Như người câu cá ngồi trên mỏm nhô ra phía trước thả mồi dụ cá nhỏ dưới nước, cầm cành câu thả dây câu lưỡi câu che kín bằng ống sừng bò, thấy cá cắn câu giật mạnh lên bờ, Skylla đã hất đồng đội tiện nhân giãy giụa vào mỏm đá.	Jönnek az éjből csúf szelek is, vesztére sietnek ~~~ bárkánknak; ki kerülheti el meredek veszedelmét,	-0.257812
Nó ăn sống nuốt tươi ngay cửa hang.	váratlan ha a szélvihar erre fut, és a Notosz, vagy	0.246154
	fergeteges Zephürosz dühe tombol, amelyek a bárkát	-0.3
Họ la hét, đưa tay về phía tiện nhân biểu lộ đau đớn, tuyệt vọng!	összetörik mindig, ha nem is kívánja az isten? ~~~ Hallgassuk meg hát a sötét éj hívogatását,	-0.028
Lênh đênh, lang thang trên biển chứng kiến nhiều cảnh tượng, song chưa bao giờ tiện nhân mục kích cảnh tượng khủng khiếp, đáng thương như cảnh tượng ấy!"	készítsünk vacsorát, odaülve a fürge hajóhoz; ~~~ reggel majd fölszállva, a tágterü vízre hajózunk."	-0.1095
"Bỏ hang Skylla ghê rợn và mỏm Charybdis hãi hùng lại đằng sau chẳng bao lâu ngô bối tới đảo dễ thương của thần linh Mặt Trời, công tử Đấng Trên Cao, nơi Hyperion nuôi giữ bò trán rộng, cừu cao lớn, mập mạp.	Így szólt Eurülokhosz, s a szavát helyeselte a többi. ~~~ Akkor láttam már, hogy a daimón rosszat akar csak,	-0.195918
Vẫn còn ngoài khơi, đứng trên thuyền sơn đen, tiện nhân đã nghe từ bãi cỏ tiếng bò rống, tiếng cừu be be.	s Eurülokhoszhoz ekép szóltam szárnyas szavaimmal: ~~~ "Én egyedül vagyok, Eurülokhosz, könnyen leigáztok.	-0.018932
Bất giác tiện nhân sực nhớ lời Teiresias, thầy đoán khiếm thị thành Thebes, lời Circe yêu phụ cô đảo Aiaia, cả hai căn dặn phải tránh đảo thần linh Mặt Trời, thần linh sưởi ấm thế nhân.	Rajta azonban, erős esküt tegyetek nekem itt mind: ~~~ hogyha tehéncsordára lelünk, vagy tán a juhoknak	-0.178723
Bởi thế lòng lo lắng khôn xiết tiện nhân báo tin tay chèo cùng hay: ‘Đồng đội!	nagy nyájára, ki sem fog balgatag, ostoba fővel ~~~ ölni le marhát vagy juhot, ámde egyétek az étket	-0.00689655
Mặc dù đau khổ đã nhiều, song các ngươi lắng nghe ta nói điều Teiresias và Circe đảo Aiaia tiên đoán.	nyugton, amit nyujtott a haláltalan isteni Kirké." ~~~ Szóltam; s ők esküdtek, amint kívántam, azonnal.	-0.01875
Cả hai căn dặn phải tránh đảo thần linh Măt Trời, thần linh sưởi ấm thế nhân.	És hogy az esküt már megtették és befejezték, ~~~ jólácsolt bárkánk öblös kikötőbe vezettük,	-0.0102273
	édesvíz közelébe; kiléptek azonnal a társak	-0.3
Vì trên đó nguy hiểm rình mò, ngô bối sẽ gánh chịu tai ương khủng khiếp.	s hozzértően vacsorát készíteni kezdtek. ~~~ És miután elverték végül az éhet, a szomjat,	-0.013125
Do vậy lái thuyền cách xa đảo đó.’"	emlékezve siratták meg hat drága barátunk,	0.3
	mindet, akit fölfalt Szküllé, kiragadva hajónkból;	-0.3
"Lời vừa dứt tay chèo xịu mặt buồn rầu.	sírás közben szállta meg őket a mézizü álom.	0.293478
Eurylochos phản ứng vội vã, giọng gay gắt: ‘Odysseus, đại nhân là kẻ tàn ác, tinh thần không mệt mỏi, thân thể không rã rời.	Harmada várt csak az éjnek, a csillagok is nyugovóra ~~~ hajlottak, s szelet adva a fellegtorlaszoló Zeusz	-0.068617
Chắc hẳn tứ chi là sắt nên mới ngăn cấm đồng đội, vì cố gắng mà mệt nhoài, vì thiếu ngủ mà đờ đẫn, đặt chân lên đất liền sửa soạn bữa ăn ngon lành trên đảo bốn bề là nước!	vészes szörnyü viharral, a felhőkkel betakarta ~~~ együtt a földeket és vizeket; s éj szállt le az égből. ~~~ És hogy a rózsásujjú Hajnal kélt ki a ködből,	-0.206061
Thay vì thế, màn đêm buông đến nơi, đại nhân lại muốn ngô bối cứ xa bờ, lênh đênh trên biển, chìm đắm trong sương mù.	mélyüregű barlangba erősítettük a bárkát, ~~~ hol nimfák gyönyörű gyűléshelye, tánctere állott;	-0.048
Lúc bóng tối bao chùm mới là lúc gió nổi cơn tàn phá đoàn thuyền.	gyűlést rendeztem, majd szóltam köztük eképen: ~~~ "Kedveseim, van a fürge hajón ital és eleség is;	-0.0485915
Làm thế nào thoát chết lơ lửng trên đầu, nếu bất thình lình cuồng phong đổ tới từ hướng tây hay hướng nam hú rít quất đánh tơi bời?	hát sose bántsuk a barmokat itt, hogy bajba ne jussunk, ~~~ mert ez a csorda s e gazdag nyáj félelmetes úré,	-0.087766
Đập thuyền tan nát không gì bằng gió nam hoặc gió bắc, cả hai không cần xin phép thần linh.	Hélioszé, aki mindent lát és hall a világon." ~~~ Szóltam ekép, és hős lelkük hajlott a szavamra.	-0.00989011
Ngô bối hãy nhường bước cho màn đêm và bóng tối, sửa soạn bữa ăn, nghỉ ngơi bên thuyền lướt sóng.	Teljes hónapon át a Notosz szele fújt szakadatlan, ~~~ és sose támadt más szél, mint a Notosz meg az Eurosz.	-0.025
Rạng đông sáng mai ngô bối sẽ lên boong, đẩy thuyền xuống biển mênh mông.’"	Míg a vörösbor tartott s volt eleség elegendő, ~~~ tartózkodtak a marháktól, hiszen élni akartak.	-0.0104651
"Eurylochos nói thế, tay chèo mừng rỡ tán thành.	Csakhogy amint kifogyott a hajóról útravalójuk,	0.274468
Nhưng đúng lúc đó thâm tâm đinh ninh có thần linh hoạch định tai ương dành cho ngô bối, tiện nhân vội vã lên giọng lớn tiếng, lời như có cánh bay xa: ‘Eurylochos, ta phản đối, thiểu số chống đa số, các ngươi áp đảo bó tay ta.	s kényszerüségből eljártak vadat űzni bolyongva, ~~~ halra, madárra vadásztak, amint a kezükbe esett épp, ~~~ s kampós horgokkal, s hasukat kínozta az éhség; ~~~ ekkor félrevonultam a szép szigeten könyörögni	-0.255446
Song dù thế ít nhất hãy làm như ta kêu gọi; tất cả trang trọng tuyên thệ.	isteneinkhez, hátha utat mutat egy, hazatérni. ~~~ Félrelopóztam a társak elől egy távoli térre,	-0.0227848
Nếu gặp đàn bò, bầy cừu đông đảo, không người nào khinh suất, điên rồ bắt giết làm thịt.	megmostam kezemet, s hol a szél sose fújt a ligetben, ~~~ minden olümposzi istenhez könyörögtem imával;	-0.0157895
Tất cả bằng lòng với thực phẩm nữ thần Circe cung cấp.’"	ők pedig édes szendert hintettek szemeimre. ~~~ Eurülokhosz közben gonoszul szólt embereimhez:	-0.0470149
"Tay chèo đồng ý, đoán chắc như tiện nhân đòi hỏi.	"Bármint gyötrődtök, társak, hallgassatok énrám.	0.265385
	Mindenfajta halál iszonyú a szegény embernek,	-0.3
	mégis a legcsúfosabb éhezve betölteni sorsunk.	-0.3
Tất cả tuyên thệ xong xuôi, ngô bối đưa thuyền hạ neo trong bến đậu nơi hẻo lánh, gần suối nước ngọt, tay chèo lên bờ, nhanh nhảu sửa soạn bữa tối.	Hajtsuk el Éeliosz legszebb marháit a rétről, ~~~ s áldozzunk a nagy égbe lakó örök isteni népnek. ~~~ Hogyha elér csapatunk Ithakába, az otthoni földre,	-0.172917
Ăn uống thỏa mãn, không còn đói khát nữa, họ quay ra nghĩ tới đồng đội thân thương Skylla vồ mất mang khỏi thuyền rỗng không ăn sống nuốt tươi, họ bật khóc ngần ngật, rồi thiếp ngủ."	dús szentélyt emelünk ott tüstént Éeliosznak, ~~~ és sok drága ajándékkal díszítjük a szentélyt. ~~~ És ha a szépszavú marhákért megharagudva ~~~ elsűllyesztene, és vele van valamennyi nagy isten,	-0.234278
"Khoảng hai phần ba đêm, lúc tinh tú sắp lặn, Chúa tể thu thập mây đen nổi phong ba đùng đùng, hú rít ầm ầm, trải kín đất liền, mặt biển, hạ màn tối từ trên cao xuống thấp.	jobb szeretem hullámot nyelve kiadni a lelkem, ~~~ rögtön, mint e sivár szigeten senyvedni sokáig." ~~~ Így szólt Eurülokhosz, s a szavát helyeselte a többi.	-0.191919
Rạng Đông non trẻ ngón tay ửng hồng cũng vừa xuất hiện, ngô bối cặp bờ, kéo thuyền vào vũng nước gần ngôi động, nơi nữ thần thiên nhiên ca hát, hội họp ca đoàn.	Nyomban a legszebb marhákat vitték el a társak ~~~ most a közelből, mert nem messze legeltek a barna ~~~ bárkától a kövér, szép, széleshomloku marhák;	-0.191489
Tiện nhân hạ lệnh tay chèo tập họp, cảnh cáo tất cả: ‘Quý hữu, vì trên thuyền hãy còn khá nhiều đồ ăn thức uống, ngô bối đừng đụng tới đàn bò, bầy cừu, kẻo tai ương sẽ giáng đổ lên đầu lên cổ.	majd ezeket körülállták mind, könyörögtek az éghez, ~~~ hajkoronás nagy tölgyről tépve a gyönge levélkét:	-0.169811
Bởi bò và cừu quý hữu vừa thấy là của thần linh Mặt Trời khủng khiếp, mắt thấy tai nghe không thiếu thứ gì.’"	mert hisz a barna hajón nem akadt már árpadarájuk. ~~~ Végre levágták, megnyúzták, miután könyörögtek,	-0.0356436
"Tiện nhân nói thế, tay chèo lòng dạ hung hăng hối hả đồng ý. Suốt tháng gió nam thổi không ngừng.	szeltek a combokból, betakarták hájjal egészen, ~~~ kétréthajtva előbb, és nyershúst rakva fölébe. ~~~ Bor sem akadt loccsantani égő áldozatukra,	-0.110309
Không có gió nào khác, trừ gió nam và gió đông.	áldoztak hát vízzel, a belsőrészt kisütötték.	0.293878
Chừng nào còn bánh mì, rượu vang tay chèo không đụng tới đám gia súc, vì muốn cứu mạng bản thân.	És hogy elégtek a combok, a belsőrészt meg is ették, ~~~ fölszelték maradékait és húzták föl a nyársra.	-0.0106061
Ngược lại, khi thực phẩm trên thuyền cạn hết, do nhu cầu đòi hỏi, lang thang đây đó tìm mồi, họ sử dụng móc câu uốn cong câu cá bắt chim, bất kể thứ gì vớ được, vì cơn đói giày vò bao tử.	Szemhéjamról most surrant el a mézizü álom, ~~~ mentem a fürge hajóhoz, a tengerpart fele tüstént. ~~~ Ám, hogy a kettősívü hajó közelébe kerültem, ~~~ akkor az égő zsír meleg illata érte az orrom.	-0.238281
Lúc đó tiện nhân vào trong đảo van vái thần linh hy vọng có thần linh chỉ đường ra về.	Följajdulva, ekép kiabáltam az égilakókhoz: ~~~ "Zeusz atya, és boldog, sosemúló égilakók mind,	-0.0016129
Đi khá xa lọt vào trong đảo cách hẳn đồng hành, tới chỗ kín gió, rửa tay sạch sẽ, tiện nhân cầu khấn toàn thể thần linh trên núi Olympos.	lám, vesztemre bocsátottátok az álmot, az átkost ~~~ és ezalatt csúf dolgot vittek végbe a társak." ~~~ Gyors hírnöknő vitte a hírt hamar Éeliosznak,	-0.16129
Thần linh liền khép vành mi đưa tiện nhân vào giấc ngủ thú vị.	leples Lampetié, hogy a marháit mi megöltük. ~~~ Hát haragos szívvel harsant a haláltalanokra:	0.0968023
	"Zeusz atya és boldog, sosemúló égilakók mind,	-0.3
	büntesd embereit Láertiadész Odüszeusznak,	-0.3
Đúng lúc đó bàn bạc với tay chèo, Eurylochos đưa ý kiến tai hại: ‘Quý hữu, mặc dù đau khổ hãy lắng nghe ta nói.	kik marháimat ölték meg nagyon elbizakodva, ~~~ melyeknek megörültem, ahányszor a csillagos égre ~~~ léptem, ahányszor az égről újra a földre siettem.	-0.123469
Đối với người đáng thương như ngô bối chết dưới bất kể hình thức nào cũng ghê tởm, song chết đói là hình thức tởm ghê hơn hết con người bắt gặp khi nhắm mắt lìa đời, giã từ kiếp sống!	Hogyha a csordámért illőn nem bünteted őket, ~~~ Hádészhoz megyek és holtaknak adom csak a fényem." ~~~ Válaszul így szólt erre a fellegtorlaszoló Zeusz: ~~~ "Éeliosz, te a fényedet add csak az égilakóknak ~~~ és a halandóknak, kik a termő földeken élnek;	-0.251753
Do vậy hãy tóm cổ mấy bò nái béo mập của Mặt Trời làm lễ tế sinh dâng thần linh sống trên bầu trời bao la.	én ragyogó villámmal sujtom majd a hajójuk ~~~ és darabokra töröm, közepében a borszinü árnak." ~~~ Én szépfürtü Kalüpszótól hallottam eképen:	-0.118367
	s ő azt mondta, hogy őneki Hermész mondta e szókat.	-0.3
Nếu trở về đặt chân lên Ithaka, quê cha đất tổ, việc đầu tiên ngô bối lập tức thực hiện là xây đền thờ tráng lệ thờ thần linh Mặt Trời, công tử Đấng Trên Cao, chất đầy đồ cúng quý giá.	És hogy a bárka elé meg a tengerpartra elértem, ~~~ társaimat korholtam mind, külön, ámde menekvést ~~~ nem lehetett lelnünk, hisz a marhák már odavesztek.	-0.220619
Nhưng nếu giận dữ vì mất bò sừng thẳng thần linh này tìm cách đập thuyền, thần linh khác ra tay ủng hộ, ta sẵn sàng vĩnh biệt thế gian trước miệng sóng, chui xuống nước lạnh yên nghỉ đời đời hơn là chết dần chết mòn trên hải đảo hoang vu!’"	Adtak az istenek ám tüstént csodajelt, nem is egyet: ~~~ megmozdultak a bőrök, a nyárson bőgtek a húsok,	-0.274737
"Eurylochos nói thế, tất cả hoan nghênh.	sült és nyers darabok, mint élő barmok izegtek.	0.286047
Họ tức tốc đi lùng bò nái xinh đẹp của thần linh Mặt Trời.	Hat napon át lakomáztak a kedves társak a parton, ~~~ legszebb marháit választva ki Éeliosznak;	-0.0447761
Họ chẳng phải đi xa, vì bò nái trán rộng, lông mượt thường gặm cỏ gần thuyền mũi xanh đậm.	csakhogy amint a hetednapot adta utána Kroníón, ~~~ akkor a szél is elállt; mely zúgott vad viharokkal,	-0.0177419
Lùa được bò rồi họ làm lễ khấn vái thần linh.	s föllépvén a hajóra, a tágterü vízre kiszálltunk.	0.288462
Họ hái lá non cây sồi cao ngất làm đồ cúng, vì trên thuyền không còn bột đại mạch trắng tinh.	Árbocot állítván, fölvontuk a hószinü vásznat. ~~~ Csakhogy amint a szigéttől újból messzekerültünk,	-0.00147059
Khấn vái xong xuôi họ cứa cổ mấy con bò, lột da, lóc thịt, cắt đùi thành miếng mỏng, lấy mỡ bọc lại, trên để thịt sống.	s föld már nem látszott körülünk, csak az ég meg a tenger, ~~~ Zeusz felhőt küldött ki hajónk fölibé, hogy az égbolt	-0.0385321
Vì không có rượu vang dội lên tế sinh, họ lấy nước lã làm rượu lễ rẩy lên lúc nướng nội tạng.	fönt kékesfeketébe borult, s a vizekre homály hullt. ~~~ Száguldott a hajó, de bizony nem hosszan: azonnal	-0.0203125
Thịt đùi chín rồi, sau khi nếm thử nội tạng, họ cắt phần còn lại thành miếng nhỏ xiên vào xiên nướng trên lửa.	jött a zajos Zephürosz, kavarogva goromba viharral, ~~~ és a nagy árboc két kötelét szele szétszakitotta; ~~~ dűlt is hátra az árboc azonnal, a fölszerelés mind ~~~ hullt a hajó fenekébe. ~~~ Az árboc a tatra zuhanva	-0.197143
Đúng lúc đó bất thình lình tỉnh giấc, tiện nhân hối hả trở lại thuyền và bờ biển.	fejbeütötte a kormányost: szétzúzta a csontját ~~~ végig egész koponyájának: lebukott az a tatról	-0.00157895
Bước gần tới thuyền mũi cong thấy mùi thịt nướng thơm phức phảng phất xung quanh, tiện nhân bật khóc.	búvárként, és csontjaiból hős lelke kiröppent. ~~~ Zeusz iszonyút dörgött s villámot ütött a hajóba: ~~~ megrendült a hajó, amikor Zeusz mennyköve érte,	-0.114
	megtelt kénfüsttel, kizuhantak a társak a vízbe.	-0.3
	Barna hajónk körül úszkáltak, mint tengeri varjak	-0.3
Tiện nhân lớn tiếng kêu thần linh bất tử: ‘Ôi, Cha Chúa tể và thần linh hạnh phúc!	habtarajon; hazatértüket így elorozta az isten. ~~~ Én a hajón jártam fel-alá, de letépte a hullám	0
Đưa vào giấc ngủ thảm thương các người cố tình làm hại.	oldaldeszkáit s úgy űzte a csonka gerincet, ~~~ és a gerincre sodorta az árbocot.	-0.0159091
Trong khi phàm phu vắng mặt, tay chèo âm mưu làm việc bất chính!’"	Íme lecsüngött ~~~ róla a tatkötelék, az ökörbőr jó fonadéka;	-0.0166667
"Lúc đó Lampetia xiêm y thướt tha đã chạy đi cấp báo thần linh Mặt Trời, công tử Đấng Trên Cao, ngô bối giết bò của ông.	összekötöttem a csonka gerincet, az árbocot ezzel, ~~~ s arra leültem; a szörnyü szelek kényükre sodortak.	-0.048
Nổi cơn lôi đình ông hét to kêu gọi thần linh bất tử: ‘Cha Chúa tể và thần linh hạnh phúc, hãy trừng trị tay chèo Odysseus, con trai Laertes giết bò thần nhi.	Egyszer csak Zephürosz megszűnt iszonyú viharával, ~~~ csakhogy jött a Notosz sebesen, szivemet szomorítva,	-0.0975
Chúng cả gan, ngạo mạn hạ sát sinh vật hằng ngày đem lại biết bao nguồn vui khi thần nhi ngoi lên bầu trời đầy sao, cũng như lúc thần nhi từ thiên đỉnh đi xuống chìm dưới trái đất.	mert újból meg kellett látnom a szörnyü Kharübdiszt. ~~~ Így sodródtam egész éjjel, s azután korareggel	-0.14697
Nếu chúng không đền trả đầy đủ số bò sát hại, thần nhi sẽ xuống vương quốc Diêm Vương soi sáng cho người quá cố.’"	Szküllé szirtjét értem el újra s a szörnyü Kharübdiszt. ~~~ Ez meg a sós tengervizet épp szürcsölte magába;	-0.0451456
"Chúa tể thu thập mây trời phán: ‘Mặt Trời, tiếp tục soi sáng thần linh và thế nhân trên mặt đất màu mỡ sản sinh hạt lúa.	én meg, amint a magas fügefáig emelt föl a hullám, ~~~ rácsimpaszkodtam s denevérként csüngtem a törzsén. ~~~ Följebbhágni se tudtam; sem megvetni a lábam:	-0.136
Đám thế nhân đó, thuyền lướt sóng của chúng hoàng nhi nói ta sẽ dội sấm sáng lòe đập nát, đốt cháy giữa lòng đại dương trên mặt nước màu mận.’"	mélyben a jó gyökerek s a magasban voltak az ágak, ~~~ hosszu-nagyok, s a Kharübdiszt árnyuk rejtve takarta. ~~~ Szívósan csüngtem, s vártam, hogy köpje ki újra ~~~ árbocomat s a gerendát: jöttek elő, örömömre; ~~~ jó későn: a piacról hogy hazamegy vacsorázni ~~~ az, ki a cívakodók közt döntött sok peres ügyben,	-0.235204
"Chuyện vừa kể tiện nhân nghe Calypso mái tóc yêu kiều thuật lại.	ekkor csillantak ki az örvényből a gerendák. ~~~ Én meg elengedtem kezem és lábam, lezuhantam,	-0.03125
Yêu mị bảo nàng nghe sứ giả dẫn đường Hermes nói cho hay.	éppen a szálfák mellett hulltam a víz közepébe, ~~~ rájukszálltam hát, s a kezemmel előre eveztem.	-0.0510638
	Szküllának nem hagyta az emberek, istenek atyja,	-0.3
Xuống tới biển, lên thuyền gặp hết tay chèo tiện nhân lần lượt khiển trách từng người.	hogy megpillantson: hisz a vészből úgy ki nem érek. ~~~ Hosszu kilenc napon át hányódtam, végre az éjjel	-0.0078125
	Ógügié szigetére vetettek az istenek: ott él	-0.3
	félelmes, zengő isten, szépfürtü Kalüpszó.	-0.3
	Ő szivesen fogadott s ápolt.	-0.3
Nhưng hỡi ôi!	De regélni minek már?	0.20625
	Elmondtam hiszen ezt, múlt este, a házad ölében	-0.3
	néked s jó feleségednek már: gyűlölöm azt, hogy	-0.3
Ngô bối không tìm ra cách giải quyết vấn đề: Bò chết rồi!	mit már elmondtam mind pontosan, újraregéljem." ~~~ TIZENHARMADIK ÉNEK –	-0.00681818
Liền đó thần linh cho tay chèo tiện nhân thấy tận mắt điềm gở.	ODÜSSZEUSZ ELHAJÓZIK A PHAIÁKOKTÓL ~~~ ÉS MEGÉRKEZIK ITHAKÁBA	-0.0245902
Da nhúc nhích lết bò, thịt rống kêu trên bếp lửa, nướng chín cũng như còn sống; tiếng kêu nghe như tiếng bò rống.	Így szólt, és amazok mind hosszan csöndbe merültek, ~~~ mind megigézve maradtak az árnyas termek ölében.	-0.0397959
Sau đó suốt sáu ngày tay chèo đánh chén lu bù, vì vồ được mấy con bò chọn lọc của thần linh Mặt Trời.	Végül is Alkinoosz szólt, választ adva szavával: ~~~ "Ó, Odüszeusz, magas ércküszöbű házamba jutottál;	-0.0147059
Nhưng khi Chúa tể, công tử Kronos, đưa ngô bối sang ngày thứ bảy, lúc đó gió nam thổi điên cuồng bắt đầu lắng dịu.	s visszamenet, hiszem én, sose fogsz tévelyegni többé, ~~~ míg a hazádba kerülsz, bármíly bajlódva bolyongtál.	-0.029717
Không chần chừ ngô bối lên boong lập tức, dựng cột buồm, căng buồm trắng, đưa thuyền ra khơi.	Nektek - meg mindnek külön - ezt mondom, valahányan ~~~ csak palotámban a vének szikrázó bora mellett	-0.0211957
Ngô bối vừa rời đảo, đất liền xung quanh biến dạng, chỉ còn bầu trời và mặt nước.	ülve vigadtok örökkön, az énekesünkre figyelve: ~~~ vár már vendégünkre csiszolt ládában a sok szép	-0.00154639
Chúa tể đem mây đen treo lơ lửng trên thuyền rỗng không, vì thế biển cả phía dưới tối om.	köntös is, és a remekmívű arany és sok ajándék, ~~~ mit csak a phaiák gyűléstartók mind idehoztak:	-0.00797872
Thuyền đi chưa xa bỗng dưng gió tây nổi cơn, hú rít ầm ầm, từng đợt, từng đợt đổ tới quất đập ngô bối như điên như cuồng.	rajta, fejenként adjunk még neki üstöt is és egy ~~~ drága tripúszt; azután majd újra begyűjtjük a néptől:	-0.0588235
Gió giật đứt hai dây chằng phía trước cùng một lúc.	mert terhes, ha ajándékot fölösen csakis egy ad."	0.223404
Cột buồm đổ, thuyền cụ rơi xuống hầm.	Így szólt Alkinoosz, s mindnek tetszett a beszéde.	0.3
Cột buồm ngả phía đuôi rơi trúng trán đập vỡ sọ đà thủ.	S ekkor mind hazaindult már lepihenni lakába. ~~~ És hogy a rózsásujjú Hajnal kélt ki a ködből,	-0.0470149
Từ trên boong như thợ lặn đà thủ lăn xuống nước, linh hồn dũng cảm giã từ thân xác.	már a hajóra siettek, a férfiu-dísszel, az érccel. ~~~ Alkinoosz rendezte el ezt mind szent erejével:	-0.00326087
	átsétált a hajón, s pad alá fektette a kincset:	-0.3
	még akadálya az ifjaknak ne legyen, ha eveznek;	-0.3
Đúng lúc đó và chỉ một lần Chúa tể giáng sét đánh mạnh.	majd lakomát készíteni mentek el Alkinooszhoz. ~~~ Alkinoosz vágott ott ökröt szent erejével	-0.0507692
Thuyền chòng chành xoay tít, toàn thân sặc mùi lưu huỳnh.	sűrü-sötétfelhős Zeusznak, mindenki urának.	0.210638
Bị hất khỏi boong, bám quanh vỏ đen xì, tay chèo rập rờn như hải âu nhấp nhô trên sóng.	Combokat égetvén, a dicső lakomát lakomázták ~~~ s élvezték; zengett közepettük az isteni dalnok,	0
	Démodokosz, kit a nép tisztel.	-0.3
Thần linh từ chối không để họ trở về với gia đình."	De aközben Odüsszeusz ~~~ fordította fejét a világló nap fele folyton:	-0.0122951
"Tiện nhân đi lại hết phía đầu đến phía đuôi tới lúc đợt sóng cao ngất đập bể sườn thuyền, chỉ còn sống thuyền trơ trụi nổi trên mặt nước.	hulltát várva nagyon, mert vágyott már hazatérni. ~~~ Mint ahogy áhitozott vacsorázni, ki egyre, egésznap	-0.1
Đợt sóng bứt cột buồm khỏi sống thuyền, nhưng vì dây chằng phía sau bằng da bò mắc kẹt trên cột buồm, tiện nhân lấy ngay chằng cột buồm vào sống thuyền, sau đó ngồi lên, mặc gió điên cuồng ào ào cuốn đi.	borszinü két ökrével a földet szántja ekével, ~~~ s szívbeli szép örömére bukik le a tündökölő nap,	-0.195455
Gió tây hung hãn dịu dần, nhưng gió nam trỗi dậy tức thì thay thế, áp đảo dữ dằn khiến vừa lo vừa sợ tiện nhân nghĩ như vậy lại phải băng qua xoáy nước Charybdis nguy hiểm giết người.	mert vacsorázni mehet, s meginog mentében a térde: ~~~ úgy megörült Odüszeusz, hogy a fénylő nap lehanyatlott.	-0.144175
Suốt đêm gió cứ thế đưa tiện nhân đi; lúc mặt trời lên, tiện nhân tới trước hang ngầm Skylla và xoáy nước Charybdis khiếp đảm.	Hát evezőt-szerető phaiák főbbekhez ekép szólt, ~~~ s Alkinoosznak szánva leginkább, mondta beszédét:	-0.0645
Charybdis đang há miệng nuốt nước biển mặn chát.	"Alkinoosz, nagyuram, népednek legjelesebbje,	0.225
Tiện nhân tung người lên cây vả cao ngất, ôm chặt bám chắc như con rơi, vì không thể thả chân xuống dưới, và cũng không cách nào chèo lên; rễ bám sâu dưới đất cách xa, cành to dài vươn rộng trên đầu với không tới che kín cả Charybdis.	küldjetek, áldozván, épen haza, s áldjon az isten. ~~~ Mindaz teljesedett, amiért csak a lelkem esengett,	-0.245313
Tiện nhân bám chặt nôn nóng chờ Charybdis dựa ra cột buồm và sống thuyền."	itt a kiséret, a drága ajándék; égilakóink ~~~ fordítsák a javamra: találjam tisztanevűnek	-0.0109756
	otthon az asszonyomat s épségben kedveseimmel.	-0.3
	És ti meg éljetek itt örömére a hitveseteknek	-0.3
	s gyermeketeknek mind; s istentől szálljon a gazdag	-0.3
	áldás rátok, a községtekre a baj sose sujtson."	-0.3
"Lúc cả hai xuất hiện, tiện nhân mừng hết sức.	Szólt; dícsérték mind, s mondták: el kell a honába	0.269388
Đó cũng là lúc, dù đã muộn, người ngồi phân xử cả ngày không muốn nghe thanh niên kiện tụng tranh cãi dằng dai, rời quảng trường đứng dậy về nhà dùng bữa.	vinni a vendéget, mivel úgy szólt ő, ahogy illik. ~~~ Ekkor a hírnökhöz szólt szent szava Alkinoosznak: ~~~ "Pontonoosz, te keverd a vödörben s osszad a színbort	-0.176531
Thấy ván thuyền nổi bên ngoài Charybdis, buông cả tay lẫn chân, tiện nhân rơi tõm xuống nước giữa hai xà gỗ dài thoòng.	termünkben, hogy most, miután Zeuszhoz könyörögtünk, ~~~ vendégünket már honi földje felé eleresszük."	-0.0397059
Lóp ngóp bò ngồi lên trên tiện nhân đưa hai tay chèo lách ra.	Szólt; mire Pontonoosz vegyitette a méz-szivü színbort	0.243396
	s osztott, oldalukon, mindnek; s áldoztak a boldog,	-0.3
Nhờ có Cha thần linh và thế nhân che chở Skylla không nom thấy.	tágterü égbe lakó, örökéletü isteni népnek, ~~~ helyben, a székükön ülve.	-0.0253846
Nếu không thế nào tiện nhân cũng đi đời nhà ma, chết đứt đuôi.	Fölállt most fényes Odüsszeusz ~~~ Árétének a kettős serleget adta kezébe,	-0.00208333
Tiện nhân trôi dạt chín ngày; ngày thứ mười, ban đêm, nhờ thần linh trợ giúp tiện nhân đến đảo Ogygia, nơi Calypso cư ngụ, nữ thần xinh đẹp, mái tóc diễm lệ, quyền năng kỳ lạ, giọng nói thế nhân.	és őt megszólítva, ilyen szárnyas szavakat szólt: ~~~ "Légy boldog, te királyasszony, valamíg az öregség	-0.173762
Nàng đón tiếp thân tình, săn sóc chu đáo... Nhưng tại sao kể lại chuyện này?	el nem jön s a halál, két társa az emberi nemnek; ~~~ én hazatérek most: te találj palotádban örömre	-0.0162651
