Charles Dickens	﻿Charles Dickens	1.24
- Ông Scrooge.	- Egy régi barátunkat.	0.878571
– Đúng là ông Scrooge.	Nos, nem találod ki?	0.157895
Tôi đi qua cửa sổ phòng làm việc của ông ấy, thấy chưa đóng, bên trong là ông ta và ngọn nến, tôi không thể không ghé vào.	Scrooge urat! ~~~ Elmentem a boltja előtt és az ablaktábla csak félig volt behajtva.	-0.112
Nghe đồn người hùn vốn với ông ấy sắp chết, và ông ta ngồi một mình.	Benn gyertya égett és így jól láthattam őt.	0.0488372
Hoàn toàn đơn độc trên đời, tôi tin thế.	Úgy hírlik, hogy a társa halálán van.	0.218919
– Này hồn ma!	Így hát egyedül volt ott.	0.205263
	Azt hiszem, a társán kívül senkije sincs a világon.	-0.3
- Scrooge nói, giọng rạn vỡ, - hãy đưa tôi ra khỏi chỗ này.	- Szellem, ne gyötörj tovább, - szólalt meg Scrooge elcsukló hangon.	1.04524
– Tôi đã bảo ông đây là những cái bóng của thời đã qua mà, - con ma nói.	- Vigyél el innen! ~~~ - Megmondottam, hogy régen elmúlt idők letűnt árnyait fogod látni csupán.	0.110185
- Họ là thế, và họ không trách cứ gì tôi đâu!	Legyen bátorságod szembenézni velök.	0.197368
– Hãy đưa tôi đi!	- Nem! ~~~ Elég volt.	-0.05
- Scrooge kêu lên, - Tôi không thể chịu nổi nữa!	Nem bírom tovább!	-0.25
Ông ta quay sang con ma, và thấy nó nhìn ông với bộ mặt mà lạ lùng thay, trên đó là toàn bộ những mảnh ghép của các bộ mặt nó đã chỉ cho ông, đang vật lộn với nó.	Íjedten látta, hogy a kísértet arca csodálatos módon valamennyi árnyalak arcához hasonlít. ~~~ Megrémült, de azért tovább alkudozott.	-0.0523256
– Hãy buông tha tôi!	- Hagyj békén!	0.1
Đưa tôi trở về.	Vigyél haza.	0.138462
Đừng ám tôi nữa!	Ne kínozz tovább!	0.25
Trong cuộc vật lộn, nếu có thể gọi là thế, con ma chống lại một cách vô hình, từng phần trên người nó không hề bị xáo trộn vì bất cứ sự ráng sức nào của kẻ thù, Scrooge nhận thấy ánh sáng của nó bừng cháy rực rỡ; và ảnh hưởng của nó lên ông yếu đi, ông vồ lấy cái chụp nến rồi bằng một động tác đột ngột, ông úp lên đầu nó.	Miközben ezt mondta, most már az is feltűnt Scrooge-nak, hogy a kísértet fején a fény rendkívüli erővel világít. ~~~ Ösztönszerűen érezte, hogy a látottak és a fény erőssége között titokzatos összefüggésnek kell lennie. ~~~ Ha a fény kialudna, ez talán véget vethetne további kínjainak.	-0.173239
Hồn ma sụp xuống dưới cái chụp phủ lên toàn bộ hình dáng của nó; nhưng dù Scrooge ấn xuống bằng cả sức lực, ông vẫn không thể che khuất được ánh sáng, nó vẫn tràn ra từ dưới cái chụp, một dòng sáng chan chứa trên sàn.	A lámpaernyő formájú süveg ott volt a kísértet kezében. ~~~ Hirtelen mozdulattal megragadta a süveget és szempillantás alatt a kísértet fejébe nyomta. ~~~ A kísértet menten összeroskadt és tetőtől-talpig eltűnt a süveg alatt. ~~~ Scrooge teljes erővel, kétségbeesetten szorította a süveget a föld felé.	-0.190605
	Az alsó szélén még mindig éles fény tört elő és nappali világosságot árasztott.	-0.3
Ông cảm thấy mệt lử và buồn ngủ không sao cưỡng lại được; Hơn nữa, ông đang trong phòng ngủ của mình.	Scrooge érezte, hogy ereje fogytán fogy és az ájuláshoz közel még csak annyit látott, hogy ismét hálószobájában van.	0.292035
Bàn tay ông buông cái chụp ra; vừa đủ thời gian cho ông lảo đảo đến giường, trước khi ông chìm vào giấc ngủ nặng nề.	Homályosan látta ágyának körvonalait is. ~~~ Egy utolsót szorított még a süvegen, azután végképpen kimerülten ágyához tántorgott és mély álomba merült.	-0.0229008
Hồn Ma Thứ Hai	A második számu kísértet	0.1125
	Egy telitüdőből nekilendülő és legszebb reményekre jogosító horkantás kellős közepén Scrooge hirtelen felébredt.	-0.3
– Kìa, là NGÀY GIÁNG SINH.	Látszólag nem keltette fel senki és semmi.	0.212903
	Mégis teljesen szük­ségtelen volt közölni vele, hogy ismét éjfél után egy óra közeledik.	-0.3
– Là Ngày Giáng sinh!	Ezt világosan érezte.	0.245455
- Scrooge tự nhủ.	Ezért is ébredt fel.	0.284211
Thức giấc vào giữa cơn ngáy dai dẳng khác thường và ngồi dậy trên giường cho tĩnh trí, Scrooge chẳng có lý do gì mà bảo chuông lại điểm một tiếng.	Tudta, hogy az időpont egészen közel van, amikor a második számú kísértettel, aki Marley közbenjárására fel fogja keresni, fontos megbeszélést kell folytatnia.	0.284314
Ông cảm thấy đúng lúc này, ông đã hoàn hồn cho mục đích đặc biệt gặp tín sứ thứ hai do Jacob Marley phái đến với ông.	Egyideig azon tűnődött, hogy a második számú kísértet ágyának vajon melyik függönyét fogja félrevonni.	0.225
Nhưng thấy mình ớn lạnh khi tự hỏi những tấm rèm của ông che chắn cho con ma mới kia có kéo lên không, ông kéo tuột từng cái sang một bên rồi nằm lại, coi chừng cẩn thận mọi thứ quanh giường.	Azután, noha a szobában olyan hideg volt, hogy az orrahegye is kivörösödött, mégis elhatározta, hogy egy percre kibújik a dunyha alól és valamennyi függönyt előre félre­húzza.	0.230357
Ông muốn thách thức hồn ma vào lúc nó xuất hiện, không muốn bị ngỡ ngàng và căng thẳng.	Azután visszafeküdt és fürkészve nézett körül.	0.018
Các quý ông thuộc loại tự do thoải mái thường vây vo đã quen với một hoặc hai nước cờ, thường là người đánh đồng với giờ giấc, thể hiện phạm vi rộng lớn khả năng mạo hiểm của họ bằng cách quan sát vì họ rất thạo mọi trò, từ đánh tráo sấp ngửa đến tội ngộ sát, giữa các cực đối lập, chắc chắn có một phạm vi rộng lớn và toàn diện của các vấn đề.	Szilárdan eltökélte ugyanis, hogy már az első pillanatban szemtől-szembe akarja kapni a kísértetet; nem hagyja magát meglepni és bármi történjék is, semmin sem fog csodálkozni, egyszóval a legnagyobb mértékben beren­dez­kedik az idegháborúra. ~~~ Friss szellemű és gyors elhatározóképességű úriemberek, akik kellőképpen értékelni tudják a pillanat adta előnyöket és minden szavuknak és mozdulatuknak kellő súlyt tudnak adni, bizonyára megértik ezt a törekvést.	-0.0164589
Chẳng cần mạo hiểm cũng như táo bạo, tôi không dám kêu gọi bạn tin rằng Scrooge đã chuẩn bị sẵn sàng cả một phạm vi mênh mông những tướng mạo kỳ lạ, và giữa một đứa trẻ với con tê giác cũng chẳng có gì khiến ông ta sửng sốt cho lắm.	Anélkül, hogy el akarnók túlozni Scrooge képességeit és pillanatnyi lelkierejét, annyit nyugodtan mondhatunk róla, hogy az eljövendő kísértet külsejét illetően mindenféle jelenségre, ami, mondjuk, egy újszülött és egy rinocerosz között váltakozhatik, teljesen felkészült.	0.380158
Lúc này, đã chuẩn bị hầu hết mọi thứ, Scrooge không còn biết phải làm gì nữa; Rốt cuộc, khi chuông điểm một tiếng và chẳng thấy hình bóng nào xuất hiện, ông lên cơn run dữ dội.	A hiba csupán abban rejlett, hogy mindenre elkészülvén és felkészülvén, a semmire semmi­képpen sem készült fel. ~~~ Már pedig ez történt.	-0.0738636
Năm phút, rồi mười phút, mười lăm phút qua đi, vẫn chẳng có gì.	Az óra egyet ütött és nem történt semmi. ~~~ Ez mindennél meglepőbb és ijesztőbb volt.	-0.0232394
Ông vẫn nằm trên giường, giữa ánh sáng chói lòa tuôn chảy trên giường lúc chuông điểm giờ.	Scrooge úgy reszketett a félelemtől, mint a kocsonya. ~~~ Eltelt öt kínos perc, tíz perc, negyedóra, - még mindig semmi.	-0.00873786
Nó là ánh sáng duy nhất và gây hoảng hốt hơn cả một tá ma, ông bất lực hiểu ra rằng như thế có nghĩa là gì hoặc sẽ là ở đâu.	Ott feküdt az ágyban, különös vöröses fény áradt szét a szobában. ~~~ Ez a vöröses nyugtalanító fény azóta volt észlelhető, amióta az óra elütötte az egyet.	-0.0186131
Thỉnh thoảng, ông sợ rằng nó có thể xuất hiện vào khoảnh khắc thú vị của sự tự bốc cháy, không hề có lời an ủi là biết trước sự ấy.	Csak fény - minden kísértet nélkül; riasztóbb volt, mint egy tucat kísértet, mert sehogysem érte fel ésszel, hogy mit jelenthet és mi lesz ebből.	0.257778
Tuy vậy, ông bắt đầu suy nghĩ, như bạn hoặc tôi phải nghĩ ngay từ đầu, thông thường người trong tình thế khó khăn đều biết nên làm gì và nhất thiết phải làm gì, cuối cùng, ông ta cho rằng nguồn và bí mật của ánh sáng ma quái này có lẽ là trong căn phòng kế bên, từ đó mà lần ra nó, hình như nó đang phát sáng.	Szinte úgy érezte magát, mintha máglyára rakták volna és a fény saját testének izzó parázsából áradna, anélkül, hogy az égést magát érezné! ~~~ Végül, minthogy már nem tehetett mást: gondolkodni kezdett.	-0.101005
Ý nghĩ này choán hết tâm trí Scrooge, ông nhẹ nhàng ngồi dậy và xỏ vào đôi dép lê, tiến ra cửa.	Persze, most mindenki azt mondja, hogy ezt már előbb is megtehette volna.	0.124615
Đúng lúc Scrooge đặt tay lên chốt cửa, một giọng nói kỳ lạ gọi tên ông và bảo ông quay vào.	Igen ám, de rendszerint éppen az, aki bajban van, látja legkevésbé világosan saját helyzetét.	0.259551
Ông tuân theo.	A kívülálló mindig bölcsebb.	-0.02
Đây là phòng riêng của ông.	No, de mindegy, tény az, hogy most már gondolkodott.	0.145161
	És amint gondol­kodott, lassankint rájött, hogy a fény alighanem a szomszéd szobából szűrődik át.	-0.3
	Mikor ez a gondolat eléggé gyökeret vert benne, óvatosan kilopódzott az ágyból, bebújt a papucsába és lábujjhegyen az ajtóhoz osont.	-0.3
	Abban a pillanatban, amint kezét a kilincsre tette, valaki a másik szobából a nevét kiáltotta s egyben felszólította, hogy lépjen be.	-0.3
Không còn nghi ngờ gì nữa.	Scrooge némán engedelmeskedett.	0.268966
	A szoba, amelybe belépett, kétségtelenül ugyanaz a szoba volt, ami évek óta általában ebéd­lőjének ismert.	-0.3
	De amint jobban körülnézett és szeme megszokta a fényt, látta, hogy valami csodálatos változás ment végbe a szobán.	-0.3
	A mennyezetet és a falakat örökzöld növényzet borította, mint valami kertben.	-0.3
Nhưng nó biến dạng đến ngỡ ngàng.	A buja zöld levelek között harmatcseppektől csillogó bogyók piroslottak.	0.0675
Tường và trần treo đầy cây xanh, nom như một khu rừng nhỏ; chỗ nào cũng có những chùm quả mọng tươi tắn, lấp lánh.	A magyal, fagyöngy és borostyán fényes leveleiről a tűzfény mint millió kis tükörről megsokszorozódva verődött vissza.	0.277119
Những cái lá nhựa ruồi, tầm gửi, thường xuân xanh tươi phản chiếu ánh sáng, lấp lánh như có rất nhiều tấm gương bé tí rải rác đó đây; Một ngọn lửa lớn bốc cao lên tận ống khói, là thứ mà cái lò sưởi đá xám xịt trong thời Scrooge hoặc Marley hoặc trong nhiều mùa đông đã qua chưa bao giờ biết tới.	A kandallóban hatalmasan lobogó lánggal égett a tűz. ~~~ Aligha látott ez a kandallónak csúfolt ócska cseréptákolmány valaha is ekkora tüzet.	-0.218284
Chất đống tú ụ trên sàn là gà tây, ngỗng, thịt thú rừng, gia cầm, thịt lợn ướp, những khúc xương lớn, lợn sữa, những vòng xúc xích dài, bánh patê, bánh pút-đinh mận, nhiều thùng sò, hạt dẻ rang nóng hổi, bánh táo điểm anh đào, nước cam, những quả lê ngon lành, bánh ngọt tuyệt ngon cho ngày thứ mười hai, những bát rượu punch* nóng hôi hổi, làm căn phòng lờ mờ vì đủ thứ khói ngon lành.	A szoba közepén, mintha mesebeli király koronázási dombja lenne, sült pulykák, libák, vad­disznó­pecsenye, ropogós malacsült, hosszú fürtökben kolbász, hurka, piros almák, sárga narancsok, pompás körték, kürtöskalácsok, csillogó üvegekben forralt bor. ~~~ Az óriás halomból ínycsiklandozó illatok szálltak és betöltötték a nagy szoba minden zugát.	-0.0355263
Trạng thái thoải mái bao trùm lên cái đi-văng có một người Khổng lồ vui vẻ, trông rực rỡ, cầm ngọn đèn lấp lánh hình sừng dê và giơ cao nó lên, lên cao nữa, chiếu ánh sáng lên Scrooge lúc ông ta vừa ló vào cửa.	Ennek a csodálatos dombnak a hegyében furcsa, jókedvű óriás ült, egyik kezében jókora darab malacsültet, a másikban bőségszaru formájú lobogó fáklyát tartva. ~~~ A fáklya fénye élesen hullt a belépő Scrooge ámuló ábrázatára.	-0.00409091
– Vào đây!	Habozva állt meg az ajtóban.	0.123529
- Con ma kêu to. ~~~ - Vào đây!	- Gyere csak közelebb, - kiáltotta a szellem - ismerkedjünk meg kissé!	0.0444444
Ông sẽ biết rõ tôi hơn, ông bạn!	Scrooge félénken lépett közelebb.	0.282857
Scrooge rụt rè bước vào và cúi đầu trước Hồn ma này.	Fejét lehajtotta, szemét lesütötte.	0.113514
Ông không còn là Scrooge gan lì mọi khi nữa, và mặc dù cái nhìn của Hồn ma trong sáng và ân cần, song ông không thích nhìn thấy tí nào.	A kísértet tekintete tiszta volt és világos, mégsem volt bátorsága szembenézni vele.	0.095122
– Tôi là Ma Giáng sinh Hiện tại, - Hồn ma nói.	- Az idei karácsony szelleme vagyok - dörögte az óriás.	0.566845
- Hãy nhìn tôi này!	- Nézz már rám!	0.825
Scrooge cung kính làm theo.	Scrooge felpillantott és szemügyre vette látogatóját.	0.476923
Hồn ma mặc một áo choàng xanh sẫm giản dị hoặc áo khoác viền lông trắng.	Egyszerű zöld ruhát viselt fehér prém­gallérral.	0.123529
Bộ quần áo lùng thùng trên thân hình, bộ ngực lớn để trần, dường như không thèm né tránh hoặc che giấu bằng bất cứ mưu mẹo nào.	Kabátja gombolatlan, inge nem volt, csupasz mellkasa önérzetesen kidomborodott, mintha ezzel is leplezetlen őszinteségét hangsúlyozná.	0.265116
Bàn chân cũng để trần, trông rõ dưới bộ trang phục nhiều nếp gấp; đầu nó đội vòng lá nhựa ruồi, đây đó điểm những cục băng sáng ngời.	Rövid ruhája alól kilátszott mezítelen lábszára. ~~~ Fején csillogó jégcsapokkal megtüzdelt fenyőkoszorút viselt.	-0.0565789
Những lọn tóc quăn nâu sẫm dài và mềm mại, tung tẩy như gương mặt hân hoan, cặp mắt lấp lánh, bàn tay lộ ra ngoài, giọng nói vui vẻ, thái độ tự nhiên và khí sắc tươi tắn.	Barna göndör haja természetes fürtökben vállára csüngött, nyílt arca, vídáman csillogó szeme, zengő hangja valóban bizalomkeltő, zavartalan életörömöt sugárzó jelenséggé tették.	0.293443
Quanh thắt lưng quấn một bao kiếm cổ, nhưng bên trong không có kiếm, cái bao cổ lỗ đã bị gỉ ăn mòn.	Övén baloldalt ócska, rozsdamarta kardhüvely lógott, kard nélkül.	0.109091
– Trước kia ông chưa bao giờ ưa tôi!	- Sohasem láttál még ilyesféle alakot, mint én vagyok?	0.237209
- Hồn ma nói.	- kérdezte a kísértet.	0.707143
– Chưa bao giờ, - Scrooge trả lời.	- Soha - felelte Scrooge.	0.554545
	- Sohasem csavarogtál az éjszakában családom valamelyik fiatalabb tagjával?	-0.3
– Ông cũng chưa bao giờ đến với các thành viên trẻ hơn trong gia đình tôi, nghĩa là (vì tôi còn rất trẻ) các em tôi ra đời trong những năm gần đây?	Illetve úgy is mondhatnám, hogy valamelyik öregebbik tagjával, mert jómagam rettentő fiatal vagyok; esetleg valamelyik bátyámmal; az utóbbi években is született néhány.	0.298125
- Con ma nói tiếp.	- Nem hiszem, hogy találkoztam volna velük.	0.433333
	Sőt bizonyosra veszem, hogy aligha volt szerencsém bármelyikükhöz.	-0.3
	Hány bátyád van tulajdonképpen?	-0.3
– Tôi không nghĩ là thế, - Scrooge nói.	- Több mint ezernyolcszáz - mondta a szellem.	0.611382
- Tôi e là chưa.	- Micsoda család!	1.03125
Cậu có nhiều anh em lắm sao, hỡi Hồn ma?	- mormogta Scrooge. ~~~ A szellem most feltápászkodott.	-0.0244186
– Hơn một ngàn tám trăm, - hồn ma nói.	- Szellem - szólt Scrooge minden bátorságát összeszedve - induljunk, vezess bárhová, én követlek.	0.259091
– Một gia đình đông khủng khiếp phải chu cấp, - Scrooge lầm bầm.	Tegnap éjszaka sok mindent tapasztaltam, ami hasznomra válhatik.	0.225
Con ma Giáng sinh Hiện tại đứng dậy.	Rámfér, hogy tőled is tanuljak valamit.	0.284211
– Hỡi Hồn ma, - Scrooge nói, nhún nhường, - hãy dẫn tôi đến nơi cậu đến.	- Fogd meg ruhám szegélyét! ~~~ Scrooge engedelmeskedett és két kézzel kapaszkodott a kísértet ruhájába.	0.125
	Fagyöngy, magyal, borostyán, pulyka, liba, kacsasült, hurka, kolbász, sültmalac, kalács, gyü­mölcs, forralt bor egy szempillantás alatt eltűnt.	-0.3
Đêm qua, tôi bị ép đi và bây giờ tôi đã học được một bài rồi.	Eltűnt a szoba is, a kandalló, a vöröses fény és az éjszaka is.	0.233898
Tối nay xin cậu dạy tôi chút ít và để tôi kiếm chút lời lãi.	Nagyvárosi utcán találták magukat, fehéren csillogó karácsonyi reggelen.	0.273134
– Hãy nắm lấy áo tôi!	Csípős hideg volt.	0.142105
Scrooge tuân theo, nắm vội lấy cái áo choàng.	A hókaparó lapátok érdes, harsogó hangja hallatszott.	0.26875
Cây nhựa ruồi, tầm gửi, những quả mọng đỏ, dây thường xuân, gà tây, ngỗng, thịt thú rừng, gia cầm, thịt lợn ướp, thịt lợn, xúc xích, bánh ngọt, bánh pút-đinh, hoa quả, rượu punch, tất cả biến mất ngay lập tức.	A háztetőkről le­sepert hótömegek nagy puffanással estek a földre, nem kis örömére a gyerekeknek, akik kipirult arccal gyönyörködtek a csillogó görgetegekben. ~~~ A fehér hóból élesen váltak ki a házak sötét körvonalai.	-0.0183099
Chỉ còn lại căn phòng, ngọn lửa sáng rực rỡ, thời khắc ban đêm, và họ đứng trên các đường phố trong buổi sáng Giáng sinh, vì thời tiết rất khắc nghiệt nên người ta phải nạo tuyết khỏi vỉa hè trước nhà, tạo thành tiếng nhạc thô bạo nhưng hoạt bát và dễ chịu, các cậu trai sướng điên lên khi nhìn thấy tuyết chẳng biết từ đâu rơi ùm xuống con đường bên dưới, tóe ra thành trận bão tuyết giả.	A földön piszkos sárrá taposták a havat a járókelők. ~~~ A kocsiúton a szekérnyomokban olvadt hólé csurgadozott, az útkereszte­ző­déseknél terjedelmes pocsolyává gyűlve.	-0.240533
Cửa trước của các ngôi nhà trông đen đen, các cửa sổ còn đen hơn, trái ngược với lớp tuyết trắng muốt, mịn màng trên mái nhà và thứ tuyết bẩn hơn trên mặt đất; bị bánh các loại xe ngựa, xe bò nặng trịch cày lật lên thành những rãnh sâu, vắt ngang vắt dọc lên nhau hàng trăm lần ở chỗ các phố lớn phân nhánh, tạo thành những con mương rắc rối, khó mà lần theo trong lớp bùn dày vàng vàng và làn nước giá buốt.	A kéményekből nedves fa sűrű, keserű füstje szállt alá és úgy megtöltötte az utcát, mintha Nagy-Britannia valamennyi kéménye ideokádta volna füstjét. ~~~ Egyszóval az időjárás nem volt éppen szívderítő.	-0.184328
Bầu trời u ám, các phố ngắn nhất ngột ngạt vì sương mù xám xịt, nửa tan, nửa đông cứng, những phần tử nhỏ hơn rơi xuống thành một trận mưa các mảnh đen ngòm, dường như các ống khói ở cả nước Anh này bốc cháy và phun ra những thứ trong lòng lò.	Mégis derű és öröm volt a levegőben; foszló-fehér felhős nyári kék ég alatt sem lehetett volna különb. ~~~ Ez a vidám derű a lakosságból sugárzott.	-0.135211
Chẳng có gì quá vui trong cái thời tiết hoặc thành phố này, nơi không khí hân hoan tưởng lầm rằng khí trời mùa hè là trong sáng nhất và mặt trời mùa hè là rực rỡ nhất, có thể khuếch tán vô ích.	A férfiak a házak ereszén állva - miközben a havat lapátolták - vidáman kiáltoztak egymásnak, olykor egy-egy hólabdát is hajítottak.	0.106299
Những người xúc tuyết trên nóc nhà ắt phải rất vui tính và chan chứa niềm vui; Họ gọi nhau í ới qua các lan can, thỉnh thoảng lại bông đùa ném một quả bóng tuyết, những lời trêu chọc vui vẻ, những tiếng cười sảng khoái nếu ném trúng và ít vui hơn nếu trượt.	Jót nevettek, ha célba talált, még jobbat, ha elhibázta a célt. ~~~ A mészáros boltja félig nyitva van még, a gyümölcsös kulipintyója teljes dicsfényben tündököl.	-0.121154
Các cửa hàng bán gia cầm vẫn mở nửa chừng, các cửa hàng bán hoa quả sáng rực, lộng lẫy.	A gesztenyés kosarak az ajtóban úgy dülleszkednek ki az utcára, mint valami tekintélyes úriember önérzetes pocakja.	0.263265
Các giỏ lớn, tròn, bụng phệ đựng hạt dẻ, hình dáng như áo gilê của các quý ông già cả ngà ngà say, đang thơ thẩn bên cửa và ngã nhào xuống phố trong bộ dạng sang trọng.	A szép nagy barna spanyolhagymák, mint valódi spanyolok büszkén sorakoznak egymás mellé a polcon és csak, ha egy nagyon csinos lány megy el a bolt előtt, kacsintanak rá nagy huncutul.	0.26747
Những củ hành Tây Ban Nha hung hung đỏ, vỏ ngoài nâu nâu, đường viền rộng, tươi sáng, béo mập như các thày dòng Tây Ban Nha, nháy mắt từ trên giá với vẻ ranh mãnh tinh nghịch với các thiếu nữ lúc họ đi qua, và kín đáo liếc các cành tầm gửi treo lơ lửng.	A körték, almák sárgálló gúlákban mosolyognak. ~~~ A bejárat felett fonalra aggatva csodás szőlőfürtök függnek. ~~~ Mindenkinek jogában áll megszemlélni őket, sőt a boltos különös előzékenysége folytán teljesen díjmentesen futhat össze láttukra a nyál bárki szájában.	-0.126636
Những quả lê và táo chất thành các kim tự tháp đẹp đẽ, những chùm nho treo lủng lẳng, mời mọc trên những cái móc khiến nước bọt của khách qua đường chảy miễn phí; hàng đống cây phỉ phủ đầy rêu và màu nâu gợi nhớ những chuyến đi dạo xưa cũ, thơm phưng phức trong rừng, mắt cá chân ngập trong lớp lá khô; những con chim non Norfolk Biffins ngăm ngăm đen, làm nổi bật màu vàng của cam và chanh, thân hình chắc nịch như khẩn nài con người mang chúng về trong những túi giấy và ăn sau bữa tối.	A norfolki aszaltalmák mély aranysárgája beleolvad a narancsok meleg és a citromok hideg sárgájába. ~~~ Egy szegen készen állnak a papírzacskók, türelmetlenül várva, hogy azt a sok zamatos gyümölcsöt befogadják és vacsora utáni csemegének elvigyék gazdagok és szegények ünnepi asztalára.	-0.137455
Cá vàng và bạc bơi tung tăng giữa những quả được lựa chọn trong một cái thẩu, dù tham gia cuộc đua uể oải và lờ đờ, chúng có vẻ biết việc gì sắp xảy ra, và một con cá há hốc miệng bơi quanh cái thế giới bé nhỏ của chúng trong nỗi phấn khởi từ tốn và không sôi nổi.	Még az aranyhalak is fontoskodva úszkálnak körbe-körbe a kirakat közepére tett uborkás üvegben. ~~~ Ha az ember meggondolja, hogy milyen szenvtelen és hideg, nedves elemben élő lények, szüntelen keringésük izgatott tüntetésszámba megy.	-0.0470852
Than ôi, còn các cửa hàng bán tạp phẩm!	Hát még a fűszerüzlet! ~~~ Oh, a fűszerüzlet!	-0.00348837
Chúng gần như đóng cửa, có lẽ một hoặc hai cánh chớp đã hạ xuống; nhưng vẫn có thể liếc nhìn qua các khe hở!	Bár kirakatait már bezárták és az ajtó csak félig van nyitva, az ajtóhasadékon át még mindig káprázatos dolgokat láthat és hallhat az ember.	0.267769
Không chỉ những cái cân đã hạ xuống quầy tạo thành âm thanh vui vẻ, hoặc các dây bện và trục lăn cùng tách ra nhanh đến thế, hoặc các hộp đựng bánh lách cách chạy lên chạy xuống như trò xiếc, thậm chí các loại mùi của trà, cà phê làm khoái mũi, kể cả nho khô là thứ hiếm cũng được cung cấp dồi dào, những quả hạnh trắng lạ thường, những thanh quế dài và thẳng đuột, còn biết bao nhiêu thứ gia vị khác ngon lành, nhiều loại quả tẩm đường điểm thêm đường nấu chảy khiến những người xem thờ ơ nhất cũng thấy choáng váng, rồi đâm cáu bẳn.	A mérleg serpenyői szüntelen csengenek, a spárgagombolyagok, mint az ördögmotolla pörög­nek, a bádogdobozok, mintha varázslat folytán volnának örökös mozgásban polc és pult között. ~~~ A tea és a kávé illata ingerlően száll a levegőben.	-0.241703
Chẳng phải vì những quả vả ướt và mềm nhão hoặc những quả mận Pháp đỏ hồng, rôn rốt chua trong các hộp trang hoàng lộng lẫy hay mọi thứ ngon lành khác để ăn và được bọc trong vỏ Giáng sinh, nhưng mọi khách hàng đều vội vã và háo hức trong cái ngày đầy hứa hẹn này, đến nỗi họ va phải nhau ở cửa, đánh rơi các giỏ bằng liễu gai, để quên các thứ đã mua ở quầy rồi phải quay lại kiếm, rồi mắc phải hàng trăm thứ sai lầm tương tự, buồn cười hết mức.	A mazsolás hordóból aranyszínű mazsola ömlik, a fahéjrudak a világ leghosszabb fahéjrúdjai, a tisztított mandula a világ legfehérebb mandulája. ~~~ A cukrozott gyümölcsön olyan vastag a barázdás szürkés cukorréteg, hogy az ember rosszul lesz az éhségtől, ha ránéz!	-0.147047
Trong lúc những người bán tạp phẩm và nhân viên của họ thật thà và trong sạch, thái độ lịch sự, tạp dề thắt chặt ra sau để làm việc cho tiện, vẻ ngoài mệt mỏi vì phải kiểm tra mọi thứ, và cho những con quạ Giáng sinh nhấm nháp thứ họ đã chọn kỹ.	Az aszaltszilva és a koszorúfüge is ünnepi díszbe vágták magukat; fenyővel és magyallal vannak díszítve. ~~~ A vásárlók a keskeny ajtóban az ünnepi bevásárlás rettentő sürgősségétől űzve és a dolog őrült fontosságától áthatva minduntalan egymásba botlanak, ott felejtik a megvásárolt árut és izgatottan visszafutnak érte.	-0.0229927
Nhưng chẳng mấy chốc, các tháp chuông gọi mọi người đến nhà thờ, họ ra đi, lũ lượt trên các đường phố, vận những bộ quần áo đẹp nhất, mặt mũi họ vô cùng hớn hở.	Vagy elfelejtenek fizetni és akkor meg a boltos lesz izgatott. ~~~ A személyzet örömtől sugárzó arccal áll a csata hevében a pult mögött.	-0.075
Cùng một lúc, từ nhiều phố nhánh, ngõ hẻm và những chỗ rẽ không tên, vô số người xuất hiện, mang bữa tối đến các cửa hàng bánh mì.	Oly fényes az arcuk, mintha a cég különlegességeként árusított és a világ legkitűnőbb cipőpasztájának híresztelt krémmel subickolták volna ki.	0.287413
Cảnh tượng những người nghèo khổ này tham dự cuộc vui khiến Hồn ma rất chú ý, vì nó với Scrooge đứng ở ngưỡng cửa một hiệu bánh mì, và mở nắp những hộp đựng lúc họ đi qua, tàn của ngọn đuốc rơi lên bữa tối của họ.	Mikor az esteli harangszó megkondul, a város apraja-nagyja ünneplő ruhát és ünneplő arcot öltve tolong a templomok és kápolnák felé vezető utcákon.	0.0802817
Đây là loại đuốc rất hiếm thấy, chỉ một vài lần, khi những người đó xô vào nhau và thốt lên những lời giận dữ, nó rỏ vài giọt nước lên họ, ngay lập tức họ bình tĩnh lại và trở nên dễ tính hẳn.	A mellékutcák és a városvég egyszerű népe szakajtókban hóna alatt viszi az ünnepi fonott mazsolás kalácsot a pékhez.	0.0106195
Họ bảo, cãi nhau trong Ngày Giáng sinh thì thật xấu hổ.	A szellem különös érdeklődést mutat irányukban.	0.246
Thế đấy, Chúa thích thế, là thế đấy!	Scrooge-dzsal együtt ott állnak meg a legforgalmasabb pékműhely ajtaja előtt.	0.106667
Lúc tiếng chuông ngừng, các hiệu bánh mì đóng cửa; che chắn ấm áp cho những bữa tối này, nấu bữa của họ trên mỗi bếp lò của hiệu, nơi hè đường bốc khói dường như mỗi hòn đá lát cũng đang đun nấu.	A szellem felnyitja a szakajtók fedelét és a kezében tartott bőségszaruból szentelt vizet hint a kalácsra. ~~~ A szentelt víz hatására, ha akad a tömeg­ben egy-két civakodó, savanyúképű vagy bánatos arc, az is menten felderül és osztozik az általános jókedvben.	-0.0162162
– Có mùi vị gì đặc biệt trong thứ cậu rắc từ ngọn đuốc thế?	Maguk mondják, hogy civakodás, bánat méltatlan a szent karácsony­ünnephez.	0.291892
- Scrooge hỏi.	És ez így is van.	0.28
