Quo Vadis	QUO VADIS?	0.266667
- Bác Urxux, bác hãy giữ gìn nàng như con ngươi mắt nhé, bởi nàng không chỉ là nữ thánh mà còn là của tôi nữa đấy.	Ursus - fordult most ehhez - Ursus, úgy őrizd őt, mint a két szemed világát, és tudd meg, hogy ő nemcsak a te dominád, hanem az - enyém is.	0.404684
Nói đoạn, chàng cầm tay nàng ghé môi hôn trước sự kinh ngạc của đám tiện dân, họ không sao hiểu nổi cái biểu hiện thành kính của vị cận thần tuyệt vời xinh đẹp nọ dành cho người thiếu nữ mặc áo dài dân dã, gần như áo bọn nô lệ này.	Így szólván, kezét a körülállók nagy bámulatára ajkához emelte, akik nem tudták megma­gya­rázni, miért tanusít az előkelő augustiánusok egyike ily nagy tiszteletet egy rabszolga módon öltözött leány iránt.	0.219512
- Nàng khỏe nhé...	- Élj boldogul!	0.95
Rồi chàng vội vã rời chân, vì cả đoàn ai tùy tùng của Hoàng đế đã đi khá xa rồi.	Vinicius most gyorsan bucsút vett, mivel a császár kisérete már jóval előbbre haladt.	0.266667
Đức Sứ đồ Piotr khẽ làm dấu thánh giá từ biệt chàng, còn bác Urxux tốt bụng thì hết lời ca ngợi chàng, bác rất vui sướng khi cô chủ trẻ chăm chú lắng nghe và nhìn bác đầy vẻ biết ơn.	Péter apostol megáldá őt a kereszt jelével, Ursus pedig dícsérte és magasztalta a fiatal katonát, mert nagyon boldog volt amiatt, hogy kedves úrnője derülten és vidáman nézett reá.	0.243529
Đoàn tùy giá đã đi xa và khuất sau những đám bụi vàng nhưng họ còn nhìn theo mãi, cho tới khi chủ cối xay bột là Đemax, người mà đêm đêm bác Urxux vẫn tới làm thuê, tiến lại gần.	A császári kiséret mindinkább eltünt a nézők szeme elől. ~~~ Végre aranyosan csillogó porfelhő teljesen eltakarta.	-0.113182
Sau khi hôn tay Đức Sứ đồ, ông mời họ rẽ qua nhà ông dùng bữa, ông nói rằng nhà ông ở gần Emporium, mà họ thì chắc đã khá đói vì mệt và vì đứng gần suốt ngày bên cổng thành rồi.	Az apostol, Ligia és Ursus még sokáig, sokáig néztek a távolba, míg végre Demas molnár jelent meg, akinél a ligiai éjjelenkint dolgozott.	0.138281
Họ bèn cùng nhau về nhà ông Đemax, rồi tới gần tối, sau khi nghỉ ngơi và ăn uống, họ quay về khu Zalybre.	Miután az apostolnak kezet csókolt, fölszólítá mind a háromat, hogy térjenek be az ő lakására és vegyenek ott frissítőt magukhoz.	0.262162
Đi ngang sông bằng cầu Emilius, họ đi theo Clivux Publicux, ngang qua ngọn đồi Anventyn, giữa các thần miếu Điana và Merkurơ.	Bizonyosan megéheztek, mondá Demas, mivel a nap legnagyobb részét a kapunál töltötték el, és az emporium, amelynek közelében lakik, nincs nagyon messzire.	0.260156
Từ trên cao, Sứ đồ Piotr nhìn xuống những tòa nhà chung quanh những ngôi nhà lờ mờ xa tít chân trời và trầm tư suy nghĩ về sự to lớn của cùng quyền bá chủ của thành đô này, nơi ông đã đặt chân đến để truyền lại những lời răn của Đức Chúa.	Örömest engedtek a meghívásnak és elegendő pihenés és felfrissülés után, csak este felé indultak haza.	-0.190099
Cho tới lúc này, ông mới thấy được sự thống trị của La Mã, với những chiến đoàn đóng tại các vùng đất mà ông đã đi qua, nhưng đó chỉ giống như những cái chi riêng lẻ của cái sức mạnh tập trung vào một hình hài mà hôm nay ông mới trông thấy lần đầu.	Abban a szándékban, hogy a Tiberen az Aemilius-hidon mennek át, a Clivus Publicuson keresztül, az Aventinuson levő Merkur- és Diana-templom közt haladtak.	0.00851064
Thành phố này vô độ, tàn ác và tham lam, nó tàn tạ, thối nát đến tận xương tủy, song dường như không hề bị suy suyển trong sức mạnh siêu nhiên của nó.	Erről a magaslatról elmélázva nézett az apostol a rengeteg, a világon uralkodó városnak a közelben levő és a távolban eltűnő összes épületeire, melynek az Isten igéjét kellett hirdetnie.	0.274545
Hoàng đế - kẻ giết mẹ, thằng giết em, tên giết vợ - kéo theo sau một dãy dài những bóng ma đẫm máu, không ít hơn đám quần thần của hắn, tên phóng đãng, thằng hề, song đồng thời lại là chúa tể của ba mươi chiến đoàn, và qua đó - chúa tể của toàn trái đất.	A leg­különbözőbb országokban tett vándorlásai közben mindig tudatára jött annak, hogy mindenütt Róma és az ő légiói uralkodtak, de az óriási, a császár személyében megtestesült hatalomról csak most szerzett valódi fogalmat. ~~~ Minő benyomást szerzett minderről!	-0.0140078
Đám triều thần phủ đầy vàng và lụa đó, không dám chắc ngày mai, song vẫn quyền thế hơn cả các bậc đế vương. ~~~ Đối với ông, tất thảy những thứ đó gộp thành một vương quốc khủng khiếp của cái ác và sự vô lý.	Ez a mérhetetlen, hírvágyó, kapzsi, féktelen, csontig-velőig megromlott és mégis mindig a hatalom gyarapítására törekvő város, ez a császár, ki sem a testvérgyilkosságtól, sem az anyagyilkosságtól, se hitve­sének meggyilkoltatásától nem borzadt vissza s akit véres kisértetek csoportja követett, mely számra nézve nem csekélyebb, mint az egész udvari népség, ez a kéjvadász és bolond, aki mégis harminc légió fölött és ezekkel az egész világ fölött uralkodott, ezek az aranyban és bíborban pompázó udvari emberek, akik soha se tudták, mit hoz a legközelebbi nap és akik mégis büszkébben vonultak ki, mint sok király... az apostolnak mindez a bűnnel és gonosz­sággal teli pokol birodalma gyanánt tünt föl.	-0.271008
Trái tim chất phác của ông ngạc nhiên tại sao Đức Chúa lại giao phó cái quyền lực không thể hiểu nổi kia cho một con quỷ sa tăng, sao Đức Chúa lại trao cho hắn trái đất này để hắn mặc sức nhào lặn, xoay lật, dày vò, bóp lặn ra máu và nước mắt. ~~~ Hắn xoay giật như gió lốc, tàn hại như bão tố, triệt phá như ngọn lửa.	És egyszerű elméjével nem tudta fölfogni, hogy az Úr a sátánnak olyan hatalmat adott, hogy megengedte neki, miképp a földet bilincsekbe verje, eltiporja, meggázolja, belőle véres könnyeket sajtoljon, alapjaiban forgószél gyanánt megráz­kód­tassa, viharként megrendítse, láng gyanánt fölperzselje.	-0.0130682
Những ý nghĩ ấy khiến trái tim sứ đồ của ông run rẩy, ông thầm gọi lên thầy: "Chúa ơi tôi biết làm gì với cái thành phố mà Người đã phái tôi tới?	Az apostol megindult szívvel fordult a Mesterhez és gondolatban így szólt hozzá: Ó uram, mit csináljak ebben a városban, amelybe küldöttél?	0.226718
của y cả biển cả và đất liền, của y cả muông thú trên mặt đất và thủy tộc dưới nước, của y cả những quốc vương và thành quách, cả ba mươi chiến đoàn đang canh giữ; còn tôi, thưa Chúa, chỉ là một tên ngư phủ ở ao hồ! ~~~ Tôi biết làm gì đây?	Ez uralkodik a tengerek és országok fölött, a mezei és vízi vadak fölött; ő parancsol a királyságok és paloták fölött, harminc légió kész az ő védelmére, én pedig, ó Uram, egyszerű halász vagyok!	-0.0436508
Tôi làm sao thắng được sự dữ của y?"	Mit csináljak, miképp küzdjek a romlottság ellen?	0.265116
Lòng nhủ thầm như thế, đầy ưu phiền và lo lắng, ông ngẩng mái đầu bạc run run của mình lên trời thành tâm cầu nguyện và kêu tên xin Người Thầy Thiêng Liêng của ông.	És ősz, reszkető fejét ég felé emelé és telve szomorúsággal, telve aggodalommal imádkozott és szive mélyéből az isteni Mesterhez kiáltott.	0.200735
Đột nhiên những lời cầu nguyện của ông bị tiếng Ligia cắt ngang, nàng thốt lên:	Ligia félbeszakítá őt imádságában.	0.507692
- Cả thành phố như đang chìm trong lửa...	- Az egész város mintegy tűzbe van borulva - mondá.	0.579545
Quả thực, chiều hôm ấy mặt trời lặn một cách khác thường.	A nap ezen a napon csakugyan csodálatosan áldozott le.	0.177551
Cái đai khổng lồ của vầng thái dương đã khuất một nửa sau ngọn đồi Janiku và toàn bộ bầu trời ngập tràn ánh đỏ.	Óriási korongja részben a Janiculus mögé sülyedt, a széles égboltozat vöröses fényben ragyogott.	0.196875
Từ nơi họ đứng, tầm mắt bao quát cả một không gian rộng lớn.	Az Aventinusról köröskörül messze lehetett látni.	0.188235
Hơi chếch về bên phải, họ trông thấy bức tường dài của Đại Hý Trường, bên trên là tầng tầng lớp lớp những tòa ngang dãy dọc của cung điện Palatyn.	A nézőktől jobbra voltak a Circus maximus messzenyuló falai, mely fölött a Palatinus palotái látszottak föltornyosulni; előttük a Forum Boarium és a Velabrum, a Capitolinus teteje a Jupiter templomával.	0.262275
Thẳng ngay trước mặt, phía sau Forum và Velabrum, là đỉnh đồi Kapitol với thần miếu Jupiter.	És mindezeket a falakat, oszlopokat, a hegytetőt a templommal aranyos és bíborfény öntötte el.	0.266292
Song tất thảy những hàng cột, những bức tường và đỉnh nhọn của các tòa thần miếu kia dường như đều ngập chìm trong ánh sáng của màu vàng và đỏ rực.		-0.3
Những đoạn sông nhìn rõ ở xa xa giống như dòng sông máu, và mặt trời càng lặn xuống sau đồi thì ráng chiều mỗi lúc một thêm đỏ rực, mỗi lúc một thêm giống quầng lửa của đám cháy, nó mạnh lên, lan rộng ra, và rốt cuộc trùm phủ cả bảy ngọn đồi, từ đó dường như nó đang lan tràn ra những vùng chung quanh.	A folyónak látható kanyarulatai vérvörösre voltak festve és mikor a nap lassan és méltósággal leáldozott a halom mögött, a belőle szétáradó sugarak vörösebbek és egyre vörösebbek lőnek; úgy tetszett, mintha tűzvész terjedne egyre jobban és végre elborítaná a hét halmot és azok környékét. ~~~ - Az egész város tűztengerhez hasonlít!	-0.00510836
- Cả thành phố như đang chìm trong lửa - Ligia lặp lại	- jegyzé meg újra Ligia hosszabb hallgatás után.	0.894928
Ông Piotr đưa tay che mắt và nói:	Ekkor Péter kezét védőleg szeme elé tartotta és mondá:	0.123529
- Cơn giận dữ của Đức Chúa đang ở trên thành phố!	- Isten haragja van rajta.	0.356522
Tập 2- Chương 37	TIZENÖTÖDIK FEJEZET.	0.233333
Vinixius gửi Ligia:	Vinicius Ligiához:	0.284211
"Nô lệ Phlagon, kẻ mà tôi nhờ chuyển cho nàng bức thư này là một tín đồ Thiên chúa, nên bác ấy sẽ là một trong những người được đón nhận tự do từ chính tay nàng, hỡi con người thân yêu nhất đời!	"Phlegon rabszolga, akitől ezt a levelet küldöm neked, keresztény; azért a szabadságot a te kezedből fogja megkapni, édesem.	0.0387931
Đây là một đầy tớ già của gia đình, nên tôi có thể hoàn toàn tin cậy viết thư gửi qua bác ta, không sợ thư bị lọt vào một bàn tay nào khác ngoài tay nàng.	Ő házunk régi szolgája, így nyiltan írhatok neked, anélkül, hogy félnem kellene, miképp a levél más kezekbe kerülhetne, mint a tiedbe.	0.213281
Tôi viết thư từ Laurentum, nơi chúng tôi đang dừng chân vì thời tiết nóng nực.	Laurentumból írok, ahol a hőség miatt pihenőt tartottunk.	0.144643
Tại đây, chàng Otho từng có một tòa biệt thự tuyệt vời mà hồi trước chàng đã tặng cho Poppea, còn ả ta, mặc dù đã ly dị chàng, vẫn cho rằng việc tiếp tục giữ món quà kia là hợp lẽ… Cứ nghĩ đến những người đàn bà đang ở chung quanh tôi rồi lại nghĩ về nàng, tôi thấy rõ là một khối đá của Đeukalion đã thành hình đủ loại người khác nhau, những loại không một chút giống nhau và nàng thuộc về những người được sản sinh từ chính pha lê.	Hiszen itt van az a pompás villa, amelyet Poppaea Othótól kapott ajándékba és amelyről nem mondott le, jóllehet elvált férjétől... Ha az itt tartózkodó összes nőket összehasonlítom veled, úgy tetszik, hogy azokból a kövekből, melyeket Deukalion háta mögé hajigált, nagyon különböző embereknek kellett származniuk. ~~~ Te pedig, ó Ligia, kristályból származtál.	-0.0602601
Tôi ngưỡng mộ, tôi yêu nàng với tất cả tâm hồn, đến nỗi tôi chỉ muốn nói cùng nàng về mỗi một mình nàng mà thôi và tôi phải bắt buộc mình lắm mới viết nổi cho nàng về chuyến đi, cùng những gì đang diễn ra với tôi và những chuyện mới mẻ trong chốn cung đình.	Teljes lelkemből szeretlek és csodállak! ~~~ Semmi másról nem szeretnék beszélni, csak rólad és csak nehezen tudok neked utazásomról és arról beszélni, ami a császár udvarában történt.	-0.0940678
Vậy hoàng đế đang là khách của Poppea, ả đã bí mật chuẩn bị một cuộc thù tiếp thật duyệt diệu.	Nero itt Poppaeának a vendége; fényes fogadtatást rendezett számára.	0.107463
Thực ra, ả chỉ mời rất cẩn thận, nhưng cả tôi lẫn cậu Petronius đều nhận được lời mời.	Az augustiánusok közül csak keveset hivott meg, de mi, Petronius és én, meghivást kaptunk.	0.428571
Sau bữa tiệc, chúng tôi chèo những con thuyền vàng trên mặt biển, biển lặng lẽ như đang say ngủ và biếc xanh như màu mắt nàng vậy, hỡi nữ thần!	A lakoma után aranycsónakokon a tengerre hajóztunk. ~~~ Mozdulatlan volt, mintha aludnék és oly kék, mint a te szemed, te isteni.	-0.0547826
Chúng tôi tự tay chèo thuyền, bởi lẽ rõ ràng hoàng hậu rất hãnh diện vì đã được chính các vị chấp chính quan tối cao hoặc con đẻ của họ tự tay chèo thuyền đưa đi.	Magunk eveztünk. ~~~ Az Augustának nyilván hizelgett, hogy oly férfiak hajtották a csónakját, akik konzuli méltóságot viseltek, vagy konzul fiai voltak.	-0.0411972
Đứng ở cạnh lái, hoàng đế mặc một chiếc áo toga màu đỏ tía, ngài hát một khúc thiều ca dâng biển, khúc ca mà đêm qua ngài đã soạn ra rồi cùng Điođor phổ nhạc.	A császár bíbortógában a kormányrúdnál ülvén, himnuszt énekelt a tenger dicsőítésére. ~~~ Előtte való este költötte és Diodorusszal együtt zenésítette meg.	-0.0170886
Những nô lệ xứ Inđi - những kẻ biết đánh đàn bằng vỏ trai biển - hòa theo và chung quanh chợt xuất hiện rất nhiều cá heo, dường như quả thực chúng bị cuốn hút lên từ chốn thẳm sâu của Amphitryđa vậy.	Indiai rabszol­gák, kik bennünket más csónakokban követtek és tengeri kagylókon tudtak játszani, az éneket kisérték, míg körülöttünk Amphitrite birodalmából számtalan delfin merült föl, mintha a zene csalta volna őket oda. ~~~ És tudod-e, mit csináltam?	-0.00276498
Còn tôi, nàng có biết tôi làm gì hay chăng?	Reád gondoltam és utánnad vágyakoztam.	0.253846
Tôi nghĩ đến nàng, nhớ nàng, tôi những muốn mang cả biển trời này, cả tiếng nhạc kia tặng cả cho riêng nàng.	Legjobban szerettem volna ezt a mozdulatlan kék tengert az aranycsónakokkal, a delfinekkel és a zenével együtt megfogni és lábaidhoz tenni.	0.28
Nàng có muốn chăng, hỡi Auguxta của tôi, để một ngày kia hai ta sẽ được sống trên bờ biển, cách xa hẳn Roma?	Akarsz-e velem a tengerparton, valamely helyen, Rómától távol élni, én Augustám?	0.146154
Tại Xyxilia tôi có một mảnh đất, nơi ấy có rừng hồ đào về mùa xuân nở hoa hồng rực rỡ, rừng cây lan ra sát biển, đến nỗi các đầu cành hầu như chạm vào mặt nước.	Birtokom van Sziciliában egy mandula-erdővel és a mandulafáknak rózsaszínü viráguk van kikeletkor és az erdő lehúzódik egész a tengerig, úgy, hogy a fák ágai a vizet érintik.	0.26747
Ở đó, tôi sẽ được yêu nàng và sẽ thờ phụng giáo thuyết mà đức Paven đã dạy cho tôi, bởi lẽ tôi đã hiểu được rằng giáo thuyết ấy không hề chống lại tình yêu và hạnh phúc.	Ott akarlak téged szeretni és azt a tanítást magasztalni, melyet Pál hirdet, mert most már tudom, hogy ez a tanítás nem ellensége a szerelemnek és a boldog­ságnak.	0.206
Nàng có muốn thế chăng?	Mondd meg, vajjon akarod-e?...	0.288889
Song trước khi được nghe lời đáp từ đôi làn môi yêu dấu của nàng, tôi sẽ kể tiếp cho nàng hay những gì xảy ra trên thuyền đã nhé.	De hiszen a választ nem hallhatom kedves ajkaidról s így tudtodra akarom adni, mi történt tovább a csónakban. ~~~ A partot csakhamar messze elhagytuk.	-0.0100746
Khi bờ đã lùi xa phía sau, chúng tôi chợt trông thấy một cánh buồm trước mặt, và thế là liền nổ ra cuộc tranh luận xem đó chỉ là một thuyền đánh cá thường tình hay chính là chiếc thuyền lớn từ Oxtia.	A távolban egy vitorla bukkant föl és azonnal szóváltás keletkezett arról, vajjon ez egyszerű halászbárka, vagy nagy hajó-e Ostiából. ~~~ Én födöztem föl legelőbb, mi volt.	-0.0481818
Tôi là người đầu tiên nhận ra nó, khi ấy hoàng hậu bèn nói rằng chắc hẳn không gì có thể che được mắt tôi, rồi đột ngột buông sụp chiếc chàng mạng che mặt, ả hỏi xem cứ như thể liệu tôi có thể nhận ra ả hay không.	Az Augusta pedig kijelenté, hogy szemem előtt mi sem maradhat elrejtve és fátyolát hirtelen arcára húzva, kérdé tőlem, vajjon így megismerném-e őt.	0.0878571
Cậu Petronius liền trả lời rằng không thể nào nhìn thấy ngay cả vầng dương một khi bị mây mù che khuất, song hoàng hậu lại giả vờ cười cợt mà rằng chỉ có ái tình mới có thể làm cho một đôi mắt tinh tường nhường kia trở nên mù quáng.	Petronius ugyan tüstént azt felelte he­lyet­tem, hogy a felhő mögött még a napot se lehet megismerni, de Poppaea mintegy tréfából, azt mondta, hogy az olyan éles szemet, mint az enyém, csupán a szerelem teheti vakká és miután több augustiánus nőt megnevezett, iparkodott kifürkészni, melyiket szeretem.	0.338473
Rồi lần lượt nêu tên các nữ cận thần khác nhau, ả bắt đầu hỏi dò và cố đoán xem tôi phải lòng ai.	Nyugodtan feleltem kérdéseire. ~~~ Ekkor a te nevedet ejté ki, ismét levette a fátyolt arcáról és haragos szemmel nézett reám.	-0.00810811
Tôi đối đáp bình tĩnh, rốt cuộc, ả nêu cả tên nàng.	És Petronius ismét segítségemre jött.	0.138462
Khi nói về nàng, hoàng hậu lại để lộ mặt ra, ả nhìn tôi bằng cặp mắt vừa đe dọa vừa thăm dò.	Hálával vettem észre, hogy ebben a pillanatban megfordítá a csónakot, mi által a közfigyelmet rólam elterelte.	0.297143
Tôi thật biết ơn cậu Petronius, vào chính lúc ấy, cậu đã làm cho thuyền chao nghiêng đi, khiến mọi người thôi tập trung chú ý vào tôi, bởi vì nếu tôi phải nghe một lời không đẹp, một lời bỉ báng nào về nàng, có thể sẽ không kìm nổi cơn tức giận, chắc tôi phải đấu tranh với ý muốn dùng mái chèo phang vỡ đầu mụ đàn bà tráo trở và độc ác kia… Nàng chắc còn nhớ những gì mà đêm trước khi lên đường, tại nhà ông Linux, tôi đã kể cho nàng nghe về chuyện xảy ra ở hồ Agryppa chứ?	És ez jó volt. ~~~ Mert ha barátságtalan vagy gúnyos szavakat kellett volna rólad hallanom, vége lett volna önural­mamnak. ~~~ Evezőmmel zúztam volna össze ennek az elvetemült, hirhedt asszonynak a fejét.	-0.304651
Cho tới hôm nay, cậu Petronius hãy còn lo lắng và cầu nguyện cho tôi đừng xúc phạm tới lòng tự ái của hoàng hậu.	Emlékszel-e, mit beszéltem neked utazásom előestéjén Linus házában? ~~~ Az Agrippa taván történt eseményről beszéltem neked.	-0.00247934
Song cậu Petronius đâu còn hiểu được tôi nữa, cậu đâu có biết rằng, ngoài nàng ra, tôi không còn có một thứ lạc thú nào khác, một sắc đẹp nào khác, một sự yêu thương nào khác nữa.	Petronius aggódik miattam. ~~~ Folyton arra kényszerít, ne sértsem meg az Augustát hiúságában. ~~~ De Petronius nem ért engem, nem tudja, hogy a szépség, a szerelem, hogy az élet összes örömei semmik nálad nélkül.	-0.117647
Còn đối với ả Poppea, tôi chỉ thấy những kinh tởm và khinh bỉ mà thôi.	Poppea pedig undort gerjeszt, utálatot gerjeszt bennem.	0.141176
Nàng đã biến đổi tâm hồn tôi nhiều đến nối tôi không thể quay trở lại với cuộc sống xưa kia nữa.	Egész lényemet megváltoztattad és oly nagyon hatottál rám, hogy nem szeretném tovább folytatni korábbi életemet.	0.291743
Song xin nàng cũng đừng lo rằng ở nơi đây tôi sẽ gặp phải chuyện chẳng lành nhé.	De ne aggódjál miattam, nem fog történni semmi bajom. ~~~ Poppaea nem szeret engem, ő egyáltalán nem képes valakit szeretni.	-0.0404494
Poppea không hề yêu tôi, bởi vì ả không có khả năng yêu một ai cả, những con ham muốn thất thường của ả chỉ bắt nguồn từ nỗi tức giận hoàng đế, kẻ vẫn đang chịu sự chi phối của ả, kẻ thậm chí còn đang yêu ả, nhưng vẫn không hề giữ thể diện cho ả, không che giấu trước ả những hành vi trơ tráo của mình.	Utánnam való vágyódása csupán a császár iránti bosszúságából származik, aki ugyan még teljesen az ő befolyása alatt áll, sőt még szereti őt, de aki azért még se rejtegeti előtte szemérmetlen­ségei­nek, bűneinek egyikét sem.	0.140541
Tôi cũng xin nói rằng nàng hay một điều này nữa sẽ khiến nàng yên lòng.	Légy gond nélkül, ó kedvesem, nem fog történni semmi bajom.	0.189474
Trước khi tôi lên đường, chính đức Piotr đã khuyên tôi chớ sợ hoàng đế, vì không một sợi tóc nào của tôi bị rụng mất đâu, còn tôi thì hoàn toàn tin Người.	Halld, Péter azt mondá, nem kell a császártól tartanom, mert nem görbül meg a hajam szála se a fejemen. ~~~ És én hiszek neki.	-0.0809735
Một tiếng nói nào đó tự trong tâm can báo tôi rằng tất cả những lời Người nói đều sẽ được thực hiện, một khi Người đã ban phước cho tình yêu của đôi ta thì cả hoàng đế lẫn những thế lực bạo cuồng của Hađex, thậm chí ngay cả bản thân định mệnh nữa cũng không thể cướp được nàng đi, hỡi Ligia!	Egy benső hang azt súgja, hogy minden szava teljesülésbe megy. ~~~ Ő megáldotta szerelmünket, mit tehet tehát nekünk a császár, mit tehetnek a Hades összes hatalmai, mit tehet a sors?	-0.153614
Khi nghĩ đến những điều đó, tôi sung sướng như chính tôi là Thượng Đế, người duy nhất luôn bình yên và sung sướng.	A föld semmiféle hatalma se választhat el bennünket, ó Ligia.	-0.0672414
Có thể - là một tín đồ Thiên chúa giáo - nàng sẽ phật ý khi tôi nói đến Thượng Đế và định mệnh.	Ha mindezt meggondolom, oly boldognak érzem magamat, mintha a mennyországban volnék, ahol béke és boldogság uralkodik.	0.297248
Nếu vậy xin nàng hãy tha thứ cho tôi, bởi lẽ tôi chỉ vô tình phạm lỗi mà thôi.	Ha mint keresztény sértve érzed magad amiatt, amit a menny­országról, a sorsról mondtam, bocsáss meg, mert nem szándékosan vétkeztem.	0.151765
Tôi chưa được chịu phép rửa tội, nhưng trái tim của tôi hiện đã như một chiếc cốc rỗng không sẽ được Đức Paven rót đầy thứ giáo thuyết ngọt ngào của đạo Thiên chúa, với tôi, thứ giáo thuyết ấy còn ngọt ngào hơn bởi đó là giáo thuyết của nàng.	Ugyan még nem vettem föl a keresztséget, de szivem üres csészéhez hasonlít, melyet tarsosi Pál a szent tanítással igyekszik megtölteni, amelynek híve vagy s amelyet annál nagyobbra becsülök, mivel te vallod azt.	0.17449
Hỡi nàng, hỡi thần nữ của tôi, xin hãy tính thêm công tích cho tôi vì đã uống cạn từ chiếc cốc kia thứ chất lỏng vốn chứa đầy trong đó, tôi đã không hắt nó đi mà đã dốc cạn nó như một người đang khát nhưng đã hứng ở đầu nguồn suối trong lành.	Igen, istennőm, szivemet megtisztítottam mindattól, ami eddig beszennyezte és mint a szomjazó, aki vízért eped, úgy epedek utánnad, te gyönyörűségem!	0.03125
Hãy cho tôi được thấy niềm ân huệ trong đôi mắt của nàng.	Engedd, hogy kegyelmet találjak szemed előtt!	0.139535
Ngày đêm ở Anxium đối với tôi sẽ trôi đi trong khi nghe Đức Paven thuyết giảng.	Antiumban éjjel-nappal Pál szavaira fogok figyelni.	0.0734694
Ngay trong ngày đầu tiên của chuyến hành trình, ông đã gây được một ảnh hưởng sâu rộng đến nỗi người ta vây quanh ông không chịu rời, người ta nhìn ông không chỉ như một nhà truyền giáo mà gần như một đấng phi phàm.	Milyen befolyása van már is embereimre! ~~~ Reggeltől késő estig körülfogják őt, csodatevőnek, termé­szetfölötti lénynek tekintik.	-0.126923
Hôm qua, thấy nét mặt ông hân hoan, tôi bèn hỏi ông đang có công chuyện gì, ông đáp: "Tôi đang gieo hạt!".	Tegnap örömtől ragyogott arca és mikor kérdeztem, mi teszi oly boldoggá, azt felelé: "Vetek".	0.221591
Cậu Petronius biết rằng hiện nay ông đang sống giữa các gia nhân của tôi, cậu rất muốn được gặp ông, cả ngài Xeneka cũng thế, ngài đã được nghe Ganlon kể về ông.	Petronius tudja, hogy Pál embereim közt van és beszélni akar vele. ~~~ Seneca, ki Galliótól hallott az utóbbi felől, szintén kifejezte ezt a kívánságot.	-0.0404255
Nhưng này, những vì sao đã nhạt rồi, hỡi nàng Ligia, còn ngôi sao "Lyxypher" của buổi sớm mai mỗi lúc một thêm sáng.	Már halványulnak a csillagok, ó Ligia, csak Lucifer van még teljes fényben az égen.	0.320779
Chẳng mấy chốc nữa rạng đông sẽ làm mặt biển ửng hồng, mọi vật hãy còn đang say ngủ, chỉ riêng mình tôi đang nghĩ tới nàng và đang yêu nàng.	A tengert nem sokára pirosasra festik a kelő nap sugarai. ~~~ Körülöttem minden alszik. ~~~ Én azonban forró szerelemmel reád gondolok.	-0.198734
Xin hãy gửi tới nàng lời cầu chúc cùng lúc với rạng đông, hỡi "sponsa me"	A hajnal piroslani kezd. ~~~ Köszöntöm őt és köszöntelek téged, sponsa mea!"	-0.0143836
T2 - Chương 38	TIZENHATODIK FEJEZET.	0.15
Vinixius gửi Ligia:	Vinicius Ligiához:	0.284211
"Nàng thân yêu, đã bao giờ nàng được cùng với ông bà Aulux tới Anxium hay chưa?	"Voltál-e már, kedvesem, Aulusszal és Pomponiával Antiumban?	0.172881
Nếu chưa, tôi rất sung sướng vì sẽ có lúc được giới thiệu cho nàng chốn này.	Ha nem, akkor boldog leszek, hogy ezt a helyet megmutatom neked.	0.125455
Suốt từ Laurentum, những tòa biệt thự đã nối theo nhau dọc ven biển, còn chính Anxium là một chuỗi những lâu đài và hàng hiên, những hàng cột của chúng soi bóng xuống làn nước biển xanh trong những ngày đẹp trời.	Laurentumtól idáig az egész úton egyik villa emelkedik a másik mellett a tenger partján. ~~~ És maga Antium a villák és csarnokok végtelen sorából áll, melyeknek oszlopai derült időben a vízben tükröződnek.	-0.0278351
Tại đây, tôi cũng có một tòa gia trạch ngay sát ven bờ nước, với một khu vườn ô liu và một rừng trắc bá phía sau và cứ nghĩ là một ngày kia, tòa gia trạch này sẽ là của nàng, tôi lại ngỡ như làn đá cẩm thạch của nó trở nên sáng láng hơn, khu vườn thành râm mát hơn và mặt biển như biếc xanh hơn.	Nekem is van itt egy birtokom a tenger mellett, a villa mögött olajfa kerttel és cipruszerdővel és ha eszembe jut, hogy egykor mindez a tied lesz, a márvány fehérebbnek, az erdő árnyékosabbnak és a tenger kékebbnek tetszik, mint egyébkor.	0.156279
Ôi Ligia, tốt lành thay khi được sống và được yêu!	Ó Ligia, mily szép az élet, mily édes a szerelem!	0.492727
Cụ già Meniklex quản lỳ tòa gia trạch này đã cấy nhiều khóm diên vĩ dưới bóng những cây sim thơm trên đồng cỏ, mỗi khi nhìn thấy chúng, tôi lại chợt nhớ đến ngôi nhà của ông Aulux, chiếc bể hứng nước mưa và khu vườn ở đó, nơi tôi đã từng được ngồi bên nàng.	Az öreg Menikles, aki a villa felügyeletével van megbízva, a mirtuszbokrok közé egész irisz-csoportokat ültetett és mikor pillantásom reájuk esett, Aulus és Pomponia házára gondoltam, eszembe jutott a kert, amelyben melletted ültem.	0.200461
Những khóm diên vĩ này cũng sẽ gợi cho nàng nhớ tới ngôi nhà thân thương, vì vậy, tôi chắc hẳn nàng cũng sẽ yêu mến Anxium và tòa biệt thự này.	A kék liliomok eszedbe juttatják gyermekkori hazádat is és már ezért is megszereted Antiumot és villámat.	0.127273
Ngay sau khi tới nơi, tôi đã trò chuyện rất lâu với ông Paven trong bữa ăn.	Megérkezésünk után azonnal étkeztünk és sokáig együtt voltam Pállal.	0.270423
