Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
Chểnh mảng với bạn bè như thế là không tốt đâu, nhất là lại vào lúc mà người ta sắp phải xa nhau rất lâu.	Kedves D’Artagnan úr, nem szép, ha valaki így elhanyagolja barátait, különösen, ha ilyen nagy út áll előtte.	0.262857
Em chồng tôi và tôi đã chờ ông hôm qua và cả hôm kia nữa vô ích.	Tegnap és tegnapelőtt hiába vártuk a sógorommal.	0.175
Liệu tối nay có vẫn thế không đây?	Vajon így lesz ma este is?	0.0782609
Người rất chịu ơn ông	Hálás tisztelője	0.173684
Phu nhân Clerics	Lady Clarick.	0.230769
- Cũng dễ hiểu thôi - D Artagnan nói - Ta đoán trước thế nào cũng có bức thư này mà.	- Hát igen - mondta D’Artagnan -, vártam ezt a levelet.	0.578
Uy tín ta càng tăng thì của Bá tước De Wardes càng giảm.	Ahogy Wardes gróf hitele csökken, úgy nő az enyém.	0.5375
- Anh sẽ đi chứ?	- Elmegy hozzá?	0.99
- Ketty hỏi.	- kérdezte Ketty.	0.957692
- Nghe đây, em bé yêu quý của anh - Chàng Gascogne tìm cách bào chữa cho mình trong con mắt của chính mình vì đã thất hứa với Athos, nói với Ketty - Em cũng hiểu sẽ là vô lối nếu khước từ một lời mời tha thiết đến thế.	- Hallgass ide, kicsikém - szólt a gascogne-i, azon igyekezve, hogy mentséget találjon ön­magának, amiért megszegi Athosnak tett ígéretét -, ugye belátod, hogy rossz politika volna visszautasítani az ilyen nyílt felszólítást?	0.463556
Milady thấy anh không đến, sẽ không hiểu sao anh lại dứt hẳn không đến thăm rồi có thể nghi ngờ có chuyện gì đó, và ai có thể biết được sự trả thù của mụ đàn bà đầy sát khí đó sẽ đi đốn đâu?	Ha nem jelentkezem újra, milady nem tudja mire vélni elmaradásomat, megszimatolhatna valamit, és ki tudja, egy ilyen bosszúálló nő mi mindenre kapható?	0.132857
- Ôi, chúa ơi!	- Jaj istenem!	1.00385
- Ketty nói - Anh luôn biết cách trình bày mọi việc sao cho bao giờ anh cũng đúng.	- mondta Ketty -, mindig úgy tudja forgatni a dolgokat, hogy igaza legyen.	0.648884
Nhưng anh vẫn còn muốn ve vãn bà ta.		-0.3
Và nếu lần này anh làm cho bà ta hài lòng dưới cái tên thực của anh, bộ mặt thật của anh, thì còn tệ hại hơn nhiều so với lần trước?	Pedig megint udvarol majd neki, és ha, ezúttal saját nevén, valódi mivoltában is megtetszik neki, bizony rosszabbul jár, mint az előző alkalommal!	0.277778
Linh tính khiến cô gái tội nghiệp đoán được phần nào việc gì sắp đến.	Ösztöne részben megsúgta szegény lánynak, hogy mi következik.	0.203226
D Artagnan càng cố làm cô yên tâm và hứa với cô sẽ trở ra trước những cám dỗ của Milady.	D’Artagnan tőle telhetően megnyugtatta, és megígérte neki, hogy nem tántorítják el milady csábos mesterkedései.	0.253125
Chàng nhờ Ketty trả lời hộ chàng không thể làm gì để biết ơn hơn lòng tốt của bà chủ và sẽ tuân theo lệnh của bà. ~~~ Nhưng chàng không dám viết ra sợ rằng dưới đôi mắt sành sỏi của Milady, không thể giả mạo nổi nét chữ của chàng.	Azt üzente a lánnyal, hogy végtelenül hálás milady kedvességéért, és amint parancsolja, tisztelegni fog nála; írni azonban nem mert, félt, hogy nem tudja kellően elváltoztatni betűit, és milady gyakorlott szeme felismeri a keze vonását.	-0.0215247
Đúng chín giờ, D Artagnan đã ở quảng trường Hoàng gia.	Pontban kilenc órakor a Király téren volt.	0.15
Rõ ràng là mấy tên đầy tớ đang đợi ở tiền sảnh đã được cho biết trước, bởi vì D Artagnan vừa hiện ra, trước cả khi chàng kịp hỏi có được vào thăm Milady không, thì một tên đã chạy vào bẩm báo.	Az előszobában várakozó cselédséget már nyilván figyelmeztették, mert alighogy belépett, s alig kérdezte meg, itthon van-e milady, az egyik inas máris rohant és bejelentette.	0.201818
- Mời ông ấy vào - Milady nói vắn gọn nhưng the thé khiến D Artagnan đứng ngoài tiền sảnh cũng nghe thấy.	- Vezessék be - mondta milady kurtán, de oly élesen, hogy D’Artagnan meghallotta az előszobában.	0.608333
Người ta dẫn chàng vào.		-0.3
- Ta không tiếp ai nữa!	Bevezették.	0.0461538
- Milady nói - không ai nữa, hiểu chưa.	- Akárki jön, nem vagyok itthon - mondta milady -, megértették?	0.753846
Người hầu đi ra.	Az inas eltávozott.	0.284211
D Artagnan đưa mắt tò mò nhìn Milady. ~~~ Nàng xanh xao và đôi mắt mệt mỏi, có thể vì khóc, hoặc vì mất ngủ.	D’Artagnan kíváncsian pillantott miladyre; sápadt volt, tekintete fáradt, vajon könnyek vagy álmatlan éjszaka jele?	-0.00133929
Người ta đã chủ ý giảm bớt ánh sáng thường lệ, tuy nhiên thiếu phụ vẫn không thể giấu nổi những dấu vết của cơn sốt đã giày vò nàng suốt hai ngày trời.	Szándékosan kevesebb világot gyújtottak, mint egyébkor, de a hölgy így sem rejthette el nyomtalanul a láz nyomait, mely két napja emészti.	0.197674
D Artagnan sán lại gần nàng với phong cách tình tứ vốn có của chàng.		-0.3
Nàng phải cố gắng đến tột độ để đón nhận, nhưng không bao giờ một bộ mặt điên đảo nhất lại không trái nghịch với nụ cười dễ thương nhất.	D’Artagnan szokása szerint hódolattal közeledett hozzá; az asszony minden erejét megfeszítette, hogy illendően fogadja; soha még dúlt arc így nem cáfolt rá kedves mosolyra.	0.296341
Về những câu hỏi của D Artagnan đến sức khỏe, nàng đáp:	Amikor D’Artagnan megkérdezte, hogy érzi magát, így felelt:	0.274576
- Tồi, tồi lắm.	- Rosszul, nagyon rosszul.	0.821053
- Ồ thế thì - D Artagnan nói - tôi thật vô ý, bà cần phải nghỉ ngơi, tôi phải cáo lui thôi.	- Akkor nyilván zavarom - szólt D’Artagnan -, jobban tenné, ha pihenne; megyek is.	0.624
- Không đâu - Milady nói - Trái lại, ông phải ở lại chứ ông D Artagnan, chuyện trò thân mật với ông sẽ làm tôi khuây khỏa mà.	- A világért sem - mondta milady -, sőt inkább maradjon D’Artagnan úr, kedves társasága nagyon üdítő.	0.529252
"Ôi, ôi!	- Hm!	0
- D Artagnan nghĩ - chưa bao giờ nàng lại yêu kiều đến thế!	- gondolta D’Artagnan -, sosem volt még ilyen kedves; jó lesz vigyázni.	0.511414
Phải coi chừng thôi". ~~~ Milady cố hết sức mình để tạo dáng vẻ dễ thương và cố làm cho cuộc chuyện trò được giòn giã.	Milady talán még soha nem volt ilyen bűbájos, a beszélgetésben is szinte sziporkázott.	0.0614111
Đồng thời cơn sốt tình đã buông tha nàng được giây lát lại quay trở lại làm mắt nàng long lanh, má nàng hồng lên và môi nàng thắm lại.	Egy időre elcsitult láza ismét visszatért, visszavarázsolta szemének ragyogását, arcára a pírt, ajkának bíborszínét.	0.226271
D Artagnan như thấy lạ; mụ Circé đã từng vây bọc chàng bằng những bùa mê phép lú.	D’Artagnan előtt ismét ott állt Circe, aki egyszer már leigázta bűvö­letével.	0.262025
Tình yêu, chàng tưởng đã tắt thật ra chỉ vơi dịu đi, nay lại bừng dậy trong tim chàng.	Kihunytnak hitt, de hamu alatt egyre parázsló szerelme ismét lángot vetett szívében.	0.2475
Milady mỉm cười và D Artagnan cảm thấy mình sẽ tự đầy đọa vì nụ cười ấy.	Milady mosolygott, és D’Artagnan úgy érezte, lelke üdvösségét is eladná a mosolyáért.	0.527281
	Volt egy pillanat, amikor már-már azt hitte, nyugtalankodik a lelkiismerete.	-0.3
Dần dần Milady càng trở nên tâm tình hơn.	Milady mind közlékenyebbnek mutatkozott.	0.8625
Nàng hỏi D Artagnan đã có tình nhân chưa.	Megkérdezte D’Artagnant, van-e szeretője.	0.3
- Than ôi?	- Ó jaj!	0.975
- D Artagnan nói với vẻ tình cảm nhất mà chàng có thể tạo được - Bà có thể tàn nhẫn đến thế để hỏi tôi một câu như vậy ư?	- mondta D’Artagnan, és igyekezett minél érzelgősebben rezegtetni a hangját - kegyed igazán szívtelen!	0.581818
Tôi, từ khi gặp bà chỉ còn biết khao khát bà và sống vì bà thôi.	Tőlem kérdezi ezt, tőlem, aki mióta megláttam, kegyednek szentelem minden sóhajom, minden leheletem!	0.186957
Milady cười một nụ cười rất lạ.	Milady furcsán mosolygott.	0.888462
- Vậy là ông yêu tôi?	- Szóval szeret?	0.91875
- Nàng nói.	- kérdezte.	1.3
- Có cần tôi phải nói ra với bà không, chả nhẽ bà không hề nhận ra ư?	- Hát ki is kell mondanom? ~~~ hát nem vette észre?	-0.105682
- Có chứ, nhưng ông biết đấy, những trái tim càng kiêu hãnh bao nhiêu, càng khó chiếm đoạt bấy nhiêu.	- De igen, ám tudja; minél büszkébb egy szív, annál nehezebb megszerezni.	0.356856
- Ồ, khó khăn không làm tôi sợ hãi đâu - D Artagnan nói - chỉ có những cái bất khả mới làm tôi hoảng sợ.	- Engem nem riaszt el semmi nehézség - szólt D’Artagnan -, engem csupán a lehetetlen riaszt el.	0.546124
- Chẳng có gì là bất khả - Milady nói - đối với một tình yêu đích thực.	- Az igazi szerelemnek - mondta milady -, semmi sem lehetetlen.	0.666667
- Không có gì ư, thưa bà?	- Semmi, asszonyom?	0.916667
- Không gì hết - Milady lặp lại.	- Semmi - felelte milady.	1.13636
"Quỷ ơi!	- A fenét!	0.27
- D Artagnan tiếp tục nghĩ về phần mình - Giọng điệu đổi rồi đây.	- gondolta magában D’Artagnan - ugyancsak megfordult a szél.	0.810526
Chả lẽ mụ đồng bóng này ngẫu nhiên lại phải lòng ta, và liệu mụ có sẵn sàng tặng cho chính ta một chiếc nhẫn saphia khác giống như chiếc mụ đã tặng cho ta mà tưởng nhầm ta là De Wardes không?"	Talán bizony belém szeretett a szeszélyes dáma? ~~~ Talán most nekem szán afféle zafírkövet, amilyet Wardes gróf helyett kaptam tőle?	-0.0996
D Artagnan xích ngay ghế lại gần ghế của Milady.	D’Artagnan lendületesen közelebb tolta hozzá a székét.	0.270588
- Xem nào - Nàng nói - Ông sẽ làm gì để chứng tỏ mối tình ông nói nào?	- És szavakon kívül - szólt milady -, mivel hajlandó még bebizonyítani szerelmét?	0.712355
- Tất cả những gì người ta đòi hỏi ở tôi.	- Mindennel, amit kíván.	0.5875
Nào, cứ ra lệnh đi, tôi đã sẵn sàng.	Csak a parancsot várom, én készen állok.	0.284615
- Làm tất cả?	- Mindenre?	1.16364
- Tất cả!- D Artagnan hét lên.	- Mindenre!	0.754545
Chàng thừa biết chẳng có việc gì lớn lao phải mạo hiểm nên cứ hứa tràn như thế.	- kiáltotta D’Artagnan, mert előre tudta, hogy nem sokat kockáztat ígéretével.	0.245455
- Được rồi?	- Hát akkor beszélgessünk!	0.84375
Ta hãy chuyện trò với nhau một chút đã - Milady vừa nói, vừa kéo chiếc ghế bành của mình lại gần ghế tựa của D Artagnan.	- szólt milady, és most ő húzta közelebb karosszékét D’Artagnanhoz.	0.299198
- Thưa bà, tôi nghe bà đây - chàng nói.	- Hallgatom, asszonyom - mondta a fiatalember.	1.03462
Milady đăm chiêu một lát có vẻ ngần ngại, rồi có vẻ đã quyết định, nàng nói:	Milady egy pillanatig gondterhelten hallgatott, mintha habozna, majd mint aki döntésre jut, így beszélt:	0.472727
- Tôi có một kẻ thù.	- Van egy ellenségem.	0.855
- Bà ư, thưa bà!	- Kegyednek, asszonyom!	0.961765
- D Artagnan kêu lên, vờ làm ra ngạc nhiên - Chúa ơi có thể thế được sao?	- kiáltotta D’Artagnan meglepetést színlelve - uramisten, hogy lehet az?	0.81502
Đẹp và tốt đến như bà?	Hisz kegyed olyan szép és olyan jó!	0.258621
- Một kẻ tử thù.	- Halálos ellenségem.	1.02
- Thật sao?	- Igazán?	1.24
- Một kẻ thù đã lăng mạ tôi rất tàn nhẫn đến mức giữa tôi và hắn là một cuộc chiến sinh tử.	- Oly kegyetlenül megsértett, hogy kettőnk közül valamelyiknek pusztulnia kell.	0.454306
Liệu tôi có thể trông chờ ở ông như một cánh tay đắc lực không?	Számíthatok-e segítségére?	-0.0967742
D Artagnan hiểu ngay con người mang đầy thù hận đó muốn đi đến đâu.	D’Artagnan tüstént megértette, mire céloz a bosszút lihegő nő.	0.248437
- Bà có thể lắm chứ, thưa bà - chàng khoa trương nói - cánh tay tôi và mạng sống của tôi thuộc về bà cũng như tình yêu của tôi.	- Számíthat, asszonyom - felelte színpadiasan -, karommal, életemmel éppúgy rendelkezik, mint szerelmemmel.	0.634454
- Thế thì - Milady nói - Một khi ông đã hào hiệp cũng như si tình đến thế…	- Tehát - szólt milady -, ha olyan nagylelkű is, mint amilyen szerelmes...	0.669481
Nàng dừng lại.	Elhallgatott.	0.214286
- Thì sao?	- Akkor?	1.225
- D Artagnan hỏi.	- kérdezte D’Artagnan.	0.926471
- Thì - Milady nói tiếp sau một phút im lặng - Từ nay thôi đừng nói đến những cái bất khả nữa.	- Akkor -, szólt milady rövid szünet után -, mától fogva kegyednek semmi sem lehetetlen, jegyezze meg.	0.44086
- Xin đừng làm tôi chìm nghỉm trong hạnh phúc - D Artagnan vừa kêu lên vừa quỳ sụp xuống hôn tới tấp lên đôi bàn tay thả ra cho chàng.	- Asszonyom, túlságosan is elhalmoz kegyeivel! ~~~ - kiáltotta D’Artagnan térdre omolva, és csókjaival borította milady kezét; a nő pedig tűrte csókjait.	0.0883929
"Hãy trả thù tên De Wardes đê tiện kia cho ta - Nàng nghiến răng lại tự nhủ - Và ta thừa biết cách rũ bỏ ngươi tiếp đó, tên hai lần ngốc, lưỡi gươm sống ạ?".	- Állj bosszút azon a hitvány Wardeson! ~~~ - mormolta maga elé - nekem meg lesz rá gondom, hogy utána kitessékeljelek, ostobák ostobája, kétlábon járó penge!	0.133237
Về phần mình, D Artagnan cũng nghĩ thầm: "Hãy tự nguyện ngã vào vòng tay ta sau khi đã giễu cợt ta một cách vô liêm sỉ, hỡi mụ đàn bà đạo đức giả và nguy hiểm kia, rồi sau đó ta sẽ cười vào mũi mụ cùng với kẻ mà mụ muốn giết hắn bằng bàn tay ta".	- Add csak ide magad önként, miután ily pimaszul kigúnyoltál, képmutató, veszélyes nőszemély - dünnyögte magának D’Artagnan -, hadd nevessek a szemed közé azzal együtt, akit az én kezemmel akarsz megölni.	0.189231
Nghĩ rồi, D Artagnan ngẩng đầu lên nói:	És felemelte a fejét.	-0.0142857
- Tôi đã sẵn sàng.	- Készen vagyok - mondta.	0.771429
- Vậy chắc ông đã hiểu tôi, ông D Artagnan thân mến?	- Tehát megértette, kedves D’Artagnan! ~~~ - szólt milady.	0.247273
- Nhìn mắt bà tôi đoán ra tất cả.	- A szeméből lesem el minden gondolatát.	0.666892
- Như vậy có nghĩa ông sẽ dùng tay gươm nổi tiếng của ông giúp tôi chứ?	- Enyém tehát a karja, melyet máris oly nagy hírnév övez?	0.416667
- Ngay lúc này cũng được.	- Akár ebben a pillanatban.	0.764
- Nhưng tôi - Milady nói - biết lấy gì để trả công ông một việc như thế?	- De hogyan hálálhatom meg jó szolgálatát?	0.417857
Tôi biết những kẻ si tình.		-0.3
Đó là những người sẽ không làm gì nếu không được gì.	Jól tudom, milyen a szerelmes férfi: semmiért semmit nem csinál.	0.285
- Và thừa biết câu trả lời duy nhất của tôi mà tôi khao khát, duy nhất xứng đáng với bà và với tôi.	- Egy választ kívánok csupán, és kegyed tudja, mi az - felelte D’Artagnan -, csupán ez lehet méltó kegyedhez és hozzám!	0.425253
Và chàng nhẹ nhàng kéo nàng vào sát người mình.	És szelíden magához vonta az asszonyt.	0.178378
Nàng cưỡng lại một cách chiếu lệ.	Az alig tiltakozott.	-0.0473684
- Lợi dụng, đấy!	- Számító!	1.11538
- Nàng vừa nói vừa tủm tỉm cười.	- mormolta mosolyogva.	0.792857
- Thế ư!	- Igen!	1.17143
- D Artagnan kêu lên, cảm thấy thực sự bị lôi cuốn bởi nỗi ham muốn mà người đàn bà được trời phú cho cái tài nhen nhóm lên trong trái tim chàng - Ôi, chính vì hạnh phúc đối với tôi thật khó tin, và vì luôn luôn sợ thấy nó bay mất như một giấc mơ, nên tôi phải vội biến nó thành hiện thực.	- kiáltotta D’Artagnan, akit egészen felkavart a szenvedély, melyet ez a nő újra meg újra felszított a szívében - igen! ~~~ Mert oly nagy ez a boldogság, hogy szinte magam is alig hiszem, és mindig attól félek, hogy szertefoszlik, akár az álom, azért sietek úgy valóra váltani.	-0.035119
- Ồ, vậy thì ông đáng được hưởng cái gọi là hạnh phúc ấy đấy!	- Szolgálja hát meg, amit boldogságnak nevez.	0.451744
- Tôi đang đợi lệnh của bà đây - D Artagnan nói.	- Parancsoljon velem - szólt D’Artagnan.	1.06484
- Chắc chắn chứ?	- De őszintén beszél?	0.87
- Milady vẫn còn chút nghi ngờ hỏi lại.	- kérdezte milady, aki még most sem hitt neki egészen.	0.55
- Bà hãy chỉ mặt vạch tên kẻ vô lại đã làm đôi mắt đẹp của bà phải khóc đi.	- Nevezze meg a gyalázatost, aki miatt szép szeme könnyet hullatott.	0.424194
- Ai bảo ông là tôi khóc nào?	- Honnan veszi, hogy sírtam?	0.753846
- Nàng nói.	- kérdezte az asszony.	0.825
- Tôi thấy hình như vậy.	- Azt gondoltam...	0.873529
- Những phụ nữ như tôi không khóc đâu - Milady nói.	- A magamfajta asszony nem sír soha - mondta milady.	0.785455
- Càng tốt!	- Annál jobb!	1.05
Vậy bà nói cho tôi biết tên hắn là gì đi?	De mondja meg hát a nevét.	0.0375
- Cứ cho tên hắn là cả bí mật của tôi đi!	- Éppen ez a név a legfőbb titkom, ugye tudja!	0.536142
- Tuy nhiên, tôi cần phải biết tên hắn.	- Márpedig tudnom kell a nevét.	0.583744
- Phải, cần phải thế, ông thấy tôi tin ông đến thế nào chưa?	- Igen, tudnia kell; nem mondhatja, hogy nem bízom magában!	0.487822
- Bà làm tôi tràn trề vui sướng.	- Végtelenül boldoggá tesz.	0.825
Tên hắn là gì.	Hogy hívják?	0.235714
- Ông biết rồi đấy.	- Hiszen ismeri.	0.87
- Thật không?	- Igazán?	1.15
- Thật.	- Igazán.	1.26667
- Không phải một trong số bạn tôi đấy chứ?	- Csak nem valamelyik barátom?	0.575
- D Artagnan chơi trò hú tim để nàng tin mình chẳng hay biết gì cả.	- kérdezte D’Artagnan színleg tétovázva, hogy a tudatlanság látszatát keltse.	0.52861
- Nếu đó là một trong số bạn ông, ông sẽ ngần ngại ư?	- Szóval, ha valamelyik barátja volna, akkor habozna!	0.559864
- Milady kêu lên.	- csattant fel milady.	0.847059
Và mắt nàng ánh lên đe dọa.	Fenyegetően villámlott a szeme.	0.3
- Không, ngay cả là anh tôi!	- Ha tulajdon testvérem volna, akkor sem haboznék!	0.482143
- D Artagnan làm như đang bồng bột hét lên.	- kiáltotta D’Artagnan lelkesen.	0.8
Chàng Gascogne cứ dấn tới mà không lo chi vì chàng đã biết mình đang đi đến đâu.	A gascogne-i kockázat nélkül vitézkedett, mert tudta, kire sújt.	0.179032
- Tôi yêu lòng nhiệt thành của ông - Milady nói.	- Szeretem, hogy ilyen szolgálatkész - szólt milady.	0.966667
- Than ôi! ~~~ Bà chỉ yêu cái đó trong tôi thôi ư? ~~~ - D Artagnan hỏi.	- Elég baj, ha csak ezért szeret - sóhajtotta D’Artagnan.	-0.103704
- Tôi yêu cả ông nữa, yêu ông được chưa - Nàng vừa nói vừa cầm lấy tay D Artagnan.	- Önmagáért is szeretem - mondta az asszony, és megfogta a kezét.	0.621538
Cái siết tay nồng nhiệt ấy làm D Artagnan rùng mình, như thể khi tiếp xúc, cơn sốt đang thiêu đất Milady cháy lan sang cả chàng.	A tüzes kézszorítástól D’Artagnan megborzongott, mintha rá is átcsapott volna milady lázas forrósága.	0.208824
- Bà yêu tôi, bà ư?	- Szeret hát, szeret!	0.9
- Chàng kêu lên - Ôi, nếu quả như thế, tôi sẽ phát điên thôi.	- kiáltotta.	0.0769231
Và chàng vòng tay ôm lấy nàng.	- Ó, ha ez igaz, megtébolyít a boldogság.	0.234375
Nàng không hề cố ý gỡ môi ra khi chàng hôn, có điều không hôn lại.		-0.3
Đôi môi nàng lạnh giá.	És átfonta karjaival.	0.245455
D Artagnan thấy như mình vừa hôn một pho tượng.	Megcsókolta; az asszony nem vonta el ajkát, de nem csókolta vissza.	0.241176
Tuy vậy, chàng không kém phần nồng say vui sướng và đê mê vì tình.	Ajka hideg volt; mintha szobrot csókolt volna.	0.0928571
Chàng hầu như tin Milady trìu mến thật, hầu như tin De Wardes có tội thật.	Mégis megittasult az örömtől, és felvillanyozta a szerelem; már-már komolyan vette milady szerelmét, már-már komolyan vette Wardes aljasságát.	0.238808
Nếu như De Wardes lúc này ở trong tay chàng, chàng sẽ giết thật.	Ha e percben Wardes a keze közé kerül, meg is ölte volna.	0.436652
Milady nắm lấy cơ hội.	Milady élt az alkalommal.	0.875
Nàng nói ra luôn:	- A neve... - kezdte most már ő maga.	0.0666667
- Hắn tên là…	- Tudom: Wardes!	1.01
- De Wardes, tôi biết rồi - D Artagnan nói to lên.	- kiáltotta D’Artagnan. ~~~ - Ezt honnan tudja?	0.286047
- Và tại sao chàng biết hắn?	- kérdezte milady.	0.833333
- Milady vừa hỏi vừa nắm lấy hai bàn tay chàng và cố nhìn vào mắt để hiểu thấu tận đáy lòng chàng.	Mindkét kezével a férfi karjába markolt, és lelke mélyét kutatta pillantásaival.	0.186076
D Artagnan cảm thấy chàng đã để bị lôi cuốn và đã phạm một lỗi lầm.	D’Artagnan rájött, hogy tovább ment a kelleténél, és hibát követett el.	0.270833
- Nói, nói đi, nói đi nào!	- Beszéljen hát, beszéljen!	0.888889
- Milady lắp đi, lắp lại - Làm sao chàng biết là hắn?	- ismételte milady - honnan tudja?	0.915207
- Làm sao tôi biết ư?	- Hogy honnan tudom?	0.833333
- D Artagnan nói.	- kérdezte D’Artagnan.	0.9
- Phải.	- Igen!	1.21429
- Tôi biết, bởi vì hôm qua, trong một phòng khách, De Wardes đã cho tôi xem chiếc nhẫn mà hắn nói có được từ bà.	- Onnan, hogy tegnap este társaságban voltam, és ott Wardes egy gyűrűt mutogatott; azt mondta, kegyedtől kapta ajándékba.	0.602515
- Quân khốn nạn?	- Gyalázatos!	1.19286
- Milady hét lên.	- kiáltotta milady.	1.01471
Cái tiếng rủa ấy vang dội đến tận đáy lòng D Artagnan.	Gondolhatjuk, milyen visszhangot vert a jelző D’Artagnan szíve mélyén.	0.260656
- Thế nào?	- Tehát?	1.2
- Nàng tiếp tục.	- folytatta az asszony.	0.868421
- Thì thế đấy! ~~~ - Tôi sẽ trả thù tên khốn nạn ấy cho bà - ~~~ D Artagnan nói với điệu bộ như chàng ĐônJaphét của Ácmênia	- Tehát bosszút állok a bitangon - folytatta D’Artagnan olyan hangon, mintha ő maga volna don Japhet D’Armenie.	-0.00709135
- Cám ơn ông bạn tử tế của tôi!	- Köszönöm, vitéz barátom!	0.827586
- Milady nói - Và khi nào tôi sẽ được trả thù?	- kiáltotta milady - és mikor?	0.932143
- Mai, hoặc ngay lập tức, khi nào bà muốn.	- Holnap, vagy ebben a pillanatban; amikor akarja.	0.633333
Milady định thét lên "ngay lập tức", nhưng nàng nghĩ một sự hấp tấp như thế sẽ không mấy nhã nhặn đối với D Artagnan.	Milady csaknem rávágta: "Ebben a pillanatban", de azután meggondolta; mégiscsak tapintat­lanság volna D’Artagnannal szemben ez a sürgetés.	0.459744
Hơn nữa, nàng còn phải đề phòng trăm nghìn thứ, còn phải căn dặn người bảo vệ cho mình hàng nghìn điều để tránh khỏi phải giải thích với Bá tước trước những người làm chứng, tất cả những trò đó đã được D Artagnan đoán trước và nói gọn trong một câu:	Különben is ezeregy oka volt az óvatosságra, ezeregy tanácsa védelmezője számára, hogy tanúk nélkül számoljon le a gróffal. ~~~ Ehhez néhány szóval maga D’Artagnan járt a kezére.	-0.0988439
- Ngày mai, bà sẽ được trả thù hoặc tôi sẽ chết.	- Holnap - mondta miladynek -, bosszút állok, vagy meghalok.	0.561616
- Không!	- Nem!	1.15
- Nàng nói - Ông sẽ trả thù cho em nhưng ông không chết đâu.	- szólt az asszony - bosszút áll, de nem hal meg.	0.667442
Đó là một thằng hèn thôi mà.	Wardes gyáva.	-0.107143
- Có thể với đàn bà thôi chứ không với đàn ông đâu.	- Nőkkel talán igen, de férfiakkal nem.	0.496622
Tôi biết qua qua thế mà.	Ezt már kitapasztaltam.	0.26087
- Nhưng tôi thấy hình như trong cuộc đấu này với hắn, ông chẳng có gì đáng ngại về sự may rủi cả.		-0.3
- May rủi là một gái giang hồ, hôm qua vuốt ve chiều chuộng, ngày mai đã có thể quay lưng lại với tôi.	- Igaz, de ha jól emlékszem, amikor párbajoztak, nem panaszkodhatott a szerencséjére.	0.429519
- Có nghĩa bây giờ ông ngần ngại?	- A szerencse igazi szajha, ma rám mosolyog, holnap rám se néz.	0.479279
- Không, tôi không ngần ngại.	- Tehát máris tétovázik.	0.830769
Chúa phù hộ cho tôi? ~~~ Nhưng liệu có công bằng không khi để mặc tôi có thể đi đến cái chết mà lại không cho tôi ít nhất một chút gì đó hơn là hy vọng suông?	- Isten ments, dehogyis tétovázom, de vajon méltányos-e, ha esetleg a halálba küld, anélkül hogy némi reménynél több jutalomban lehetne részem?	-0.00985401
Milady trả lời bằng một ánh mắt như muốn nói: Không phải chuyện đó chứ?	Milady ránézett, és pillantása ezt kérdezte:	0.481905
Nói thẳng ra xem nào.	- Ha csak ennyit kíván, mért nem beszél?	0.0818182
Rồi tiếp theo ánh mắt là những lời cắt nghĩa thêm.	És pillantását rögtön szóval is megmagyarázta:	0.25102
	- Kérése nagyon is jogos - mondta kedvesen.	-0.3
- Đúng quá!	- Ó!	0.82
- Nàng dịu dàng nói.	maga angyal - szólt a fiatalember.	0.677273
- Ôi, nàng quả là một thiên thần!	- Mindenben megegyeztünk tehát?	0.841935
- Chàng trai trẻ nói.	- kérdezte az asszony.	0.885714
- Thế là thỏa thuận xong cả rồi đấy nhé!	- Mindenben, életem, egyet kivéve!	0.672727
- Nàng nói.	- De ha mondom, hogy szeretem!	0.7
- Trừ điều tôi yêu cầu nàng, tâm hồn yêu quý ạ!	Miért nem bízik bennem?	-0.104348
- Nhưng khi em đã nói với ông là ông có thể tin vào sự trìu mến của em…?		-0.3
- Tôi không có ngày mai để chờ đợi.	- A holnap már nem az enyém, nem várhatok.	0.584211
- Im nào?	- Csend!	1.2625
Tôi nghe thấy tiếng ông em tôi?		-0.3
Không cần thiết để ông ấy thấy ông ở đây.	Úgy hallom, jön a sógorom: nem fontos, hogy itt találja.	0.294118
Nàng rung chuông và Ketty vào.	Csöngetett. ~~~ Ketty lépett be.	0.24375
- Ông ra bằng cửa này. ~~~ - Nàng vừa nói vừa đẩy chiếc cửa bí mật - và mười một giờ hãy quay lại.	- Erre menjen, ezen az ajtón - mondta milady, és kinyitott egy piciny tapétaajtót -, jöjjön vissza tizenegykor, akkor befejezzük ezt a beszélgetést; Ketty majd bevezeti.	0.0920069
Chúng ta sẽ bàn nốt cho xong việc này. ~~~ Ketty sẽ dẫn ông vào.	Szegény lány majdnem összeroskadt e szavaktól.	-0.0225
Cô bé đáng thương nghĩ mình có thể ngã vật ra khi nghe những câu như thế.		-0.3
- Ơ kìa?	- No mi lesz, kisasszony!	0.616667
Cô làm gì vậy, sao ngây ra như phỗng thế, tiểu thư?	Mit áll itt, mint a sóbálvány!	0.05
Nghe đây, dẫn ông hiệp sĩ này đến vào mười một giờ tối nay, hiểu chưa!	Tessék, tessék, kísérje ki a lovagot. ~~~ Este tizenegykor pedig, ugye hallotta, találkozunk!	-0.00925926
Hình như những cuộc hẹn của nàng đều vào lúc mười một giờ.	Úgy látszik, tizenegykor fogadja minden hódolóját - gondolta D’Artagnan -, lám, a szokás hatalma.	0.197143
Đó là một thói quen rồi.	Milady felé nyújtotta kezét.	0.289286
D Artagnan nghĩ vậy.		-0.3
