CHARLES DICKENS	﻿CHARLES DICKENS	1.24
Chuyện này chỉ kéo dài một chốc ngắn ngủi, rồi bà Pocket ra lệnh chung chung rằng tất cả bọn trẻ cần được đưa vào trong nhà để ngủ trưa.	Ez a mulatság azonban csak igen rövid ideig tartott, Pocketné ugyanis csakhamar kiadta a sommás rendeletet, hogy az összes gyermekek délutáni szundításra azonnal beterelendők a házba.	0.268831
Và nhờ thế tôi có được khám phá thứ hai trong dịp gặp gỡ đầu tiên, đó là việc nuôi dưỡng các cô cậu bé nhà Pocket gồm hai việc vấp ngã và ngả lưng luân phiên nhau.	Így hát ez első alkalommal mindjárt az a második fölfedezés is részemül jutott, hogy a kis Pocket-ek nevelkedése tulajdonképen ugrálás, meg lefekvés váltakozása volt.	0.2625
Trong bối cảnh như vậy, khi Flopson và Millers đã đưa lũ trẻ vào trong nhà như một bầy cừu nhỏ và ông Pocket từ trong nhà ra để làm quen với tôi, tôi không mấy ngạc nhiên khi thấy ông Pocket là một quý ông với vẻ mặt khá lúng túng, với mái tóc rất xám rối bù trên đầu, như thể ông không thể tìm ra cách để thu xếp cho bất cứ thứ gì thẳng thớm gọn ghẽ.	Ily körülmények közepett, amint Flopson és Millers beterelték a gyermekeket a házba, akárcsak valami kis birkanyájat és Pocket úr lejött, hogy megismerkedjék velem, legkevésbé sem lepett meg, hogy Pocket urat meglehetősen izgatott arckifejezésű úriembernek látom s hogy fején kissé kuszáltan állt égnek a fakószürke haja és olyannak rémlett az egész ember, mint aki sehogysem tudja, miképen volna lehetséges valami nagyon összevissza dologban némi rendet teremtenie.	0.434073
Chương 23	HUSZONHARMADIK FEJEZET.	-0.0272727
Ông Pocket nói ông rất vui được gặp tôi, và hy vọng tôi không quá phiền lòng khi gặp ông.	Pocket úr azt mondta, örül, hogy láthat engem s reméli, engem sem szomorít el, hogy őt láthatom.	0.446442
"Vì quả thực tôi không phải là một nhân vật đáng sợ," ông nói thêm kèm theo nụ cười hệt như của cậu con trai.	- Hiszen - toldotta meg és úgy mosolygott, ahogy a fia szokott - nem vagyok én elvégre valami félelmes személyiség.	0.250962
Ông có vẻ trẻ trung, bất chấp vẻ lúng túng và mái tóc rất xám, và thái độ của ông dường như khá tự nhiên.	Fiatalos nézésű ember volt, minden visszás életkörülménye és a fakószürke haja ellenére is; viselkedése pedig egészen természetesnek látszott.	0.238983
Tôi nói tự nhiên theo nghĩa nó không giả tạo; có gì đó hài hước trong vẻ bồn chồn của ông, như thể đáng ra nó đã trở nên lố bịch rành rành nếu không nhờ vào sự nhìn nhận của chính ông rằng nó đã ở rất gần mức trở thành như thế.	A természetest itt oly értelemben haszná­lom, hogy Pocket úr egyáltalában nem alakoskodott; zilált viselkedésében volt valami furcsa, ami valósággal nevetséges lett volna, ha nem tudja ő maga is, hogy bizony nagyon közel áll a nevetségesség határához.	0.277215
Sau khi đã trò chuyện được với tôi chút ít, ông nói với bà Pocket, đôi lông mày đen nhánh rất đẹp của ông nhíu lại có phần lo âu, "Belinda, anh hy vọng em đã chào đón cậu Pip rồi chứ?" Và bà vợ ngẩng lên khỏi cuốn sách của bà rồi nói, "Vâng." Sau đó, bà mỉm cười với tôi một cách lơ đãng, và hỏi tôi có thích hương vị của nước hoa cam không?	Kissé elbeszélgetvén velem, így szólt feleségéhez, még pedig kissé aggodalmasan húzván össze szemöldökét, amely fekete volt és széphajlású: ~~~ - Belinda, remélem, köszöntötted már Pip urat? ~~~ És a jó asszony fölpillantott könyvéből és azt mondta: ~~~ - Igen. ~~~ Aztán rámmosolygott oly módon, mint akinek a lelke messze, egészen másfelé jár s azt kérdezte tőlem, vajjon szeretem-e a narancsvirágvíz illatát?	-0.23746
Vì câu hỏi này chẳng hề có chút liên quan nào, dù xa hay gần, tới bất cứ biến cố nào đã qua hay sắp tới, tôi đoán nó được đưa ra, cũng hệt như những lần trước, chỉ để hạ cố trò chuyện chung chung cho có.	Mivel ez a kérdés legkevésbé sem függött egybe, sem azzal, ami megelőzte, sem olyasmivel, aminek elkövetkezése sejthető lett volna, azt hiszem, ezt is, akárcsak előző kérdéseit, csupán általános társalgásbeli leereszke­désből vetette föl.	0.289286
Tôi biết được trong vòng vài giờ sau đó, và có thể nói ra luôn ở đây, rằng bà Pocket là con gái độc nhất của một vị Hiệp sĩ quá cố đã trở thành Hiệp sĩ một cách khá tình cờ, người đã tự phát minh ra cho mình một niềm tin chắc chắn rằng thân phụ đã quá cố của ông đáng lẽ đã được phong Nam tước nếu không có sự phản đối cương quyết của một người khác, xuất phát hoàn toàn từ động cơ cá nhân - nếu như từng có lúc nào biết thì giờ tôi cũng chẳng còn nhớ những động cơ ấy thuộc về ai - nhà vua, thủ tướng, Đại pháp quan, Tổng Giám mục Canterbury hay ai khác - và đã gắn mình vào hàng ngũ quý tộc của đất nước dựa vào lý do khá là giả mạo này.	Néhány óra alatt aztán megtudtam és ezt hadd közölhessem is mindjárt, hogy Pocketné az egyet­len leánya volt valami egészen véletlenül elhunyt lovagnak, aki mindig azt a hitet táplálta volt magában, hogy megboldogult édesatyja bárói rangot kapott volna, ha bizonyos személyiség tisztára egyéni okokból a leghatározottabb ellenzéssel meg nem hiúsítja e dolgot - elfelejtettem már, kicsoda volt ez a személyiség, vagy lehet, akkor sem tudtam -, talán maga az uralkodó, talán a miniszterelnök, a lordkancellár, a canterbury-i érsek vagy másvalaki - és hogy ezen a fölöttébb érthető alapon ő tulajdonképen e föld főrangú társaságába tartozik.	0.308066
Tôi tin ông ta đã tự phong hiệp sĩ cho mình vì đã tấn công ngữ pháp tiếng Anh bằng ngòi bút, trong một bài diễn văn tuyệt vọng được viết tràn trề trên giấy da hảo hạng, vào dịp đặt viên đá đầu tiên cho tòa nhà này hay công trình kia, và vì đưa cho một thành viên hoàng gia nào đó cái bay hoặc ít vữa.	Azt hiszem, lovagságát a jó úr annak a hősi ostromnak köszönhette, amelyet tollával finom velin­papiron az angol nyelvtan ellen intézett egy kétségbeejtő hálairatban abból az alkalomból, hogy valami, nem tudom, micsoda épület alapkövének elhelyezésekor a királyi család, nem tudom, melyik tagjának ő nyujtotta át a vakolókanalat vagy a habarcsot.	0.294375
Dù có là gì đi nữa, ông bố đã hướng bà Pocket tới chỗ được nuôi dạy từ trong nôi thành một người mà như một lẽ tất nhiên phải cưới một người có tước vị, một người cần được bảo vệ để tránh phải tiếp nhận những hiểu biết tề gia nội trợ bình dân.	De bármint állt is ez az ügy, a lovag úr annak idején elrendelte volt, hogy leányát, Pocketnét, bölcsőkorától fogva olyan lénnyé neveljék, akinek a dolgok természetéből következtethetőn mindenesetre valami nagy címhez kell majd férjhez mennie s akit épp ezért holmi plebejusi, házias ismeretek elsajá­tításától gondosan meg kell óvni.	0.26782
Một quá trình uốn nắn nuôi dạy cực kỳ thành công đã được vị thân phụ sáng suốt này áp dụng cho cô con gái, kết quả là cô lớn lên thành một món đồ trang sức lộng lẫy, nhưng lại hoàn toàn vô dụng và bất lực.	S az ifjú hölgy nevelését az okos apának oly tökéle­te­sen sikerült ily irányban ellenőriznie és vezetnie, hogy a szegény teremtés fölöttébb előkelővé díszesedett, de egyben teljesen ügyefogyott és hasznavehetetlen is maradt.	0.285
Với tính cách được định hình đầy hạnh phúc như thế, giữa tuổi thanh xuân cô thiếu nữ gặp gỡ ông Pocket: ông này dạo đó cũng đang ở độ tuổi thanh xuân, và vẫn chưa quyết định được nên gây dựng sự nghiệp tại Nghị viện hay dấn bước trong Giáo hội.	Jellemének ily szerencsés megalakítása után ifjúságának első virulása idején megismerkedett Pocket úrral, aki akkor fiatalságának szintén első virulását élte s még csak abban a tekintetben nem jutott végleges elhatározásra, hogy vajjon a gyapjúzsák ormára üljön-e, vagy pedig püspöksüveggel födje majd fejét.	0.276429
Vì chuyện ông này đi theo một trong hai con đường chỉ còn đơn thuần là vấn đề thời gian, ông và bà Pocket liền túm ngay lấy tóc thời gian (vào thời điểm nó dường như cần phải được cắt nếu nhìn nhận từ độ dài) và kết hôn trong khi vị phụ thân sáng suốt không hề biết.	Mivel ennek a kétségnek egyik vagy másik irányba való eldöntése tisztára idő kérdése volt, ő meg Pocketné egyszerűen üstökén ragadták az Időt (hiszen az, ha hosszúnak rémlik, könnyen rövidebbre nyírható) és összeházasodtak az okos apa tudta nélkül.	0.235802
Vị phụ thân sáng suốt, chẳng còn gì để ban phát hay giữ lại ngoài lời chúc phúc, đã hào phóng dành món hồi môn này cho đôi bạn trẻ sau một cuộc tranh đấu ngắn ngủi và báo để ông Pocket biết vợ ông là "kho báu cho một ông hoàng".	Az okos apa, nem tehetvén egyebet, csak azt, hogy áldását vagy rájuk adja, vagy megtagadja tőlük, kurta tusa után nagylelkűen kiadta ezt a hozományt s Pocket úrnak megmagyarázta, hogy feleségül "hercegnek való kincset" kapott.	0.331169
Ông Pocket đã đầu tư vào kho báu của ông hoàng theo đủ mọi cách trên đời kể từ dạo đó, và có vẻ như nó chỉ mang lại cho ông lợi tức vô cùng khiêm tốn.	Pocket úr ezt a hercegnek való kincset azóta egész e világi életének befektetéseképen őrizgeti, de föltehető, hogy ez a kincs vajmi jelen­ték­telenül kamatozott neki.	0.40875
Dẫu vậy, bà Pocket nhìn chung là đối tượng của một sự thương hại kỳ lạ đầy tôn trọng, vì bà đã không cưới được một người có tước vị; trong khi ông Pocket là đối tượng của một sự trách móc kỳ lạ đầy tha thứ, vì ông chưa bao giờ có tước vị nào.	Mindazonáltal Pocketné mindig valami különös, tisztelettel párosult részvét tárgya volt, mivelhogy nem ment nagy címhez feleségül; Pocket úr pedig nem kevésbé különös, szelíden megbocsátó hibáztatás tárgyának láthatta magát, mint aki afféle címet sohsem kaphatott.	0.362726
Ông Pocket đưa tôi vào trong nhà, chỉ cho tôi thấy căn phòng của mình: một căn phòng rất vui mắt, được bài trí để tôi có thể thoải mái sử dụng nó như phòng tiếp khách riêng.	Pocket úr bevezetett a házba s megmutatta szobámat; nagyon kedves szobácska volt s olyan berendezésű, hogy bízvást egészen kényelmes, saját külön lakásomnak tekinthettem.	0.378988
Sau đó, ông gõ cửa hai căn phòng tương tự khác, giới thiệu với tôi chủ nhân của chúng, có tên gọi lần lượt là Drummle và Startop.	Aztán bekopogtatott két hasonló szoba ajtaján s bemutatott ezek lakóinak, névszerint Drummle és Startop uraknak.	0.391274
Drummle, một thanh niên có bộ mặt già đanh nặng như chì, đang huýt sáo.	Drummle, öregesnek látszó fiatalember, akinek alakja meglehetősen nehéz­kes volt, éppen fütyörészett.	0.442
Startop, trẻ hơn cả về tuổi tác lẫn vẻ ngoài, đang đọc sách và ôm đầu, như thể sợ rằng anh ta đang có nguy cơ làm nó nổ tung vì nhồi nhét vào trong đó quá nhiều hiểu biết.	Startop, éveire és külsejére fiatalabb, olvasott és a fejét olymódon fogta, mintha robbanás veszedelmétől féltené, midőn tudománnyal esetleg túlságosan tölti meg.	0.387614
Cả hai ông bà Pocket đều có dáng vẻ rất dễ thấy của người đang sống nhờ vào người khác, đến nỗi tôi tự hỏi ai là chủ sở hữu thực sự của ngôi nhà và cho phép hai ông bà sống tại đó, cho tới khi phát hiện ra quyền lực bí hiểm đó chính là các gia nhân.	Pocket úr és a felesége mindketten annyira föltűnően látszottak olyanoknak, mintha nem maguk ura volnának, hanem mások rendelkeznének velük, hogy már találgatni kezdtem, vajjon tulajdonképen ki is az úr itt ebben a házban, ki engedi meg, hogy itt éldegéljenek s egyszerre csak arra a meggyőződésre jutottam, hogy a cselédség ez a titokzatos hatalom.	0.306643
Có lẽ đó là một cách sống êm thấm xét về mặt né tránh rắc rối; song xét theo bề ngoài nó có vẻ khá tốn kém, vì các gia nhân cảm thấy ăn ngon uống tốt và cả việc tự cho phép mình tụ tập thường xuyên dưới gác, là một bổn phận họ nợ chính mình.	Ily helyzet talán kényelmes életmódot biztosít, mert sok mindenféle bajlódástól ment föl; de másrészt úgy rémlett, nagyon költséges lehetett, hiszen a cselédség maga-maga iránt való kötelességének tekintette, hogy étel-ital dolgában mennél válogatósabb legyen és kivegye a részét a gazdái vendégeskedéseiből.	0.258582
Họ cho phép ông bà Pocket có một bàn ăn hào phóng, dẫu vậy tôi luôn thấy chỗ đáng để ngồi ăn uống nhất trong nhà vẫn là khu bếp - hẳn là những người được nuôi cơm dài hạn ở đây luôn có khả năng tự biện hộ, vì khi tôi lưu lại đây chưa được một tuần thì đã có một quý bà hàng xóm không trực tiếp quen biết gia đình Pocket viết thư tới để nói bà đã thấy Millers tát tai đứa bé.	Pocket úrnak és Pocketné úrasszonynak egyébként ez a derék cselédség igen dús asztalt engedélyezett, mindazonáltal mindig azt gyanítottam, hogy az ember ennek a háznak a kosztosaképen legjobban úgy járna, ha a konyha népének társasá­gában étkeznék - mindenesetre föltéve, hogy önvédelem dolgában eléggé erős, mert bizony, mikor még alig egy hete voltam ott, egy hölgy, aki a szomszédságban lakott s akivel a család közelebbi ismeretségben nem állt, levélben tudatta, hogy látta volt, mint verte meg Millers a kis babát.	0.361025
Chuyện này làm bà Pocket cực kỳ phiền muộn, bật khóc khi nhận được lá thư nhưng lại bảo nó thật là chuyện lạ đời khi những người hàng xóm không thể chuyên tâm vào chuyện riêng của nhà họ.	Pocketnét ez a közlés rendkívül lesujtotta, a levél elolvasása után könnyezésre fakadt s azt mondta, mennyire különös, hogy szomszédok nem bírnak arra szorítkozni, hogy csak a saját ügyeikkel törődjenek.	0.278571
Từ những gì tôi tìm hiểu được, và chủ yếu là từ Herbert, ông Pocket đã từng theo học tại Harrow và Cambridge và tỏ ra nổi bật tại đó; thế nhưng khi sở hữu niềm hạnh phúc được kết hôn với bà Pocket từ khi còn rất trẻ, ông đã làm phương hại nghiêm trọng triển vọng của mình và đi theo tiếng gọi của nghiệp Máy mài*.	Utóbb lassankint az is tudomásomra jutott s főként Herbert révén, hogy Pocket úr Harrow-ban s Cambridge-ben végezte volt tanulmányait, még pedig mindig kitüntetéssel; de aztán, mivel ifjú éveiben az a nagy szerencse érte, hogy feleségül vehette a mostani Pocketnét, életének elvei módosultak s ő rákényszerült, hogy tompa elmék megköszörülgetésének hivatására fa­nya­lodjék.	0.344724
Sau khi đã mài qua vài lưỡi dao cùn - về chuyện này điều đáng nói là các ông bố của họ khi có thanh thế luôn hứa hẹn giúp đỡ cất nhắc ông, để rồi đều quên khuấy việc thực hiện khi các lưỡi dao đã rời khỏi đá mài - ông trở nên chán ngấy công việc thảm hại đó và tới London.	Megköszörülvén egész sor ily fickónak elméjét - amely foglalkozásával kapcso­latban említésre méltó, hogy legtöbb tanítványának apja, már tudniillik, amelyik befolyásos ember volt, mind buzgón ígérgette neki, mint fogja előmozdítani érvényesülését, de erről az ígéretéről valamennyi megfeledkezett aztán, amikor az elmeköszörülés befejeződött - meg­unta ezt a keserves foglalkozást s Londonba jött.	0.325568
Tại đây, sau khi dần vỡ mộng với những hy vọng lớn lao hơn, ông đã "đọc" với nhiều người chưa bao giờ có được cơ hội trong đời hay đã bỏ lỡ chúng, và từng tân trang làm mới nhiều người khác cho những dịp đặc biệt, và chuyển các hiểu biết của mình vào việc biên soạn hiệu đính văn chương, và nhờ phương tiện đó, thêm vào chút nguồn thu nhập riêng ít ỏi, vẫn duy trì ngôi nhà tôi thấy. ~~~ Nguyên văn tiếng Anh là Grinder, còn có nghĩa là người kèm cặp học hành cho con cái các nhà khá giả thời đó.	Itt, miután magasabbrendű reményei sorra elhanyatlottak, "előadásokat tartott" oly különféle ifjaknak, akik vagy alkalom híján nem fog­lal­kozhattak volt fölsőbb tanulmányokkal, vagy elhanyagolták volt tanulmányaikat; egyeseket különleges föladatokra képezett ki és ismereteit irodalmi próbálkozásokra, valamint írás­mű­vek javítgatására is igyekezett fölhasználni s ily munkálkodás jövedelméből, amelyet néhány magántermészetű segélyforrás igen csekély összegei egészítettek ki, még mindig sikerült azt a háztartást, amely szemem elé tárult, folytatnia.	-0.0019337
Ông bà Pocket có một người hàng xóm luôn bợ đỡ, một bà góa có tính nết rất dễ cảm thông với người khác tới mức đồng tình với tất cả mọi người, chúc phúc cho tất cả mọi người, mỉm cười và bật khóc vì tất cả mọi người, tùy thuộc vào hoàn cảnh.	Volt Pocket úrnak és feleségének egy csúszómászó módon hízelgő természetű szomszédnője; valami özvegyasszony, akinek a lelke oly egyetemesen barátságos volt, hogy a kedves hölgy mindenkivel egyetértett, áldott akárkit és mosolygást meg könnyet egyaránt tudott bármely alkalommal áldozni, a körülmények szerint.	0.349683
Đó là bà Coiler, và tôi có vinh hạnh được đưa bà xuống ăn tối ngay hôm tới nơi.	Ennek a nőnek Coilerné volt a neve s nekem jutott a szerencse, hogy beköltözésem napján őt az asztalhoz vezessem.	0.244828
Bà giải thích để tôi hiểu trong lúc đi xuống cầu thang rằng với bà Pocket đáng mến, quả là một nỗi phiền muộn lớn lao khi ông Pocket đáng mến rơi vào tình cảnh cần phải chào đón các quý ông khác tới để cùng đọc sách với mình.	Már a lépcsőn tud­tomra adta, mily súlyos csapásnak érezheti a kedves jó Pocketné, hogy a kedves jó Pocket úr efféle előadások tartására van ráutalva s házába idegen fiatalembereket kénytelen befogadni.	0.311723
Chuyện này không áp dụng với tôi, bà cho tôi hay với thái độ đầy trìu mến và tin tưởng (vào lúc ấy, tôi đã làm quen được với bà có lẽ không quá năm phút); giá như tất cả những người kia đều như tôi, mọi chuyện chắc sẽ khác hẳn.	Nem énrám céloz, mondta nekem a gyöngédség és bizalmasság túláradó hangján (ekkor még csak alig öt perce ismertük egymást); hiszen ha a többi fiatalember is olyan volna, mint én, egészen másként állna a dolog.	0.217085
"Nhưng bà Pocket đáng mến," bà Coiler nói, "sau nỗi thất vọng ban đầu (cho dù không thể trách ông Pocket đáng mến về chuyện đó), đòi hỏi rất nhiều sang trọng và lịch sự…"	- De hát a kedves jó Pocketnénak - mondta Coilerné -, az ő ifjúkori nagy csalódása után (amiről a kedves jó Pocket úr valóban nem tehet), elvégre mégis csak szüksége van egy s más fényűzésre, választékosságra -	0.364082
"Vâng, thưa bà," tôi nói để ngăn bà lại, vì sợ rằng bà sắp bật khóc.	- Úgy van, néni - mondtam, hogy elbúsulásában megakasszam, mert megijedtem, hogy mind­járt sírva fakad.	0.218182
"Và bà ấy có phong thái thật quý phái nhường nào…"	- És a szegény jó lélek oly csupa arisztokratikus hajlandóság -	0.284211
"Vâng, thưa bà," tôi lại nói, cũng vì cùng mục đích như trước.	- Úgy van, néni - mondtam ugyanoly szándékkal, mint előbb.	0.223636
"… nên thật nặng nề biết bao," bà Coiler nói, "khi ông Pocket đáng mến phải sao nhãng cả về thời gian lẫn sự quan tâm dành cho bà Pocket đáng mến."	- ...hogy valóban kegyetlen sors, ha a kedves jó Pocket úr ideje és figyelme a kedves jó Pocketnétól annyira elfordulni kénytelen.	0.345607
Tôi không đừng được nghĩ rằng có lẽ sẽ còn nặng nề hơn nhiều nếu thời gian và sự quan tâm của ông hàng thịt không bị sao nhãng khỏi bà Pocket đáng mến; song tôi không nói gì, và quả thực chỉ nguyên việc phải liên tục cẩn thận trông chừng thái độ chợt nắng chợt mưa của người đồng hành cũng làm tôi có quá đủ để bận tâm rồi.	Nem bírtam elhárítani magamtól azt a gondolatot, hogy bizony még kegyetlenebb sors volna, ha például a mészáros ideje és figyelme lenne kénytelen elfordulni a kedves jó Pocketnétől; de semmit sem mondtam; amúgy is valóban elfoglalt félénk óvatosságom, nem követek-e el a társadalmi illendőség ellen valami baklövést.	0.23255
Tôi được biết, thông qua những gì diễn ra giữa bà Pocket và Drummle trong khi tôi đang để tâm chú ý tới dao, nĩa, thìa, ly cốc và các công cụ tự hủy diệt khác trong tay mình, là Drummle, vốn có tên thánh là Bentley, kỳ thực là người thừa kế tiếp theo chỉ xếp sau một người nữa cho một tước nam.	Miközben figyelmemet késemre és villámra, kanalamra, poharaimra és a tekintélyemet veszé­lyeztető többi szerszámra fordítottam, tudomásomra jutott Pocket úr és Drummle beszélgeté­séből, hogy Drummle, akinek keresztneve Bentley volt, valami bárói örökség legközelebbi várományosa.	0.534821
Và thêm nữa, có vẻ như cuốn sách tôi đã thấy bà Pocket đọc ngoài vườn toàn viết về các tước hiệu, và bà biết ngày tháng chính xác đáng ra ông nội bà đã có mặt trong cuốn sách này, nếu ông cụ từng làm được điều đó.	Tudomásomra jutott továbbá, hogy az a könyv, amelyet Pocketné - mint alkalmam volt látni - odakünn a kertben oly buzgón olvasott, elejétől végéig nem egyéb, csak főúri családok címjegyzéke és hogy Pocketné egészen határozottan tudja azt az időpontot, amelyben az ő nagyapja nevének is bele kellett volna jutnia ebbe a könyvbe, ha másként nem fordul a dolog.	0.189212
Drummle không nói nhiều, nhưng trong những lời ít ỏi của mình (tôi thấy anh ta là một anh chàng cau có ủ rũ) anh ta nói năng hệt như một người thừa kế được chọn, và thừa nhận bà Pocket như một người phụ nữ và một người chị em gái.	Drummle nem sokat beszélt (mogorva fickónak rémlett), de a maga szófukar módján mindig úgy nyilatkozott, mint aki magát kiváltságos embernek tudja, Pocketnét pedig oly nőnek ismerte el, mint aki vele testvéri sorban áll.	0.317299
Không ai khác ngoài hai người họ và bà Coiler, bà hàng xóm luôn bợ đỡ, để tâm tới cuộc đàm thoại này, và tôi cảm thấy có vẻ nó làm Herbert đau khổ; nhưng nó hứa hẹn sẽ kéo dài khá lâu, cho tới khi người hầu bàn tới thông báo một tin không vui với cả nhà.	Kettőjükön és Coilernén, a hízelgő szomszédasszonyon kívül senki sem tanusított érdeklődést e beszélgetés iránt, Herbert-et pedig az egész ügy mintha valósággal kínosan érintette volna; de az eszmecsere még hosszan­tartónak ígérkezett, midőn váratlanul bejött a kis inas és konyhai baleset bejelentésével szakította meg.	0.256364
Cụ thể là đầu bếp đã để thất lạc mất bít tết.	Ez a baleset egyébként csak az volt, hogy a szakácsné odaégette a pecsenyét.	0.238983
Tôi kinh ngạc tột độ khi lúc này lần đầu tiên được chứng kiến ông Pocket giúp bản thân bình tâm lại bằng một màn trình diễn tôi thấy rất kỳ lạ song lại chẳng tạo ra được chút ấn tượng nào với bất cứ ai khác, và bản thân tôi chẳng mấy chốc rồi cũng quen thuộc với nó như những người còn lại.	Leírhatatlan ámulatomra most Pocket úr lelkiállapotának oly elváltozását kellett látnom, amely engem első pillanatra bizony rendkívül megdöbbentett, de a többiekre egyáltalában leg­kevésbé sem hatott és amelyet végül én is teljesen családias jellegű megnyilatkozásnak szoktam meg.	0.321795
Ông đặt dao ăn và nĩa xuống - vì đang cắt thịt dở dang vào khoảnh khắc đó - chụp cả hai bàn tay vào mái tóc rối bù, và có vẻ đang nỗ lực tột độ để nhấc bổng mình lên theo cách đó.	Pocket úr - aki a baleset bejelentésekor éppen az ennivalója vagdosásával fog­lalkozott - letette kését és villáját, mind a két kezével belekapott a zilált hajába s úgy rémlett, rendkívüli erőfeszítéssel magasba akarja húzni magát.	0.430312
Khi đã xong xuôi, và chẳng hề nhấc được mình lên chút nào, ông lặng lẽ tiếp tục thao tác đang bỏ dở dang.	E mozdulat után és hogy egyáltalában nem sikerült magamagát a magasba húznia, nyugodtan folytatta, amit imént abbahagyott.	0.297391
Bà Coiler sau đó chuyển chủ đề nói chuyện và bắt đầu tán tụng tôi.	Coilerné most elejtette az előző beszélgetés tárgyát s nekem kezdett hízelegni.	0.292105
Trong vài khoảnh khắc tôi đã thấy thích thú, nhưng rồi bà ta tán tụng tôi một cách thô thiển đến mức cảm giác khoan khoái nhanh chóng tan biến.	Kis ideig tetszett is nekem ez a fordulat, de a derék hölgy aztán már annyira túlságba hajtotta hízel­kedését, hogy gyönyörűségem csakhamar véget ért.	0.283448
Bà hàng xóm này trườn như một con rắn tới gần tôi trong khi giả tảng cực kỳ quan tâm tới những người bạn và nơi chốn tôi đã để lại sau lưng, tất cả được nói ra bằng một cái lưỡi rắn chẻ đôi trơn tru giảo hoạt; và khi bà ta thỉnh thoảng lại chuyển sang chú ý đến Startop (người nói rất ít với bà ta) hay Drummle (người còn nói ít hơn), tôi thấy ghen tị với hai người họ vì được ngồi ở bên kia bàn.	Valami kígyószerűség volt a módjában, ahogy hozzám férkőzni igyekezett, midőn buzgón tetette, mennyire érdekli őt eddigi és most már odahagyott környezetem és lakóhelyem; ez a nő valóban kígyószerű és villásnyelvű volt; és valahányszor közbe-közbe Startop felé vonaglott (aki bizony vajmi keveset beszélt vele), vagy Drummle felé, (aki még kevesebbet), én ezt a két embert tulajdonképen azért irígyeltem mindig, hogy az asztal túlsó felén ültek.	0.383857
Sau bữa tối, lũ trẻ được mang ra giới thiệu, và bà Coiler có những lời bình luận đầy ngưỡng mộ về đôi mắt, cái mũi và đôi chân - một cách thật khôn ngoan để mở mang đầu óc cho chúng.	Ebéd után behozták a gyermekeket s Coilerné nem győzte magasztaló megjegyzésekkel cso­dálni szemüket, orrukat, lábukat, ami fölöttébb eszes módja a gyermeklélek nemesítésének.	0.25
Có tất cả bốn cô con gái và hai cậu con trai bên cạnh đứa bé có thể là nam hoặc nữ, và cả người anh chị em kế tiếp theo của nó lúc này vẫn còn chưa ra đời.	Négy kisleány és két kisfiú került elénk aztán meg a kis baba, aki ez is, az is lehetett és láthatatlanul jelen volt ennek a legkisebbiknek az a testvérkéje is, aki nem volt még sem fiú, sem leány.	0.283929
Lũ trẻ được Flopson và Millers dẫn vào, với điệu bộ như thể họ là hai hạ sĩ quan được cử đi tuyển mộ trẻ con ở đâu đó và đây là những đứa trẻ chiêu nạp được, trong khi bà Pocket quan sát những mầm non đáng lẽ phải trở thành những con người quý phái trẻ tuổi như thể đang nghĩ bà đã từng có hân hạnh đánh giá qua chúng trước đây song không thực sự biết nên làm gì với chúng.	A gyermekeket Flopson és Millers hozták be, ez a két őrmesterféle teremtés, akik valóban oly hatást keltettek, mintha valahol valami gyermeksorozáson jártak volna s ezeket a gyermekeket sorozták volna be; Pocketné pedig csak nézte, nézte az ifjú főrangú nemzedéket, hiszen annak kellene lennie, olyformán nézte, mintha tulajdonképen úgy rémlenék neki, hogy egyszer már megmustrálta, de hát nem nagyon tudja, mit kezdjen vele.	0.376871
"Nào!	- No de kérem!	0.0428571
Đưa cho tôi cái nĩa của bà, thưa bà, và bế lấy đứa bé," Flopson nói.	Adja csak ide a villáját, tekintetes asszony és úgy fogja a kis babát! ~~~ - mon­dotta Flopson.	-0.0222973
"Đừng có bế nó như thế, nếu không bà sẽ làm đầu nó chui vào gầm bàn đấy."	- De ne oly furcsán tessék ám tartani, hiszen szegénykének így az asztal alá lóg a feje.	0.285185
Được khuyên bảo, bà Pocket đón lấy đứa bé theo cách ngược lại, và đầu em bé đương nhiên nhô lên phía trên bàn; điều này được thông báo cho tất cả những người có mặt bằng một tiếng va đập thật lớn.	E figyelmeztetésre Pocketné hát máskép fogta a gyermeket, mégpedig úgy, hogy a kis fej most már az asztal fölé került, amit jó hangos koppanás adott az összes jelenlevőknek tudtára. ~~~ - Ó, szegénykém, szegénykém!	-0.0178218
"Ôi trời ơi, trời ơi!	Adja csak vissza, tekintetes asszony!	0.192
Đưa nó cho tôi nào," Flopson nói, "còn cô Jane, lại đây múa cho em bé xem, nào!"	- mondta Flopson. ~~~ - Magácska meg, Jane kisasszony, jöjjön ide és táncoljon kicsit a babának, úgy!	-0.008
Một trong số các cô bé, một đứa trẻ còn nhỏ xíu đã phải gánh lấy quá sớm ít nhiều trách nhiệm trông coi những đứa bé khác, bước ra khỏi chỗ, đi ngang qua cạnh tôi và nhảy múa đi tới đi lui trước mặt đứa bé cho tới khi em bé thôi khóc và bật cười.	Az egyik kis leány, cseppnyi csepp apróság, aki, mintha koraéretten már bizonyos gondviselői szerepet töltött volna be testvérkéi között, előrelendült helyéről mellőlem s addig táncolt a kis baba előtt és körülötte, míg ez abba nem hagyta a sírást s nevetni nem kezdett.	0.282422
