Miếng Da Lừa	A SZAMÁRBŐR	0.253846
Sự phóng đãng, bạn thân ạ, là một phương pháp chính trị.	A tékozlás, édesem, politikai fogás.	0.072973
Cuộc đời của một người chuyên việc tiêu xài tài sản của mình thường trở thành một cuộc đầu cơ; họ đầu tư vốn liếng của họ bằng bạn bè, lạc thú, quan thầy, bà con quen thuộc.	Nem egyszer puszta spekuláció, mikor valaki azon buzgólkodik, hogy nyakára hágjon a vagyonának. ~~~ Tőkéjét élvezetekben, cimborákban, pártfogókban és ismerősökben helyezi el.	-0.0273529
Một tay buôn nếu có liều đặt một triệu đồng thì trong hai mươi năm trời hắn không ngủ, không ăn uống, không chơi bời, hắn ấp ủ triệu bạc của hắn, hắn thả nó chạy khắp u châu, hắn buồn phiền, đâm đầu vào tất cả những trò quái quỷ mà con người đã phát minh ra; rồi một cuộc thanh toán thường để hắn không một xu dính túi, không tên tuổi, không bạn bè.	Megkockáztat egy milliót a kereskedő? ~~~ Husz esztendőn keresztül nem alszik, nem iszik, nem szórakozik, csak a millióján kotlik, hogy beszaladgálta érte egész Európát; azután belefárad, odaveti magát minden gonosznak, amit valaha ember kitalált és bekövetkezik a fölszámolás, mely, mint nem egyszer láttam, garas nélkül, nevétől megfosztva, magára hagyja.	-0.0244807
Kẻ phóng đãng, hắn thì vui thú mà sống, mà phóng ngựa của hắn.	A tékozló pedig vigan éli világát és lovakat futtat.	0.188235
Ví như, ngẫu nhiên hắn mất hết vốn kính thì hắn còn có cơ được bổ nhiệm làm tổng giám thu, được lấy vợ sộp, được làm tùy viên cho một thượng thư, cho một đại lò xo của xã hội, hắn vận dụng có lợi cho hắn.	Ha netalán megesik vele, hogy mindene eluszik, az a kilátása mindenkor megmarad, hogy bedugják valami zsiros hivatalba, jól házasodik, a minisztériumba kerül vagy megteszik attasénak valamelyik követségnél.	0.233161
Phương pháp đó có logic không, hay tớ chỉ là một thằng điên?	Cimborái, jó neve megmaradnak, pénze mindig van.	0.163043
Phải chăng đó là đạo lý của tấn hài kịch vẫn diễn ra hàng ngày trong xã hội?	Aki ismeri a világ rugóit, hasznára él velük. ~~~ Logikus ez a módszer, vagy én vagyok a tökkel ütött?	-0.0139535
Tác phẩm của cậu đã hoàn thành, - hắn nói tiếp say khi nghĩ một lúc - cậu có tài năng lớn đấy!	Nem ez-e a morálja annak a komédiának, mely az életben mindennap lejátszódik?… Művedet befejezted, – folytatta hosszu hallgatás után, – nagy tehetség vagy.	0.163107
Thế là cậu tới điểm xuất phát rồi.	Most érkeztél meg az én kiindulási pontomra.	0.3
Bây giờ thì cậu phải tự làm nên sự thành công của cậu, như thế chắc chắn hơn.	Most kell hozzálátnod a siker kivivásához, még pedig magadnak.	0.155
Cậu hãy đi liên kết với những đảng phái, chinh phục những kẻ tán dương.	Be kell jutnod a klikkekbe, azok közé, akik majd nevedet dobra verik.	0.196721
Tớ, tớ, muốn tham gia một nửa vào việc xây dựng vinh quang cho cậu; tớ sẽ là người thợ kim hoàn nạm kim cương vào chiếc miện của cậu.	A magam részéről én is kiveszem részemet a dicsőségedből, mert én leszek az ékszerész, ki koronádba foglaltam a gyémántokat… Hogy bele is fogjunk iziben, légy itt holnap este.	0.261224
Để khởi đầu - hắn nói - tối mai cậu hãy tới đây.	Be foglak mutatni valahol, ahol egész Páris megfordul.	0.258
Tớ sẽ giới thiệu cậu ở một nhà mà tất cả Paris, cái Paris của chúng ta, Paris của những chàng kẻng, những tay bạc triệu, những danh nhân, nghĩa là những người nhả ngọc phun châu như Chrysostome.		-0.3
Khi họ đã tiếp nhận một quyển sách thì quyển sách đó trở thành thời thượng, nếu nó hay thực sự thì tức là họ đã cấp cho cái chứng nhận thiên tai nào đó mà họ không biết.	Értsd alatta a mi külön Párisunkat, a szép hölgyekét, a milliomosokét, a hirességekét, meg azokét, akik aranyszájuak, mint Szent János.	0.159231
Nếu cậu thông minh, cậu cả ơi, cậu sẽ tự mình biến thành của cải chứng nhận thiên tai nào đó mà họ không biết.	Ha ez a népség fölkap valami könyvet, az a könyv divatossá lesz. ~~~ Ha csak egyszerüen jó, ők zsenialitással ruházzák föl.	-0.0116379
Nếu cậu thông minh, cậu cả ơi, cậu sẽ tự mình biến thành của cải tập luận văn của cậu vì cậu hiểu rõ hơn cái lý luận về của cải.	Ha nem estél a fejed lágyára, édes fiam, szerencsét csinálsz az Elmélet-eddel, jobban belelátván a szerencse elméletébe.	0.214655
Tối mai cậu sẽ gặp nữ bá tước Foedora mỹ lệ, người đàn bà thời thượng - mình chẳng nghe nói đến bao giờ, - Cậu là một thằng Mọi - Rastignac vừa nói vừa cười.	Holnap este meglátod Foedora grófnőt, a divatos szépséget.	-0.00877193
- Không biết Foedora!	– Nem hallottam még felőle…	0.190909
Một gái kén chồng, tay có ngót tám vạn quan thực lợi,chẳng ưng một ai hay chẳng được ai ưng.	– Te kaffer! ~~~ – kacagott szemembe Rastignac. ~~~ – Foedorát nem ismered?	-0.183636
Một loại vấn đề phụ nữ, một phụ nữ Paris nửa Nga, một phụ nữ nửa Nga nửa Paris?	Férjhezadó asszony, akinek nyolcvanezer livres évi járadéka van.	0.157143
Một người đàn bà mà trong nhà được xuất bản hết thảy những tác phẩm lãng mạn không ra mắt công chúng, người đàn bà đẹp nhất Paris, duyên dáng nhất?	Szeretője nincsen. ~~~ Afféle eleven női probléma, félig párisi orosz, félig orosz párisi.	-0.143023
Cậu cũng chẳng đáng là một thằng Mọi, cậu là con vật trung gian nối người Mọi với súc vật.	Minden romantikus termék nála lát napvilágot, amelyik nyilvánosságra nem kerül.	0.203846
Thôi tạm biệt, đến mai.	Páris legszebb, legbájosabb asszonya!	0.203571
Hắn xoay người một vòng và biến mất không chờ tôi trả lời, không thừa nhận rằng một người đàn ông biết điều mà lại có thể không muốn được giới thiệu với Foedora.	Nem is kaffer vagy, hanem házi barma valami kaffernek… Viszontlátásra, holnap! ~~~ Megpördült és a faképnél hagyott, anélkül, hogy válaszomat bevárta volna. ~~~ Annyira nem tudta elgondolni, hogy épeszü ember visszautasithatná, hogy Foedorának bemutassák.	-0.114545
Biết giải thích thế nào sự mê hoặc của một cái tê?	Hogyan lehetne megmagyarázni valamely név varázsát?	0.252941
Cái tên FOEDORA, theo đuổi tôi như một ác ý mà người ta tìm cách thỏa hiệp với nó.	Foedora!… Ez a név ugy üldözött, mint valami rossz gondolat, melylyel nem tudunk megalkudni.	0.289535
Một tiếng nói bảo tôi: cậu sẽ đến nhà Foedora.	Egy hang megszólalt bennem: "El fogsz menni Foedorához".	0.288462
Tôi uổng công biện luận với tiếng nói đó và thét bảo nó nói láo, nó đè bẹp mọi lý luận của tôi với cái tên: Foedora.	És hiába próbáltam elhallgattatni, hiába kiáltottam vissza neki, hogy hazudik, minden okoskodásomat lerombolta azzal a névvel: Foedora.	0.459635
Mà cái tên đó, người đàn bà đó phải chăng là biểu hiện của mọi thèm muốn của tôi và là chủ đề của cuộc đời tôi?	De nem ez a név, nem ez a nő volt-e minden vágyaimnak szimbóluma, egész életem feladata?	0.105
Cái tên thức dậy những vẻ thơ giả tạo của xã hội thượng lưu, làm lấp lánh những hội hè của lớp trẻ Paris, và những hào nhoáng của phù hoa; người đàn bà hiện ra trước tôi với tất cả mọi vấn đề dục vọng mà tôi say mê.	E névre fölmerült bennem a világ minden mesterkélt poézisa, elibém tündöklöttek az előkelő Páris ünnepségei és minden hivságos dolog csillogó máza. ~~~ Az az asszony a szenvedély minden rejtélyével jelent meg előttem, amibe csak bele voltam háborodva.	-0.00439331
Có lẽ chẳng phải người đàn bà cũng như cái tên, mà là tất cả mọi thói hư của tôi đã ngóc dậy trong tâm hồn tôi để lại cám dỗ tôi.	Talán nem is az a nő, nem is a neve ingerelt, hanem az a sok bünös hajlam, mely most egyszerre mind fölágaskodott a lelkemben, hogy ujra megkisértsen.	0.265909
Nữ bá tước Foedora, giàu có, và không tình nhân, cưỡng lại mọi quyến rũ của Paris, phải chăng đó là hiện thân những ước vọng, những ảo ảnh của tôi?	Foedora grófnő, aki gazdag, akinek nincsen szeretője, aki ellenáll Páris kisértéseinek, nem megtestesülése-e reményeimnek, álmaimnak?	0.217557
Tôi đã sáng tạo cho tôi một người đàn bà, tôi vẽ nàng lên trong óc, tôi ước mơ nàng.	Megalkottam magamnak a képét, gondolatban apróra kiszineztem és álmodtam róla.	0.232895
Ban đêm tôi không ngủ, tôi trở thành tình nhân của nàng, tôi thâu tóm cả một cuộc đời, cuộc đời tình ái, vào có mấy tiếng đồng hồ; tôi thưởng thức những khoái lạc phong phú, nồng cháy của nó.	Egész éjszaka nem aludtam. ~~~ Kedvesévé lettem, néhány óra alatt egész életet éltem át szerelemben és átadtam magam az égető, emésztő gyönyörüségnek.	-0.065
Ngày hôm sau, không thể chịu được cái cực hình chờ đợi lâu cho tới chiều tối, tôi đi thuê một cuốn tiểu thuyết và đọc cả ngày để khỏi phải nghĩ ngợi và đếm thời giờ.	Másnap nem tudván elviselni a várakozás kinját, valami regényt szereztem a kölcsönkönyvtárból és azzal igyekeztem elterelni gondolataimat az óramutatóról.	0.219079
Trong lúc đọc sách, cái tên Foedora vang lên trong con người tôi như một thanh âm vọng từ xa tới, nó không khuấy rối anh nhưng nó bắt phải nghe.	Olvasás közben ugy hangzott vissza bennem Foedora neve, mint valami távoli kondulás, mely nem rezzent össze, csak halljuk.	0.355192
May mắn, tôi còn có một chiếc áo lễ đen và một chiếc gi-lê trắng khá tươm; thêm nữa, tất cả tài sản của tôi còn lại chừng ba mươi quan mà tôi đã để rải rác trong đống quần áo, trong những ngăn kéo cốt để ngăn chặn những trò ngông của tôi mỗi khi phải mất công tìm kiếm một đồng trăm xu và trông đợi ở sự may rủi của một cuộc chu du quanh buồng.	Szerencsémre meg volt még a frakkom, meg a fehér mellényem, elég tisztességes állapotban. ~~~ Egész vagyonom alig volt több harminc franknál. ~~~ Az is száz-sous darabokban szertedobálva a fiókjaim lim-lomjai közé, hogy ha netalán kisértetbe esném, kijózanitson az az idő, amit fölhajszolásával töltök.	-0.192424
Lúc tôi mặc quần áo, tôi dõi tìm của cải tôi qua một đống giấy tờ bát ngát.	Tüskés sövényt huztam magam és a pénzecském közé.	0.109615
Cậu có thể quan niệm được rằng khi cái ngân khoản mà hiếm hoi thì những khoản mua găng, đi xe ngốn hết bao nhiêu của cải; chúng ngón cả số tiền mua bánh ăn một tháng.	Öltözködés közben megindult a hajsza a papirok oceánjain keresztül. ~~~ Gyéren akadt biz ott nagyon, s már ebből is elképzelheted, mekkora eret vágtam magamon a keztyüvel, meg a fiakkerrel.	-0.00517241
Chao ôi!	Egy hónapra való kenyerem ment rá.	-0.5
Chúng ta không bao giờ thiếu tiền cho những thị hiếu vớ vẩn của chúng ta, chúng ta chỉ tính toán giá cả của những vật dụng hữu ích và cần thiết.	Már az ugy van, hogy kedvünk töltésére könnyen gurul a tallér, csak akkor verjük a fogunkhoz, mikor valami hasznos vagy szükséges beszerzésről van szó.	0.264085
Chúng ta không quản ném tiền cho gái nhảy, nhưng chúng ta cò kè mặc cả với một người thợ mà gia đình đói ăn đang chờ thanh toán một đơn trả tiền.	A táncosnő ölébe gondtalanul szórjuk az aranyat, de huzzuk-halasztjuk a fizetést, mikor a munkás tart elibénk számlát, melynek kifizetését éhező család várja.	0.29026
Biết bao kẻ có bộ áo lễ một trăm quan, chiếc can đầu nạm kim cương, thế mà chi tiền ăn mỗi bữa hai mươi lăm xu!	Hány ember visel százfrankos kabátot és hord gyémántos gombot a botján, aki huszonöt souból megebédel!	0.233333
Dường như chẳng bao giờ chúng ta mua quá đắt những lạc thú phù hoa.	Mintha sohasem vásárolhatnánk meg eléggé drágán a hiuság élveit!	0.268182
Rastignac, y hẹn tới chỗ gặp nhau, mỉm cười và giễu cợt thấy tôi thay hình đổi dạng; nhưng, khi đi tới nhà nữ bá tước, hắn có lòng thảo dặn bảo tôi cách cư xử với nàng.	Rastignac pontosan ott volt a találkozón. ~~~ Mosolygott átvedlésemen, s tréfálkozott fölötte. ~~~ Utközben azonban jótanácsokat adott, miként viselkedjem a grófnővel szemben.	-0.148031
Hắn mô tả nàng keo kiệt, phù phiếm và đa nghi nhưng keo kiệt mà lại phô trương, phù phiếm mà giản dị, đa nghi mà hiền lành.	Fukarnak, hiunak, bizalmatlannak mondta. ~~~ De olyannak, aki pazar, igénytelen és nyiltszivü is tud lenni.	-0.05625
- Cậu biết rõ chuyện đính ước của tôi, - hắn nói với tôi, - và cậu hiểu tôi mà thay đổi tình yêu thì rất tai hại cho tôi.	– Te tudsz viszonyomról, – mondotta nekem, – tehát azt is tudnod kell, mennyit vesztenék, ha másnak tenném a szépet.	0.24
Khi quan sát Foedora, tôi vô tư thản nhiên, những nhận xét của tôi tất nhiên công bằng.	Azért bizvást hihetsz benne, hogy Foedorát, mint nem érdekelt fél, hidegen, befolyástalanul itélem meg.	0.283871
	Szerencsédre gondoltam, mikor eszembe ötlött, hogy bemutatlak neki.	-0.3
Khi nghĩ tới việc giới thiệu cậu tới nhà nàng là tôi nghĩ đến hạnh phúc của cậu; cho nên cậu phải gìn giữ mọi điều cậu sẽ nói với nàng: nàng có một trí nhớ tai ác, nàng khôn khéo hơn cả một nhà ngoại giao, nàng biết đoán trúng lúc nào anh ta nói thật; nói riêng với cậu thôi, tôi xem hình như việc hôn nhân của nàng không được Hoàng đế chuẩn nhận, vì viên đại sứ Nga ngả ra cười khi tôi nói về nàng với hắn.	Jól vigyázz minden szavadra, mert kegyetlenül jó emlékezőtehetsége van. ~~~ Kétségbe tudna ejteni még egy diplomatát is, és mindig rajtaérné a füllentésen. ~~~ Köztünk legyen mondva, házasságát annak idején aligha ismerte el a cár, mert az orosz nagykövet elkacagta magát, mikor fölemlitettem előtte.	-0.210849
Hắn không tiếp nàng và chào nàng rất hững hờ khi hắn gặp nàng ở khu rừng.	Ő maga nem fogadja, s csak ugy félvállról köszönti, ha a Bois-ban összetalálkoznak.	0.2925
Tuy nhiên nàng cùng cánh với bà de Sérisy, đi lại với các bà de Nucingen và de Restaud.	Mindamellett de Sérizyné, de Nucingenné és de Restaudné társaságához tartozik.	1.08741
Ở nước Pháp thì danh tiếng nàng nguyên vẹn; bà công tước de Carigliano, cái bà thống chế lên mặt đạo mạo nhất của phái Bonaparte thường cùng với nàng qua mùa nắng ráo ở ấp của nàng; nhiều chàng trai hợm hĩnh, con trai một nguyên lão nước Pháp, đã hiến nàng một tên họ đánh đổi lấy cơ nghiệp của nàng; nàng đều lễ phép tống tiễn hết.	Franciaországban nem esik kifogás alá a neve. ~~~ De Carigliano hercegné, a minden bonapartista klikkek legmegrozsdásodottjából való maréchale, gyakran tölti vele a nyarat falusi birtokán.	-0.168
Có lẽ nàng chỉ bắt đầu xúc động với tước vị bá tước!	Tömérdek ifju mihaszna, többek között egy francia pair fia is fölajánlotta neki a nevét, cserébe vagyonáért.	0.129851
Phải chăng cậu là hầu tước?	Udvariasan valamennyit kikosarazta.	0.3
Hãy xông vào nếu nàng vừa lòng cậu!	Lehet, hogy grófon alul nem is adja!…. ~~~ Nem vagy-e marquis?	-0.0166667
Đó là cái mà tớ gọi là ra huấn thị.	Rajta hát, előre, ha megtetszik neked!… Ezt nevezem én utbaigazitásnak.	0.095122
Lời khôi hài đó làm tôi tưởng rằng Rastignac muốn đùa và gợi tính tò mò của tôi, thành ra mối nhiệt tình đột xuất của tôi lên tới tuyệt đỉnh khi chúng tôi dừng bước trước một nhà có hàng cột trước điểm hoa.	Ez a tréfálkozás gyanittatta velem, hogy Rastignac suttyomban nevetve csigázza egyre följebb kiváncsiságomat. ~~~ A hirtelen elfogott szenvedély tetőpontjára hágott bennem, mikor megállapodtunk a virágokkal ékesitett peristilium előtt.	-0.0073991
Khi leo lên một cầu thang rộng rải thảm, nhận thấy ở đó tất cả những kiểu thức theo tiện nghi của nước Anh, thì tôi đánh trống ngực; tôi lấy thế làm hổ thẹn vì tôi phủ nhận lai lịch của tôi, tình cảm của tôi, sự kiêu hãnh của tôi, tôi thật xoàng đến ngốc nghếch.	Szivem hevesen dobogott, mikor fölhaladtunk a szőnyegekkel boritott széles lépcsőkön, hol minden szemenszedett holmi angol kényelemre vallott. ~~~ Nekipirultam, megtagadtam származásomat, érzéseimet, büszkeségemet, a butaságig nyárspolgárrá lettem.	-0.0351464
	De hiszen padlás-szobából kerültem oda, három esztendei nyomoruság után, anélkül, hogy fölibe tudtam volna kerekedni az élet ügyes-bajos dolgainak összekuporgatott kincseimmel, azzal a roppant intellektuális tőkével, mely gazdaggá tehet mindannyiunkat abban a pillanatban, amelyben a hatalom az ölünkbe hull, anélkül, hogy bennünket összetörne, mert a tanulás eleve jól fölvértezett már a küzdelemre.	-0.3
Chao ôi!	XXII.	0.15
Tôi từ một gian gác xép mà ra, sau ba năm nghèo khổ, chưa biết đặt lên trên những cái nhỏ mọn của cuộc sống những của báu đã thu hoạch được, những vốn trí thức to lớn ấy nó làm cho anh giàu lên khi quyền hành roi vào tay anh mà không đè bẹp được anh, bởi vì học tập đã rèn luyện trước cho anh đấu tranh chính trị.	Körülbelül huszonkét esztendős, középtermetü asszonyt pillantottam meg, fehérbe öltözötten. ~~~ Kezében tollas legyezőt tartott.	-0.244186
Tôi trông thấy một người đàn bà khoảng hai mươi hai tuổi, tầm vóc trung bình, bận đồ trắng, nằm dịu dàng trên một chiếc ghế đi-văng, tay cầm một chiếc quạt lông, một đám đàn ông xúm chung quanh.	Egész sereg férfi vette körül. ~~~ Mikor megpillantotta a belépő Rastigrac-ot, fölkelt, felénk tartott, szivesen mosolygott, s dallamos hangján elzöngicsélte nekem a kétségkivül előre tartogatott bókot.	-0.0178756
Khi thấy Rastignac vào, nàng đứng dậy bước lại đón chúng tôi, mỉm cười duyên dáng, giọng êm ái ngỏ với tôi lời chào mừng chắc hẳn là có chuẩn bị.	Barátunk ugy mutatott be, mint tehetséges embert, s az ő ügyességének, szinte velem való hivalkodásának köszönhetem, hogy igen kedvező fogadtatásban részesültem.	0.284713
Anh bạn đã giới thiệu tôi là một nhân vật tài năng, và sự khéo léo, cách nói khuếch đại của người xứ Gascogne ở hắn đã khiến cho tôi được chiêu đãi.	Tárgyává lettem az általános figyelemnek, ami nem kevéssé hozott zavarba.	-0.104167
Tôi được chú ý đặc biệt và đâm ra ngượng ngập; nhưng Rastignac đã khôn khéo nói rằng tôi khiêm tốn.	Szerencsére Rastignac szóvá tette szerénységemet is.	0.394609
Tôi gặp ở đó những nhà bác học, những nhà băng, cựu thượng thư, nguyên lão nước Pháp.	Tudósokkal, irókkal, egykori miniszterekkel és francia pairekkel találkoztam ottan.	0.2325
Tôi đến được một lúc thì cuộc đàm thoại lại tiếp tục, và cảm thấy mình phải giữ gìn danh tiếng, tôi bình tâm; rồi, không nhiều lời khi được nói, tôi cố gắng tóm tắt những điều tranh luận bằng những lời ít nhiều sắc cạnh sâu xa hay ý vị.	A társalgás megérkeztünk után nemsokára ujra visszatért medrébe és én jól megszivlelve, hogy meg kell felelnem jó hiremnek, igyekeztem megállani a sarat. ~~~ Anélkül hogy visszaéltem volna az alkalmakkal, mikor meg-megszólitottak, arra törekedtem, hogy kivegyem a részemet a többé-kevésbbé csipős, mély, vagy szellemes társalgásból.	-0.0261111
Tôi gây được phần nào xúc động: Rastignac thật là tiên tri đến lần thứ bao nhiêu rồi.	Sikerült is némi feltünést keltenem. ~~~ Rastignacról ezredszer bizonyult be életében, hogy beválnék prófétának.	-0.0234375
Khi đã khá đông khách khiến cho ai nấy được trở lại tự do, người giới thiệu tôi khoác tay tôi và chúng tôi đi dạo các phòng	Mikor elegen verődtek már össze arra, hogy ki-ki szabadabban mozoghasson, jeles uttörőm karonfogott és sétálgatni kezdtünk a termeken keresztül.	0.295556
- Cậu đừng có vẻ thán phục nàng công chúa quá, - hắn bảo tôi, - nàng lại đoán ra duyên cớ cậu tới đây.	– Vigyázz, nehogy tulságos hódolattal találj adózni neki, mert még kitalálja látogatásod okát, – figyelmeztetett.	0.297345
Các phòng khách được bày biện một cách thanh nhã.	A termek egytől-egyig rendkivül izléssel voltak berendezve.	0.289091
Tôi thấy ở đó những bức tranh chọn lọc.	Válogatott festmények függtek a falakon.	0.2475
Như ở nhà những người Anh giàu có, mỗi buồng có tính chất riêng của nó: bức trướng lụa, những đồ trang hoàng, hình dáng đồ đạc, dù là một chi tiết trang trí nhỏ cũng đều ăn nhịp với một ý niệm khởi đầu.	Mint a dusgazdag angoloknál, itt is megvolt minden egyes tárgynak a maga külön karaktere és a selyemkárpit, a diszités, a butorok formái egészen az utolsó kis csecsebecséig összehangzottak valami közös alapgondolattal.	0.258621
Trong một tư thất kiểu gothique mà cửa ra vào được che rèm bằng thảm, những khung căng vải, chiếc đồng hồ treo, những hình vẽ trên thảm, cũng đều theo kiểu gothique: trần nhà làm bằng những súc gỗ nâu chạm trổ, trình bày như những chiếc rương rất thanh nhã và đặc sắc, những ván lát tường được gia công có nghệ thuật; chẳng có cái gì tác hại đến toàn bộ nền trang trí xinh đẹp đó, ngay cả những cửa sổ lắp kính màu quý giá.	A gótikus boudoirban, melynek ajtai fölé szőnyegkárpit borult, gótikus volt az ajtófélfa és az oromzat, az ingaóra, meg a szőnyegek mintája; a faragott gerendákból rótt mennyezet formáinak megannyia csupa báj és eredetiség; a faburkolat mindenütt müvészi munka; semmi sem zavarta meg a dekoráció összhangját, még maguk az ablakok sem, értékes festett üvegtábláikkal.	0.196552
Tôi ngạc nhiên trước quang cảnh một buồng khách nhỏ hiện đại, ở đó không biết nghệ sĩ nào đã tận dụng khoa học trang trí của chúng ta, rất nhẹ, rất tươi, rất dịu, không choáng lộn, thếp vàng vừa phải.	Meglepetésszámba ment egy kis modern szalón; becsületére vált müvészének, ki diszitő stilusunk tökéletes átértésével oly könnyedén, oly üdén, oly kecsesen, minden hajhászás nélkül és az aranyozással módjával élve alkotta meg.	0.298673
Thật là tình tứ và mơ hồ như một ca khúc Đức, một tĩnh thất thật sự làm cho một mối tình năm 1827, đượm hương của những hoa lạ sum suê trong những bồn trồng hoa.	Sejtelmes volt és szerelmet lehellő, mint valami német ballada. ~~~ Parányi zug, melyet 1827-ben alkottak meg igy, ritka növényekkel megrakott virágkosarakkal.	-0.0328767
Sau phòng khách đó theo hàng dọc là một gian thếp vàng ở đấy được hồi phục kiểu thế kỷ vua Louis XIV nó trái ngược với những bức họa hiện tại, tạo nên một sự tương phản lạ lùng nhưng thú vị.	A szalón után, az egymásba nyiló szobák során egy kisebbfajta dusan aranyozottra bukkantam, melynek XIV. ~~~ Lajos korabeli stilusa bizarr, de mégis jóleső ellentétben volt jelenkori müvészeink izlésével.	-0.0196335
- Cậu sẽ có nơi khá tươm, - Rastignac bảo tôi với một nụ cười lộ ra một chút mỉa mai - phải chăng là quyến rũ?	– Meglehetős jól be leszel kvártélyozva, – szólalt meg Rastignac, nem minden csufondárosság nélkül mosolyában.	0.275676
- Hắn nói thêm và ngồi xuống.	– Vagy nem találod elragadónak?	0.290625
Đột nhiên, hắn đứng lên nắm tay tôi, dắt tôi tới buồng ngủ, mà chỉ cho tôi xem dưới một chiếc tán bằng mousseline và lụa vân trắng một chiếc giường êm ái được chiếu sáng dịu dàng, chiếc giường thật sự của một nàng tiên trẻ đính hôn với một ông thần.	– toldotta meg leülés közben. ~~~ Egyszerre felszökött ültéből, kézen fogott és bevezetett a hálószobába. ~~~ Lenge patyolatmennyezet alatt ott fehérlett a kéjesen bágyadt fénynyel megvilágitott ágy, mint tündér nyoszolyája, aki mátkaságra lépett valami lángészszel.	-0.125877
- Phải chăng, - hắn khẽ kêu lên, - bày ra cho chúng ta ngắm cái chỗ ngự tọa của ân ái này là một điều trơ tráo, láo xược và đĩ thõa quá xá?	– Nem vall-e szemérmetlenségre, – szólalt meg halkan, – nem vall-e határtalan kacérságra, hogy mi most szabadon szemlélhetjük a szerelemnek e trónusát?	0.295918
Không trao mình cho một ai, thế mà cho phép tất cả mọi người đặt thiếp vào đấy!	Meg nem adni magát senkinek, de bárkit szabadjára hagyni, hogy ide vethesse névjegyét!	0.26625
Nếu tôi được làm theo ý mình thì tôi muốn nhìn thấy người đàn bà này bị khuất phục và khóc lóc ở cửa nhà tôi.	Volnék csak szabad, sokért nem adnám, ha alázatosan, sirva látnám ezt az asszonyt az ajtóm előtt…	0.2
- Thế thì cậu có thật tin về đức hạnh của nàng không?	– Olyannyira bizonyos vagy erényessége felől?	0.202174
- Những bậc thầy táo bạo nhất của chúng ta, ngay cả những người khôn khéo nhất, đều thú nhận đã thất bại với nàng, nhưng vẫn yêu nàng và là bạn tận tụy của nàng.	– Mestereink legvakmerőbbjei, legügyesebbjei nyiltan bevallják, hogy kudarcot vallottak vele. ~~~ Azért még most is szeretik, s ők a legodaadóbb barátai.	-0.041958
Người đàn bà đó phải chăng là một bí ẩn?	Nem valóságos talány ez az asszony?	0.167647
Những lời đó kích thích ở tôi một thứ say mê, tôi đã đâm ghen tuông lo sợ về quá khứ.	Ezek a szavak mámorossá tettek; féltékenységemben remegtem a multért.	0.180882
Mừng rơn, tôi vội vã trở lại phòng khách lúc nãy thì gặp nữ bá tước trong tư thất kiểu gothique.	Örömtől repeső szivvel siettem vissza a szalónba, hol elhagytuk a grófnőt. ~~~ A gótikus boudoirban találkoztunk össze.	-0.00990566
Nàng mỉm cười ngăn tôi lại, mời tôi ngồi xuống bên nàng, hỏi tôi về những công việc tôi làm và dường như rất quan tâm đến, nhất là khi tôi diễn tả với nàng phương pháp của tôi bằng những lời bông đùa chứ không dùng ngôn ngữ của một giáo sư để trình bày một cách đạo mạo.	Megállitott mosolyogva, maga mellé ültetett és rendre kivallatott munkáimról. ~~~ Ugy látszik, nagyon érdekelte a dolog, különösen akkor, mikor egész rendszeremet nagyképü fejtegetés helyett apró elmésségekre váltva ismertettem meg vele.	-0.0522026
Nàng tỏ vẻ rất thích thú khi được biết rằng ý chí con người là một lực lượng vật chất giống như làn hơi; rằng trong thế giới tinh thần không gì có thể chống lại được sức mạnh đó khi người ta tập cho quen tập trung ý chí, vận dụng tổng lực của nó, luôn luôn hướng phóng xạ của khối chất lỏng đó vào linh hồn người khác; rằng người ta có thể tùy ý biến cải mọi vật cho tương xứng với loài người kể cả những quy luật tuyệt đối nhất của tự nhiên.	Nagy mulatságára szolgált, mikor rávezettem a nyitjára annak, hogy az emberi akarat a gőzhöz hasonló materiális erő és hogy az erkölcsi világban mi sem állhat ellent e hatalomnak, mihelyt az ember megtanul vele élni, koncentrálni tudja, s áramszerü anyagát a lelkekre irányitani képes. ~~~ Valaminthogy ennek birtokában az ember tetszése szerint módosithat minden emberi dolgot, még a természet abszolut törvényeit sem kivéve.	-0.0418782
Những lời bác lại của nàng cho tôi thấy trí tuệ của nàng cũng có phần sắc sảo.	Foedora ellenvetéseiből láttam, hogy szelleme nem mindennapi.	0.147458
Tôi chiều lòng nàng một lúc, cho nàng là có lý để mơn trớn nàng, rồi tôi đập tan những lý luận đàn bà của nàng bằng một lời, gợi cho nàng chú ý tới một việc hàng ngày trong cuộc sống như giấc ngủ, sự kiện có vẻ thông thường nhưng thật ra đầy những vấn đề nan giải cho nhà bác học. ~~~ Tôi tính thích tính tò mò của nàng.	Kedvem telt benne, hogy helylyel-közzel igazat adva neki, legyezgessem a hiuságát, mig asszonyi okoskodását egyszeriben le nem romboltam egyetlen szóval, fölhiván figyelmét életünknek egy mindennapos jelenségére, az álomra, ami látszatra igen közönséges dolog, valójában azonban, legalább a tudományosan gondolkozó előtt, csupa-csupa megoldhatatlan probléma.	-0.00394737
