Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
A!	- Aha!	0
- Hắn nói như một người chợt nhớ ra.	- sóhajtotta, s látszott, hogy mindenre emlékszik.	0.632143
Và lại để cánh tay rơi xuống bên mình.	Aztán keze visszahullott a combja mellé.	0.260526
- Hãy cố gắng nhé - Grimaud bảo - đang cho đi gọi cấp cứu.	- Ne csüggedjen - mondta Grimaud -, elmentek segítségért.	1.16111
- Ông là ai thế?	- Ki maga?	0.783333
- Kẻ bị nạn giương trừng trừng đôi mắt nhìn Grimaud và hỏi:	- kérdezte a sebesült, s Grimaud-ra szegezte határtalanul nagyra nyílt szemét.	0.523529
- Một người quen cũ, - Grimaud đáp.	- Régi ismerőse - mondta Grimaud.	1.09908
- Ông ư?	- Maga?	1.21429
Kẻ bị nạn đang cố nhớ lại nét mặt người đang nói với mình và hỏi:	A sebesült fel akarta idézni annak arcvonásait, aki ilyesmit mond neki.	0.24
- Chúng ta đã gặp nhau trong hoàn cảnh nào nhỉ?	- De hát mikor találkoztunk? ~~~ - kérdezte.	0.21625
- Một đêm cách đây hai mươi năm; ông chú tôi đã đến tìm ông ở Béthune và dẫn ông đến Armentières.	- Húsz éve volt, egy éjszaka; gazdám Béthune-ben szedte fel magát, s Armentičres-be hozta.	0.418824
- Tôi nhận ra ông rồi, - đao phủ nói, - Ông là một trong số bốn người hầu.	- Én is megismerem - mondta a hóhér -, egyik a négy inas közül.	0.578947
- Phải rồi.	- Úgy van.	0.93
- Ông từ đâu đến đây?	- Honnan jön?	0.726923
- Tôi đi qua đường và dừng lại ở quán này để cho ngựa nghỉ ngơi.	- Itt haladtam el; megálltam a fogadónál, hogy megpihentessem a lovam.	0.507812
Người ta kể cho tôi nghe rằng người đao phủ xứ Béthune bị thương đang nằm ở đây, thì ông thét lên hai tiếng.	Éppen elmondták, hogy a béthune-i hóhér van itt, sebesülten, amikor kettőt kiáltott.	0.160976
Nghe tiếng đầu tiên chúng tôi chạy lại, nghe tiếng thứ hai chúng tôi phá cửa vào.	Az elsőre odarohantunk, a másodikra betörtük az ajtót.	0.101887
- Thế còn mục sư - đao phủ hỏi, - Ông có trông thấy mục sư không?	- S a barát? ~~~ - kérdezte a hóhér.	0.121875
- Mục sư nào?	- Látta a barátot?	0.84
Mục sư ngồi trong buồng này với tôi ấy.	- Miféle barátot?	-0.15
- Không, hắn không còn đây nữa?	- Aki velem ide bezárkózott.	0.711111
Hình như nó đã trốn qua cửa sổ.	- Már nem volt itt; úgy látszik, az ablakon át menekült.	0.166667
Phải chăng chính hắn đã đâm ông?	Hát ő szúrta le?	-0.0705882
- Phải.	- Ő - mondta a hóhér.	0.933333
Grimaud toan đi ra.	Grimaud lendületet vett, hogy a nyomába vesse magát.	0.383333
- Ông định làm gì thế?	- Mit akar?	0.57
- Kẻ bị nạn hỏi.	- Utána vetem magam!	0.868421
- Phải đuổi theo nó.	- Isten ments!	0.819231
- Phải đề phòng cẩn thận đấy, - đao phủ nói.		-0.3
- Tại sao vậy?	- Miért?	1.06667
- Hắn trả thù và hắn đã làm được.	- Bosszút állt, és jól tette.	0.604433
Giờ đây tôi hy vọng Chúa sẽ tha thứ cho tôi, bởi vì đã có sự chuộc tội.	Most már, remélem, az Isten megbocsát nekem, mert elért a bűnhődés!	0.230769
- Ông cắt nghĩa xem nào, - Grimaud nói.	- Magyarázza meg szavait - mondta Grimaud.	1.05
- Người đàn bà kia mà các ông và chủ của các ông sai tôi giết…	- Az asszony, kit maga meg a gazdái megölettek velem...	0.450278
- Milady?	- Milady?	2.3
- Phải rồi, Milady, đúng thế, các ông gọi như vậy mà.		-0.3
- Có liên quan gì giữa Milady và gã mục sư. ~~~ - Mẹ của nó đấy.	- Úgy van, milady, csakugyan, maguk közt így emlegették... az anyja volt.	0.122727
Grimaud lảo đảo và nhìn kẻ sắp chết bằng con mắt mờ xỉn và ngậy dại.	Grimaud megtántorodott, s üveges, majdnem bárgyú szemmel bámult a haldoklóra.	0.552727
- Mẹ của nó đấy!	- Az anyja?	0.72
- Bác nhắc lại.	- ismételte.	1.18462
- Phải, chính mẹ nó.	- Úgy van, az anyja.	0.716667
- Thế nó biết điều bí mật ấy à?	- Tehát tudja ezt a titkot?	0.553571
- Tôi ngỡ nó là mục sư, nên khi xưng tội đã bộc lộ ra chuyện ấy.	- Barátnak hittem, s gyónás közben elárultam neki.	0.498639
- Khốn khổ chưa?	- Szerencsétlen!	1.26471
- Grimaud kêu lên, tóc bác đẫm mồ hôi khi nghĩ đến việc bộc lộ ấy có thể gây ra những hậu Pomme-de- Pinnhư thế nào.	- mondta rémülten Grimaud, s arcán verejték ütött ki a puszta gondolatra is, hogy micsoda következményekkel járhat ez a leleplezés.	0.437979
– Khốn khổ chưa!	- Szerencsétlen!	0.229412
Ông không nói ra tên ai chứ?	De senkit sem nevezett meg, remélem!?	0.248276
- Không, vì tôi chẳng biết một tên nào cả, trừ cái tên thời con gái của mẹ hắn, và cũng vì cái tên ấy mà hắn đã nhận ra mẹ mình nhưng hắn biết rằng ông bác của hắn ở trong số những người xử tội.	- Egyetlen nevet sem mondtam, mert egyet sem ismerek, kivéve az anyja lánynevét, s erről a névről ismerte fel; de azt tudja, hogy nagybátyja ott volt a bírák között.	0.261074
Và kẻ bị nạn lại xỉu đi vì kiệt sức.	Ezzel kimerülten hanyatlott hátra.	0.202941
Grimaud muốn giúp và đưa bàn tay đến cán con dao.	Grimaud segíteni akart rajta, s kezét kinyújtotta a tőr markolata felé.	0.455882
- Đừng có đụng vào - đao phủ nói, - nếu rút con dao ra là tôi sẽ chết ngay.	- Ne nyúljon hozzám! ~~~ - mondta a hóhér. ~~~ - Ha kihúzzák a tőrt, meghalok.	-0.00526316
Grimaud vẫn giơ ra, rồi bỗng nhiên đập vào trán mình mà nói:	Grimaud keze úgy maradt kinyújtva, majd hirtelen öklével a homlokára ütött:	0.513077
- A!	- Jaj!	1.15
Nếu như bây giờ mà kẻ ấy biết những người kia là ai, thì chủ mình nguy to.	De hisz ha ez az ember egyszer megtudja, kik a többiek, a gazdám elveszett!	0.226154
- Gấp lên, gấp lên nào! ~~~ - Người đao phủ kêu lên, hãy báo gấp cho ông chủ biết nếu ông ấy còn sống; hãy bảo cho các bạn của ông ấy nữa.	- Siessen, siessen - lehelte a hóhér -, figyelmeztesse, ha még él; figyelmeztesse a gazdája barátait is; az én halálom, elhiheti, még nem a végkifejlete ennek a borzasztó kalandnak!	0.0385714
Hãy tin rẳng cái chết của tôi sẽ không phải là sự kết thúc của câu chuyện phiêu lưu khủng khiếp ấy đâu.		-0.3
- Hắn đi đâu? ~~~ - Grimaud hỏi.	- Hová tartott az az ember?	0.285
- Về phía Paris.	- Párizs felé.	1.01
- Ai đã ngăn hắn lại?	- Kik tartóztatták fel?	0.886957
Hai nhà quý tộc trẻ đang đi tới quân đội. ~~~ Một người được bạn kia gọi là tử tước de Bragelonne.	- Két ifjú nemes; a hadseregbe igyekeztek, s az egyiket, hallottam, amikor a társa szólította, Bragelonne vicomte-nak hívják.	-0.00818182
- Và chính người thanh niên ấy đã dẫn gã mục sư đến cho ông à?	- S ezek az ifjak hozták ide magának a barátot?	0.37987
- Phải.	- Igen.	1.21429
Grimaud ngước mắt lên nhìn trời nói:	Grimaud az égre emelte tekintetét.	0.727273
- Phải chăng đó là ý Chúa?	- Ez hát az Isten akarata volt? ~~~ - kérdezte.	0.2875
- Tất nhiên rồi, - kẻ bị thương nói.	- Kétségkívül - mondta a hóhér.	1.08442
- Thế thì kinh hãi thật, - Grimaud lẩm bẩm.	- Akkor hát ez irtózatos!	0.5375
- Tuy nhiên mụ đàn bà ấy cũng đáng kiếp.	- sóhajtotta Grimaud.	0.707143
Ý kiến ông không phải thế nữa sao?	- Márpedig az az asszony megérdemelte a sorsát!	0.261538
- Vào lúc chết, - gã đao phủ lại nói, - người ta thấy tội ác của các kẻ khác chẳng thấm vào đâu so với những tội ác của mình.	Nemde, ez a véleménye? ~~~ - A halál pillanatában - mondta a hóhér - mások bűneit nagyon kicsiknek látja az ember a maga bűneihez képest.	0.159335
Và hắn kiệt sức, nhắm mắt lại.	Kimerülten hátrahanyatlott, s behunyta a szemét.	0.228947
Grimaud đang bị giằng co giữa lòng thương hại không cho bác để mặc người đó không được cứu chữa và nỗi lo sợ giục giã bác phải đi ngay để mang cái tin mới mẻ này đến cho bá tước de La Fère thì nghe có tiếng động ở hành lang và trông thấy chủ quán trở về cùng với nhà phẫu thuật mà cuối cùng người ta đã tìm được Nhiều người tò mò đi theo sau; tin đồn về sự biến lạ lùng này bắt đầu lan rộng.	Grimaud ingadozott az irgalmasság között, melynek parancsa megtiltotta, hogy ezt az embert megsegítlen magára hagyja, s a félelem között, mely arra sarkallta, hogy rögtön induljon, s vigye meg a hírt La Fčre grófnak, mikor is lármát hallott a folyosón, majd megpillantotta a fogadóst a seborvossal, kit végre megtalált valahol. ~~~ Több kíváncsiskodó jött mögöttük, vonzotta őket a szenzáció: a szokatlan esemény híre most kezdett terjedezni.	-0.00822742
Nhà phẫu thuật đến gần kẻ bị nạn hình như đã ngất.	A seborvos odament a haldoklóhoz, aki most ájultnak látszott.	0.273684
- Trước hết phải rút con dao ra khỏi ngực đã - Ông ta vừa nói vừa lắc đầu một cách đầy ý nghĩa.	- Először ki kell húzni belőle a vasat - mondta jelentőségteljes fejcsóválás kíséretében.	0.675238
Grimaud nhớ đến điều tiên đoán mà kẻ bị thương vừa mới nói lúc nãy và quay mặt đi.	Grimaud emlékezett a hóhér jóslatára, s elfordította a fejét.	0.437705
Nhà phẫu thuật phanh chiếc áo chẽn ngoài, xé áo sơ-mi và để lộ ngực trần của nạn nhân ra.	A seborvos félrehúzta a zubbonyt, az inget meghasította s a mellet kitakarta.	0.171429
- Chúng tôi đã nói là lưỡi dao cắm ngập đến tận cán.	A penge, amint már mondtuk, markolatig hatolt bele.	0.208696
Nhả phẫu thuật cầm mỏm chuôi dao; ông từ từ rút ra và kẻ bị nạn mở mắt ra trừng trừng trông đến thật kinh hãi.	A seborvos a tőrt a markolat gömbjénél fogta meg; ahogy húzta, kijjebb-kijjebb, a sebesült egyre rémítőbben meresztette a szemét.	0.292623
Khi lưỡi dao rút ra hẳn, một đám bọt hồng hồng trào ra quanh miệng kẻ bị thương, rồi lúc người ấy thở, một dòng máu từ vết thương vọt ra. ~~~ Kẻ bị thương nhìn chằm chằm vào Grimaud với một vẻ biểu hiện rất lạ lùng, buông ra rnột tiếng rên bị tắc nghẹn và tắt thở ngay lập tức.	Mihelyt a penge egészen kint volt a sebből, vörhenyes hab verte ki körös-körül a száját, s mikor egyet lélegzett, sebe nyílásán vérforrás buzgott elő: a haldokló most Grimaud-ra meredt rendkívüli kifejezéssel, fojtott hörgést hallatott, s rögtön kilehelte lelkét.	-0.035119
- Thế là Grimaud nhặt lấy con dao găm đầy máu me nó làm cho tất cả mọi người kinh sợ rồi bác ra hiệu gọi chủ quán đến, trả tiền với sự hào phóng thật xứng đáng với chủ mình và lên ngựa.	Grimaud ekkor felvette a tőrt, mely véresen hevert a szoba földjén s mindenkit borzalommal töltött el, intett a fogadósnak, hogy kövesse, megfizette költségeit gazdájához méltó bőséggel, és felült a lovára.	0.383069
Lúc đầu Grimaud toan quay trở lại Paris ngay; nhưng rồi bác nghĩ Raoul sẽ lo lắng về sự vắng mặt kéo dài của bác; bác nhớ là Raoul ở cách chỗ bác lúc này có hai dặm, trong mười lăm phút là bác sẽ tới, rồi vừa đi vừa trở lại vừa giải thích cũng chẳng đến một tiếng đồng hồ; thế là bác cho ngựa phi nước đại và mười phút sau bác đã đến quán Con la đội miện, cái quán duy nhất ở Mazingarbe.	Először arra gondolt, hogy egyenest visszatér Párizsba, de eszébe jutott, hogy hosszas elmaradása Raoulnak nyugtalanságot okozna; tudta, hogy Raoul csak két mérföldnyire van most tőle, egy negyedóra alatt nála lehet, s az út oda-vissza meg az eset előadása legfeljebb egy órájába kerül: lovát vágtatásra fogta, s tíz perc múlva leszállt a Koronás Öszvér, az egyetlen mazingarbe-i fogadó előtt.	0.306011
Mới trao đổi mấy câu với chủ quán, bác đã biết chắc là đã theo kịp người mình đang tìm.	A fogadóssal váltott egy-két szóból megtudta, hogy megtalálta, akit keresett.	0.2
Raoul đang ngồi bàn ăn cùng với bá tước de Guise và viên quản lý nhưng câu chuyện phiêu lưu buồn thảm ban sớm vẫn để lại trên hai vầng trán trẻ một nêt ưu sầu mà sự vui nhộn của ông Arminges vững vàng hơn họ do đã quen nhìn thấy những cảnh tượng như vậy, cũng không xua tan nổi.	Raoul Guiche gróffal és a nevelővel asztalnál ült, de a délelőtti zordon kaland olyan szomo­rúságot hagyott mindkét fiatal homlokon, hogy Arminges úr vidámsága, ki hozzáedződvén a hasonló látványokhoz, náluk bölcsebb férfiú volt, sem tudta eloszlatni onnan.	0.480085
Bỗng nhiên cửa mở và Grimaud xuất hiện, mặt tái xanh, người đầy bụi bậm và vẫn áo còn nhuốm máu của kẻ bị thương khốn khổ.	Egyszer csak nyílt az ajtó, s Grimaud - sápadtan, porosan, még a boldogtalan sebesült vérétől mocskosan - betoppant.	0.36345
- Grimaud, bác Grimaud hiền lành của tôi ơi, - Raoul reo lên, - cuối cùng, bác đến đây rồi.	- Grimaud, kedves Grimaud-m - örvendezett Raoul -, végre itt vagy!	1.12712
Xin lỗi các ông nhé, đây không phải người hầu mà là một người bạn.	Engedelmet, uraim, nem szolgám, barátom!	0.00769231
Rồi đứng lên và chạy tới bác, anh nói tiếp:	S felpattant és elébe futott. ~~~ - Hogy van a gróf úr?	-0.00625
- Bá tước thế nào?	- kérdezte.	1.05
Ông có nhớ tôi chút nào không?	- Bánkódik-e egy cseppet miattam?	0.290625
Bác có gặp bá tước từ sau khi chúng tôi chia tay nhau không?		-0.3
Bác trả lời đi.	Láttad-e őt, amióta elváltunk?	0.0947368
Về phần tôi cũng có rất nhiều điều nói với bác đấy.	Beszélj, de nekem is sok mondanivalóm van számodra!	0.2125
Này chỉ mới ba ngày thôi mà đã xảy đến với chúng tôi bao nhiêu là chuyện rắc rối.		-0.3
Ơ, nhưng mà bác làm sao thế?	Bizony, három nap alatt számtalan kalandunk volt!	0.14
Trông bác tái mét đi?	De mi bajod?	-0.0272727
Lại máu nữa kìa!	Miért vagy oly sápadt?	0.27
Máu ở đâu ra?	Honnan ez a vér?	0.28
- Pomme-de- Pinthật là có máu!	- Vér, vér, csakugyan!	0.777273
- Bá tước de Guise nói và đứng dậy.	- mondta Guiche, s fölállt.	0.65
– Bác có bị thương không, ông bạn của tôi?	- Megsebesült, barátom?	-0.0125
- Không đâu, ông ạ, - Grimaud đáp, - đây không phải là máu của tôi:	- Nem, uram - felelte Grimaud -, nem az én vérem.	0.842857
- Thế máu của ai?	- Hát kié?	0.831818
- Raoul hỏi.	- kérdezte Raoul.	0.957692
- Đó là máu của kẻ khốn khổ mà ông đã để lại ở quán hàng và hẳn đã chết ở trong tay tôi.	- Azé a szerencsétlené, akit a fogadóban hagytak, s aki a karjaim közt adta ki lelkét.	0.388009
- Ở trong tay bác?	- A karjaid közt!	0.8625
Cái người ấy à!	Az az ember!	0.0545455
Nhưng bác có biết đó là ai không?		-0.3
- Có - Grimaud đáp.	De tudod-e, ki volt?	0.283333
- Đấy là đao phủ cũ ở Béthune.		-0.3
- Tôi biết.	- Tudom.	1.1125
- Bác quen hắn à?	- Hát ismerted?	0.99
- Tôi quen hắn.	- Ismertem.	1.16364
- Hắn chết rồi ư?	- S meghalt?	0.777273
- Rồi.	- Meg.	1.2
Hai thanh niên nhìn nhau.	A két fiú egymásra nézett.	0.2625
- Biết làm thế nào, các ông ơi, - Arminges nói, - đó là quy luật chung, và đã làm đao phủ người ta chẳng vì thế mà được miễn bị đao phủ giết.	- Mit csodálkoznak, uraim - szólalt meg Arminges úr -, ez a világ rendje, s ez alól a hóhér sem kivétel!	0.515543
Cái lúc tôi trông thấy vết thương của hắn, tôi đã có ý nghĩ không hay về nó rồi, và các ông biết đấy, đó là quan niệm riêng của hắn bởi vì hắn cứ nằng nặc đòi một mục sư.	Mihelyt a sebét megláttam, rosszat sejtettem, azonkívül, jól tudják, ő maga is számított rá, mert hiszen papot vagy valami barátot kért.	0.151163
Nghe tiếng mục sư, Grimaud tái mặt.	A barát szóra Grimaud falfehér lett.	0.702857
Giống như mọi người ở thời ấy và nhất là ở lứa tuổi như mình, Arminges không chấp nhận sự mẫn cảm giữa hai công việc, ông nói: ~~~ - Thôi, thôi, ta vào bàn ăn đi!	- Gyerünk, üljünk asztalhoz - mondta Arminges, ki e korszak férfiai, s kivált ez életkor férfiai módján, nem tűrt meg érzelmességet terített asztalnál, két fogás között.	-0.0119632
- Vâng, ông nói phải đấy!	- Igen, uram, igaza van - mondta Raoul.	0.687192
- Raoul đáp. ~~~ - Nào Grimaud, bác bảo họ dọn cho bác ăn đi; cứ đặt, cứ gọi và sau khi bác đã nghỉ ngơi, ta sẽ nói chuyện.	- Nosza, Grimaud, teríttess magadnak, rendelj, követelőzz, s majd ha szusszantál egyet, beszélgetünk.	0.186161
- Không, ông ạ, không, - Grimaud nói - tôi không thể dừng lại đây một lát nào cả, tôi cần phải trở lại Paris.	- Nem, uram - felelte Grimaud -, egy pillanatra sem pihenhetek, vissza kell fordulnom Párizsba!	0.739608
- Thế nào, bác trở lại Paris ư?	- Hogyhogy vissza kell fordulnod Párizsba?	0.684454
Bác lầm rồi, chính Olivain mới trở về, còn bác, bác ở lại.	Tévedsz, Olivain megy vissza; te pedig maradsz.	0.514535
- Trái lại, chính Olivain mới ở lại còn tôi đi về.	- Ellenkezőleg, Olivain marad itt, s én megyek vissza.	0.863265
Tôi đến đây chỉ cốt để báo cho ông biết điều đó.	Éppen azért jövök, hogy ezt közöljem.	0.138462
- Nhưng do đâu mà có sự thay đổi ấy.	- De mi okozta ezt a változást?	0.546429
- Tôi không thể nói với ông được.	- Nem mondhatom meg.	0.55
- Bác hãy nói rõ đi.	- Magyarázd meg!	0.95625
- Tôi không thể nói rõ được.	- Nem tudom megmagyarázni.	0.804
- Này, bác đùa đấy ư?	- Ejnye, miféle tréfa ez?	0.7875
- Ông Tử tước biết rằng tôi không đùa bao giờ.	- Vicomte úr tudja, hogy nem szoktam tréfálni.	0.563566
- Ừ, nhưng tôi cũng biết rằng Bá tước de La Fère đã nói là bác sẽ ở lại với tôi, còn Olivain sẽ trở lại Paris.	- Igen, de azt is tudom, hogy La Fčre gróf azt mondta: mellettem maradsz, s Olivain visszamegy Párizsba.	0.835975
Tôi sẽ theo lệnh của bá tước.	Követni fogom a gróf úr utasítását.	0.282857
- Trong trường hợp này thì không, ông ạ.	- Nem ebben a helyzetben, uram.	0.539683
- Tại sao mà bác không tuân lời tôi ư?	- Talán megtagadnád nekem az engedelmességet?	0.698571
- Vâng, thưa ông, cần phải như thế.	- Igen, uram, mert muszáj.	0.6125
- Vậy là bác vẫn khăng khăng?	- Tehát ellenkezik?	0.844737
- Vậy là tôi cứ đi; chúc ông Tử tước may mắn.	- Tehát elmegyek; éljen boldogul, vicomte úr!	0.619186
Grimaud chào và quay ra cửa.	És Grimaud köszönt, az ajtó felé fordult, hogy kimenjen.	0.45
Raoul vừa tức giận vừa lo lắng, chạy theo và nắm tay giữ bác lại.	Raoul dühösen s egyszersmind nyugtalanul utána rohant, s karjánál fogva visszarántotta.	0.5
- Grimaud, - Raoul kêu lên - Hãy ở lại, tôi muốn vậy.	- Grimaud! ~~~ - kiáltott rá. ~~~ - Maradjon, akarom!	0.0911765
- Thế là, - Grimaud nói, - Ông muốn tôi để mặc bá tước bị giết hay sao?	- Akkor hát azt akarja - mondta Grimaud -, hogy hagyjam La Fčre grófot megölni!	0.836786
Grimaud chào và sắp sửa đi ra, Tử tước vội nói:	Grimaud köszönt, s indulni készült.	0.658333
- Grimaud, bạn của tôi ơi, bác sẽ không ra đi như vậy, bác sẽ không để mặc tôi trong một nỗi lo lắng dường này.	- Grimaud, barátom - mondta Raoul -, nem mehet el így, nem hagyhat engem ilyen nyug­talanságban.	0.530848
Grimaud, nói đi, nói đi nào, nhân danh Chúa trời!	Grimaud, beszélj, beszélj, az Istenre kérlek!	0.687662
và Raoul lảo đảo rơi mình xuống chiếc ghế bành.	Grimaud tántorogva rogyott egy karszékbe.	0.195
- Ông ơi, tôi có thể nói với ông một điều thôi, bởi vì bí mật mà ông hỏi không thuộc về tôi.	- Csak egyet mondhatok, uram, mert a titok, melyért faggat, nem az én titkom.	0.338806
Ông đã gặp mục sư phải không?	Ugye, találkoztak egy baráttal?	0.26129
- Phải.	- Találkoztunk.	1.06667
Hai chàng thanh niên nhìn nhau hoảng hốt.	A két ifjú rémülten nézett egymásra.	0.268421
- Ông dẫn hắn đến bên người bị thương?	- S a sebesülthöz vezették?	0.577778
- Phải.	- Úgy van.	1.26667
- Ông có thì giờ để nhìn hắn chứ?	- Akkor hát volt idejük alaposan szemügyre venni.	0.579487
- Phải.	- Volt.	1.21429
- Và nếu có bao giờ gặp lại hắn, có thể ông sẽ nhận ra hắn chứ?	- S talán, ha valamikor még találkoznának vele, megismernék?	0.527586
- Ồ, có chứ, tôi xin thề như vậy, - Raoul đáp.	- Én meg, esküszöm - jelentette ki Raoul.	0.879825
- Cả tôi nữa, - de Guise nói.	- Én is - mondta Guiche is.	0.971739
- Vậy thì nếu có bao giờ gặp hắn, - Grimaud nói, - dù bất cứ ở đâu, trên đường cái, trong phố xá, tại nhà thờ, ở chỗ nào có hắn và có các ông, thì hãy giẫm chân lên xéo nát hắn, không thương hại, không dung tha, như ông sẽ làm đối với một con rắn, một con rắn hổ mang một con rắn độc; hãy nghiền nát nó ra và chỉ bỏ đi khi nào nó chết hẳn.	- Nos hát, ha valaha találkoznak vele - mondta Grimaud -, legyen az bárhol, országúton, utcán, templomban, egyszóval akárhol, tiporják el irgalom nélkül, mint egy viperát, áspiskígyót vagy baziliszkuszt!	0.32356
Chừng nào nó còn sống thì tôi thấy tính mạng của năm con người còn bấp bênh lắm.	Tiporják, tiporják, s csak akkor hagyják ott, mikor kimúlt; öt ember élete forog kockán, amíg ez él!	0.286667
Rồi không nói thêm một lời, thừa lúc mấy người còn đang ngơ ngác và kinh hoàng về cái điều bác vừa kể, Grimaud băng mình ra khỏi phòng.	Egyetlen szóval sem búcsúzott, hanem a hallgatóiban keltett megdöbbenést és rémületet kihasználva, kirohant a helyiségből.	0.235537
- Này bá tước ơi, - Raoul quay về phía de Guise và nói - tôi đã chẳng nói với anh rằng cái tên mục sư ấy gây tác động với tôi đúng như một con rắn là gì!	- Nos hát, gróf - fordult Raoul Guiche-hez -, nem mondtam, hogy ez a barát csúszómászó benyomását tette rám?	0.571782
Hai phút sau có tiếng ngựa phi nước đại trên đường cái.	Néhány pillanat múlva vágtató ló dobogása hallatszott az útról.	0.290476
Raoul chạy ra cửa sổ xem.	Raoul az ablakhoz rohant.	0.847826
Đó là Grimaud lên đường về Paris.	Grimaud most indult vissza Párizsba.	0.764706
Bác vẫy mũ chào tử tước và phút chốc đã khuất ở góc đường.	Raoult kalaplengetve üdvözölte, s hamarosan eltűnt az út hajlatában.	0.28209
Trên đường, Grimaud suy nghĩ về hai điều: thứ nhất là cứ cái đà chạy này thì ngựa không đi nổi mười dặm.	Útközben Grimaud-t két dolog foglalkoztatta: először is az, hogy lova, ha így hajszolja, tíz mérföldig sem jut el.	0.266355
Thứ hai là bác không còn tiền.	Másodszor az, hogy nem volt pénze.	0.290625
Nhưng Grimaud càng nói ít thì tưởng tượng càng phong phủ.	De Grimaud-nak annál termékenyebb volt a képzelete, mennél kevesebbet beszélt.	0.237097
Đến bưu trạm đầu tiên mà bác gặp, bác bán phăng con ngựa đi và lấy tiền đi xe trạm. ~~~ Chú thích:	Az első postaállomáson eladta a lovát, s a kapott pénzen postakocsira ült.	-0.0492857
- Con la đội miện= Mulet-Couronné		-0.3
Alexandre Dumas		-0.3
Hai mươi năm sau		-0.3
Dịch giả: Anh Vũ		-0.3
Chương 36	36	16
Đêm trước trận đánh	A csata előestéje	0.166667
C hủ quán đã đem Raoul ra khỏi những sự suy tư u ám khi bác vội vã bước vào căn phòng nơi vừa diễn ra cảnh tượng mà chúng tôi đã kể; bác la lên:	Raoult komor tűnődéséből a fogadós riasztotta fel; hanyatt-homlok toppant a szobába, melyben az imént leírt jelenet végbement, s ezt kiáltotta:	0.2625
- Quân Tây Ban Nha!	- A spanyolok!	0.934615
Quân Tây Ban Nha!	A spanyolok!	0.175
Tiếng kêu ấy khá nghiêm trọng để buộc mọi sự bận tâm phải nhường chỗ cho sự bận tâm mà tiếng kêu ấy ắt gây ra.	Ez a kiáltás elég komoly volt ahhoz, hogy minden másfajta gondot kiszorítson.	0.0666667
Hai chàng thanh niên hỏi han tin tức và được biết rằng quả thật quân thù đang tiến qua Houdin và Béthune.	Az ifjak csak éppen egy-két kérdést tettek fel, s megtudták, hogy az ellenség valóban Houdain és Béthune felé nyomult elő.	0.289189
Trong khi ông Arminges sai bảo gia nhân sửa soạn cho những con ngựa đã được nghỉ ngơi sẵn sàng lên đường, hai chàng thanh niên trèo lên mấy cửa sổ cao nhất của ngôi nhà bao quát vùng chung quanh và.Quả nhiên trông thấy ở phía Hersin và Lens hiện lên một đoàn rất đông bộ binh và kỵ binh.	Mialatt Arminges úr intézkedett, hogy a pihenő lovakat útra készítsék, a két ifjú felment a ház legmagasabban levő ablakához, mely uralkodott az egész táj fölött, s láttak, hogy Marsin és Lens felől csakugyan nagyszámú gyalogság és lovasság bontakozik elő.	0.378689
Lần này không còn phải là một toán du kích lẻ tẻ nữa, mà là cả một đội quân.	Ez már nemcsak holmi portyázó martalóccsapat volt, hanem egy egész hadsereg.	0.2375
- Thế là không còn cách nào khác hơn là nghe theo những lời chỉ bảo khôn ngoan của ông Arminges và vừa đánh vừa rút lui.	Nem volt más megoldás, mint az, hogy Arminges úr bölcs utasításait követve visszavonul­janak.	0.397619
Hai thanh niên vội vàng xuống nhà.	Az ifjak lerohantak a lépcsőn.	0.227586
Ông Arminges đã lên ngựa.	Arminges úr már nyeregben volt.	0.778571
Olivain dắt hai con ngựa của hai anh, và bọn gia nhân của Bá tước de Guise đang canh giữ cẩn thận tên tù binh Tây Ban Nha, hắn cưỡi trên lưng một con ngựa nhỏ mà người ta vừa mới mua theo ý của nó.	Az ő két lovukat Olivain tartotta készen, Guiche szolgái pedig nagy gonddal vigyáztak a spanyol fogolyra, kit is egy vásárolt lovacskára ültettek.	0.277101
Để cẩn thận hơn nữa, họ trói tay nó lại.	Legfőbb elővigyázatosságként a kezét összekötözték.	0.2375
Toán nhỏ ấy chạy nước kiệu theo đường đi Cambrin nơi họ tưởng sẽ tìm thấy hoàng thân nhưng tù hôm qua ông không còn ở đấy và đã rút về La Bassée vì một tin tức sai đã báo cho ông biết là quân địch phải qua sông Lys ở Estaire.	A kis csapat elporoszkált Cambrin felé, azt hívén, ott találják a herceget; de már este tíz óta nem volt ott, visszahúzódott La Bassée-ba,70 mert valami hamis hír azt tudatta vele, hogy az ellenség Estaire-nél készül átkelni a Lys folyón.	0.492273
