TRỌNG ĐỨC	﻿HÖLGYEK ÖRÖME	0.192857
Denise lên báo với bà Cabin, cô sẽ cố gắng cho người đến lấy hòm đi tối hôm đó.	Denise fölment értesíteni Cabinnét, hogy iparkodni fog az este folyamán elküldeni a poggyászáért.	0.494061
Năm giờ điểm thì cô ở bờ hè quảng trường Gaillon, hoang mang giữa xe ngựa và đám đông.	Öt órakor kinn volt a Gaillon téren, és szédülő fejjel állott a bérkocsik és az emberek tömegében.	0.296842
Ngay tối hôm đó, khi Robineau về đến nhà thì nhận được bức thư của ban giám đốc, với bốn dòng chữ báo cho anh biết, vì lý do nội bộ, họ bắt buộc phải thôi không nhận anh làm việc.	Robineau még aznap este, amint hazatért, levelet kapott az igazgatóságtól; négy sorban érte­sítették, hogy a belső renddel összefüggő okok miatt kénytelenek lemondani szolgálatairól.	0.391292
Anh ta làm ở cửa hàng đã bảy năm, ngay lúc chiều anh còn nói chuyện với mấy ông ấy; cứ như một nhát chùy.	Hét éve szolgálta a céget; délután még beszélgetett az urakkal; derült égből csapott le a villám.	0.24
Hutin và Favier ca bài thắng lợi ở gian tơ lụa, cũng như Marguerite và Clara toàn thắng ở gian may sẵn.	Hutin és Favier diadalt ültek a selyemosztályon, ugyanolyan hangosan, mint ahogy Marguerite és Clara diadalmaskodtak a konfekcióosztályon.	0.894551
Cuộc thu dọn thật là tuyệt!	Szabad az út!	-0.138462
Những nhát chổi làm quang chỗ đứng.	A tisztogatás helyet csinál!	0.160714
Chỉ có Deloche và Pauline khi gặp nhau giữa đám nhốn nháo của các gian hàng, trao đổi với nhau mấy lời não nuột, tiếc Denise dịu dàng và chân thật như thế. ~~~ — Chà!	Csak Deloche és Pauline váltottak fájdalmas szavakat egymással, mikor az osztályok zűrzavarában összetalálkoztak; sajnálták azt a szelíd, becsületes Denise-t.	0.139286
– Chàng trai nói – Nếu cô ấy thành công ở nơi nào khác, tôi chỉ mong cô ấy trở lại đây chận chân tận cổ bọn không ra gì đó!	- Ó - mondta a fiatalember -, ha valaha felvergődik máshol, szeretném, ha visszatérne ide, s a nyakára tenné a lábát ennek a sok semmirekellőnek.	0.288636
Và, trong chuyện này, chính Bourdoncle bị vấp mạnh từ phía Mouret.	Bourdoncle-nak kellett elviselnie Mouret haragjának kitörését.	0.26129
Khi anh này được tin việc đuổi Denise, anh nổi giận đùng đùng.	Mouret nagyon felbosszan­kodott, mikor megtudta Denise elcsapatását.	0.286364
Thường thì anh rất ít quan tâm đến nhân viên; nhưng lần này anh làm bộ xem đó như một sự lộng quyền, một mưu toan thoát ra ngoài quyền lực của anh.	Rendesen igen keveset törődött a személyzettel, de ezúttal erőnek erejével hatalmi túlkapást látott a dologban, kísérletet arra, hogy kivonják magukat az ő fennhatósága alól.	0.279114
Phải chăng anh không còn là chủ nữa để, tình cờ, người ta tự ý ra lệnh?	Hát ki itt az úr, hogy rendelkezni mernek nélküle?	0.0893617
Mọi sự đều qua con mắt của anh, tuyệt đối tất cả, và anh sẽ xéo nát như một cọng rơm kẻ nào cưỡng lại.	Neki mindenről tudnia kell, mindenről; aki ennek ellenszegül, azt úgy összetöri, mint egy szalma­szálat.	0.246
Rồi, khi anh làm một cuộc điều tra cá nhân trong một cơn đau khổ về tâm thần mà anh không thể che giấu, anh lại càng giận.	Aztán, mikor ideges gyötrődésében, melyet nem tudott eltitkolni, személyes vizsgálatot indított, újra megharagudott.	0.257895
Cô ấy không nói dối, cô gái tội nghiệp: đúng là em trai cô, Campion đã hoàn toàn nhận ra hắn.	Az a szegény leány nem hazudott: a fiú igazán a testvére volt, Campion határozottan felismerte.	0.45
Thế thì tại sao lại đuổi cô?	Akkor hát miért kellett elküldeni?	0.3
Thậm chí anh nói sẽ gọi cô trở lại.	Még azt is emlegette, hogy visszaveszi.	0.258333
Trong khi đó, Bourdoncle quen lối phản kháng thụ động, khom lưng trước cơn gió lạnh.	Bourdoncle, akinek a makacs ellenállásban volt az ereje, meghajolva várta a vihar végét.	0.270732
Hắn xem xét Mouret. ~~~ Cuối cùng, một hôm thấy anh bình tĩnh hơn, hắn dám nói, bằng giọng khác thường:	Tanulmányozta Mouret-t. Végre egy napon, mikor nyugodtabbnak látta, különös hangon meg­kockáztatta a megjegyzést:	-0.00275229
— Tốt cho mọi người hơn cả là để cô ấy đi.	- Mindenkinek jobb, hogy elment.	0.062069
Mouret bối rối, mặt đỏ bừng:	Mouret megzavarodott, arcába szökött a vér.	0.66
— Nói thật, – anh vừa cười vừa đáp, – có lẽ anh có lý… Ta xuống xem bán hàng đi.	- Becsületemre - felelte nevetve -, meglehet, hogy igaza van... Menjünk le, nézzük meg a forgalmat.	0.293258
Số bán ra lại lên rồi, hôm qua thu ngót trăm nghìn phrăng.	Emelkedik megint, tegnap majdnem százezer frank volt.	0.232653
Denise đứng hoang mang một lúc trên đường phố, trong ánh nắng còn oi ả lúc năm giờ.		-0.3
Những rãnh nước hâm hấp nóng tháng Bảy, Paris có ánh sáng mùa hạ màu phấn, với những phản xạ chói lòa.		-0.3
Và, tai họa vừa đến quá đột ngột, người ta đuổi cô quá tàn nhẫn, khiến cô cứ mân mê hai mươi nhăm phrăng bảy mươi trong đáy túi, như cái máy, tự hỏi mình đi đâu và làm gì.		-0.3
CHƯƠNG 7	7	15.6
* ~~~ Cả một dãy xe ngựa ngăn cô rời bờ hè của hiệu Hạnh phúc các bà.	Denise egy pillanatig kábultan állt az utcán, az öt órakor is perzselő napsütésben.	-0.01
	Július heve fölforralta a csatornákat, Párizson vakítón visszatükröződő, krétaszínű nyári fény ömlött el.	-0.3
Khi cô liều qua được, lọt giữa những bánh xe, cô đi ngang qua quảng trường Gaillon, như thể muốn tới phố Louis-le-Grand; nhưng rồi cô đổi ý xuôi theo phố Saint-Roch.	Olyan váratlanul érte a csapás, olyan durván lökték ki, hogy csak forgatta zsebében gépiesen huszonöt frank hetven centime-ját, és tűnődött, hová menjen, mitévő legyen.	0.276074
	A sorban álló bérkocsik miatt nem tudott lelépni a "Hölgyek Öröme" gyalogjárójáról.	-0.3
Nhưng cô vẫn chưa có ý định gì, vì cô dừng lại ở góc phố Neuve-des-Petits-Champs và cuối cùng đi theo phố này sau khi lưỡng lự nhìn xung quanh.	Végre bemerészkedett a kerekek közé, átment a Gaillon téren, mintha a Nagy Lajos utcába akart volna jutni, aztán meggondolta magát, és a Szent Rókus utca felé tért vissza.	0.286093
Đến đường Choiseul, cô đi theo tới phố Monsigny, rồi không biết thế nào lại rơi vào phố Neuve-Saint-Augustin.	De még mindig nem volt semmi terve, mert megállt az Új Kismező utca sarkán, és végül ezen ment tovább, határozatlanul nézegetve körül.	0.279832
Trong đầu cô ù ù, cô chợt nghĩ đến chiếc hòm khi trông thấy một người làm thuê; nhưng cho mang nó về nhà ai, và tại sao phải lo chuyện đó, mới một giờ trước đó, cô còn có một chiếc giường để ngủ đêm?	Útjába került a Choiseul köz, bement oda, s a Monsigny utcában találta magát, azt sem tudta, hogyan; aztán megint visszakerült az Új Szent Ágoston utcába. ~~~ A feje zúgott, egy hordár láttára eszébe jutott a holmija; de kihez vitesse, és miért szakadt rá ily hirtelen ez a nyomorúság, hiszen egy órával ezelőtt még volt ágya, ahol este lefekhessék?	-0.0400568
Bây giờ, ngước mắt nhìn các nhà, cô ngắm nghía những cửa sổ.	Ekkor szemét a házakra emelve, vizsgálgatni kezdte az ablakokat.	0.25
Những bảng yết thị diễu qua.	Sorban vonultak el előtte a kitett cédulák.	0.238235
Cô nhìn chúng một cách mơ hồ, luôn luôn trở lại mối lay động bên trong làm cô hoàn toàn bị xáo lộn.	Zavarosan látta őket, mindig újra elfogta a belső reszketés, egész testét rázta.	0.184615
Có thể thế được chăng?	Lehetséges ez?	0.02
Phút chốc trở thành cô đơn, bơ vơ giữa cái thành phố lớn, xa lạ này, không chỗ nương tựa, vô kế khả thi!	Egyedül maradt, egyik pillanatról a másikra, hontalanul ebben a nagy, isme­retlen városban, támasz nélkül, segítő források nélkül!	0.268966
Thế mà vẫn phải ăn, phải ngủ.	Pedig ennie és aludnia mégiscsak kell!	0.3
Phố này kế tiếp phố khác, phố Moulin, phố Sainte-Anne.	Egymást követték az utcák, a Malom utca, a Szent Anna utca.	0.266667
Cô đi khắp khu phố, đi loanh quanh, rút cục lại trở lại ngã tư duy nhất mà cô biết rõ.	Kóborolt a környéken, körbe-körbe, mindig visszatérve oda, ahonnan elindult, arra az egyetlen helyre, amelyet jól ismert.	0.228261
Đột nhiên, cô ngỡ ngàng, lại thấy mình đứng trước hiệu Hạnh phúc các bà; và, để thoát khỏi sự ám ảnh đó, cô lao vào phố La Michodière.	Egyszerre döbbenten torpant meg: ismét a "Hölgyek Öröme" előtt állt; hogy megszabaduljon a varázs alól, nekivágott a Michodière utcának.	0.251908
May mà Baudu không đứng ở cửa hiệu Vieil Elbeuf dường như chết đằng sau những tủ kính đen ngòm.	Baudu szerencsére nem állt az ajtóban, a "Tartós Posztó" egészen kihaltnak látszott a fekete kirakatok mögött.	0.473586
Cô không bao giờ dám bén mảng đến nhà ông chú, vì ông ta làm vẻ không thừa nhận cô nữa, và cô chẳng muốn nhờ vả ông, trong cơn bất hạnh mà ông ta đã báo trước cho cô.	Nagybátyjához nem is merészelt volna beállítani, mert az többé tudni se akart róla, s amellett terhelni sem akarta bajával, melyet az megjósolt neki.	0.208696
Lúc đó, phía bên kia phố, một bảng yết thị khiến cô dừng lại. ~~~ Buồng có đồ đạc cho thuê. ~~~ Đây là bảng đầu tiên không làm cô sợ hãi, vì ngôi nhà trông thật tiều tụy.	De az utca másik oldalán megállította egy sárga tábla: "Bútorozott szoba kiadó." Ez volt az első, amelytől nem ijedt meg, annyira szegényesnek látszott a ház.	-0.127586
Rồi cô nhận ra nó, với hai tầng gác thấp, bề mặt màu gỉ, kẹt vào giữa hiệu Hạnh phúc các bà và nhà khách sạn cũ Duvillard.	Aztán meg is ismerte rozsdaszín homlokzatá­ról, két alacsony emeletéről azt a házat, mely a "Hölgyek Öröme" és az egykori Duvillard palota között húzódott meg.	0.255224
Ở ngưỡng cửa hiệu bán ô, lão Bourras tóc xù và râu rậm như bậc tiên tri, kính đặt trên mũi, đang xem xét một cuốn can bằng ngà.	Az esernyősbolt küszöbén az öreg Bourras, bozontos hajú, lengő szakállú próféta, az orrára biggyesztett nagy pápaszemén át tanulmányozta egy sétapálca elefántcsont gombját.	0.223358
Lão thuê cả nhà, nhưng kê đồ và cho thuê lại hai tầng gác, để đỡ tiền.	Mint az egész ház bérlője, bútorozott albérletbe adta a két emeletet, hogy a saját házbére kevesebb legyen.	0.2175
— Thưa cụ, cụ có buồng cho thuê?	- Van kiadó szobája, kérem?	0.188889
– Denise nghe theo bản năng, hỏi.	- kérdezte Denise, ösztönszerű sugallatnak engedve.	0.162857
Lão ngước đôi mắt rậm, ngạc nhiên trông thấy cô. ~~~ Tất cả các cô ấy, lão đều biết.	Az öreg felhúzta busa szemöldökét, és meglepődve szemlélte Denise-t. Jól ismerte ezeket a hölgyecskéket.	-0.00927835
Và lão trả lời, sau khi nhìn chiếc áo mỏng sạch sẽ, dáng vẻ lương thiện của cô:	Végignézett takaros kis ruháján, tisztességes külsején, és azt felelte:	0.229167
— Đó chẳng phải để cho cô đâu.	- Nem magának való.	0
— Thế bao nhiêu ạ!	- Mégis, mibe kerül?	0.27
– Denise lại hỏi.	- unszolta Denise.	0.229412
— Mỗi tháng mười lăm phrăng.	- Tizenöt frank egy hónapra.	0.222222
Thế là cô muốn lên thăm.	Denise meg akarta nézni a szobát.	0.267857
Trong cửa hiệu chật chội, thấy lão vẫn ngạc nhiên nhìn cô chằm chằm, cô mới kể chuyện cô thôi việc ở cửa hàng và ý cô không muốn làm phiền ông chú.	A szűk boltban Bourras még mindig csodálkozva vizsgál­gatta, ezért Denise elmondta neki, hogy kitették az áruházból, s a nagybátyjának nem akar terhére lenni.	0.27
Cuối cùng, ông già đi tìm chìa khóa để trên mảnh ván phía sau cửa hàng, một gian tối tăm, ở đó lão nấu ăn và ngủ; phía xa, đằng sau một lớp kính bụi bậm, người ta bắt gặp ánh ngày xanh nhạt của một mảnh sân trong, rộng không đầy hai thước.	Végre az öreg előkereste a kulcsot, mely egy táblán lógott a bolt hátsó részében, egy sötét helyiségben, ahol főzni és aludni szokott; innen, egy poros ablakon át, látni lehetett egy alig két méter széles belső udvar zöldes világosságát.	0.250885
— Để tôi đi trước, kẻo cô ngã. ~~~ – Bourras nói trong lối đi ẩm thấp dọc theo cửa hàng.	- Előremegyek, hogy el ne essék - mondta Bourras, a bolt mellett húzódó, nedves folyosón.	-0.027439
Lão vấp vào một bậc thang, vừa leo vừa luôn luôn nhắc.	Megbotlott egy lépcsőben, aztán elindult fölfelé, ki nem fogyva a figyelmeztetésekből.	0.18
Cẩn thận!	Vigyázat!	0.245455
Thang đâm vào tường, chỗ ngoặt có một lỗ hở, đôi khi người thuê nhà vẫn để thùng rác.	A korlát a fal mellett van, a fordulónál lyukas a lépcső, a lakók néha kinn hagyják szemetesládáikat.	0.290625
Trong bóng tối om, Denise không phân biệt được gì hết, chỉ cảm thấy hơi lạnh của tường cũ ẩm.	Denise semmit sem látott a tökéletes sötétségben, csak a régi, nedves vako­lat hidegét érezte.	0.454348
Tuy nhiên, ở gác một, một lỗ cửa vuông nhỏ nhìn ra sân cho phép trông thấy lờ mờ, như dưới đáy một lần nước tù đọng, chiếc cầu thang uốn cong, những bức tường bẩn cáu ghét, những cửa ra vào nứt nẻ và tróc sơn.	Az első emeleten mégis volt egy udvarra nyíló ablak, s ennek a világossá­gában határozatlanul, mint valami alvó víz fenekén, láthatta a roskatag lépcsőházat, a piszoktól feketéllő falakat, a megrepedezett, színehagyott ajtókat.	0.278082
— Nếu một trong hai buồng này bỏ không!	- Csak legalább ebből a két szobából volna szabad az egyik - folytatta Bourras.	0.109091
– Bourras lại nói – Cô ở thì tốt… Nhưng vẫn còn mấy bà đang ở.	- Itt jól érezné magát... De ezeket mindig hölgyek foglalják el.	0.240984
Ở gác hai sáng hơn, ánh ngày nhợt nhạt sống sượng soi cảnh tiêu điều của căn nhà.	A második emeleten világosabb volt, a nap nyers fénnyel világította meg a ház nyomorúságát.	0.289773
Một anh dịch vụ làm bánh chiếm buồng thứ nhất; còn buồng kia, phía trong cùng, chưa có ai ở. Khi Bourras mở cửa, lão phải đứng ngoài đầu cầu thang để cho Denise có thể vào xem thoải mái.	Az első szobát egy péklegény foglalta el; a másik, a hátulsó volt üres. ~~~ Mikor Bourras kinyi­totta, a folyosón kellett maradnia, hogy Denise kényelmesen megnézhesse.	0.0568966
Chiếc giường, trong góc cửa ra vào, để chừa ra vừa đủ lối cho mọi người.	Az ágy az ajtó sarkában állott, s éppen csak annyi helyet engedett, hogy egy személy beléphessen.	0.278571
Ở đầu kia có một tủ ngăn nhỏ bằng gỗ hồ đào, một chiếc bàn gỗ bách sơn đen và hai ghế.	A szoba végében egy kis diófa komód, egy feketére festett fenyőfaasztal és két szék állt.	0.251163
Người thuê nhà muốn nấu ăn chút ít thì phải quỳ xuống trước lò sưởi, ở đó để một chiếc bếp lò bằng đất.	A lakók, akik főzögettek is, a kandalló elé szoktak térdelni, ahol egy agyagsütő volt.	0.139024
— Trời, – ông già nói, – không sang trọng gì, nhưng cửa sổ vui, nhìn thấy người qua phố.	- Istenem - mondta az öreg -, nem valami pompás, de az ablaka vidám, látni lehet a népet az utcán.	0.25814
Và, khi Denise ngạc nhiên nhìn lên gác trần bên trên chiếc giường, ở đó một bà ngủ trọ đã ghi bằng khói nến tên mình: Ernestine, lão nói thêm một cách thật thà.	És mert Denise meglepetten nézte a mennyezet sarkát, az ágy fölött, ahová egy futó hölgy­vendég gyertyalánggal fölkormolta a nevét: "Ernestine", Bourras kedélyes arccal tette hozzá:	0.413651
— Nếu sửa sang lại thì chẳng kiếm đâu mà bù vào… Thôi thì, tất cả tôi chỉ có thế.	- Ha kijavíttatnám, nem bírnék megélni... Egyszóval csak ezt adhatom.	0.174627
— Tôi ở đây rất tiện. ~~~ – Cô gái tuyên bố.	- Itt jól megleszek - jelentette ki a lány.	-0.0513158
Cô trả trước một tháng tiền thuê, hỏi lấy khăn trải, có một đôi khăn trải giường và hai chiếc khăn mặt, cô dọn giường ngay không chờ, vui mừng, yên tâm biết có nơi ngủ đêm.	Előre kifizetett egy hónapot, ágyneműt és két törülközőt kért, és tüstént megvetette az ágyát, boldogan, megnyugodva, hogy tudja, hol hajtja le este a fejét.	0.217105
Một giờ sau, cô thuê người đi lấy hòm, thế là cô có chỗ ở.	Egy óra múlva hordárt küldött a holmijáért és berendezkedett.	0.275806
Bắt đầu là hai tháng thiếu thốn kinh khủng.	Először két ínséges hónap szakadt rá.	0.2325
Vì không trả được tiền trọ cho Pépé nữa, cô mang nó về và cho nó ngủ trên một chiếc ghế nệm mà lão Bourras cho mượn.	Nem tudván Pépé tartásdíját tovább fizetni, magához vette a gyereket, és egy ócska, párnás karosszékben altatta, melyet Bourras adott kölcsön.	0.562458
Nhất thiết phải có ba mươi xu mỗi ngày, kể cả tiền thuê nhà, riêng cô giành ăn bánh không, để dành ít thịt cho đứa bé.	Pontosan napi másfél frankra volt szüksége, a szoba bérét is beleértve, s neki magának száraz kenyéren kellett élnie, hogy egy kis húst adhasson a gyereknek.	0.263077
Mười lăm ngày đầu còn khả trợ: cô bắt đầu ở riêng với mười phrăng, rồi may tìm thấy người thâu nơ cà-vạt, họ trả cho số tiền mười tám phrăng ba mươi. ~~~ Nhưng sau đó thì trần như nhộng.	Az első két hétben még csak volt valahogy: tíz frankkal kezdte meg a háztartást, később, szerencséjére, megtalálta a nyak­kendős asszonyt, s az megadta a tizennyolc frank harmincat.	-0.00352941
Cô mất công toi đi kiếm việc ở các cửa hàng.	Aztán elkövetkezett a leg­söté­tebb nyomor.	0.273913
Quảng trường Clichy, Bon Marché, Louvre mùa chết khô thì ở đâu việc cũng đình lại, người ta hẹn đến mùa thu, hơn năm nghìn nhân viên thương nghiệp, bị đuổi như cô, lê giày trên đường phố, không có chỗ làm.	Hiába jelentkezett az áruházakban, a "Place Clichy"-ben, az "Olcsóság"-ban, a "Louvre"-ban; a holt szezon mindenütt megakasztotta az üzletet, azt mondták, várjon őszig: több mint ötezer kereskedelmi alkalmazott, akit ugyanúgy bocsátottak el, mint őt, rótta állás nélkül az utcákat.	0.246903
Bấy giờ cô cố tìm những công việc vặt, nhưng vì lạ Paris, cô không biết gõ cửa ở đâu, nhận những công việc chẳng ra gì, thậm chí có lúc không đòi được tiền.	Ekkor apró munkákat próbált szerezni, csakhogy nem ismervén Párizst, nem tudta, hol kopogtasson; rosszul fizetett munkákat vállalt, nem is kapta meg mindig a pénzét.	0.252941
Có những buổi tối, cô cho Pépé ăn một mình, một bát xúp, và bảo nó rằng cô đã ăn ở bên ngoài rồi; và cô lên giường nằm, tai ù ù thay bữa ăn bằng cơn sốt, hai bàn tay nóng giãy.	Volt nap, hogy csak Pépének adott vacsorát, egy kis levest, s azt mondta neki, hogy ő a városban vacsorázott, már; zúgó fejjel feküdt le, csak a láz táplálta, melytől forró volt a keze.	0.262722
Khi Jean rơi vào giữa cảnh nghèo nàn đó, hắn tự mắng mình là đồ súc sinh, hắn vật vã thất vọng đến nỗi cô phải nói dối, đôi khi cô còn kiếm cách giúi cho hắn một đồng bốn mươi xu, để chứng tỏ rằng cô có tiền để dành.	Jean, mikor rátalált ebben a nyomorban, legazemberezte magát, s úgy elkeseredett, hogy a nénje kénytelen volt hazudni neki; még most is gyakran szerét ejtette, hogy kezébe csúsz­tasson egy-egy kétfrankost, s elhitesse vele, hogy van megtakarított pénze.	0.284549
Không bao giờ cô khóc trước hai đứa trẻ.	Sohasem sírt a gyerekek előtt.	0.124138
Chủ nhật nào quỳ trên gạch nấu được một miếng thịt bê ở lò sưởi, thì gian buồng hẹp vang tiếng vui cười của trẻ con, vô lo trước cuộc sống.	Vasárnap, ha megsüthetett egy darab borjúhúst a kandallóban, a kőre térdelve, a szűk szoba gondtalan gyerekkacajtól volt hangos.	0.200826
Rồi, khi Jean trở về nhà chủ, Pépé đã ngủ: cô qua một đêm ghê gớm, lo sợ cho ngày mai.	Mikor aztán Jean visszatért a gazdájához és Pépé elaludt, rettenetes éjszakát töltött, a másnaptól rettegve.	0.626613
Có những mối lo sợ khác khiến cô phải thức.	Másfajta félelmek sem hagyták aludni.	0.194595
Hai bà ở gác một tiếp khách rất khuya, và đôi khi một một người đàn ông lầm nhà, lên đấm cửa buồng cô.	Az első emeleten lakó két hölgy igen kései látogatókat szokott fogadni; néha egy-egy férfi eltévesztette az ajtót, feljött hozzá, és ökölcsapásokkal kért bebocsáttatást.	0.165517
Bourras đã thản nhiên dặn cô đừng có trả lời, nên cô chúi đầu vào gối để khỏi nghe tiếng chửi rủa.	Bourras nyugodtan azt mondta neki, hogy ilyenkor ne válaszoljon, ő hát párnájába fúrta a fejét, hogy ne hallja a káromkodásokat.	0.427068
Rồi anh láng giềng, gã làm bánh, muốn chọc ghẹo; hắn sáng sớm mới về, rình cô khi cô đi xách nước; thậm chí hắn đục vách để nhòm cô tắm rửa, khiến cô phải dăng quần áo ra dọc tường.	Aztán szomszédjának, a péklegény­nek támadt tréfás kedve; ez csak reggel tért haza, s megleste, mikor vízért ment; még lyukakat is fúrt a közfalon, nézte, hogy mosdik, s Denise kénytelen volt ruháit végigaggatni a falon.	0.297073
Nhưng cô còn khổ hơn vì những nỗi dày vò ở ngoài phố, cuộc ám ảnh thường xuyên của người qua lại.	De még több zaklatást kellett elszenvednie az utcán, ahol ki volt téve a férfiak tolakodásának.	0.23
Mỗi lần xuống mua một cây nến, trên những bờ hè nhớp bùn lẩn quất sự trụy lạc của những khu phố cũ, cô liền nghe thấy đằng sau có một hơi thở nóng bỏng, những lời lẽ sống sượng vì thèm muốn; và những gã đàn ông theo đuổi cô đến tận cuối ngõ phố tối đen, chúng càng được thể vì thấy vẻ tiều tụy của căn nhà.	Ha csak gyertyáért futott le a sáros utcára, ahol ott ólálkodott a régi városnegyedek minden romlottsága, már hallotta maga mögött a forró lihegést, a mohó vágy nyers szavait; a férfiak egészen a fekete lépcsőházig üldözték, felbátorodva a ház piszkos külsejétől.	0.184252
Thế thì tại sao cô không có một nhân tình?	Miért is nincs szeretője?	0.048
Điều đó khiến người ta lấy làm lạ, có vẻ nực cười.	Csodálkoztak rajta, kinevették érte.	0.0891892
Thế nào cũng có ngày cô ngã.	Előbb-utóbb csak el kell buknia.	0.3
Chính bản thân cô cũng không thể giải thích làm thế nào mà cô cưỡng lại được khi cái đói đe dọa, và không khí xung quanh cô rạo rực những thèm muốn dâm dật.	Maga sem tudta volna megmagyarázni, hogyan állott ellent az éhség fenyegetésének s a nyugtalanító vágyaknak, melyek fölforralták körülötte a levegőt.	0.246575
Một tối, Denise không kiếm được cả bánh nấu xúp cho Pépé, trong khi đó một ông đeo huy chương đi theo cô.	Egy este Denise-nek még kenyere sem volt Pépé leveséhez, mikor egy kitüntetést viselő úr szegődött a nyomába.	0.277143
Trước ngõ phố, hắn đâm ra tàn nhẫn, thế là trong một cuộc chống cự vì ghê tởm, cô đẩy ập cửa vào mặt hắn.	A lépcsőháznál erőszakoskodni kezdett vele, és Denise felháborodott undorral csapta be orra előtt az ajtót.	0.241748
Rồi lên trên gác, cô ngồi hai tay run lên.	Odafönn aztán leült, reszketett a keze.	0.260526
Thằng bé đang ngủ.	A kicsi aludt.	0.0923077
Cô sẽ trả lời nó ra sao, nếu nó thức dậy và đòi ăn?	Mit mond­jon neki, ha fölébred és enni kér?	0.185714
Thế mà, chỉ có việc là cô bằng lòng.	Pedig nem kellett volna egyebet tennie, csak bele­egyezni abba, amit kívánnak tőle.	0.05
Nghèo khổ sẽ chấm dứt, cô sẽ có tiền, có quần áo, một căn buồng đẹp.	Vége volna a nyomornak, lenne pénze, ruhája, szép szobája.	0.166071
Điều đó dễ thôi, người ta bảo cô nào thì cũng phải tới chỗ đó, là vì một người phụ nữ ở Paris, không thể sống bằng lao động của mình được.	Mi sem könnyebb ennél, azt mondják, hogy minden nő idejut, mert Párizsban egy nő nem élhet meg a munkájából.	0.115842
Nhưng cả con người cô bừng bừng phản kháng, cô không giận gì người khác, nhưng chỉ là ghê tởm trước những chuyện bẩn thỉu và phi lý.	De egész lénye fölháborodva tiltakozott, nem mintha lenézte volna a többieket, hanem mert egyszerűen undorodott a mocskos és egészségtelen dolgoktól.	0.285211
Cô tự tạo cho mình một ý niệm lô-gích, khôn ngoan và can đảm về cuộc sống.	Úgy képzelte, hogy okosan, tisztességesen és bátran kell végigélni az életet.	0.272368
Nhiều lần, Denise tự hỏi như vậy.	Denise nemegyszer vallatta így saját magát.	0.705495
Một tình ca xưa vang lên trong trí nhớ của cô, vị hôn thê của một thủy thủ, nhờ tình yêu tránh được những sóng gió của đợi chờ.	Valami régi románc zümmögött a fülében, a mat­róz menyasszonyáról, akit szerelmes szíve megóvott a várakozás veszedelmeitől.	0.259524
Ở Valognes, cô vừa thầm hát điệp khúc tâm tình vừa nhìn phố vắng.	Valognes­ban gyakran dúdolgatta az érzelgős refrént, kinézve az elhagyatott utcára.	0.267568
Phải chăng cô cũng vậy, cô có niềm thương trong lòng để có thể dũng cảm như thế?	Vajon őt is szerel­mes szíve óvja, hogy ilyen tisztességes maradt?	0.171429
Cô vẫn nghĩ tới Hutin, đầy lòng khó chịu.	Még mindig rossz érzésekkel gondolt Hutinre.	0.272093
Hàng ngày cô trông thấy hắn đi qua dưới cửa sổ.	Mindennap látta elmenni az ablaka alatt.	0.162162
Bây giờ hắn đã là gian hàng phó, hắn đi một mình, trước sự kính cẩn của những nhân viên bán hàng thường.	Most, hogy vezetőhelyettes lett, egyedül járt, az egyszerű eladók nagy tisztelettel köszöntötték.	0.23125
Không bao giờ hắn ngẩng đầu, cô tưởng như đau khổ vì tính tự phụ của anh chàng đó, mắt nhìn theo hắn, không sợ bị bắt chợt.	Ő azonban sosem nézett rájuk, és Denise úgy érezte, szenved ennek a fiatalembernek a hiúságától; szemmel követte, nem félt, hogy észreveszi.	0.286567
Và, hễ có bắt gặp Mouret, chiều nào anh cũng đi qua, cô run người lên, cô lập tức trốn mau, ngực đập mạnh.	Ha meg észrevette Mouret-t, aki szintén arra járt el minden este, reszketés fogta el, és dobogó szívvel, gyorsan visszahúzódott.	0.289655
Anh chẳng cần biết cô ở đâu; mà rồi cô xấu hổ với cửa hàng, cô đau đớn với điều anh có thể nghĩ về cô, dù hai người có thể sẽ không bao giờ gặp nhau nữa.	Mouret-nak nem kell megtudnia, hol lakik ő, szégyellte ezt a házat, fájt neki, hogy mit gondolna róla Mouret, még ha sosem talál­koznak is többé.	0.207519
Vả chăng, Denise vẫn sống trong cơn lay động của hiệu Hạnh phúc các bà.	Egyébiránt Denise még mindig benne élt a "Hölgyek Öröme" lüktető életében.	0.542105
Chỉ một bức tường ngăn cách buồng cô với gian hàng cũ của cô; và, ngay từ sáng, cô bắt đầu sống những ngày của cô, cô cảm thấy người đến một lúc một đông, tiếng bán hàng mỗi lúc càng lan rộng.	Csupán egy fal választotta el a szobáját régi osztályától; már reggel újra kezdte munkanapját, érezte, amint a tömeg megy föl a lépcsőkön, és hangosabban morajlik a vásár zsivaja.	0.221965
Chỉ tiếng động nhỏ cũng rung chuyển căn nhà nát dính chặt vào sườn tòa nhà khổng lồ: ngực cô đập theo mạch đập lớn lao.	A legkisebb zaj is megrázta a kolosszus oldalához tapadó ócska viskót, együtt lüktetett ez is az óriás hatalmas érverésével.	0.257143
Ngoài ra, Denise không thể tránh được vài cuộc gặp gỡ.	Azonkívül Denise bizonyos találkozásokat sem kerülhetett el.	0.67
