Alain Fournier	﻿ALAIN-FOURNIER	0.214286
Chúng tôi tìm dưới gầm cầu thang những đôi giày anh đi chủ nhật, trong tủ một ít quần áo, rồi sách vở và giấy tờ của anh... tất cả những gì mà một chàng trai 18 tuổi được sở hữu trên đời.	Percek alatt egy halomban együtt volt minden, minden, amije csak van egy tizennyolc éves fiatalembernek, aki elindul a nagyvilágba. ~~~ Meaulnes édesanyja pontosan déli tizenkét órakor állt meg kocsijával az iskolaudvarunkon.	-0.00514706
Đến trưa, bà Môn đi xe của mình tới.	Ebédelni elvitte magával Augustint a kocsmába, Danielhez.	0.197561
Bà ăn trưa ở quán cà phê Đaniel cùng Môn, và gần như không giải thích một lời, bà đưa anh đi, ngay khi ngựa đã được ăn cỏ và thắng vào xe.	Majd, szinte minden magya­ráz­kodás, mentegetődzés nélkül kocsira ültek, miután lova kiszuszogta kissé magát és beabrakolt, míg oda voltak.	0.273723
	Kikísértük valamennyien őket a kapuig; sokáig integettünk utánuk, amíg csak be nem fordultak a keresztútnál.	-0.3
Chúng tôi đứng trên ngưỡng cửa chào từ biệt hai người.	Millie gondosan lecsuszolta a lábát a küszöbön s besietett az ebédlőbe, mely olyan hideg volt, mint egy jégverem.	0.107813
Và chiếc xe mất hút ở chỗ ngoặt trên quảng trường Bốn Đường.	Rendet akart csinálni, eltüntetni a szanaszét szórt holmikat.	0.228814
Mili chùi chân trước cửa, rồi đi vào phòng ăn lạnh lẽo, sắp xếp lại những chỗ bị mất trật tự.	Hosszú hónapok óta először maradtam így egyedül, először kellett szembenéznem egy végelátha­tatlannak ígérkező csütörtök estével.	0.225688
Còn tôi, lần đầu tiên sau bao tháng dài, tôi chỉ còn một mình trước một đêm thứ năm dài lê thê - với cảm tưởng rằng tuổi niên thiếu của tôi vừa ra đi mãi mãi trên chiếc xe cũ kỹ kia.	S a legborzasztóbb az volt, hogy éreztem: ezzel az ócska batárral itthagyott az ifjúság is, elsuhant tőlem, visszahozhatatlanul, örökre.	0.133594
Chương 11	Tizenegyedik fejezet	0.0545455
TÔI PHẢN BỘI… ~~~ Làm gì?	ÉN IS JÚDÁS SORSÁRA JUTOK...	0
Trời ửng lên đôi chút.	Mihez is kezdhettem, így elárvulva?	0.222222
Có lẽ mặt trời sắp môc.	Az idő lassacskán jobbra fordult, valamit felszakadoztak a felhők.	-0.0413793
Có tiếng cửa ra vào kẹt lên trên phòng học lớn.	Voltak, akik megesküdtek rá, hogy mindjárt kisüt a nap.	0.294231
Rồi lại im lìm. ~~~ Lát lát, cha tôi lại đi qua sân để lấy một xô than đá cho vào lò sưởi.	A hatalmas épületben valahol ki-kicsapódott egy-egy ajtó a szélben: s aztán megint csend lett, selymes, suhogó.	-0.0142105
Tôi nhìn thấy những ra trải giường trắng phơi trên các dây phơi và không còn muốn vào căn phòng học đã biên thành sân phơi hay phòng sấy trông thật đáng buồn cười, để đối diện với cuộc thi cuối năm, cuộc thi vào đại học sư phạm từ nay là lo toan duy nhất của tôi.	Időnként apám átbaktatott az udvaron, az üres szeneskannával, hogy meg­töltse újra a kályhát. ~~~ Ahogy belestem az udvarról, láttam, hogy lebegett a padok közt kihúzott köteleken a fehérnemű.	-0.0860656
Lạ thay, xen vào nỗi buồn vẫn khiến tôi bàng hoàng đau nhói này là một cảm giác như được tự do.	Bevallom, egy cseppet sem vonzott a meglepő hirtelenséggel padlássá átvarázsolt rideg hodály, semmi kedvem nem volt bemenni.	0.268571
Môn ra đi - cả cuộc phiêu lưu chấm dứt và bị bỏ lỡ, ít ra tôi cũng thấy hình như mình được giải phóng khỏi nỗi lo âu kỳ dị và mối bận tâm khó hiểu không cho phép tôi hành động như mọi người.	Mert mit csinálhattam volna odabent? ~~~ Ülhettem volna napestig, biflázva az év végi vizsgatételeket, készülve a felvételi vizsgákra; sajnos, ez várt csak rám ezentúl, ez volt az egyetlen, amivel elfoglalhattam magamat.	-0.00591133
Môn ra đi, tôi không còn là người bạn phiêu lưu của anh, tôi cũng hết là em của cháng thợ săn chuyên lùng cá nẻo lối!	Azonban valami furcsa dolgot is tapasztaltam: unatkoztam, valósággal rabul ejtett az unalom, s mégis mintha felvillant volna előttem a szabadság csillaga is.	0.2592
	Most, hogy Meaulnes elment tőlünk, vége szakadt ennek az áldatlan kalandnak; legalábbis az volt az érzésem, hogy végre megszabadulok mások gondjaitól; hiszen mennyi időmet elrabolta ez a titokzatos, furcsa piszmogás körülötte, mely megakadályozott abban, hogy a magam életét éljem, mint mindenki más a világon.	-0.3
	Most, hogy Meaulnes elment tőlünk, már nem kellett bizalmasaként kalandjaival foglalatoskodnom, megszűntem nyomhajkurászó testvére is lenni, s az lehettem végre, ami eredetileg voltam, osztálytársaimhoz hasonló falusi gyerkőc.	-0.3
Tôi lại trở thành người thiếu niên của thị trấn như các bạn khác!	Nem is esett különösképpen nehezemre, csak természetes hajlamaimat kellett ezután követnem, szabadon.	0.213158
Chuyện này thì dễ rồi và tôi chỉ còn việc đi theo sở thích tự nhiên nhất của mình.	A legkisebb Roy fiú ott ment el előttünk, a sártól cuppogó utcán.	0.154839
Cậu em út trong mấy anh em nhà Roi vừa đi trên đường phố lép nhép bùn, vừa xoay tròn một sợ dây đầu buộc ba hạt dẻ tây, rồi tung rút lên trời, ba hạt dẻ rơi vào sân trường cùng với sợi dây.	Egy madzag végére három egymással külön-külön összekötözött gesztenyével játszadozott; megforgatta a feje fölött, majd elengedte a spárgát s berepült az udvarunkba e furcsa, szokatlan játék.	0.272872
Chẳng có việc gì làm, tôi bèn nhặt ba hạt dẻ và hai, ba lần từ trong tường ném trả lại cậu ta.	Annyira el voltam anyátlanodva, annyira nem tudtam mihez kezdeni, hogy a legnagyobb örömmel leálltam vele játszani, kétszer vagy háromszor is visszahajítottam neki a játékát, amit újra meg újra beröpített át a falon, a lábam elé.	-0.023301
Bỗng nhiên tôi thấy nó bỏ trò chơi trẻ con ấy để chạy về phía một chiếc xe bò từ đường Viây-Phăngsơ đi tới.	Hirtelen abbahagyta e gyerekes szórakozást, mert a Régi Palló felől feltűnt egy kordé az úton.	0.178652
Nó nhờ người trên xe kéo lên bám phía sau, trong lúc xe vẫn lăn bánh.	Lelkesen utánaloholt s macskaügyességgel felkapaszkodott a kocsi hátuljára, mely meg sem állt, de még csak le sem lassított.	0.109859
Tôi nhận ra đó là chiếc xe nhỏ của Giacxmanh Đơlusơ, nhưng lại do ngựa kéo.	Megismertem már messziről, Delouche-ék kocsija volt, legjobb lovuk volt eléje fogva.	0.288608
Giacxmanh điều khiển xe, Bugiacđông ục ịch thì đừng.	Jasmin ült a bakon, mögötte a kövér Boujardon állt, vállába fogódzva.	0.255
Hai gã từ đồng cỏ trở về.	A mezők felől jöttek visszafelé.	0.290625
- Phrăngxoa, đi với chúng tao đi!	- Gyere csak te is, François!	0.636264
- Giacxmanh la to.	- kajabált ki a kocsiból Jasmin.	0.6375
Chắn chắn chúng biết việc Môn đi rồi.	Úgy látszik, kémei jelentették már, hogy Meaulnes ma délben Párizsba utazott.	0.0886364
Quả thật, không báo cho cha mẹ biết, tôi leo lên chiếc xe lắc la lắc lư, và đứng dựa vào một cọc xe như hai người khác, Giacxmanh đưa chúng tôi về nhà mình...	S erre én - aki eddig soha nem tettem ilyesmit - anélkül, hogy beszóltam volna anyáméknak én is fölkapaszkodtam Jasmin döcögő kocsijára.	0.20625
Bây giờ chúng tôi ở sau cửa hàng, nhà người đàn bà tốt bụng vừa là chủ quán trọ vừa bán thực phẩm.	Ott álltam benne, akár a többiek, a kordé oldalának támaszkodva. ~~~ Hozzájuk vitt bennünket, a kocsmába...	-0.0178218
Một chùm tia nắng trắng chiếu qua khung cửa sổ thấp, rồi lướt trên những hộp sắt trắng và các thùng ton-nô dấm.	Most itt ülünk az üzlet hátsó részében. ~~~ Delouche-nének, Jasmin édesanyjának nemcsak kocs­mája van, hanem vegyeskereskedése is.	-0.0024
Thằng Bugiacđông ngồi trên thành cửa sổ, quay về phía chúng tôi, với một tràng cười ùng ục của một người béo bệu, nó dùng thìa chén bích-quy.	Az ablak alacsonyan van; s a táncoló napsugarakban lubickolnak a különféle pléhdobozok meg eceteshordók.	0.121212
Hộp bánh mở sẵn và đã bị ăn dở, đặt trên một thùng ton-nô vừa tầm tay với.	A kövér Boujardon az ablakpárká­nyon ül, felénk fordulva s a dagadt pasasok széles mosolyával tömi a fejét.	0.244828
	Kanállal zabálja a teasüteményt.	-0.3
Cậu Roi con thốt lên những tiếng kêu khoái chí.	Keze ügyében, egy hordón ott áll a frissen felbontott doboz.	0.270588
Một kiểu tình bạn xấu đã nảy ra giữa mấy chúng tôi.	A legkisebb Roy fiú időnként fel-felvisong a gyönyörtől.	0.278571
Bây giờ Giacxmanh và Bugiacđông là bạn của tôi, tôi biết rõ như vậy.	Üres bizalmaskodással fecsegünk egymással, melynek nincs semmi aranyfedezete.	0.3
	Úgy látszik, ezután Jasminnal és Boujardonnal cimborálok.	-0.3
Đời tôi bỗng chốc thay đổi.	Egy csapásra teljes egészében megváltozott az életem.	0.132353
Tôi cảm thấy hình như Môn bỏ đi đã lâu, lắm lắm rồi và cuộc phiêu lưu của anh chỉ là một câu chuyện rầu rĩ, nhưng kể hết rồi.	Az az érzésem, hogy Meaulnes már régen, igen-igen régen ment el tőlünk s kalandja is szomorú, vízözön előtti história, és már réges-régen véget ért.	0.293662
Cậu Roi con đã lôi từ dưới tấm ván lên một chai rượu uống dở, Đơlusơ mời chúng tôi uống, nhưng chỉ có một cái cốc, và cả bốn chúng tôi uống chung.	A legkisebb Roy fiú felemeli a padló egyik kijáró deszkáját s előhalász alóla egy megkezdett üveg pálinkát. ~~~ Delouche mindannyiunkat megkínál vele, de minthogy csak egy poharunk van, mindannyian abból iszunk.	-0.0281818
Chúng mời tôi dùng trước, có vẻ chiếu cố tôi chưa quen với kiểu cách ăn nhậu này của nông dân và thợ săn... Tôi có phần ngượng ngập.	Nekem adják ide először, mozdulatukban van valami fölényes leereszkedés, mintha még nem lett volna alkalmam hozzászokni az effajta vadász és paraszti szokásokhoz... Bevallom, a leereszkedésük feszélyez valahogy.	0.194595
Chợt ba thằng kia đả động đến Môn, tôi bỗng nảy ra ý muốn cho chún ghiểu rằng tôi biết chuyện của anh và sẽ kể lại, để che giấu sự ngượng ngập và lấy lại thăng bằng của mình.	S minthogy éppen Meaulnes-ra terelődik a szó, elfog a vágy, hogy ezt a feszélyezettséget elűzzem, hogy visszanyerjem lelki egyensúlyomat. ~~~ Be akarom bizonyítani nekik, hogy én aztán ismerem ám az egész históriát s elkezdek fecsegni róla.	-0.01575
Chuyện này làm sao có thể làm hại anh, một khi bất cứ cái gì liên quan đến các cuộc phiêu lưu nơi này của anh đã chấm dứt?...	Nem sok az egész, pár szó, amit mondok. ~~~ Nem is értem, mennyiben árthatnék neki ezzel, hiszen itteni kalandjaira örökre pont tevődött...	-0.00820312
Phải chăng tôi kể chuyện về anh quá kém?	Rosszul meséltem el talán a történetet?	0.253846
Nó không tạo ra được tác động mà tôi chờ đợi.	A többire nem gyakorolt olyan hatást, mint amilyet vártam.	0.294444
Như những người dân quê phúc hậu, không gì khiến phải ngạc nhiên, và các bạn hiện thời của tôi không sửng sốt vì một câu chuyện còn con như vậy.	Újdonsült cimboráim - mint a jó öreg vidékiek, akiket semmi se hoz ki a sodrukból - egy fikarcnyit sincsenek meglepődve.	0.160909
- Xì, một đám cưới chứ gì!	- Hát hol járt volna? ~~~ Egy lakodalmon!	0.16
- Bagiacđông nói.	- ásított unottan Boujardon.	0.907895
Đơlusơ đã xem một đám ở Prévơrănggiơ, còn ly kỳ hơn.	Delouche egy ízben Préverange-ban sokkalta különbet látott ennél.	0.285484
Lâu đài ư?	S miért volna olyan titokzatos ez a kastély?	-0.323077
Thế nào chẳng tìm được những nơi trong vùng nghe nói đến nó.	Biztosan szép számmal vannak a környéken olyanok, akiknek harangoz valami róla az emlékezetükben.	0.189706
Còn tiểu thư?	S miért volt az a hűhó azzal a gyönyörű fiatal lánnyal?	-0.39375
Đi nghĩa vụ quân sự xong, Môn sẽ cưới chứ sao.	Meaulnes, mihelyt leszolgálja katonaéveit, elveszi feleségül.	0.248077
- Lẽ ra - một trong ba thằng tiếp lời - nó phải kể với chúng tao và cho chúng tao xem bức bản đồ.	- Sokkal jobban tette volna - állapította meg valamelyikük -, ha Meaulnes nekünk is beszél róla és nekünk mutatja meg a térképet.	0.507404
ấy thế mà nó lại tìm một thằng Bô-hê-miêng...	Az mégse volt szép tőle, hogy egy ismeretlen komédiással paktált le inkább.	0.2
Mắc cỡ vì không đạt được ý định, tôi muốn tranh thủ thời cơ để kích thích tính tò mò của chúng: tôi quyết định bảo cho chúng biết chàng Bô-hê-miêng là ai, từ đâu tới, số phận thế nào... Bugiacđông và Đơlusơ chẳng mảy may muốn nghe:	Hogy nem volt sikerem, most már legalább ki akartam használni az alkalmat, hogy felcsigázzam a kíváncsiságukat: az volt a tervem, hogy elmondok mindent a komédiásfiúról: kiféle-miféle volt, honnan került ide; különös története talán még őket se hagyja hidegen... De Boujardon és Delouche hallani sem akar róla:	0.267939
- Chính thằng ấy gây ra tất cả.	- Mindent neki köszönhetünk.	0.837931
Nó làm cho Môn xa lánh bạn bè, chứ Môn chân thật có thừa.	Ő fordította el tőlünk Meaulnes szívét, pedig addig micsoda remek cimbora volt!	0.231148
	Az ő agyában született meg az az ostoba ötlet, hogy megostromoljuk, körülkerítsük akkor éjjel a házatokat.	-0.3
Chính nó đầu têu những cuộc tấn công và tập kích ngu ngốc đêm ấy , sau khi lôi kéo chúng tao vào như một đội quân học sinh...	Valósággal basáskodott felettünk, mindannyian a katonái lettünk, mert besorolt mindannyiunkat szabad csapatába...	0.234545
- Mày biết đấy - Giacxmanh vừa khẽ lắc đầu vừa nhìn Bugiacđông nói - tao tố giác nó với cảnh sát là chí phải.	- Ugye, igazam volt - fordult Jasmin Boujardon felé, s aprókat biccentett a feje, míg ezeket mondta -, hogy elmentem a csendőrségre, följelentettem.	0.5175
Nó là một thằng đã làm hại thị trấn và có lẽ còn làm hại nữa...	Megkárosította a városka lakóit, s ha nem teszem, mennyi borsot tört volna még az orrunk alá!...	0.239189
Tôi gần như tán đông với chúng.	Már szinte magam is ezen a véleményen vagyok.	0.25
Chắc rằng mọi việc sẽ khác hẳn, nếu chúng tôi không gán cho các sự kiện tính bí hiểm và bi kịch quá lớn.	Biztosan minden egészen másképpen alakult volna, ha nem kerítünk ennyi hókusz-pókuszt a dolog köré, ha nem fogjuk fel ilyen tragikusan.	0.274138
Ấy là vì ảnh hưởng của chàng Phrăng đã bị mất... ~~~ Tôi đang suy nghĩ lan man thì chợt nghe có tiếng động trong cửa hàng.	Hogy ide jutottunk, mindez kétségtelenül Frantznak köszönhető, ki hontalan lett, ki elveszítette mindenét...	-0.0357143
Giacxmanh đơlusơ vội cất bình rượu vào sau một thùng ton-nô.	De hirtelen, amíg ezeken kérődzöm tűnődve, zaj hallatszik a bolt felől.	0.291045
Bugiacđông béo phì chuồi từ thành cửa sổ xuống, chân đạp phải một vỏ chai đầy bụi, cái chai lăn nên nó hai lần suýt ngã ngửa.	Jasmin Delouche vészes gyorsasággal eldugja a pálinkásüveget egy hordó mögé, a kövér Boujardon leugrik az ablakpárkányról, rálépve véletlenül egy pókháló lepte, üres flaskára, mely feldőlt és gurulni kezd s majdnem kétszer is hasravágódik rajta.	0.0857143
Thằng Roi lỏi con đẩy lưng hai thằng lớn, cũng lùi ra ngoài cho nhanh, suýt sặc vì cười.	A legkisebb Roy fiú hátralöködi őket, hogy mielőbb kint legyünk a helyiségből, miközben majd szétpukkad a röhögéstől.	0.222581
Chẳng hiểu đầu cua tai nheo ra sao, tôi cũng chạy đi với chúng. ~~~ Chúng tôi chạy qua sân, trèo thang lên một gian để chứa cỏ khô.	Tulajdonképpen azt sem tudom, hogy miről van szó, de velük loholok; átvágtatunk az udvaron s egy létrán felkúszunk egymás után a szénapadlásra.	-0.00111111
Tôi nghe tiếng một bà già mắng chúng tôi là đồ vô dụng...	S közben hallom, hogy egy női hang alaposan leteremburáz bennünket, elmond mindennek: léhűtőnek, csavargónak, gézengúznak!	0.0421875
- Tao không ngờ mụ về sớm thế! ~~~ - Giacxmanh thì thào.	- Bízisten, nem hittem, hogy ilyen hamar hazatér - mentegetődzik Jasmin suttogva.	0.12193
Bấy giờ tôi mới hiểu chúng tôi vừa ăn vụng bánh và uống trộm rượu.	Csak most értem meg, csak most döbbenek rá, hogy édesanyja tudta nélkül voltunk ott, suttyomban; s hogy a pálinkát, süteményt csak úgy elemeltük.	0.0769231
Tôi thật thất vọng, cứ như một người chết đuối tưởng đang nói chuyện được với một con người, nhưng bất ngờ nhận ra đó là một con khỉ.	Legalább akkorát csalódtam, mint egy hajótörött, aki azt hiszi: egy emberrel áll szemközt, azzal beszélget s hirtelen nyilallik belé a felismerés, nem ember ez, hanem majom.	0.296203
Tôi chỉ muốn rời đi ngay, những chuyện vớ vẩn này đáng ngán vô cùng.	Egyetlen vágyam van, minél előbb lent legyek erről a szénapadlásról, ez a kis hecc igazán a kedvemet szegte.	0.21039
Mới lại, trời tối rồi... Chúng đưa tôi ra cửa sau, đi qua hai mảnh vườn, vòng một cái ao.	Különben is, késő estére jár az idő... A kertek felé lopódzom. ~~~ Két másik kerten kell átfutnom, most még kikerülöm ezt a pocsolyát.	-0.0479381
Tôi đã ra ngoài đường phố đầy bùn bẩn, ướt lấp lánh, phản chiếu ánh đèn hiệu cà phê đanien.	S ott vagyok, a sáros, esőáztatta utcán; a Daniel-féle kocsma előtt, melynek fényei ki-kivillannak az útra, megcsillantva a tócsák tetejét...	0.224299
Tôi chẳng hãnh diện về chuyện vừa rồi.	No, nem valami nagyon dicsekedhetnék el a mai estémmel.	0.273913
Thế là đã đến quảng trường Bốn Đường.	Már az útkereszteződésnél járok.	0.183333
Đến chỗ ngoặt, không sao cưỡng được, bỗng nhiên tôi thấy một khuôn mặt nghiêm khắc và thân thiết mỉm cười với mình, cái vẫy tay cuối cùng và cỗ xe biến mất...	S anélkül, hogy akarnám, hirtelen arról, amerre elfordul az út, felrémlik egy darabos, testvéri arc; még látom, amint utolsókat integet kezével s aztán a kocsit elnyeli a messzeség...	0.280588
Áo blu của tôi kêu sột soạt trong một làn gió lạnh.	Metsző, hideg szél paskolja a kabátomat, mintha csak a téli szél ébredt volna fel.	0.192857
Cơn gió này sao giống đến thế cái gió trời tươi đẹp và bi thảm đến xót lòng mùa đông vừa qua.	S erről eszembe jut a szomorú, de mégis oly gyönyörű múlt. ~~~ Egyszerre minden olyan vigasztalannak tűnik előttem.	-0.00285714
Chỉ vậy thôi, tôi đã thấy mọi chuyện bớt đơn giản và dễ dàng.	Az osztály hatalmas termében várnak rám a vacsorával.	0.178846
Trong phòng học lớn mà cha mẹ tôi đang chờ tôi vể ăn tối, từng luồng gió lạnh đột ngột thốc vào, trong khi lò sưởi chẳng tỏa ấm được bao.	A kályha csak csínján köpködi a meleget, a heves szélrohamok szerteviszik a langyos levegőt.	0.0655172
Cha mẹ trách tôi cả chiều đi lêu lỏng, còn tôi thì rét run cầm cập.	Szinte ráz a hideg, míg apám és anyám prédikációt tartanak, hogy délután elcsavarogtam.	0.246575
Để trở lại cuộc sống bình thường trước đây, tôi cũng không được hưởng niềm an ủi là ngồi vào bàn ăn ở chỗ quen thuộc của mình.	Még az sem vidámítja a szívem, hogy leüljek az asztal mellé, régi gyerekkori helyemre, így visszarázódva a hajdani megszokott keretek közé.	0.261364
Tối hôm ấy, mẹ tôi không bày bàn ăn.	Ma este Millie nem terített meg; mindannyian a térdünkről eszünk, oda telepedve, ki hova tud - szanaszét a sötét teremben.	-0.219512
Chúng tôi để đĩa ăn trên đầu gối, muốn ngồi đâu trong căn phòng ảm đạm cũng được.	Szótlanul, csöndesen majszolom a lepényt, melyet anyám a kályhán sütött meg - ezzel akart kiengesztelni bennünket, hogy egész nap hazátlanok voltunk, hogy ott kellett csellengenünk a tanteremben.	0.0371134
Tôi lặng lẽ ăn bánh đa nướng đến cháy sém trên nắp lò sưởi đỏ rực.	Az izzóra hevült karikákon azonban sajnos, a tészta kicsikét odaégett...	0.257143
Đây hẳn là sự đền bù cho ngày thứ năm nghỉ ngay trong lớp học.	Vacsora után egyedül, halálosan egyedül vagyok a szobámban.	0.237931
Sau đó, trơ trọi trong căn phòng xưa, tôi đi nằm sớm để gạt đi nỗi ân hận mà dù rất buồn, tôi vẫn cảm thấy.	Amilyen gyorsan csak tudom, lehányom magamról a ruhát és zsupsz, be az ágyba, a dunyha alá.	0.162651
Nhưng, trong đêm khuay khoắt, hai lần tôi choàng tỉnh.	Ezzel akarom elcsitítani, elbabusgatni magamban a lelkiismeret-furdalást, mely szomorúságom mélyéből egyszerre csak felütötte fejét.	-0.0842105
Lần đầu, tôi tưởng như nghe thấy tiếng cọt kẹt của chiếc giường bên cạnh, trên đó Môn vốn hay đột ngột trở mình.	Az éj folyamán kétszer is felébredtem, először mintha megreccsent volna Meaulnes ágya, melyen ő hirtelen szokott, egyetlen mozdulattal megfordulni.	0.286364
Lần hai, tiếng chân anh lướt nhẹ trên các gian kho trong cùng tầng hai như người thợ săn đang rình con thú...	Másodszor arra riadtam, mintha Augustin lopódzna nesztelenül a padlás hatalmas térségein keresztül, megbolygatva az éjszaka csendjét...	0.254867
Chương 12	Tizenkettedik fejezet	0.0272727
BA BỨC THƯ CỦA MÔN	HÁROM LEVELET KAPOK MEAULNES-TÓL	0.142857
Cả đời, tôi chỉ nhận được của Môn ba cánh thư.	Három levelet írt mindössze Meaulnes, csak ennyit kaptam tőle életemben.	0.230357
Hiện chúng vẫn còn trong một ngăn tủ com-mốt nhà tôi.	Még mindig őrzöm őket, valahol a fiókosszekrényem mélyén.	0.3
Mỗi lần đọc lại, tôi vẫn man mác buồn như mới gần đây thôi.	Valahányszor a kezembe kerülnek, mindig úgy olvasom őket, mint akkor régen, ugyanolyan szomorúság szorítja el a szívem.	0.115714
Thư thứ nhât đến với tôi một ngày sau khi anh lên đường.	Első levele, alighogy elutazott, két vagy három napra rá érkezett.	0.3
"Phrăngxoa thân yêu của tớ,	Kedves François,	0.0529412
Hôm nay, ngay khi đến Paris, tớ đã đến trước ngôi nhà được chỉ.	Ma délután, alighogy megérkeztem Párizsba, rögtön elmentem a megadott címre.	0.291781
Tớ chẳng hề thấy gì.	Az eredmény: semmi.	0.189474
Có ai ở đấy đâu. ~~~ Sẽ chẳng bao giờ có ai ở đó.	Nem tartózkodik senki a házban, s van egy olyan érzésem, hogy sohase találok itt senkit.	-0.0681818
Ngôi nhà mà Phrăng nói chỉ là một khách san nhỏ hai tầng.	A szóbanforgó ház különben egyemeletes kis palota.	0.234
Buồng của tiểu thư Gale chắc hẳn là ở tầng hai.	De Galais kisasszony szobája valószínűleg az emeleten van.	0.288889
Các cửa sổ tầng ấy bị che khuất hơn tầng dưới.	Az ablakokat ott fent valósággal elrejtik a lombok.	0.242553
Nhưn đi trên vỉa hè, có thể nhìn thấy khá rõ.	A járdáról azonban egész jól lehet látni őket.	0.280851
Các màn cửa đều khép kín, và có điên mới hy vọng rằng một ngày nào đó, bộ mặt của Yvon de Gale có thể hiện ra giữa các màn cửa đã kéo sang bên ấy.	Jól látszanak a gondosan összevont függönyök, s azt hiszem, csak egy bolondban merülhetne fel az a reménység, hogy majd egy nap fellibben az egyik és mögüle kibukkan Yvonne de Galais arca.	0.373125
Nhà nằm trên môt đại lộ... Mưa rơi lộp bộp trên những cây lớn đã ngắt xanh.	A ház homlokzata az egyik körútra néz... Már rügyeznek a fák, s kicsit szemerkélt az eső.	0.292857
Có thể nghe rõ tiếng chuông leng keng của những đoàn tàu điện xuôi ngược không ngừng.	Nem messze tőlem, szünet nélkül jöttek-mentek, csilingeltek a villamosok.	0.202817
Suốt gần hai giờ, tớ quanh quẩn dưới các cửa sổ.	Sokáig mászkáltam föl s alá az ablakok alatt, talán két óra is eltelhetett közben.	0.184211
Thấy có một hàng rượu, tớ dừng lại vào uống để khỏi bị ngờ là một thằng cướp sắp định giở trò gì.	A mellette levő házban egy borkereskedőnek a pincéje van, betértem hozzá egy pohárra, mert idegesített az a tudat, hogy betörőnek nézhetnek, aki valamilyen gaztetten töri a fejét.	0.1825
Rồi lại tiếp tuc cuộc rình chờ không hy vọng.	S aztán megint föl s alá sétáltam, mint egy őrszem, hiábavalóan, reménytelenül.	0.135294
Đêm đã đến.	Lassan leszállt az est.	0.211765
Gần khắp các nơi, các cửa sổ đều sáng ánh đèn, nhưng cả căn nhà này vẫn tối như bưng.	Az ablakok mögött majdnem mindenütt kigyúltak a lámpák, de az én ablakaim mögött nem villant fel semmi fény.	0.284536
Chắc chắn là không có ai.	Biztosan üres a ház.	0.18
Vậy mà lễ Phục sinh sắp đến.	Pedig már nem soká itt van a Húsvét.	0.291176
Lúc tới sắp bỏ đi, một cô gái, hay một người đàn bà trẻ - tớ không biết - đến ngồi xuống một trong những cái ghế băng ướt nước mưa.	Épp akkor, amikor elhatároztam, hogy hazamegyek, feltűnt a sarkon egy fiatal lány vagy asszony - magam sem tudom, melyik lehet inkább -, s leült a fák alá az egyik padra, melyet csatakosra paskolt az eső.	0.336134
Cô mặc trang phục đen với cái cổ hồng trắng nhỏ.	Fekete ruha volt rajta, kis fehér csipkegallérral a nyakán.	0.294545
Khi tớ đi, cô vẫn còn ngồi đó, bất động, bất chấp cái lạnh của đêm, chờ ai hay cái gì nào ai biết được.	Amikor végül is eljöttem, még mindig ott ült, mozdulatlanul, pedig hűvös lett az este. ~~~ Csak ült és mintha valamire várt volna. ~~~ Vagy tán valakit várt?	-0.100847
Cậu biết Paris đầy những thằng điên như tớ.	Ebből is láthatod, hogy Párizsban garmadával szaladgálnak a hozzám hasonló bolondok.	0.126923
Ôguyxtanh"	AUGUSTIN	0.2
Thời gian trôi qua, tôi đã hoài công đợi chờ một lời của Môn và thứ hai là ngày Lệ Phục sinh và suốt những ngay sau đó - hết sức êm đềm sau lễ Phục sinh vĩ đại, những ngày này dường như chỉ gợi ra ý nghĩ là hè sắp đến.	Telt, múlt az idő. ~~~ Augustin nem írt, sem húsvéthétfőn, sem az elkövetkező napokban, hiába vártam tőle legalább egy kártyát. ~~~ S ráadásul, hogy elmúlt a nagy húsvéti láz, csöndesebbek, nyugodtabbak lettek a napok, s mi mást is tehettem, vártam a nyarat. ~~~ Aztán jött június, a vizsgák ideje.	-0.156448
Tháng sáu đem về các cuộc thi và cái nóng khủng khiếp với hơi nước đọng ngột ngạt khắp nơi trong vùng mà không có một ngọn gió nào đến phá.	Elviselhetetlenül meleg volt ez a június, fojtogató párája rátelepedett a vidékre s még csak meg sem mozdult a levegő, még csak egy enyhe szélfuvalom se lebbent a fák között.	0.288387
Ban đêm trời cũng chẳng dịu đi, nên vẫn phải chịu đựng cực hình đó.	Az éjszakák is ilyenek voltak, szárazak, fojtogatóak, nem hoztak semmi lehűlést s így egy pillanatra sem enyhült e kínzó gyötrelem.	0.129114
Chính trong tháng sáu không chịu nổi ấy, tôi nhận được cánh thư thứ hai của Môn.	Ezekben a tébolyító júniusi napokban kaptam meg Meaulnes második levelét.	0.223944
