Émile Zola	ÉMILE ZOLA	0.3
Đó là đêm tân hôn của Thérèse và Laurent.	Ilyen volt Therese és Laurent nászéjszakája.	0.286364
Chương 22	XXII.	0.05
Những đêm sau đó còn nghiệt ngã hơn.	A következő éjszakák még kegyetlenebbek voltak.	0.24878
Hai kẻ giết người muốn cả hai trong đêm cùng chống chọi với người chết trôi, và bởi một hiệu ứng kỳ lạ, từ khi họ ở bên nhau, họ càng run sợ nhiều hơn.	A gyilkosok kettesben akartak lenni éjszakára, hogy védekezhessenek a vízbefúlttal szemben és különös, hogy amióta együtt voltak, azóta még jobban remegtek.	0.256
Họ phẫn nộ, họ kích thích thần kinh, họ chịu đựng những cơn lốc ghê gớm của đau khổ và khiếp hãi, trong khi trao đổi chỉ một lời một ánh mắt.	Amint csak egy szót váltottak, vagy csak egymásra néztek, már felindultak, felizgatták az idegeiket s a szenvedés és a félelem kegyetlen rohamait állották ki.	0.271429
Chỉ một câu chuyện nhỏ nhặt nhất, một chút giáp mặt nhau, họ cũng thấy ngượng nghịu, họ hoang tưởng.	Ha csak a legkisebb beszélgetésbe kezdtek, vagy ha csak kis időre is egyedül maradtak, már izgalomba estek és őrjöngtek.	0.286486
Bản chất khô khan và dễ kích động của Thérèse đã tác động một cách kỳ lạ lên bản chất thô lỗ và xung động của Laurent.	Therese száraz és ideges természete furcsa hatással volt Laurent sűrűvérű temperamentumára.	0.151648
Trước kia, trong thời kỳ đam mê, sự khác biệt về khí chất đã khiến gã đàn ông và người đàn bà này thành một đôi lứa gắn bó chặt chẽ khi xác lập giữa họ một thứ trạng thái quân bình có thể nói là bổ sung cho thể chất của họ.	Valamikor, a szenvedélyük napjaiban, vérmérsékletük különbözősége hatalmasan összefűzte egy párrá ezt a férfit és ezt a nőt; bizonyos egyensúly jött létre köztük, szervezetük úgyszólván kiegészítette egymást.	0.246729
Gã tình nhân trao cho bầu máu nóng còn cô bạn tình là những dây thần kinh, và họ sống bù đắp cho nhau, cần những nụ hôn của nhau để điều hoà bộ máy của cơ thể họ.	A férfi adott valamit a véréből, a nő pedig az idegeiből s egyik a másikban élt; szükségük volt a másiknak a csókjára, mint létük gépezetének szabályozójára.	0.253247
Nhưng một sự trục trặc vừa phát sinh, những sợi thần kinh kích thích quá độ của Thérèse đã lấn áp.	De megbomlott ez az egyensúly; Therese túlságosan felizgatott idegei felülkerekedtek.	0.185185
Laurent đột nhiên thấy mình bị nén vào giữa cơn kịch phát thần kinh, dưới tác động mãnh liệt của thiếu phụ, tính khí hắn dần dần trở nên như của một cô gái bị dày vò bởi một chứng loạn thần kinh gay gắt.	Laurent egyszerre csak valami betegesen izgatott állapotba jutott; a fiatal asszony tüzes befolyása alatt lassankint olyan lett a temperamentuma, mint egy akut idegességben szenvedő leányé.	0.318275
Hắn đã tò mò quan sát những thay đổi phát sinh đôi lúc trong một vài cơ thể nào đó, theo sau những hoàn cảnh xác định.	Érdekes volna tanulmányozni azokat a változásokat, melyek a meghatározott körülmények következtében néha bizonyos szervezetekben végbemennek.	0.269291
Những thay đổi đó khởi đi từ thể xác, nhanh chóng truyền thông đến bộ óc, đến toàn bộ con người.	Ezek a változások, melyek a testből indulnak ki, nemsokára kiterjednek az agyra, az egész egyéniségre.	0.253125
Trước khi biết Thérèse, Laurent có bản chất nặng nề, sự bình tĩnh thận trọng, cuộc sống hăng máu của con trai một người nông dân.	Laurent mielőtt megismerte Thereset, olyan nehézkes, olyan okosan nyugodt s olyan vérmes volt, mint egy parasztfiú.	0.365042
Hắn ngủ, ăn, uống theo bản năng của loài thú.	Aludt, evett, ivott, mint egy állat.	0.136364
Vào mọi lúc, trong mọi sự việc của cuộc sống thường nhật, hắn hít thở một làn hơi rộng rãi và dầy đặc, hài lòng với chính mình, hơi đần độn vì béo tốt.	Minden órában, a mindennapi élet összes körülményei között nagy lélegzettel szívta a levegőt, meg volt elégedve magával s a kövérsége egy kissé elbutította.	0.259091
Trong sâu kín của cái xác thịt nặng nề, đôi lúc hắn cảm thấy có hơi kích thích.	Elnehezült testében alig érzett néha valami csiklandozást.	0.144828
Chính những kích thích đó mà Thérèse đã phát triển thành những cơn chấn động khiếp đảm.	Ezeket a csiklandozásokat Therese hatalmas rohamokká fejlesztette.	0.119048
Nàng đã làm phát sinh trong cái cơ thể to lớn béo tốt và mềm nhão có một hệ thần kinh nhạy cảm đến ngạc nhiên.	Ebben a nagy, kövér, tunya testben csodálatos érzékenységű idegrendszert hozott mozgásba.	0.1875
Laurent, kẻ trước kia hưởng thụ cuộc sống bằng dòng máu hơn là những dây thần kinh, nay có những giác quan bớt thô lậu hơn.	Laurentnak, aki azelőtt inkább a vérével élvezte az életet, mint az idegeivel, most kevésbbé durvák voltak az érzékei.	0.244248
Một cuộc sống thuộc về thần kinh, thống thiết và mới mẻ đối với hắn, làm cho hắn đột nhiên bộc lộ ở những nụ hôn đầu tiên của người tình.	Egyszerre egy ideges, szívetszúró új lét tárult fel előtte, a szeretője első csókjaitól.	0.0409091
Cuộc sống đó gia tăng bội phần khoái cảm, mang đến cho niềm vui dấu ấn nhức buốt đến nỗi lúc đầu hắn đâm ra hoảng sợ. ~~~ Hắn cuống cuồng lao vào những cơn kích động ngây ngất mà bầu máu hắn chưa bao giờ mang lại cho hắn.	Ez a lét megtízszerezte vágyait s oly éles jelleget adott az örömeinek, hogy eleinte majd belebolondult; heves szerelmében teljesen belemerült ezekbe a részeg rohamokba, amelyekben csupán a vére révén soha sem volt része.	-0.0308824
Thế là nảy sinh trong hắn một tác động lạ thường, những sợi thần kinh được giải phóng, áp đảo yếu tố khí huyết và chỉ sự kiện đó đã thay đổi bản chất của hắn.	Ekkor különös folyamat ment végbe benne; az idegei kifejlődtek, szervezetének vérmes elemei fölé kerekedtek és már maga ez a tény megváltoztatta a természetét.	0.231373
Hắn đánh mất sự bình tĩnh, sự nặng nề, hắn không còn sống một cuộc sống uể oải nữa.	Elvesztette a nyugalmát, elmult a nehézkessége és most már csak valami álom-életet élt.	0.242857
Thời điểm mà những sợi dây thần kinh và bâu máu giữ thế cân bằng chính là thời điểm của sự hưởng thụ sâu xa của cuộc sống hoàn hảo.	Elérkezett az a perc, amikor az idegei és a vére között helyreállott az egyensúly; ez a mélységes élvezetnek, a tökéletes létnek a perce volt.	0.257143
Rồi những dây thần kinh lấn lướt, thế là hắn rơi vào trong những mối lo âu giày vò thể xác và tinh thần đã bị rối loạn của hắn.	Azután már az idegek jutottak uralomra s azokba a félelmekbe esett, amelyek testét és megzavart lelkét zaklatták.	0.191429
Chính vì vậy Laurent bắt đầu run sợ trước một xó tối, như một đứa trẻ nhát gan.	Ez volt az oka annak, hogy Laurent egy sötét zug előtt úgy elkezdett reszketni, mint egy gyáva gyermek.	0.454598
Con người run rẩy và nhớn nhác, cá thể mới vừa tống khứ khỏi nó người nông dân thô lỗ và u mê, cảm thấy những nỗi sợ hãi, lo âu của những khí chất dễ kích động.	Az a remegő és félénk lény, az az új egyéniség, amely benne a nehézkes és elbutult parasztból kialakult, az ideges temperamentumok minden félelmét és aggodalmát érezte.	0.25875
Mọi cảnh ngộ, những vuốt ve man dại của Thérèse, cơn sốt của tội ác, sự bồn chồn chờ đợi lạc thú, tất cả đã khiến hắn như hoá rồ, khi kích thích các giác quan, tác động đột ngột và liên hồn lên những sợi thần kinh của hắn.	Mindezek a körülmények, Therese vad szenvedélye, a gyilkosság láza, a kéjnek ijedt várása kimerítették az érzékeit s idegeinek meglepő és gyakran ismétlődő zaklatásával csaknem megőrjítették.	0.201047
Sau cùng sự mất ngủ tất nhiên phải đến, mang theo nó là ảo giác.	Mindezekhez vesztére még az álmatlanság is hozzájárult s ez magával hozta a rémlátásokat.	0.228169
Từ đó, Laurent quay cuồng trong cuộc sống không chịu đựng nổi, trong nỗi khiếp sợ mà hắn đang cố giãy giụa.	Laurentnak ettől kezdve tűrhetetlen lett az élete, belezuhant abba az örök ijedtségbe, amelyben vergődött.	0.247059
Những nỗi ân hận của hắn thuần tuý thể chất.	Lelkiismeretfurdalásai tisztán csak fizikaiak voltak.	0.288462
cơ thể, những sợi thần kinh bị kích thích, và xác thịt run rẩy chỉ vì sợ hãi người chết trôi.	Csak a teste, izgatott idegzete és remegő húsa félt a vízbefúlt embertől.	0.15
Lương tâm của hắn không can dự gì cả trong những nỗi khiếp sợ đó, hắn không hề có chút hối tiếc khi đã giết Camille, những lúc yên tĩnh, những lúc bóng ma không có ở đó, hắn có lẽ sẽ lại phạm tội giết người, nếu hắn nghĩ rằng đó là đòi hỏi của quyền lợi.	Maga a lelke nem szólalt meg a félelmében, a legkevésbbé sem bánta, hogy megölte Camillet; mikor nyugodt volt, mikor nem volt ott a kísértet, képes lett volna újból elkövetni a gyilkosságot, ha úgy gondolta volna, hogy az érdeke megköveteli.	0.207692
Vào lúc ban ngày, hắn cười ngạo những nỗi khiếp sợ của hắn, hắn tự hứa mình sẽ mạnh mẽ, hắn mắng mỏ Thérèse, buộc tội nàng đã làm hắn rối trí.	Napközben mulatott az ijedelmein, igérgette magának, hogy erős lesz, szidta Thereset, őt okolta hogy ő zavarja meg; szerinte Therese volt az, aki remegett s egyedül Therese idézte elő esténként fenn a szobában azokat a rémítő jeleneteket.	0.208929
Theo hắn, chính Thérèse làm hắn run rẩy, chỉ duy nhất Thérèse đã mang lại những cảnh tượng kinh hoàng ở trong phòng vào buổi tối.	De amint az éj leszállt, attól kezdve, hogy bezárkózott a feleségével, jéghideg verejték jelentkezett a bőrén s gyerekes ijedtség lepte meg.	0.281955
Mỗi khi màn đêm buông xuống, khi đã nhốt mình cùng với người vợ trong phòng, mồ hôi lạnh lại đẫm ướt đa, những nỗi khiếp sợ trẻ con lại khuấy đảo hắn.	Ily módon időszaki kriziseket állt ki, idegrohamokat, amelyek minden este megismétlődtek és megrontották az érzékeit, áldozatának zöld és csúf arcát tárva eléje.	0.26962
Hắn chịu đựng như thế những cơn sốc định kỳ, những cơn sốc thần kinh trở lại vào từng buổi tối, làm rối loạn giác quan hắn, bày ra cho hắn bộ mặt xanh xao và ghê tởm của nạn nhân của hắn.		-0.3
Có thể nói đó là những cơn sốc của một chứng bệnh đáng sợ, một thứ rối loạn năng lực cảm giác của hành vi giết người.	Azt lehetett volna mondani róla, hogy valami borzasztó betegségnek, talán a gyilkolás hisztériájának rohamai törtek ki rajta.	0.252101
Tên của bệnh, bệnh chứng thần kinh, thực tế là cái duy nhất phù hợp với những nỗi sợ hãi của Laurent.	Laurent ijedelmét valóban nem lehet másnak, mint betegségnek, ideges bántalomnak nevezni.	0.197647
Bộ mặt hắn co giật, tay chân hắn cứng đờ ra, tưởng như những dây thần kinh rối nùi trong hắn.	Az arca görcsösen eltorzult, a tagjai megmerevedtek; látszott rajta, hogy az idegek vonaglanak benne.	0.26087
Cơ thể đau đớn kinh khủng, còn tâm hồn thì trống rỗng.	A teste borzasztóan szenvedett, de a lelke nem vett részt e szenvedésben.	0.280645
Kẻ khốn khổ không cảm thấy lòng ân hận, nỗi đam mê của Thérèse đã truyền cho hắn một cái ác khủng khiếp, và đó là tất cả.	A nyomorult nem érzett semmi megbánást; Therese szenvedélye valami borzasztó bajt oltott beléje és ennyi volt az egész.	0.221622
Thérèse cũng vậy. ~~~ Nàng bị dày vò bởi những xúc động sâu xa.	Therese maga is nagy megrázkódtatásokon ment keresztül.	-0.0223404
Nhưng ở Thérèse bản chất bẩm sinh chỉ là kích động quá đỗi.	De őbenne csak eredeti természete fejlődött ki a rendes mértéken túl.	0.286567
Từ tuổi lên mười, người phụ nữ này đã bị xáo trộn bởi những rối loạn thần kinh, mà một phần là do cái cách mà nàng đã lớn lên trong không khí nóng ẩm và lợm giọng của căn phòng nơi thằng nhỏ Camille nằm rên rỉ.	Ennek a nőnek tíz éves kora óta zavarok voltak az idegzetében, amelyeket részben az a mód okozott, ahogyan felnőtt annak a szobának a langyos és csömörtkeltő levegőjében, ahol a kis Camille hörgött.	0.308206
Nó chất chứa trong nàng những cơn giông tố, những dòng chảy mạnh mẽ sẽ bùng nổ về sau thành những cơn bão đích thực.	Felgyülemlettek benne a viharok, azok a hatalmas áramok, amelyeknek később valóságos förgetegben kellett kitörnie.	0.245455
Laurent đã hướng về nàng cái mà nàng đã hướng về Laurent, như một cú sốc khốc liệt.	Laurent az volt reá nézve, ami ő volt Laurentra nézve, valami brutális megrázkódtatás.	0.470912
Ngay từ cái ôm ghì đầu tiên của tình yêu, tính khí khô khan và thiên về nhục cảm của nàng đã phát triển với sức mạnh hoang dại, nàng chỉ còn sống vì đam mê.	Az első szerelmes öleléstől kezdve vad energiával fejlődött száraz és kéjvágyó temperamentuma; most már csak a szenvedélyének élt.	0.205385
Ngày càng buông trôi theo những cơn sốt thiêu đốt, nàng càng đạt tới một thứ đê mê bệnh hoạn.	Egyre jobban átengedte magát azoknak a lázaknak, amelyek emésztették, míg végre eljutott valami beteges kábultság állapotába.	0.254717
Những sự kiện làm nàng ngợp ngụa, tất cả đẩy nàng vào một cơn rồ dại.	Az események nyomasztóan hatottak rá, minden az őrületbe hajszolta.	0.216923
Trong những nỗi sợ hãi của mình, nàng tỏ ra đàn bà hơn anh chồng mới, nàng có những nỗi ân hận mơ hồ, những nuối tiếc không dám thú nhận. ~~~ Nàng tràn ngập ước muốn được quỳ xuống và van nài bóng ma của Camille, cầu xin gã gia ân trong khi thề thốt sẽ làm gã nguôi ngoai bằng lòng hối hận của mình.	Ijedelmeiben még nőiesebbnek bizonyult, mint az uj férje; valami határozatlan lelkiismeretfurdalást érzett, valami bánatot, amit nem vallott be; szerette volna térdre borulva kérlelni Camille szellemét, hogy könyörüljön rajta, szeretett volna megesküdni neki, hogy bánatával meg fogja engesztelni.	-0.0231183
Có thể Laurent nhận ra lòng hèn nhát của Thérèse.	Lehet, hogy Laurent talán észrevette Theresenek ezt a gyávaságát.	0.543396
Khi một nỗi lo sợ chung khuấy đảo họ, hắn đổ tội cho nàng, đối xử với nàng một cách thô bạo.	Mikor a közös félelem zaklatta őket, belekapaszkodott Theresebe és durván bánt vele.	0.203704
Những đêm đầu tiên, họ không thể ngủ được.	Az első éjszakákon nem bírtak aludni.	0.162162
Họ ngồi trước ngọn lửa, hoặc đi ngang đi dọc trong phòng, như ngày đám cưới.	Várták a reggelt, a tűz előtt ülve s fel s alá sétálva, mint az esküvőjük napján.	0.26962
Ý nghĩ nằm bên nhau trên giường làm họ ghê tởm khủng khiếp.	Az a gondolat, hogy egymás mellett feküdjenek az ágyban, valami borzasztó idegenkedést keltett benne.	0.179104
Như một thoả thuận mặc nhiên, họ tránh ôm hôn nhau, thậm chí họ không nhìn chiếc giường Thérèse vẫn xếp dọn mỗi sáng.	Hallgatag megegyezéssel kerülték a csókolózást, rá se néztek az ágyra, amelyet Therese reggel összekuszált.	0.223585
Khi sự mệt mỏi trĩu nặng, họ ngủ trong một hoặc hai giờ trên ghế bành, để rồi giật nẩy người tỉnh dậy, sau hồi kết cục thảm hại của một cơn ác mộng nào đó.	Ha a fáradtság elnyomta őket, egy vagy két órát aludtak a karszékben s hirtelen felriadtak, ha valami rossz álmukban szomorú fordulat következett be.	0.206522
Khi thức giấc, tay chân họ cứng đờ và mỏi nhừ, gương mặt họ lấm tấm những đốm tím tái, cả người run lập cập vì khó chịu và vì lạnh, họ lặng nhìn nhau sững sờ, kinh ngạc thấy mình như vậy, trong khi đối mặt nhau ngượng ngùng kỳ lạ, xấu hổ vì phô bày nỗi ghê tởm và khiếp sợ của mình.	Mikor felébredtek, meredt és kimerült tagokkal, az arcuk tarka volt a fakó foltoktól s vacogott a foguk a félelemtől és a hidegtől, csodálkozva és elbámulva néztek egymásra, mert valami furcsa szégyenkezést láttak egymásnak az arcán, azt a szégyent, hogy elárulták utálatukat és megrettenésüket.	0.257143
Mặt khác họ chống chọi với cơn buồn ngủ trong khả năng có thể.	Különben küzdöttek az álom ellen, amennyire csak bírtak.	0.214286
Họ nói những chuyện không đâu trong khi hết sức chú ý để không bỏ rơi câu chuyện.	A kandalló két sarkához ültek s ezerféle semmiségről beszélgettek, nagyon vigyázva arra, hogy félbe ne szakadjon a beszélgetésük.	0.184615
Có một khoảng không gian rộng giữa họ, đối diện với lò sưởi.	Tágas térség volt közöttük, a tüzhellyel szemben.	0.176471
Khi quay đầu lại, họ tưởng tượng ra Camille đã đến ngồi và chiếm khoảng không đó, đang sưởi hai bàn chân một cách nhạo báng bi thảm.	Ha elfordították a fejüket, azt képzelték, hogy Camille odamegy a székhez és hogy elfoglalja ezt a szabad helyet és valami gyászosan tréfás módon melegíti a lábait.	0.398949
Ảo giác đó họ đã gặp buổi tối tân hôn nay đêm nào cũng trở lại.	A nászéjszakának ez a látománya minden éjjel visszatért.	0.210526
Xác chết câm lặng và giễu cợt tham dự vào cuộc trò chuyện của họ, thi thể biến dạng khủng khiếp đó luôn luôn ở đó, trĩu nặng họ một nỗi lo âu triền miên.	Ez a hulla, mely némán és gúnyolódva ott volt a beszélgetéseiknél, ez a borzasztóan eltorzult holttest, amely mindig jelen volt, folytonos aggódással töltötte el őket.	0.26962
Họ không dám cựa quậy, họ không muốn nhìn những ánh lửa cháy rực và khi không cưỡng được, liếc mắt sợ sệt nhìn bên cạnh, đôi mắt họ, nóng rát vì than hồng, gây nên ảo giác và tạo nơi họ những ánh phản chiếu đo đỏ.	Nem mertek félrefordulni, az égő lángokba bámulva majdnem megvakultak és mikor valami leküzdhetetlen erő arra bírta őket, hogy egy félénk pillantást vessenek oldalt, szemeik, amelyeket az égő szén felizgatott, létrehozták a látományt, amelyre a tűz vöröses fényt vetett.	0.281481
Laurent cuối cùng không muốn ngồi nữa, cũng không thú nhận với Thérèse nguyên nhân của sự thay đổi thất thường này.	Laurent végül már nem is akart odaülni, de ennek a szeszélynek az okát nem mondta meg Theresenek.	0.326894
Thérèse hiểu rằng Laurent đã nhìn ra Camille, như chính nàng cũng nhìn thấy gã. ~~~ Đến phiên mình nàng tuyên bố rằng sức nóng làm nàng khó chịu, và tốt hơn là nàng cách lò sưởi vài bước.	Therese megértette, hogy Laurentnak is éppen úgy kell látnia Camillet, mint ahogy ő látja; ő a maga részéről azt mondta, hogy rosszul van a melegtől és hogy jobb volna néhány lépéssel odább ülni a kandallótól.	-0.00306122
Nàng đẩy chiếc ghế bành đến chân giường và ngồi ở đó, nàng rũ rượi hẳn đi trong khi người chồng l.ai tiếp tục tới lui trong phòng.	Az ágy végéig tolta a karosszékét és belemerült, míg a férje újra kezdte a sétát a szobában.	0.11
Thỉnh thoảng hắn tới mở cửa sổ, để đêm lạnh tháng giêng tràn vào phòng cùng làn hơi buốt giá của nó.	Laurent néha kinyitotta az ablakot s engedte, hogy a hideg januári éjszaka megtöltse a szobát fagyos leheletével.	0.268269
Điều đó làm diu đi cơn sốt của hắn.	Ez lecsillapította a lázát.	0.15
Trong một tuần lễ, đôi vợ chồng mới cưới phải qua suốt đêm như thế.		-0.3
Họ ngủ vật vờ, nghỉ ngơi một ít vào ban ngày.	Az új házasok egy hétig az egész éjszakát így töltötték.	0.265385
Thérèse đàng sau quầy hàng của tiệm, Laurent thì trong sở làm.	Ha elálmosodtak, napközben pihentek egy kissé, Therese benn a bolt irodahelyiségében, Laurent a hivatalában.	0.374053
Ban đêm, họ thuộc về nỗi đau và sự sợ hãi.	Éjjel a fájdalom és a félelem rabjai voltak mind a ketten.	0.282
Và điều càng kỳ lạ hơn là thái độ họ đối với nhau.	És még különösebb volt az a magatartás, amelyet egymás iránt tanusítottak.	0.236066
Họ không thốt một lời yêu đương, họ giả vờ quên đi quá khứ, dường như họ chấp nhận, chịu đựng nhau như người bệnh cảm thấy một lòng thương xót thầm kín dành cho nỗi đau khổ chung.	Egyetlen szerelmes szót sem ejtettek ki, úgy tettek, mintha elfelejtették volna a multat; úgy látszott, hogy elfogadják és megtűrik egymást, mint ahogy a betegek valami titkos szánalmat éreznek egymás iránt a közös szenvedéseik miatt.	0.282524
Cả hai đều hy vọng che giấu sự chán ngán và sự sợ hãi của họ, và không ai trong họ tỏ ra nghĩ đến sự lạ thường của những đêm họ đã trải qua, những đêm soi sáng cho nhau tình trạng đích thực của con người họ.	Mind a ketten remélték, hogy eltitkolhatják ellenszenvüket és félelmüket s úgy látszik, egyikük sem gondolt arra, hogy milyen különösek az éjszakáik, amelyeknek kölcsönösen fel kellett volna őket világosítani létük valódi állapotáról.	0.298701
Khi họ đứng đó cho đến bình minh, hầu như không nói năng gì với nhau, tái mặt vì một tiếng động nhỏ nhặt nhất, họ có vẻ tin rằng mọi cặp vợ chồng mới cưới đều cư xử như vậy, trong những ngày đầu tiên của cuộc hôn nhân.	Mikor reggelig fennmaradtak s alig beszéltek egymással, ellenben a legkisebb zajra is elsápadtak, úgy látszott, azt hiszik, hogy minden új házas így viselkedik a házasságának első napjaiban.	0.177966
Đó là thói đạo đức giả vụng về của hai người điên.	Két bolond ügyetlen álszenteskedése volt ez.	0.170455
Sự mệt mỏi chẳng mấy chốc làm họ rã rời đến mức một buổi tối họ quyết định ngủ trên giường.	A fáradtság csakhamar annyira kimerítette őket, hogy egy este elhatározták, hogy az ágyba fekszenek.	0.24
Họ không thay quần áo, cứ để nguyên áo xống nhảy lên lớp chăn phủ giường, trong khi dè chừng da thịt đụng chạm nhau.	Nem vetkőztek le, csak felöltözve dőltek rá a paplanra, félve, hogy a bőrük érintkezni talál.	0.17
Tưởng chừng như họ sẽ bị một chấn động đau đớn từ một tiếp xúc nhỏ nhặt nhất.	Úgy rémlett nekik, hogy a legkisebb érintkezésnél is valami fájdalmas ütést éreznének.	0.261628
Rồi khi đã ngủ thiu thiu như thế trong hai đêm, họ liền trút bỏ áo quần và lặng lẽ chui vào chăn.	Aztán, miután már két éjszakán át így szenderegtek, nyugtalan álmokban, megkockáztatták azt is, hogy levetkőztek és a takaró alá bújtak.	0.213462
Nhưng họ vẫn né xa nhau, thận trọng để không đụng chạm nhau.	De távol maradtak egymástól és vigyáztak rá, hogy egymást ne érintsék.	0.291176
Thérèse là người lên trước và nằm vào trong sâu, sát tường.	Előbb Therese ment föl az ágyra s a túlsó szélére feküdt, a fal mellé.	0.295522
Laurent chờ đến khi nàng đã nằm yên đâu đó, lúc đó hắn mới liều mạng lên nằm ở mé đầu giường, sát mép.	Laurent megvárta, míg jól elhelyezkedett s aztán ő is le mert feküdni, az ágy elején, egészen a szélénél.	0.401459
Giữa họ còn một khoảng rộng.	Tágas hely maradt közöttük.	0.237931
Đó là chỗ nằm của thây ma Camille.	Ott hált Camille hullája.	0.144
Khi hai kẻ giết người đã nằm dài dưới cùng một lớp chăn, và khi họ đã nhắm mắt lại, họ vẫn tưởng như cảm thấy thi thể ẩm thấp của nạn nhân mình, đang nằm giữa giường, làm lạnh toát da thịt họ.	Mikor a két gyilkos kinyújtózkodott ugyanazon paplan alatt és lehunyta szemeit, azt képzelték, hogy érzik az áldozatuk nedves testét, mely az ágy közepén fekszik és jéghideggé hűti a húsukat.	0.232044
Nó giống như một chướng ngại vật ghê tởm phân cách họ.	Ez mint valami csúf akadály, elválasztotta őket egymástól.	0.268966
Cơn sốt, sự mê sảng xâm chiếm họ, họ chạm vào xác chết, họ trông thấy nó phô bày, giống như một mớ giẻ rách xanh tái và phân huỷ, họ hít thở cái mùi hôi thối từ cái đống thịt người rữa nát đó, mọi giác quan của họ biến thành ảo giác, khiến các cảm giác của họ nhức buốt quá sức chịu đựng.	A láz, az őrület szállta meg őket s rájuk nézve valósággá vált ez az akadály; érintették a holttestet, látták, amint ki van terítve, mint valami zöldes, oszladozó cafat, belélegzették e rothadó ember-darab fertőző szagát; minden érzékük megbomlott s a tűrhetetlen élességig fokozta az érzeteiket.	0.254895
Sự hiện diện của người bạn đồng sàng giữ họ bất động, hoá rồ vì khiếp đảm.	E tisztátalan hálótársnak a jelenléte mozdulatlanságra és csendre késztette őket s belevesztek az aggódásba.	0.258511
Đôi lúc Laurent nghĩ đến cưỡng chiếm Thérèse trong vòng tay, nhưng hắn không dám nhúc nhích, hắn nhủ thầm không thể vươn tay ra mà không túm lấy một nắm thịt mềm nhũn của Camille.	Laurent néha arra gondolt, hogy Thereset hevesen a karjaiba zárja, de nem mert mozdulni; az járt az eszében, hogy nem nyújthatja ki a kezét anélkül, hogy meg ne fogna egy maroknyit Camille puha húsából.	0.364167
Thế là hắn nghĩ kẻ chết trôi đến nằm giữa họ để cản trở họ ôm ghì nhau.	Ilyenkor arra gondolt, hogy a vízbefúlt ember azért feküdt ide közéjük, hogy megakadályozza az ölelkezésüket.	0.226744
Cuối cùng thì hắn nghĩ rằng người chết đã ghen tuông.	Végül megértette, hogy a vízbefúlt ember féltékeny.	0.254717
Dù vậy thỉnh thoảng họ trao cho nhau một cái hôn rụt rè để xem chuyện gì sẽ xảy đến.	Néha mégis megpróbálta és egy félénk csókot váltott Therese-zel, hogy lássa, mi fog történni.	0.293548
Gã đàn ông nhạo báng vợ hắn khi buộc nàng phải ôm hôn hắn.	A fiatal ember tréfálkozott a feleségével és megparancsolta neki, hogy csókolja meg.	0.236364
Nhưng môi họ lạnh giá quá, như thể cái chết hiện diện giữa hai miệng của họ.	De az ajkaik oly hidegek voltak, mintha a halál állott volna a szájaik közé.	0.221739
Những cơn buồn nôn kéo đến, Thérèse rùng mình khiếp sợ, và Laurent nghe răng nàng đánh lập cập, nổi nóng với nàng.	Émelygő érzés fogta el őket, Therese ijedten összeborzadt és Laurent, aki hallotta, hogy a fogai vacognak, megharagudott rá.	0.274138
- Tại sao em run thế?	- Miért reszketsz?	1
- hắn hét nàng - Em sợ Camille chớ gì?..	- kiáltott rá. ~~~ - Talán félsz Camilletól?...	0.285366
Này, giờ thì thằng khốn đó đã rục xương rồi!	Ugyan eredj, az a szegény ember ma már mozdulni se tud a sírjában.	0.272222
Cả hai đều tránh thổ lộ cho nhau nguyên nhân những cơn run rẩy của họ.	Mind a ketten kerülték azt, hogy megmondják egymásnak borzongásuknak az okát.	0.287838
Khi ảo giác hiển hiện trước mặt một trong hai người cái mặt nạ nhợt nhạt của người chết, họ nhắm mắt lại, họ tự khép mình trong nỗi khiếp sợ, không dám thổ lộ với người kia ảo giác của mình, bởi e ngại xác nhận một cơn sốc còn kinh khiếp hơn nữa.	Ha valamelyikük előtt rémlátásában megjelent a vízbefúlt ember fakó arca, lehunyták a szemüket, egészen beletemetkeztek a félelmükbe és nem mertek egymásnak beszélni a látomásukról, mert attól féltek, hogy ezzel még rettenetesebb rohamot idéznek fel.	0.251653
Khi Laurent bị đẩy đến đường cùng, trong một cơn điên rồ vì tuyệt vọng, buộc tội Thérèse đã sợ hãi Camille, cái tên đó được phát âm lớn tiếng mang lại sự kinh hoàng gấp bội.	Mikor Laurent a végletekig felcsigázva, kétségbeesésének dühében azzal vádolta Thereset, hogy fél Camilletól, ez a név, amelyet hangosan ejtett ki, megkétszerezte a félelmüket.	0.377353
Kẻ giết người mê sảng.	A gyilkos magánkívül volt.	0.277778
- Đúng, đúng - hắn lắp bắp nói với thiếu phụ - Cô đã sợ Camille… Tôi thấy rõ điều đó, tất nhiên… Cô là một đứa ngu, lòng can đảm của cô không đáng một xu.	- Igen, igen - hebegett az asszonyhoz fordulva - te félsz Camilletól... Végre is jól látom... Ostoba vagy, nincs egy fillér ára bátorságod.	0.559252
Này! ~~~ Hãy ngủ yên.	Eh, aludjál nyugodtan.	0
Cô tin là chồng trước của cô đến kéo chân cô hả, bởi tôi ngủ với cô hả…	Azt hiszed, hogy az első férjed ide jön és a lábodnál fogva lehúz innen, mert veled hálok...	0.3
Ý tưởng đó, cái giả thiết rằng kẻ chết trôi có thể đến kéo chân họ làm Laurent dựng ngược tóc gáy.	Erre a gondolatra, erre a feltevésre, hogy a vízbefúlt idejöhet és meghúzhatja a lábukat, Laurent haja az égnek meredt.	0.439091
