JULES VERNE	JULES VERNE
- Majd kineveznek egy másikat helyébe.	- Chúng sẽ bổ nhiệm lão giá khác - gã nói.
Ha szükségünk lesz menlevélre, hát cserébe szabadon bocsátjuk.	Lúc cần thiết, chúng ta sẽ đòi hỏi giếy thông hành mà chúng ta rất cần.
- Életben van az!	- Lão ta còn sống - Titsa cam đoan.
- Adtatok neki enni?	- Cậu có nghĩ ra phải cho lão ăn uống không?
- Az ördög vigye el!... - vakarta Titscha a fejét.	- Úi chà... - Titsa gãi gáy - Không ia nhớ chuyện này hết.
Ezt az előnyt meg akarom tartani.	- Anh có thể mang mặt nạ chứ?
- Tehetsz fel álarcot!	- Điều này chẳng ăn nhằm gì với lão Dragoao.
Nem kell, hogy az arcomat lássa, elég neki a termet, az alak, a legkisebb részlet, és máris felismeri az embert.	Lão nhận biết người ta qua vóc dáng, vai rộng cỡ nào và các dấu hiệu khác.
- No, akkor én szépen vagyok, ha én viszek neki mindig enni!	- Như vậy tức là tôi đã mang khổ vào thân khi phải mang thức ăn đến cho lão.
- Hát valakinek csak kell vinnie... különben is Dragos jelenleg nem nagyon veszélyes, és ha valaha megint veszélyessé válik, akkor mi már árkon-bokron túl leszünk.	- Nên để cho ai đó làm chuyện này... Tuy vậy, lúc này Dragoso không còn nguy hiểm, đến chừng nào lão trở lại nguy hiểm, thì chúng ta đã trốn mất rồi.
- Úgy legyen - mondta Titscha.	- Lạy Chúa!
- Egyelőre lent hagyjuk a fülkéjében - folytatta Striga.	- Titsa buộc miệng. - Thôi tạm biệt!
- De nem túl sokáig, mert még meg­fulladhat.	- Xtriga lại nói - Phải giữ lão lại trong cái hộp ấy.
- Hát el akarsz menni?	- Anh định bỏ chúng tôi ở lại à?
- kérdezte Titscha.	- Titsa hỏi.
- Igen - válaszolt Striga.	- Ừ - Xtriga đáp - Thỉnh thoảng tôi phải rời sà lan để lên bờ thu lươm tin tức.
- És ha elkapnak?	- Nhưng nếu chúng đớp anh thi sao?
- ellenkezett Titscha.	- Titsa phản đối.
- Az se baj!	- Không có gì nguy hiểm cả.
Senki sem ismer, a folyami rendőrség meg jókora kátyúban lehet.	Không ai biết tôi, còn cảnh sát vùng sông chắc chắn sẽ thụ động.
- Éspedig?	- Như thế nào nào?
- Azt mondom, hogy én vagyok a híres Borus Demeter, a jeles horgász, a Dunai Liga bajnoka.	- Mang hình dáng của lão Ilya Bruso nổi tiếng, người câu cá trứ danh và người trúng giải của "Hội vùng sông Danube".
- Micsoda ötlet!	- Nghĩ hay thật!
- Remek ötlet!	- Tuyệt cú mèo!
- És ha halat akarnak venni tőled?	- Nhưng nếu người tà hỏi cá của anh?
- Hát majd vásárolok, és azt adom el nekik.	- Tôi sẽ đi mua cá, nếu cần thiết, để bán.
- Te aztán mindenre tudsz válaszolni.	- Anh khéo lắm, hỏi sao cũng đáp được cả.
- Hát hogy a csodába ne!	- Đồ khỉ, còn phải nói!
Enyhe északi szellő fújt, aminek jó hasznát veszik majd, mikor valamivel Visegrád alatt a Duna megint kanyarodik egyet, és most már déli irányban folyik.	Cơn gió nhẹ từ phía bắc thổ xuống trở nên thuận chiều khi lên quá Vixegrat thì sông Danube ngả sang hướng Nam.
Addig azonban az északi szél alaposan hátráltatta útjukat, és Striga, aki igyekezett messze kerülni gaztettének színhelyétől, parancsot adott, hogy két hosszú evezővel lendítsék előre a dereglyét a szél ellenében.	Trái lại, trước đó thì gió phía Bắc thổi rất mạnh đã kìm con tàu lại và Xtriga vì vội muốn tránh xa địa điểm đã đánh cướp, nên hắn đã ra lệnh chèo bằng hai mái dầm dài có thể giúp cho con tàu đi ngược gió được.
További két órát eveztek, míg túljutottak a kanyaron, és odaértek, ahol a Duna határozottan dél felé fordul.	Cuối cùng, cao hơn Vaixen một chút, những tay chèo ngừng chèo và tốc độ của con tàu đã lao nhanh dưới cánh buồm.
Valamivel Vác felett végre bevonhatták az evezőket, és most a vitorlának feszülő széllel a hajó gyorsabban haladt lefelé.	Khoảng 11g thì họ đã qua Xentendro, nơi mà dường như hai người đánh xe Kaigieclic và Fogen khi lên đường vào đêm trước đó đã định đến.
Tizenegy óra tájt elhaladtak Szentendre előtt, ide indult az előző éjszaka a két fuvaros.	Không thể dừng lại, chiếc sà lan tiếp tục thêm khoảng 30km nữa để đến Budapest.
Kaiserlick és Vogel, vagy legalábbis ezt állították.	Khi chảy xuống mạn dưới, dòng sông trở nên khắc nghiệt hơn.
Gyakran még torlódás is támad, mert a folyammeder meglehetősen összeszűkül itt.	Tuy nhiên những sự cố như thế không nguy hiểm, chỉ mất thời gian mà thôi.
Elég, ha a révkalauz figyelme egy pillanatra elkalandozik, és máris könnyen homokzátonyra fut a hajó, vagy összeütközik egy másikkal.	Nhưng đã có biết bao tiếng la hét và những cuộc tranh cãi trong những chuyến phiêu lưu như thế này?
A dereglye, amelynek Striga volt a kapitánya, a legjobban irányított hajók közé számított.	Kích thước con tàu rất lớn, vì trọng tải của nó đã vượt quá 200 tấn.
A hajó orrában árbocrúdon lengett a nemzeti zászló, és a hajó tatján elhelyezett széles kormánylapát lehetővé tette, hogy a kormányos helyes irányban tartsa a hajót.	Ở trước mặt là lá cờ quốc gia được kéo trên cột buồm, còn ở mạn lái được củng cố bằng cây răm dài mà nhờ nó người ta bẻ lái được.
Ahogy a dereglye lefelé haladt, egyre nagyobb lett a forgalom a folyamon, mint a nagyvárosok közelében általában.	Sự rộn rịp trên sông càng lúc càng tăng lên, bao giờ vẫn vậy, mỗi khi đến gần thành phố lớn.
A szigetek között könnyű gőzhajók és vitorlások siklottak, fedélzetükön kirándulókkal és turistákkal.	Những chiếc tàu thủy hạng nhẹ hay tàu buồm chở khách du lịch hay người đi chơi bơi xuyên qua giữa các đảo.
Striga jeladására Titscha a legénység egy másik tagjával együtt bement a hajó hátsó fülkéjébe.	Theo lệnh của Xtriga, Titsa đi cùng với một người trong e-kip vào cabin một lúc.
Hamarosan mindketten ismét előkerültek, és karcsú, sudár termetű nőt vezettek, akinek vonásaiból az arcára kötött kendő miatt alig látszott valami.	Một chập sau họ quay ra, dẫn theo một phụ nữ dong dỏng cao, bị bịt mặt nên không thể nhìn rõ được mặt.
Engedelmesen lépkedett lefelé a hajófenékbe vezető lépcsőn, majd belépett a titkos hajófenék egyik fülkéjébe, amelynek csapóajtaját nyomban leeresztették.	Người đàn bà ngoan ngoãn đi xuống cầu thang đến hầm tàu, rồi sau đó vào buồng ngăn đáy đôi, và cái thang tàu vỗ sập phía trên nàng.
Ezután Titscha és társa tovább foglalatoskodott a fedélzeten, mintha semmi sem történt volna.	Xong xuôi, Titsa và người bạn của gã quay ra với công việc cua mình.
Délután három óra tájt a dereglye Magyarország fővárosának rakpartjaihoz ért.	Khoảng 3g chiều, sà lan đã ở đối diện thủ đô Hungari nằm ven sông.
Jobb oldalt fekszik Buda, a régi török város, a bal parton pedig a modern Pest.	Ngoặt sang phải là Buda, thành cổ của Thổ Nhĩ Kỳ; bên trái là thành phố Bupdapest hiện đại.
A dereglye legénysége azonban ügyet sem vetett erre a varázslatos képre.	Bọn người trên chiếc sà lan không chú ý gì đến cảnh vật huy hoàng này.
Minthogy a magyar fővároson át vezető útszakasz kellemetlen meglepetéseket tartogathat, ezek a mindenre gyanakvó emberek csak a folyamot figyelték, amelyen most sok hajó úszott felfelé és lefelé.	Việc bơi ngang qua Budapest có thể bị đe dọa bởi những kẻ đang ngờ với những điều bất ngờ thật không dễ chịu, và họ đã theo dõi bên kia sông, nơi vô số những con tàu gặp nhau.
Ez az éber figyelem tette lehetővé, hogy Striga még idejében meglássa a sok hajó között azt a csónakot, amely négy emberrel egyenesen a dereglye felé tartott.	Sự dẻ dặt khôn ngoan này đã cho phép Xtriga sớm nhận ra chiếc thuyền giữa đám ấy chở bốn người đang thẳng tiến đến sà lan.
Miután megismerte a folyami rendőrség csónakját, egy szemvillanással figyelmeztette Titschát, aki szó nélkül lerohant a hajófenékbe.	Nhận ra chiếc cano của cảnh sát đường sông, Xtriga nháy mắt với Titsa và tên này đã lẹ làng lao vào hầm tàu ngay lúc đó.
Striga nem tévedett.	Xtriga đã không nhầm.
Két ember kapaszkodott a fedélzetre.	Hai người nhảy lên tàu.
- Ki itt a kapitány?	- Thuyền trưởng?
- kérdezte egyikük.	- một trong hai người mới đến hỏi.
- Én - válaszolt Striga, és elébük lépett.	- Tôi đây - Xtriga vừa đáp vừa bước tới trước.
- Neve?	- Tên của ông?
- Ivan Striga.	- Ivan Xtriga.
- Nemzetisége?	- Quốc tịch?
- Bolgár.	- Bungari.
- Honnan jön a dereglye?	- Tàu từ đâu đến?
- Bécsből.	- Từ Viên.
- És hova mennek?	- Đến đâu?
- Galacba.	- Đến Galati.
- A hajó tulajdonosa?	- Chủ tàu?
- Constantinesco úr, Galacból.	- Ngài Konatantinexco ở Galati.
- Mi a rakomány?	- Có hàng?
- Üresen megyünk vissza.	- Không có gì. Chúng tôi quay về không?
- Kérem az iratokat!	- Giấy tờ của ông?
- Tessék - szólt Striga, és átnyújtotta a kért iratokat.	- Chúng đây - Xtriga nói và đưa cho cảnh sát những giấy tờ cần thiết.
- Ahogy tetszik - mondta Striga.	- Mời các ông!
- De meg kell jegyeznem, hogy ez már a negyedik ellenőrzés Bécs óta.	- Xtriga mời - Tôi chỉ dám nhận xét rằng đây là cuộc viếng thăm thứ tư sau khi chúng tôi nhổ neo khỏi Viên.
Ez nem valami kellemes dolog!	Thật là không dễ chịu!
Amikor leért a lépcsőn, néhány lépést tett előre, körülnézett, majd ismét feljött.	Anh ta tụt xuống, thả vài bước quanh hầm tàu, đưa mắt lướt nhìn chung quanh, xong lại leo lên.
Semmiből sem sejthette, hogy lába alatt két emberi lény hever, az egyik oldalon egy férfi, a másik oldalon pedig egy asszony, mindkettő olyan tehetetlenül, hogy képtelen segítségért kiáltani.	Anh ta không tưởng nổi rằng phía dưới chân anh ta có hai sinh vật, một đàn ông và một đàn bà đang gọi cầu cứu một cách vô ích.
A rendőr tehát ismét megjelent a fedélzeten, és minden további kérdezősködés nélkül visszatért csónakjába, majd folytatta ellenőrző útját, mialatt a dereglye lassan úszott tovább lefelé.	Cảnh sát lên boong trở lại, không hỏi thêm câu nào nữa và họ trở lại cano kiểm tra các tàu khác, còn chiếc sà lan thì từ tốn tiếp tục xuôi dòng.
Amikor Budapest utolsó házai is elmaradoztak, a banditáknak eszükbe jutott a hajófenékben bezárt fogoly nő.	Khi những căn nhà cuối cùng của Budapest đã lùi về phía sau, đến lúc phải bận rộn với nữ tù nhân ở hầm tàu.
Csak éjszaka kötöttek ki a Budapest alatt körülbelül harminc kilométernyire fekvő Ercsi és Adony mezővárosok közötti partszakaszon, majd másnap hajnalban ismét útra keltek.	Chúng chỉ dừng lại vào ban đêm, giữa hai ngọn núi Erkain và Adoni, ở phía dưới Budapest khoảng 30km, và tàu nhổ neo vào lúc rạng sáng.
Augusztus 31-én az utat néhányszor megszakították, és ilyenkor Striga partra evezett azzal a bárkával, amelyről azt hitték, hogy Dragosé.	Vào ngày 31 tháng 8 ấy, tàu đã qua vài bến đỗ và trong khoảng thời gian đó Xtriga đã rời tàu, dùng chiếc thuyền lấy được - như bọn cướp nghĩ - của Caclo Dragoso.
Borus Demeter neve nem volt olyan ismert ezen a vidéken.	Cái tên Ilya Bruso không được phổ biến ở các vùng này.
Sajnos, a parasztok többnyire semmit sem tudtak a sigmaringeni horgászversenyről, és nem nagyon hagyták magukat kikérdezni.	Thật đáng tiếc, nói chung là nông dân đã không biết gì về hội thi ở Ditmaringen và họ đã không thích khi người ta hỏi han họ.
Dragos Károlyról éppen olyan keveset hallottak, mint Borus Demeterről, és Striga hiába pazarolta rájuk diplomáciai fogásainak tárát.	Họ không biết Caclo Dragoso cũng như Ilya Bruso mà Xtriga đã uổng công dùng đến tài xã giao của mình.
Amint előző este megállapodtak, Striga egyik ilyen távolléte alatt Serge Ladkót felhozták a fedélzetre, és bevitték egy kis kabinba, melynek ajtaját gondosan elreteszelték.	Như đã thỏa thuận trước đó, trong thời gian vắng mặt Xtriga, Xetgay Latco đã được chuyển lên trên và giam vào căn buồng nhỏ với cánh cửa cái luôn được đóng kín mít.
Ez talán túlzott óvatosság volt, hiszen a gúzsba kötözött fogoly moccanni sem bírt.	Có thể đây là sự thận trọng không cần thiết bởi lẽ người tù đã bị trói chân tay rất kỹ.
Szeptember elseje és hatodika között csendesen teltek a napok.	Từ ngày 1 đến ngày 6 tháng 9, mọi sự đều trôi qua êm đẹp.
A dereglye, amelyet az ár és a kedvező szél egyaránt előrehajtott, huszonnégy óránként körülbelül hatvan kilométert tett meg.	Nờ thuận buồm xuôi gió, chiếc sà lan vẫn bơi đi đều đặn và mỗi một ngày đêm làm được đến 60km.
Még ennél is nagyobb utat tehettek volna meg, ha időnként nem vesztegelnek, hogy Striga partra szállhasson.	Sẽ còn đi nhanh hơn nữa nếu như không có những chỗ đừng đều đặn xảy ra do Xtriga vắng mặt nhất thời.
A ház tulajdonosa a kör­nyék­beliek becsületességében bízva, nyitva hagyta a kaput, mialatt ő maga a szomszédba ment, hogy elintézzen valamit.	Chủ căn nhà này hoàn toàn tin cậy vào tính chơn chất của láng giềng nên đã để cửa mở, còn mình thì đã đi đâu đó có việc.
Ennek fiókjából egy szempillantás alatt kiemelte a napi bevételt.	Chỉ nhoáng cái là kéo được cái tủ tiền có tay nắm gỗ.
Striga a zsákmánnyal sietve visszatért a dereglyére, amely hajnalban már messze járt.	Với phần thưởng như thế, Xtriga vội quay lại sà lan và rạng sáng hôm sau nó đã ở nơi xa rồi.
A hajón más dolgok foglalkoztatták Strigát.	Xtriga còn lo nhiều việc trên tàu.
Ez a látogatás néha csak pár percig tartott, máskor meg elhúzódott.	Có khi cuộc viếng thăm của hắn kéo dài vài phút mà có lúc lâu hơn nhiều.
Az eredmény mindig ugyanaz volt: mialatt a legénység közömbösen tovább végezte a maga dolgát, Striga dühösen kirohant a kabinból, és sietve távozott a dereglyéről, hogy kifújja mérgét.	Kết quả bao giờ cũng như nhau: sự dửng dưng hết mức của ekip và Xtriga quay trở ra điên cuồng giận dữ, vội rời tàu để lấy lại bình tĩnh.
Főleg a Duna jobb partján próbált híreket szerezni.	Thôn thường thì hắn đi lên bờ phải con sông.
A bal parton ugyanis csak kevés a város és a falu, és ezek mögött, ameddig csak ellát a szem, a végeláthatatlan róna terül el.	Hiếm thấy thành phố và làng mạc bên bờ trái; cả một sự hoang vắn trống trải kéo dài bất tận đến tận chân trời.
Ez a róna nem más, mint a Nagy Magyar Alföld, amelyet onnan csaknem száz mérföldnyire az erdélyi hegyek határolnak.	Pusta, chủ yếu là gọi đồng bằng Hungari, kéo dài hơn khoảng trăm liê, tiếp giáp hệ núi Cacpat Num.
Itt a folyam kiszélesedik, és medrét sok kisebb-nagyobb sziget teszi változatossá.	Bề rộng con sông ở đây rất đáng kể, dòng chảy của nó chìa ra vô số những đảo lớn, nhỏ.
A nagyobb kiterjedésű szigetek két ágra osztják a folyamot, és a folyam sodra az ilyen helyeken meglehetősen erős.	Thường thì sông Danube bị chúng phân ra thành những chi lưu dài, nơi đây luồng nước có tốc độ khá lớn.
De szénát bőven kaszálnak itt, és színültig megrakott bárkákon szállítják a partmenti tanyákra vagy a mezővárosokba.	Nơi đó người ta cắt được nhiêu cỏ, và những chiếc sà lan tải cỏ khô được chất đầy ứ trên tàu đến các trang trại ven sông.
Szeptember 6-án a dereglye naplementekor horgonyzott le.	Ngày 6 tháng 9, chiếc sà lan thả neo lúc trời bắt đầu tối.
Sem Újvidéken, sem a vele szemben fekvő Péterváradon nem kockáztatta meg a partraszállást, mert mindkettő elég nagy város, ahol veszélyek leselkedhetnek rá.	hắn không dám liều lĩnh chường mặt đến Nedat, Petecvacde, dân cư những thành phố này rất đông - điều đó nguy hiểm cho hắn.
Csak egy húsz kilométerrel lejjebb fekvő mezővárosban, Karlócán szállt ki, hogy körülnézzen.	Nhưng hắn đã chọn nơi để lượm tin tức cho mình là thị trấn Caclovix nằm phía dưới khoảng 20km.
Senki sem gyanakodott rá, és semmi sem akadályozta a szabad tájékozódásban.	Không có ai nghi ngờ hắn, và không có gì cản trở công việc nhặt tin.
De az embereknek ez a tájékozatlansága, amely már a közönnyel volt határos, végeredményben kedvező jel volt.	Nhưng tự thân sự không biết - đó là dấu hiệu tốt, nó khác với thái độ lãnh đạm.
Minden remény megvolt tehát arra, hogy a bárka szerencsésen elérje célját, a Fekete-tengert, ahol szállítmányát átrakhatják a már említett gőzösre.	Cơ hội thuận lợi cho chiếc sà la đạt đến mục đích hành trình của mình một cách an toàn - đó la Biển Đen, nơi ma hàng hóa của sà lan sẽ được chuyển sang con tàu thủy có tiếng.
Holnap már túl járnak Zimonyon és Belgrádon.	Ngày mai họ sẽ bơi qua Demein và Bengrat.
Onnantól kezdve majd inkább a szerb part mentén hajóznak, hogy ne érhesse őket kellemetlen meglepetés.	Chỉ cần bơi dọc theo bờ sông ở Xacbi là tránh bất cứ những điều bất ngờ đáng tiếc nào.
Szerbiában úgyis bizonyára nagy lehet a fejetlenség a Törökország ellen vívott háború miatt, és nem valószínű, hogy a révhatóságok egy üresen lefelé haladó dereglyére vesztegessék idejüket.	Thực ra, Xacbi đang có chiến tranh với Thổ Nhĩ Kỳ, tất nhiên phải ở trong tình trạng hỗn loạn, và chắc gì chánh quyền vùng sông lại để ý đến con tàu chạy không hàng hóa trên sông.
Ezeken a dolgokon tűnődött, amikor tekintete a két egymás mellett levő ládára esett, melyek­nek teteje oly sokáig fekhelyül szolgált Dragosnak és a bárka tulajdonosának.	Xtriga suy nghĩ như thế, khi cái nhìn của hắn rơi trên cái vali mà nắp của chúng từ lâu đã được dùng làm đi văng cho Caclo Dragoso và chủ nhân của ông ta.
Hirtelen eszébe ötlött, hogy jóllehet, már egy hete birtokába kerítette a bárkát, még nem gondolt arra, hogy átkutassa.	Bất chợt hắn nảy ra ý nghĩ, suốt tám ngày làm chủ con tàu hắn đã không nghĩ đến chuyện khám xét những thứ đồ đạc chứa trên nó.
Legfőbb ideje, hogy pótolja ezt az elképesztő mulasztást.	Hắn đã có thời gian để sửa chữa cái tính đãng trí khó hiểu này.
Először is a csónak jobb oldalán levő ládának esett neki, és egy pillanat alatt feltörte.	Trước hết, hắn nhảy bổ đến cái valy để bên phải thuyền và phá khóa trong nháy mắt.
Nem talált benne mást, mint szép rendben berakott fehérneműt és felsőruhákat.	Hắn tìm thấy trong đó chỉ có vải vóc, quần áo được sắp xếp gọn gàng.
Striga nem tudott mit kezdeni ezekkel a göncökkel, a ládát becsukta, és a másikat törte fel.	Xtriga chẳng thè mớ quần áo cũ ấy, hắn đóng nắp valy này lại, rồi quay sang lục soát cái thứ hai.
Nyugták, levelek kerültek kezébe, melyek mind Borus Demeter nevére szóltak.	Xtriga mở cặp táp làm giấy tờ trong đó vương vãi ra và hắn chú tâm xe xét.
Striga első pillanatban semmit sem értett.	Mới đầu Xtriga không hiểu gì cả.
Már az is elég furcsa volt, hogy a bárkán csupa Borus Demeter névre szóló irat volt, és egyetlenegy olyan sem, amelyen a rendőrtiszt neve szerepelt volna.	Làm sao trên thuyền chỉ có giấy tờ mang tên Ilya Bruso và không tìm thấy được một tờ giấy nào mang tên nhà thám tử cả - đây là điều có lẽ đáng ngac nhiên vô cùng.
Talán Dragos nem azonos a Dunai Liga mesterhorgászával, mint azt Striga eddig gondolta, hanem baráti megegyezés alapján adja ki magát Borus Demeternek, és a vele kötött közös megállapodás értelmében tartja magánál az igazi Borus Demeter iratait is, hogy szükség esetén igazolhassa személyazonosságát.	Biết đâu, thay vì để chiếm được vai trò người trúng giả của "Hội vùng sông Danube", như từ trước đến nay Xtriga vẫn nghĩ thế, Caclo Dragoso đã đánh đổi theo sự thỏa thuận ổn thỏa, với sự đồng ý của Ilya Bruso, lão ta có thể giữ lấy những giấy tờ chứng minh.
De hogyan kerül ide a Ladko név, ugyanaz a név, amelyet Striga ördögi ügyességgel tolt előtérbe gaztetteinek elkövetésekor?	Nhưng tại sao ở đây lại được ký tên Latco, chính cái tên mà Xtriga, với sự tinh ranh quỷ quái, đã dùng để phạm tội?
Striga most már tudni akarta, hányadán áll, és a most előkerült arcképet magánál tartva, megragadta a farevezőt, és a bárkát gyorsan lendítette előre.	Ô, giá như kẻ bị giam cầm trên tàu của hắn không phải là lão cảnh sát trưởng, mà là người hoa tiêu của thành phố Rusuco thì hay biết mấy!
A dereglye feketéllő körvonalai hamarosan kibontakoztak az éjszaka sötétjéből.	latco sẽ không thoát khỏi tay Xtriga này lần thứ hai... Không cần phải giữ anh ta như là một con tin.
Serge Ladko még csak nem is találgathatott csúnya kalandja elképzelhető magyarázatai között.	Sau khi chiếm hữu tấm ảnh, tên cướp vội chèo thuyền và mong mau chóng biết được bí mật.
Hát csak nem akarják éhen veszejteni?	Hay chúng định làm cho anh chết đói?
Még erősebben kiáltozott.	Anh gào lên đến vỡ giọng.
Megint csak semmi.	Cũng vẫn vậy.
Most már tele tüdővel ordítozott - de hasztalan.	Anh bắt đầu thét - vẫn không có một sự đáp lại nào.
Dühödten próbálta széttépni kötelékeit, de a kötelek ellenálltak, és hiába dobálta magát a padlón, hiába feszítette meg teljes erővel az izmait, nem engedtek.	Điên tiết, anh cố thử bứt đứt dây trói, nhưng dây trói quá chặt, và Latco đã uổng công gồng các bắp thịt và lăn đi lăn lại dưới sàn.
Serge Ladko most azonnal rájött, hogy az arca egy darab kenyérhez és szalonná­hoz ért, melyet biztosan akkor tettek le melléje, mialatt aludt.	Cần phải định thần lại, Xecgay nhận ra ngay đây là bánh mỳ và cụ mỡ - chắc chắn nó đã được để lại đây trong lúc anh ngủ.
A szorult helyzet azonban mindenkit leleményessé tesz, és néhány hiábavaló kísérlet után végül is sikerült elfogyasztania az ennivalót, anélkül, hogy kezét használta volna.	Nhưng sự cần thiết, đó là mẹ của bộ óc sáng trí, và sau vài cố gắng vô ích, người tù đã ăn được mà không dùn gđến hai tay.
Miután éhségét így lecsillapította, megint lassan, egyhangúan teltek az órák.	Khi cơn đói đã được thỏa mãn, những giờ đơn điệu, chậm chạp kéo dài lê thê.
Hány óra telhetett el addig, míg végre egy csapóajtót emeltek fel a feje felett?...	Đã bao nhiêu giờ trôi qua kể từ lúc cái thang tàu bị kéo lên phía trên anh lần nữa.
Ezután megint órák teltek el, majd ismét felemelték a csapóajtót.	Thêm nhiều giờ nữa trôi qua, cái thang tàu lại được mở ra.
Egy férfi jött le, odalépett a magatehetetlenül fekvő Serge Ladkóhoz, akinek száját most megint jó alaposan bekötözték.	Một người đi xuống, tiến lại gần cái thân thể nằm bất động, và Xacgey Latco lại thêm một lần thứ hai cảm thấy mình bị bịt miệng.
- Szóval félnek, hogy kiabálni kezd, bizonyára valaki meghallhatná a közelben.	Chắc những tiếng la thét của anh đã làm bọn chúng sợ ai ở dần đó đến giúp đỡ?
A segítség reménye már messze lehetett, amikor pár perc múlva ismét lejött hozzá valaki, és se szó, se beszéd, szájáról levette a kötést.	Anh muốn gọi... nhưng không một âm thanh nào toát khỏi miệng anh... Những tiếng chân khua động đã ngừng hẳn.
Nyilván azért nem bánják, ha most kiabál, mert úgyis hiába hív segítséget.	Ít lâu sau họ không có lý do gì không tháo nút khỏi miệng anh.
Most minden bizonnyal éjszaka volt.	Lúc đó cón la thét để làm gì?
Serge Ladko éppen azt számolgatta, hogy körülbelül 48 órával korábban eshetett fogságba, amikor ismét megnyílt a csapóajtó.	Sự chờ đợi càng kéo dài thêm, sau suất ăn thứ ba, cũng tương tự như hai suất ăn đầu tiên, hẳn là đêm rồi, Latco Xecgay tính rằng mình đã bị cầm tù khoảng 48 tiếng đồng hồ, và khi ấy cầu thang tàu được mở ra và có chừng bốn người đi lần xuống hầm tàu.
Egy létrát eresztettek le, és azon négy ember szállt le börtöne mélyébe.	Xecgay latco không có thời gian để nhìn những tên này.
Azután rövid vízszintes "utazás" következett, majd ledobták a padlóra, és szeméről-szájáról megint levették a kötést.	Lối đi qua ngắn và nằm ngang, sau đó chúng ném anh xuống sàn và anh cảm thấy mình được cởi nút miệng, tháo băng mắt.
Alighogy kinyitotta a szemét, máris csikorogva rázárult az ajtó.	Anh vừa kịp mở mắt thì cánh cửa đã đóng sầm lại.
Serge Ladko körülnézett.	Xecgay Latco ngó quanh.
Igaz, hogy cseberből vederbe került, de ez a börtöne mégiscsak sokkal jobb volt, mint az előző.	Mặc dầu chỉ bọi đổi chỗ giam thôi, song nơi này có vẻ tốt hơn nhiều.
A napfény visszaadta bátorságát is, és helyzetét már nem látta olyan kétségbeejtőnek.	Những tia nắng đã trả lại cho anh sự tươi tỉnh và sức khỏe anh đã khá lên nhiều.
Nehéz vállalkozásnak látszott, annyi bizonyos, de mégis meg kellett kísérelnie.	Đây là trướng hợp rất khó và đòi hỏi phải cố công lắn.
Miután testét a kötelékek csaknem teljesen megbénították, ez a munka rendkívül fáradságos volt, és karját csak úgy tudta ide-oda mozgatni - de még akkor is csak alig-alig -, hogy egész testével állandóan a vaspánt felé lendült.	Sự bất động gần như là hoàn toàn do sự gông cùm đã khiến cho công việc vạn phần gian nan, sự di động của đôi tay nhờ vào những cái đẩy và giật của cả thân hình có một biên độ rất ngắn.
Ez bizony nagyon kínosan ment, és olyan kimerítő volt, hogy a révkalauznak ötpercenként abba kellett hagynia, hogy pihenjen.	Công việc hết sức chậm chạp, lại còn mệt đứt hơi, và cứ qua năm phút, người hoa tiêu lại ngừng lại để nghỉ.
Naponta kétszer, az étkezés idején, meg kellett szakítania keserves munkáját.	Anh ngưng công việc lại trong giờ ăn, hai lần một ngày.
Biztosat semmit sem tudott, de a széles váll, a nehéz léptek, az ősz haj - mind ismerősnek tűnt előtte.	Anh không thể nói chính xác được, nhưng đôi vai rộng này, điệu đi thô lỗ này, mái tóc hoa râm dưới lớp mặt nạ này - tất cả hình như rất quen thuộc với anh.
Az élelmet szabályos időközökben hozták be neki, de ezenkívül soha senki sem nyitotta ki börtöne ajtaját.	Suất ăn được mang đến vào những giờ giấc nhất định, còn vào giờ khác thì chẳng có ai vào nhà giam cả.
Azután majdnem mindig két hangot hallott, egy férfi és egy nő hangját.	Sau đó là những giọng nói vẳng đến tai anh - của đàn ông và đàn bà.
Mikor az ennivalót behozták, csak azt várta meg, hogy börtönőre eltávozzék, bekapta a falatokat, és összeszorított foggal máris folytatta munkáját.	Chỉ có lúc ăn và lúc lắng tai xác định những giọng nói từ xa vẳng lại là anh buộc phải ngưng việc của mình thôi.
A révkalauz alig tudta visszafojtani az örömkiáltást.	Người hoa tiêu suyết thét lên vì sương sướng.
Mihelyt ismét egyedül maradt, Serge Ladko megpróbálta mozgatni szabaddá vált tagjait.	Sau khi chỉ còn lại một mình, Xecgay Latco cố thử co giãn tứ chi đã được giải thoát.
Kezét és karját egy hosszú héten át nem használhatta, és most mintha csak megbénultak volna.	Tình trạng bất động trong suốt tuần lễ dài, đôi tay và bàn tay của anh đúng ra bị liệt.
Lassan azonban visszatért tagjaiba az élet, és egyre jobban tudta mozgatni a kezét.	Dần dà chúng cử động được, rồi sau đó có lại được sức mạnh cũ của mình.
Ember legyen a talpán, aki utoléri ebben a csillagtalan éjszakában, ahol tízlépésnyire sem lehetett látni.	Ai sẽ tóm đươc anh trong cái đêm như thế này, khi mà trong khỏang cách chừng chục bước không thể nhìn rõ được cái gì?
De különben is csak másnap reggel jönnek be a fülkéjébe.	Thêm nữa là chỉ đến mai chúng mới vào khoang tàu.
Az első kísérletnél súlyos nehézség, sőt mi több, áthághatatlan akadály elé került.	Cái khó khăn hết thảy là sức lực yếu ớt đã ngăn cản thử thách ban đầu.
