JULES VERNE	Jules Verne
Alattomos gazfickó az a kaffer, akit Méré úr olyan nagyon megkedvelt, ördög tudja, mért.	Đó là một đứa láu cá, một đứa gian xảo mà ông Méré đã thương tình, ta chẳng hiểu vì sao!"
- förmedt rá John Watkins.	Sao con biết được?" John Watkins đáp lại.
Ha a gyémántot megtaláljuk nála, ahány karát, annyi korbácsütést kap, s ha nem hal bele, a négyszázharminckettedik után lógni fog!	nếu hắn có viên kim cương, hắn sẽ nhận số roi bằng với số cara, và nếu hắn không chết vì bị đánh, hắn sẽ bị treo cổ sau roi thứ bốn trăm ba mươi hai!"
Miss Watkins remegett a félelemtől.	Tiểu thư Watkins run lên Vì sợ hãi.
Kisvártatva Watkins úr és vendégei ott voltak Matakit kunyhójánál és betörték az ajtaját.	Một lát sau, ông Watkins cùng khách khứa đến trước lều của Matakit, cửa mở toang.
Matakit már nem volt ott, és hiába várták egész éjszaka.	Matakit không còn ở đấy nữa; và họ đợi cậu một cách vô vọng suốt cả đêm.
Másnap reggel sem tért vissza, és így nyilvánvaló lett, hogy elhagyta a Vandergaart-Kopje területét.	Sáng ngày hôm sau, cậu không trở lại, và phải thừa nhận rằng cậu đã đi khỏi Vandergaart-Kopje.
ÚTRAKÉSZÜLŐDÉS	CHÂUẨN BỊ KHỞI HÀNH
Reggel Cyprien Méré értesült, hogy mi történt este vacsorakor és első gondolata az volt, hogy tiltakozik a szolgája ellen emelt súlyos vád ellen.	Sáng hôm sau, khi Cyprien nghe chuyện xảy ra trong bữa tiệc hôm trước, động thái đầu tiên của chàng là phản đối lời buộc tội nghiêm trọng nhằm vào cậu bé giúp việc của chàng.
Nem tudta feltételezni Matakitról, hogy ilyen lopást követett el, és Alice ugyanúgy kételkedett a kaffer bűnösségében.	Chàng không thể chấp nhận chuyện Matakit là thủ phạm của một vụ trộm như vậy, và chàng cũng giống Alice là cùng chung mối hoài nghi về chuyện này.
Cyprien sokkal inkább Pantalaccit, Friedelt, Nathant vagy akármelyik másikat vette volna gyanúba, mert egyiket sem tartotta megbízható embernek.	Thực ra, chàng nghi ngờ Annibal Pantalacci, herr Friedel, Nathan hay một người nào khác với chàng vốn là những kẻ không đáng tin!
De nemigen látszott valószínűnek, hogy európai ember követte el a bűncselekményt.	Tuy nhiên, ít có khả năng một người châu u lại phạm loại tội này.
- És mégis - mondogatta magában -, lehetetlenség, hogy Matakit a tettes!	"Thế nhưng, Cyprien lặp đi lặp lại, không thể là Matakit được!"
Akkor azonban visszaemlékezett azokra az apró tolvajlásokra, amelyekben a kaffer fiú még az ő szolgálatában is egyszer-másszor vétkes volt.	Nhưng bây giờ, chàng nhớ lại một vài nghi ngờ về những lần ăn cắp vặt mà cậu bé nam Phi vốn đã vài lần vi phạm, thậm chí khi đang làm việc cho chàng.
Akármennyit korholta a gazdája, nem bírt erőt venni a természetén - amely az enyém-tied kérdésében nagyon is laza volt -, és sohasem szabadult meg teljesen kárhozatos szokásától.	Bất chấp mọi lời cảnh báo của ông chủ - cậu bé này tuân theo bản chất của mình vốn rất thoáng về vấn đề cái của ông cái của tôi - không bao giờ có thể từ bỏ những thói quen đáng bị khiển trách ấy.
Cyprien ugyan még mindig nem tudott határozottan hinni szolgája bűnösségében, és egész délelőtt várta visszatérését; de hasztalan, Matakit nem jelentkezett.	Quả nhiên, Cyprien chờ đợi Matakit quay trở lại trong suốt cả buổi sáng cũng vô ích, vì đợi chàng nhất quyết không thể tin vào lời buộc tội cậu bé giúp việc mình; nhưng cậu bé giúp việc không trở lại.
Sőt megállapította azt is, hogy a zacskó, melyben a kaffer megtakarított pénzét tartotta, meg az a néhány holmi és használati tárgy, amit nem nélkülözhet az ember, ha nekivág Dél-Afrika csaknem lakatlan tájainak, ugyancsak eltűnt a kunyhóból.	Ta thậm chí có thể thấy túi đựng tiền dành dụm, một vài đồ đạc hoặc dụng cụ cần cho một người chuẩn bị đi xuyên qua các miền đất gần như hoang mạc của nam Phi, đã không còn trong lều.
Ezek után most már ő sem kételkedhetett.	Thế nên không thể hoài nghi thêm nữa.
Tíz óra felé a fiatal mérnök, akit talán sokkal jobban elszomorított Matakit viselkedése, mint a gyémánt eltűnése, elment a Watkins-házba.	Khoảng mười giờ, chàng kỹ sư trẻ, có lẽ buồn lòng vì xử sự của Matakit nhiều hơn là việc mất kim cương, đi đến trang trại của John Watkins.
Nagy tanácskozásban találta a farmert Pantalaccival, James Hiltonnal és Friedellel.	Chàng thấy ở đó đang diễn ra một cuộc bàn bạc quan trọng giữa ông chủ trang trại, Annibal Pantalacci, James Hilton và Friedel.
- Vegyék üldözőbe azt a Matakitot - dühöngött John Watkins.	tức giận lên cao độ," John Watkins hét lớn.
- felelte Cyprien tréfás hangon, ami csöppet sem tetszett a farmernek -, ahhoz, hogy Matakit ekkora gyémántot lenyelhessen, struccgyomrának kellene lennie!	"Nhưng mà!" Cyprien đáp với giọng bông đùa, "vốn không làm ông chủ trang trại thích thú gì, để nuốt được viên đá lớn như thế, Matakit phải có dạ dày giống đà điểu!"
- Azt hiszi, Méré úr - vágott vissza John Watkins -, van valami, amit egy kaffer gyomra nem vesz be?	"Chẳng lẽ dạ dày của một tên nam Phi không thể chứa mọi thứ sao, anh Méré?" John Watkins đốp lại.
Egyébként nagyon csodálkozom, hogy ön helyénvalónak tartja ilyenkor és ilyen dolgon nevetni!	"Anh còn thấy thích hợp để cười trong lúc này về chuyện ấy ư!"
- De ha valamiért, csak azért sajnálom azt a gyémántot, mert ön megengedte, hogy Alice kisasszonynak ajándékozhassam...	"Nhưng nếu tôi có tiếc viên kim cương ấy, thì cũng chỉ là vì ông đã cho phép tôi tặng nó cho tiểu thư Alice..."
- Én pedig ugyanolyan hálás vagyok érte önnek, Cyprien úr - tette hozzá Miss Watkins -, mintha még a birtokomban volna.	"Và tôi biết ơn anh vì điều ấy, anh Cyprien, như là tôi vẫn còn đang sở hữu nó!" tiểu thư Watkins nói thêm.
- Való igaz, hogy egyáltalán nem mindegy - jegyezte meg James Hilton.	"Thực tế thì, không hoàn toàn giống được!" James Hilton nhận xét.
- Szerintem tökéletesen mindegy - válaszolt nekik Cyprien -, tekintve, hogy ugyanúgy, ahogy azt a gyémántot csináltam, csinálhatok másikat is!	"Ngược lại ấy chứ, có thể hoàn toàn giống như vậy!" Cyprien đáp, "hãy chờ xem, nếu tôi đã làm ra viên kim cương kia, tôi sẽ biết rõ cách làm một viên khác!"
- Egyáltalán olyan biztos benne Méré úr, hogy újabb kísérlete sikerülni fog?	"Anh Méré có chắc sẽ thành công trong thí nghiệm mới hay không?
Egy második gyémántnak, amely a készülékéből kikerül, lesz-e olyan a színe, súlya, következésképpen az értéke, mint az elsőé volt?	Một viên kim cương thứ hai ra lò từ hệ thống máy móc của anh sẽ có màu sắc, trọng lượng và kết quả là giá trị giống viên đầu tiên không?
És még ha sikerül is, meri-e állítani, hogy az első kísérlet sikerében nem volt nagy része a véletlennek?	Trong sự thành công của mình, anh có dám khẳng định không có một phần lớn của sự ngẫu nhiên không?"
Amit Watkins mondott, sokkal értelmesebb volt, semhogy a fiatal mérnököt meg ne hökkentette volna.	Điều John Watkins nói quá đúng khiến chàng kỹ sư trẻ không khỏi kinh ngạc.
Egyébként ezek a kétségek már őbenne is nemegyszer fölvetődtek.	Hơn nữa, điều ấy khẳng định nhiều lý lẽ bác bỏ chàng từng có.
És ha újra belekezd, biztos-e, hogy másodszor is sikerülni fog?	Và nếu làm lại, chàng có chắc sẽ thành công lần thứ hai không?
Ily körülmények közt sürgős volt mindenáron előkeríteni a tolvajt, s ami még fontosabb, az ellopott kincset.	Trong tình thế này, điều quan trọng là bắt tên ăn trộm bằng mọi giá, và lấy lại vật đã mất là điều còn có ích hơn nữa.
- Átkutatták a bányatelep környékét?	"Ta đã lục soát khắp khu trại chưa?"
- A bitang valószínűleg még az éjjel kereket oldott, nehéz, sőt majdnem lehetetlen megállapítani, melyik irányban lépett meg.	"Tên đểu cáng ấy đã biến mất, có lẽ ngay trong đêm, và thật khó, nếu không muốn nói không thể, biết được hắn đi theo hướng nào!"
- kiáltott fel Watkins -, adnék ötszáz vagy akár ezer fontot annak, aki lefüleli.	"Ái chà!" Ông Watkins hét, "ta treo giải năm trăm đến một nghìn bảng để người ta tóm lấy hắn!"
- Miért gondolja?	"Tại sao thế?"
Ezen tűnődött Cyprien, miközben figyelte Pantalaccit.	Đó chính là điều Cyprien tự nhủ khi quan sát hắn.
De Watkins nem az az ember volt, aki föladja a sakkjátszmát azon a címen, hogy nehéz mattot adni.	Nhưng ông Watkins không phải người bỏ cuộc vì khó khăn.
Valóban föláldozta volna egész vagyonát, hogy megint birtokába jusson a páratlan gyémántnak, és türelmetlen, haragtól villámló szeme a nyitott ablakon át egész a Vaal zöldellő partjáig elkalandozott, mintha remélhette volna, hogy az erdőszegélyen megláthatja a szökevényt.	Ông ta thực sự đã hy sinh cả gia tài để được sở hữu viên đá vô song ấy, và, qua cửa sổ nhà riêng đang mở, đôi mắt thiếu nhẫn nại, đầy giận dữ, dõi theo tận đôi bờ xanh tươi của dòng Vaal, làm như ông ta hy vọng nhìn thấy kẻ chạy trốn nơi bờ sông!
Fogják el azt a bitangot!...	Phải bắt kẻ vô lại ấy!...
- kiáltotta John Watkins, körülpillantva a szobában.	"Xem nào, ai nhận việc này?" John Watkins vừa hét lên vừa nhìn xung quanh mình.
- Ki indul el a kaffer üldözésére?...	"Ai muốn truy tìm tên nam Phi đó?...
És mivel nem kapott választ, így folytatta:	Và, vì chẳng ai nói lời nào:
- No, uraim, itt vannak önök, négy fiatalember, akik leányom kezére pályáznak!	"Này, các anh, ông nói tiếp, các anh ở kia bốn người trẻ tuổi đều muốn cầu hôn con gái ta!
Rajta hát!	Tốt thôi!
csípjék el azt az embert a gyémántommal!	Tóm cho ta tên ấy cùng với viên kim cương của ta!
- kiáltotta James Hilton.	"Chấp thuận," James Hilton la lên.
- Ki ne kísérelné meg, hogy elnyerjen ilyen becses díjat? - dörmögte Annibale Pantalacci alamuszi mosollyal.	- Ai chẳng muốn cố giành một phần thưởng quý giá đến vậy?" Annibal Pantalacci thều thào với nụ cười gượng.
Alice fülig pirult, mélységesen megalázónak érezte, hogy tétnek vetik oda ilyen játékhoz, méghozzá a fiatal mérnök jelenlétében.	Mặt đỏ bừng, Alice thấy bị nhục mạ sâu sắc khi bị đưa ra làm phần thưởng trong một ván thách đố như thế, mà lại ngay trước mặt chàng kỹ sư trẻ, nàng cố gắng một cách bất lực che giấu nỗi thẹn thùng của mình.
- Bizisten, talán nem is mond ezzel túlságos nagyot - mondta Pantalacci -, és azt hiszem, Matakit alaposan megsétáltat majd bennünket!	"Thực thế, hẳn là anh nói không sai đâu," Annibal Pantalacci nói, "và tôi tin rằng Matakit sẽ khiến chúng ta đi đường dài đây!
- És mi akadálya van, hogy már ma induljunk... ebben az órában?	"Vậy có ai ngăn chúng ta đi hôm nay... ngay lúc này?" Cyprien hỏi.
- De én a magam részéről semminek nem vágok neki előkészületlenül!	"Thế nhưng, về phần tôi, tôi sẽ không lên đường mà không chuẩn bị kỹ càng!
Egy jó utazóbatár tizenkét igásökörrel, hozzá két hátasló, ez a legkevesebb, amivel föl kell hogy szerelje magát egy olyan expedíció, amilyennek én a miénket látom.	Một toa xe tiện nghi với khoảng một chục bò kéo xe và hai ngựa cưỡi, đấy là điều tối thiểu cần phải có cho chuyến đi như tôi đã dự kiến.
És mindezt csak Potchefstromban lehet beszerezni!	Và tất cả những thứ đó chỉ có ở Potchefstrom!"
De annyi bizonyos, hogy tökéletesen igaza volt.	Có điều chắc chắn là, hắn hoàn toàn đúng.
Ilyen közlekedési eszközök, ilyen fölszerelés nélkül őrültség lett volna nekivágni az útnak Griqualand északi része felé.	Không có phương tiện xe kéo như thế, không có những nguồn lực ấy, sẽ là điên rồ nếu cố đi sâu lên phía Bắc của Griqualand!
Azért ki-ki egyforma eséllyel indulna, a költségek pedig legalább megoszlanának.	Cơ hội của mỗi người sẽ không kém hơn, và ít ra chi phí được chia nhau!"
- Nekem tetszik az indítvány - szólt Friedel.	"Tôi thấy điều này đúng," Friedel nói.
- Elfogadom - mondta habozás nélkül Cyprien.	"Tôi chấp thuận," Cyprien không do dự đáp.
- Ez esetben - jegyezte meg Annibale Pantalacci - meg kell egyeznünk abban, hogy mindegyikünk megtartja a függetlenségét és kiválhat a társaságból, ha célszerűnek tartja, hogy egyedül próbálja elfogni a szökevényt.	"Trong tình huống này," Annibal Pantalacci nhận xét, "phải thỏa thuận rằng mỗi người sẽ bảo đảm sự độc lập của mình và sẽ tự do tách khỏi nhóm vào lúc nào anh ta thấy thích hợp để cố bắt được kẻ chạy trốn!"
- Ez magától értetődik!	"Hẳn nhiên là thế!
- válaszolt James Hilton.	James Hilton đáp.
- Társulunk a kocsi, az ökrök, az élelmiszerek megvásárlására, de mindenki elszakadhat, amikor úgy látja helyesnek.	Chúng ta hùn tiền để mua xe, bò và những đồ dự trữ, nhưng mỗi người vẫn có thể tách riêng khi nào thấy phải lúc!
- felelte Cyprien, Pantalacci és Friedel. - Mikor indulnak?	"Tán thành!" cả Cyprien, Annibal Pantalacci và Friedel cùng đáp.
- kérdezte John Watkins, aki úgy látta, hogy ez a társulás megnégy­sze­rezheti a kilátásait gyémántjának visszaszerzésére.	"Khi nào các anh sẽ đi?" John Watkins hỏi, như vậy sự kết hợp này làm tăng gấp bốn lần cơ may có thể lấy lại viên kim cương của ông ta.
- Gyorsabban, mint az, semmiképpen nem érhetünk oda.	"Đừng mong sẽ đến đó trước cả xe."
- Rendben van!	"Nhất trí!"
Közben Alice félrevonta Cyprient és megkérdezte tőle, hiszi-e valóban, hogy Matakit elkövethetett ilyen lopást.	Tuy nhiên, Alice kéo riêng Cyprien ra rồi hỏi liệu chàng có thực sự tin Matakit là thủ phạm của một vụ trộm như thế.
De biztosra veszem, hogy Annibale Pantalacci egészen az a fajta úriember, aki talán mondhatna egyetmást a gyémánt eltűnéséről.	Thế nhưng, tôi hình như đoan chắc một điều, với tôi hình như chính gã Annibal Pantalacci kia mới là người phải giải thích nhiều về sự mất tích của viên kim cương.
De hát a háború nem lakodalom!	Ra trận là phải xung kích đã!
A négy pályázó csakhamar elbúcsúzott Watkins úrtól és leányától.	Bốn chàng cầu hôn nhanh chóng từ biệt John Watkins và con gái ông.
Mit mondhattak volna egymásnak a vetélytársak, akik együtt készültek utazni és pokolra kívánták egymást?	Những đối thủ ấy, lên đường cùng nhau với mong muốn người này thấy người kia bị loại, còn có thể nói gì với nhau?
Hazatérve, Cyprien ott találta Lit és Bardikot.	Khi trở về nhà mình, Cyprien gặp Lee và Bardik.
A kaffer fiú, amióta szolgálatába fogadta, mindig nagyon buzgónak mutatkozott.	Cậu bé nam Phi này, từ lúc chàng nhận cậu vào làm việc, vẫn luôn tỏ ra rất nhiệt tình.
A fiatal mérnök közölte velük, hogy Friedel, James Hilton és Pantalacci társaságában el fog utazni Matakit üldözésére.	Chàng kỹ sư trẻ thông báo với họ rằng chàng sắp lên đường cùng với Friedel, James Hilton và Annibal Pantalacci để đuổi theo Matakit.
- Vigyelek magammal?...	"Cho các anh theo tôi ư?...
Ugyan minek, ha szabad kérdeznem?	Và vui lòng nói tôi biết để làm gì?"
- Hogy reggelit, ebédet és vacsorát készítsek neked - mondta Bardik.	"Để pha cà phê và nấu ăn cho ông ạ," Bardik nói,
- Hogy kimossam a fehérneműdet - tette hozzá Li.	"Để giặt áo quần cho ông ạ," Lee nói thêm.
- felelte.	"Được!
- Elviszlek mindkettőtöket, mert olyan nagyon kívánjátok!	chàng đáp, bởi các cậu muốn, ta sẽ đưa cả hai cậu theo!"
Azután elment Jacobus Vandergaarthoz, hogy tőle is elbúcsúzzon.	Thế rồi chàng đi từ biệt ông lão Jacobus Vandergaart.
Az öreg se nem helyeselte, se nem ellenezte, hogy Cyprien csatlakozik az expedícióhoz.	Không hề nói tán thành hay không tán thành việc Cyprien tham gia chuyến đi này, ông thân tình bắt tay chàng và chúc chàng thượng lộ bình an.
TRANSVAALON KERESZTÜL	HÀNH TRÌNH XUYÊN TRANSVAAL
Megérkezve Potchefstromba, a négy utas megtudta, hogy egy fiatal kaffer, akinek személyleírása ráillett Matakitra, előző nap áthaladt a városon.	Khi đến được Potchefstrom, bốn lữ khách nghe kể về một cậu bé nam Phi đã đi qua thành phố hôm trước - cậu bé có những dấu hiệu nhận dạng giống với Matakit.
Ez jó előjel volt, vállalkozásuk sikerével biztatott.	Đấy là cơ may cho sự thành công của chuyến đi của họ.
Másfelől bizonyosra vehették, hogy hosszú út áll előttük, mert a szökevény könnyű kis kocsit szerzett magának, amely elé egy strucc volt fogva, azt pedig nehéz lesz utolérni.	Thế nhưng, điều làm hành trình dài hơn, hẳn nhiên chính là vì kẻ chạy trốn đã trang bị một cỗ xe đà điểu gọn nhẹ, vì vậy sẽ khó mà đuổi kịp hắn ta.
Megjegyzendő, a kocsihúzó strucc még Griqualandban is ritkaság, mert nem könnyű megszelídíteni.	Phải thêm rằng đà điểu kéo xe rất hiếm, ngay cả ở vùng Griqualand, vì chúng không dễ huấn luyện.
A kapott értesülésekből most már megállapíthatták, hogy Matakit észak felé vette útját, mégpedig olyan sebes járművön, amely tíz váltás postalovat könnyűszerrel elhagyott volna.	Thế mà, chính trong những điều kiện ấy - điều này có thể nhận thấy được - Matakit vẫn tiếp tục lên đường đi phương Bắc, với một đoàn tùy tùng lẽ ra cần phải có mười con ngựa để thay phiên.
Nem volt más hátra, mint a lehető legsürgősebben fölkészülni az üldözésre.	Vậy nên họ chỉ còn biết chuẩn bị để đuổi theo cậu ta càng nhanh càng tốt.
Igazat szólva, a szökevénynek az időbeli előnyén kívül még az is kedvezett, hogy helyzetváltoztatásának gyorsasága túltett azon, amit ellenfelei elérhettek.	Trên thực tế, kẻ chạy trốn, với đoạn đường đi trước khá xa, có lợi thế về tốc độ hơn nhiều so với tốc độ của phương tiện di chuyển mà các đối thủ của cậu ta sử dụng.
De másfelől egy strucc ereje előbb-utóbb kimerül.	Nhưng tóm lại, sức lực một chú đà điểu cũng có hạn.
Matakit kénytelen lesz útközben pihenőt tartani, amivel alkalmasint időt veszít.	Matakit buộc sẽ phải dừng chân, và có thể bị mất thời gian.
Hogy milyen jó hasznukat veheti, hamarosan kiderült, amikor az expedícióhoz szükséges fölszerelésről kellett gondoskodnia.	Cyprien nhanh chóng lấy làm sung sướng vì đã đưa Lee và Bardik đi cùng khi thoạt tiên, việc chàng cần làm là trang bị cho chuyến đi.
Nem csekély feladat ilyen esetben szakértelemmel összeválogatni a valóban nélkülözhetetlen tárgyakat.	Trong trường hợp như thế này, chọn lựa kỹ những đồ sẽ có thể thực sự hữu dụng không hề là chuyện nhỏ.
A vadonban szerzett tapasztalatokat semmi sem pótolhatja.	Không gì thay thế được kinh nghiệm về sa mạc.
Cyprien hiába volt elsőrendű tudósa a differenciál- és integrálszámításnak, mit ért vele, ha nem ismerte a dél-afrikai vadon életének ábécéjét, és sejtelme sem volt a trek, vagy ahogy arrafelé mondják - a szekérnyomok világáról.	Cyprien dù có giỏi tính toán vi phân và tích phân đến đâu cũng không biết những điều sơ đẳng về cuộc sống ở Veld, về cuộc sống trên "cỗ xe bò" hay trên "Những vết xe lăn", như người ta thường nói đến xứ ấy.
A közös érdek parancsolta, hogy ezeket kellő körültekintéssel válasszák meg és James Hilton remekelt a vásárlással.	Lợi ích chung đòi hỏi phải lựa chọn đúng đắn, và James Hilton hoàn thành tuyệt vời.
De nem így állt a dolog, amikor kinek-kinek egyéni szükségleteiről volt szó, példának okáért egy hátaslóról.	Nhưng việc của riêng cá nhân mỗi người lại không ổn như thế - chẳng hạn như mua một con ngựa.
- Mondd, kisapa, meg akarod venni ezt a lovat?	"Sao cơ, ông trẻ, ông sẽ mua con ngựa ấy ư?
- Csak nem akarod nekem a varázslót játszani!	"Cậu muốn chơi trò thầy bói với ta à?
- Nem, kisapa, de Bardik ismeri a vadont, Bardik figyelmeztet téged, hogy ez a ló nincs besózva.	"Không phải, ông trẻ à, nhưng vì Bardik biết vùng sa mạc và báo trước với ông rằng con ngựa ấy chưa ‘nhiễm muối’!"
Talán bizony hordóban eltett lovat akarsz velem megvásároltatni!	Vậy cậu định khuyên ta mua một con ngựa to như cái thùng sao?"
- szólt Cyprien, akit nagyon meghökkentett a szolgájától kapott fölvilágosítás.	"Ra vậy!" Cyprien thốt lên, rất đỗi kinh ngạc vì lời cảnh báo của cậu bé giúp việc.
- Aztán miféle kórság az?	"Vậy bệnh này là gì nhỉ?"
- Magas lázzal járó kehesség - válaszolt Bardik.	"Đấy là dạng sốt cao kèm theo ho," Bardik đáp.
- Csak olyat szabad megvenni, amelyik már átesett rajta - könnyen meglátni a külsején -, mert ha már egyszer megkapta, másodszor igen ritka esetben kapja meg.	"Nhất thiết chỉ nên mua những con ngựa đã từng nhiễm bệnh rồi, vốn rất dễ nhận biết qua dáng vẻ chúng - bởi vì , một khi đã lành khỏi bệnh ấy, hiếm khi chúng nhiễm bệnh lần thứ hai!"
Cyprien tüstént felfüggesztette az alkudozást és többfelé kérdezősködött.	Cyprien ngưng ngay lập tức thương lượng và đi tìm hiểu thông tin.
Annyira közismert dolog volt, hogy nem is beszéltek róla.	Mọi người đều khẳng định điều Bardik đã nói.
Miután így fölvértezte magát saját tapasztalatlansága ellen, a fiatal mérnök óvatosságból kikérte a város egyik állatorvosának tanácsát.	Đó là sự việc hoàn toàn hiển nhiên ở trong vùng, đến mức người ta thậm chí chẳng nhắc đến nó.
Templar - így hívták -, az egész környéken valósággal híres volt arról, hogy remekül bírja a fáradságot, s Bardik, akinek a véleménye komolyan latba esett, tökéletesen meg volt elégedve a vásárlással.	Templar - chính là tên nó - thực sự có danh tiếng trong vùng, giống như ngựa lao dịch, và lúc nhìn thấy nó Bardik, vốn cũng được tham khảo ý kiến, tuyên bố hoàn toàn thỏa mãn.
Egyébként ő kapott különleges megbízást az ökrökkel fogatolt kocsi irányítására, s ebben a tisztségben pajtása, Li segédkezett neki.	Về phần cậu, cậu được giao đặc trách điều khiển hướng đi của toa xe và cỗ xe bò, và được anh bạn Lee của cậu giúp đỡ thêm.
Így aztán őket nem kellett külön nyeregbe ültetni, amit Cyprien meg se tehetett volna, épp elég pénzébe került a saját lova.	Vậy là không phải lo lắng chuyện thắng cỗ xe, kể cả thùng xe lẫn xe bò, việc mà Cyprien có lẽ chẳng bao giờ làm được, vì số tiền phải bỏ ra để mua được con ngựa của riêng chàng.
Nem kevésbé volt kényes a fegyverek kérdése.	Vấn đề vũ khí cũng không kém khó khăn.
Egyébként abban a hiszemben volt, hogy muníciónak elég, ha öt-hatszáz töltésre való lőport és ólmot visz magával, és nagyon meg volt lepve, mikor megtudta, hogy puskánként négyezer töltény a legkevesebb, amennyiről ezen a vad vidéken, a nem kevésbé félelmes bennszülöttek honában föltétlenül gondoskodni kell.	Chàng cũng tưởng mang theo đạn dược với năm hay sáu trăm lần nạp thuốc súng và đạn chì đã là rất đầy đủ, và chàng rất ngạc nhiên khi biết rằng theo yêu cầu của sự thận trọng bốn nghìn phát đạn mỗi súng là con số tối thiểu ở cái xứ sở nhiều ác thú và dân bản địa không kém phần đáng gờm này.
Két, robbanógolyókra berendezett forgópisztolyt is vett és fegyverzetét kiegészítette egy pompás vadászkéssel, amely öt éve lógott a potchefstromi fegyverkereskedő kirakatában anélkül, hogy valakinek eszébe jutott volna megvásárolni.	Cyprien cũng phải trang bị hai súng lục dùng đạn nổ và mua một con dao đi săn tuyệt đẹp vốn đã được trưng bày năm năm nay trong tủ kính hiệu buôn vũ khí ở Potchefstrom mà không ai từng có ý định mua để bổ sung vào bộ vũ trang của chàng.
Erre a beszerzésre is Li sürgetésére határozta el magát, aki váltig bizonykodott, hogy nincs hasznosabb fegyver a késnél.	Lại chính là Lee đã cố nài nỉ để Cyprien mua nó, anh ta dám chắc rằng không gì có ích hơn con dao ấy.
A rövid, széles pengét, amely meglehetősen hasonlított a francia gyalogsági bajonetthez, a kínai mindjárt gondjaiba vette, és később is személyesen élesítette és fényesítette, mert mint honfi­társai általában, ő is csak a szúrófegyverekben bízott igazán.	Mặt khác, sự chăm chút từ đấy anh ta dành để bảo dưỡng lưỡi dao và độ bóng của lưỡi dao ngắn và rộng bản ấy, khá giống thanh gươm lưỡi lê của bộ binh Pháp, chứng tỏ sự tin tưởng của anh dành cho các loại dao mác, sự tin tưởng mà anh có chung với những người cùng giống nòi anh.
Egy csomó skatulyán és mindenféle titokzatos kelléken kívül abban tartott mintegy hatvanméternyit abból a vékony és hajlékony, de erősen sodrott zsinegből, amelyet a matrózok "alattság"-nak mondanak.	Trong đó anh ta để, kế bên một dãy hộp và nguyên liệu bí ẩn, sợi dây mềm và mảnh nhưng bện rất chặt dài khoảng sáu mươi mét, mà các lính thủy thường gọi "dây chão".
S ha megkérdezték tőle, mit akar csinálni vele, kitérő választ adott:	Và, khi người ta hỏi anh muốn làm gì với cái đó:
- A sivatagban talán nem kell fonalat feszíteni, csakúgy, mint egyebütt?	"Giữa sa mạc không phải phơi áo quần như ở nơi khác sao?" anh trả lời thoái thác.
Vízhatlan ponyvákból, gyapjútakarókból, konyhafölszerelésből, forrasztott bödönökben tartósított bőséges élelmiszerkészletből, tartalék igákból, láncokból, szíjakból állt a kocsi hátulján berendezett főraktár.	Nhiều tấm khăn trải không thấm nước, nhiều chăn len, nhiều đồ gia dụng, vô số thực phẩm đóng hộp, ách xe, dây nhợ, đai thay thế, biến thùng sau xe thành kho hàng của cửa hàng tổng hợp.
A kocsi előrészét szalmával bélelték ki, alvó- és pihenőhelyül Cyprien és társai számára.	Phần trước xe, đầy những rơm, dùng làm giường ngủ và chỗ trú cho Cyprien và những bạn đường của chàng.
James Hilton kitűnően látta el a dolgát, és úgy látszott, igen célszerűen válogatta össze az utazótársaság szükségleteit.	James Hilton đã hoàn thành rất tốt nhiệm vụ của mình và hình như chọn lựa rất phù hợp những thứ cần thiết cho cả hội.
Meglehetősen hiú volt gyarmatos-tapasztalataira.	Anh ta khá kiêu ngạo về kinh nghiệm dân di cư của mình.
Ilyenkor azonban Annibale Pantalacci nem mulasztotta el, hogy oldalba lökje és elhallgattassa.	Nhưng Annibal Pantalacci không quên chen ngang và ngắt lời anh ta.
- Mi szüksége van arra, hogy a franciával közölje ismereteit?	"Anh cần gì chia sẻ vốn kiến thức của anh cho anh chàng Pháp?
- Olyan fontos magának, hogy ő nyerje el a verseny pályadíját?	Anh muốn nhìn thấy anh ta thắng cuộc lắm sao?
Én az ön helyében megtartanám magamnak, amit tudok, egy kukkot se szólnék!	nếu là anh, tôi sẽ giữ cho tôi những gì mình biết và chẳng hề cho biết điều gì!"
James Hilton őszinte csodálattal nézett a nápolyira.	Và James Hilton, để đáp lời, nhìn gã Napôli với vẻ ngưỡng mộ thật lòng:
Nekem sohase jutott volna az eszembe!	Đấy là một ý mà tôi không nghĩ ra!"
Cyprien bezzeg becsületesen továbbadta Friedelnek, amit a környék lovairól megtudott, de ha­tár­talan önteltségbe és konokságba ütközött.	Cyprien thì không quên trung thực thông báo cho Friedel điều chàng biết về vấn đề ngựa trong vùng, nhưng chàng vấp phải tính tự phụ và sự bướng bỉnh không giới hạn.
A német semmiről sem akart hallani és kijelen­tette, hogy ő bizony a maga feje szerint cselekszik.	Anh bạn Đức chẳng muốn nghe điều gì và chỉ hành động theo ý mình.
