ALEXANDRE DUMAS	Alexandre Dumas
A függönyöket félig összehúzták, sejtelmes homály volt a szobában, épp ilyen kell az üdvös elmélkedéshez.	Những tấm rèm cửa chỉ vén ra một nửa để lọt vào một thứ ánh sáng huyền bí thích hợp với sự mơ màng mộ đạo.
Amikor fiatalember szobájába lépünk, főként, ha testőr a fiatalember, egy sereg hívságos holmin szokott meg­akadni szemünk; nos, ebből a szobából mintegy varázsütésre eltűnt minden efféle, mert Bazin mester, minden bizonnyal attól reszketve, hogy jelenlétük visszafordítja gazdája figyelmét a földi világ felé, sorra kiakolbólított kardot, pisztolyokat, tollas kalpagot és minden rendű-rangú hímzést meg csipkedíszt.	Mọi vật dụng thời lưu có thể đập vào mắt khi bưôc vào phòng chàng trai trẻ và nhất là chàng trai lại là ngự lâm quân đều biến mất như có phép mầu, và chắc sợ nhìn thấy những thứ ấy chủ mình lại hướng đến những ý nghĩ của thế giới trần tục, Bazin đã dọn sạch gươm súng, mũ cài lông, các đồ thêu, ren các kiểu các loại.
Helyettük mintha valami korbácsfélét látott volna D’Artagnan egy szögön, egy sötét sarokban.	Nhưng thay vì thấy những thứ đó, D Artagnan tưởng như nhìn thấy ở một góc tối một thứ gì đó giống như chiếc roi hành xác treo trên một cái đinh ở trên tường.
Az ajtó csikordulására Aramis föltekintett, és megismerte barátját.	Nghe tiếng D Artagnan mở cửa Aramis ngẩng đầu lên và nhận ra bạn mình.
De bármint ámult is D’Artagnan, megjelenése szemlátomást nem hatott különösebben a testőrre, oly messze járt már lélekben a földi világtól.	Nhưng điều làm D Artagnan hết sức ngạc nhiên là việc chàng xuất hiện hình như chẳng tạo nên một ấn tượng lớn nào đối với chàng lính ngự lâm này, chừng như đầu óc anh ta đã tách rời khỏi mọi vật nơi trần thế.
- Jó napot, kedves D’Artagnan - szólította meg -, igazán örülök, hogy láthatom.	- Xin chào D Artagnan thân mến - Aramis nói - xin anh tin là tôi vui sướng được gặp anh.
- Én is - felelte D’Artagnan -, bár még nem tudom biztosan, Aramisszal beszélek-e?	- Tôi cũng vậy - D Artagnan nói - cho dù tôi còn chưa tin có phải tôi đang nói với anh Aramis không.
- Vele, barátom, vele személyesen, vagy talán azt mondották, hogy nem...?	- Với hắn ta đấy, bạn ạ, với chính hắn đấy!
- Azt hittem, eltévesztettem a szobát, s először az volt az érzésem, valamilyen egyházi férfiú lakosztályába kerültem, azután, amikor megpillantottam az urak között, másik tévedésbe estem: azt gondoltam, súlyosan beteg.	Nhưng ai có thể làm cho anh nghi ngờ?… - Tôi đã sợ là tôi nhầm phòng và lúc đầu tôi cứ tưởng là tôi vào phòng của một vị tu hành nào đó, rồi tôi lại mắc thêm một cái nhầm nữa khi thấy anh đang cùng với các vị đây.
A két fekete ruhás elértette D’Artagnan célzását, és szinte fenyegetve mérték végig, D’Artagnan azonban erre ügyet sem vetett.	Hai người mặc đồ đen kia hiểu rõ ý đồ của D Artagnan, liếc nhìn chàng có vẻ như hăm dọa, nhưng chàng không hề tỏ ra sợ
Aramis alig észrevehetően elvörösödött.	Aramis thoáng đỏ mặt:
- Miért zavarna?	- Anh mà làm phiền tôi ư?
Dehogy, kedves barátom, éppen ellenkezőleg.	"A, thế mới phải chứ?"
Ha kívánja, meg is esküszöm rá.	D Artagnan nghĩ thầm "chưa đến nỗi nào?".
Őszinteségem bizonyítására hadd kezdjem azzal: végtelenül örülök, hogy jó egészségben találom kegyedet.	- Bởi vì ông đây là bạn tôi, vừa mới thoát khỏi một mối nguy khốc liệt - Aramis vừa tiếp tục nói giọng cảm động vừa trỏ D Artagnan giới thiệu với hai vị giáo chức kia.
- Végre helyben vagyunk!	- Xin ông hãy tạ ơn Chúa đi?
- gondolta D’Artagnan - örvendetes.	- Hai người đồng thanh đáp và nghiêng mình.
- Adjon hálát az Úrnak, fiatalember - felelték azok, s egyszerre bókoltak D’Artagnan felé.	D Artagnan về phần mình cũng nghiêng mình đáp lễ.
- Nem mulasztottam el, főtisztelendő uraim - válaszolta D’Artagnan, és viszonozta a bókot.	- Thưa các vị đáng kính, tôi đã không quên đâu.
- Éppen kapóra jön, kedves D’Artagnan - szólt Aramis -, legalább részt vehet a vitában, és közölheti velünk becses nézeteit.	- D Artagnan thân mến - Aramis nói - Anh đến thật đúng lúc, anh tham gia vào cuộc tranh luận đi, góp ý kiến làm sáng tỏ vấn đề.
Az amiens-i házfőnök úr meg a montdidier-i esperes úr bizonyos, teológiai kérdésekről társalog velem, a tárgy rendkívül érdekes, már hosszú ideje lebilincsel mindannyiunkat; nagyon örülnék, ha ismerhetném a véleményét.	Ngài giáo trưởng xứ Amiêng, ngài mục sư Môngđiđiê và tôi, chúng tôi đang tranh luận một số vấn đề thần học mà chúng tôi đã quan tâm từ lâu, tôi sẽ rất vui được biết ý kiến của anh.
Megint a két fekete ruháson volt a sor a bókolásban.	Hai người mặc áo đen lại đáp lễ.
- Éppen ellenkezőleg - tiltakozott Aramis -, alig várjuk értékes hozzászólását!	- Trái lại - Aramis lại tiếp - ý kiến của anh sẽ rất quý với chúng tôi.
Azért vitat­kozunk, mert a házfőnök úr szerint mindennél fontosabb, hogy dolgozatom dogmatikus és didaktikus legyen.	Vấn đề là thế này, ông giáo trưởng tin rằng bản luận văn nhất thiết phải có tính giáo lý và giáo huấn.
- A dolgozata!	- Bản luận văn!
Hát dolgozatot ír?	Vậy ra anh làm một luận văn?
- Természetesen - felelt a jezsuita -, felszentelés előtt a dolgozat kötelező.	- Hẳn rồi, - vị giáo sĩ dòng Tên trả lời - với kỳ sát hạch trước khi thụ phong, bản luận văn là nhất thiết phải có.
- Felszentelés!	- Thụ phong?
- kiáltott fel D’Artagnan, és nem hitt a fülének, most hogy a fogadósné és Bazin után harmadszor hallotta ugyanazt. - Felszentelés!	- D Artagnan kêu lên, chàng không thể tin nổi vào cái điều mà bà chủ quán và Bazin kế tiếp nhau nói với chàng – Lễ thụ phong.
Elképedve hordozta körül tekintetét az előtte üldögélő három személyen.	Và chàng đưa mắt hoang mang nhìn ba nhân vật đang ngồi trước mặt chàng.
- Szóval - folytatta Aramis, és éppoly kecsesen helyezkedett el karosszékében, mintha női szalonban társalogna, miközben tetszelegve legeltette szemét fehér és nőiesen párnás kezén, melyet feltartott, nehogy erei kidagadjanak -, szóval, kedves D’Artagnan, amint hallotta, a házfőnök úr mindenképp dogmatikus dolgozatot kíván, én pedig eszmei dolgozatot szeretnék.	Còn Aramis thì chễm chệ trên chiếc ghế bành ở tư thế duyên dáng như thể vẫn trong phố hẻm, ngắm nghía thỏa thích bàn tay trắng trẻo và mũm mĩm như bàn tay đàn bà của chàng rồi giơ tay lên cho khỏi bị dồn máu và nói:
Evégből a házfőnök úr egy, ez idő szerint még fel nem dolgozott tárgyat javasol; ami nem is tagadhatom, egy sereg csodálatos eszmefuttatásra biztosít lehetőséget.	- D Artagnan này, như anh đã nghe thấy đấy, ông giáo trưởng muốn bản luận văn của tôi có tính giáo lý, trong khi tôi lại muốn nó duy lý.
Utraque manus in benedicendo clericis inferioribus necessaria est.	Chính vì vậy mà tại sao ông giáo trưởng lại đề nghị với tôi cái chủ đề còn chưa hề được lý giải trong đó tôi nhận thấy có vấn đề cho những sự phát triển rực rỡ: Utraque manus in benedicendo clerieis inferioribus necessaria est.
Már ismerjük, milyen tudós férfiú D’Artagnan; szemrebbenés nélkül hallgatta ezt az idézetet is, csakúgy, mint Tréville úrét a múltkoriban, amikor az Buckingham herceg állítólagos ajándékaira célozgatott.	D Artagnan mà chúng ta đã biết rõ sự uyên bác của chàng đến đâu, chả buồn chau mày trước câu trích dẫn này hơn câu ông Treville đã trích dẫn về các món quà mà ông cho là chàng đã nhận của ông De Buckingham.
- Vagyis világosabban - folytatta Aramis, hogy D’Artagnan segítségére siessen.	Để D Artagnan hoàn toàn dễ hiểu, Aramis lại tiếp:
- Kisebb rendeket viselő papok esetében két kézzel kell áldást adni.	- Câu ấy có nghĩa: Hai bàn tay rất cần thiết cho các tu sĩ cấp thấp, khi họ ban phúc lành.
- Csodálatos tárgy!	- Đề tài tuyệt vời!
- lelkendezett a jezsuita.	- vị tu sĩ dòng Tên kêu lên.
- Csodálatos és dogmatikus!	- Tuyệt vời và giáo lý nữa!
- szajkózta a plébános, aki latin tudásban maga sem vitte sokkal többre, mint D’Artagnan, s ezért szívvel-lélekkel csüggött a jezsuitán, hogy el ne maradjon, s úgy ismételte minden szavát, akár a papagáj!	- Ông mục sư nhắc lại, tiếng Latinh của ông ta chắc cũng đại khái như D Artagnan, cho nên ông theo dõi chăm chú ông giáo sĩ dòng Tên để bắt chước và lặp lại những lời ông này nói như một loại tiếng vọng mà thôi.
Ám D’Artagnanunkat tökéletesen hidegen hagyta a két fekete ruhás ömlengése.	- Còn D Artagnan chàng hoàn toàn thờ ơ trước nhiệt tình của hai ông áo đen.
- Igen, csodálatos!	- Vâng tuyệt vời!
prorsus admirabile!	Prorsù admirabile!
- hagyta helyben Aramis - de az egyházatyák és a szentírás elmélyült ismeretét feltételezi.	- Aramis tiếp tục - nhưng đòi hỏi một sự nghiên cứu uyên thâm của cha và Kinh thánh.
D’Artagnan mélységesen unta, a plébános úgyszintén.	D Artagnan chỉ thấy vô cùng chán ngán và ông mục sư cũng vậy.
- Mily csodás "expoziálós"!	- Đã thấy nhập đề tuyệt chưa!
- kiáltott fel a jezsuita.	- Ông dòng Tên kêu lên.
- Expositio10 - ismételte a plébános, hogy ő is mondjon valamit.	- Exordium ông mục sư lặp lại cho ra vẻ.
- Quemadmodum inter coelorum immensitatem.11	- Quem ad… modum inter coelorum imnrensitatem.
Aramis D’Artagnanra sandított, és látta, amint barátja akkorát ásít, hogy majd kifordul az állkapcája.	Aramis liếc nhìn D Artagnan và thấy bạn mình đang ngáp đến sái quai hàm, liền nói với ông giáo trưởng dòng Tên:
- Beszéljünk franciául, atyám - szólt a jezsuitához -, akkor D’Artagnan úr jobban élvezi majd szavainkat.	- Thưa cha, ta nói tiếng Pháp thôi, ông D Artagnan sẽ thưởng thức những ý kiến của chúng ta nhiệt tình hơn.
- Hát igen, elfáradtam az úton - mondta D’Artagnan -, nem tudok figyelni a latinra.	- Vâng tôi mệt mỏi khi đi đường - D Artagnan nói - và mọi thứ tiếng Latinh ấy tuột đi hết.
- Rendben van - szólt a jezsuita, akit kissé kizökkentett kerékvágásából ez a közbeszólás, a plébánosnak pedig nagy kő esett le a szívéről, és lelkes, hálás pillantást vetett D’Artagnanra -, nos, figyeljen!	- Đồng ý - Ông dòng Tên hơi khó chịu nói, trong khi đó ông mục sư thấy dễ chịu hẳn lên, quay lại nhìn D Artagnan với đầy lòng biết ơn.
nézze csak, milyen remek lehetőséget ad ez a glossza.	- Đồng ý để xem cách giải thích ấy đi đến điều gì.
- Mózes, az Úr szolgája... csupán szolgája, jegyezze meg!	- Môixe kể tôi đòi của Chúa… Ông ta chỉ là kẻ tôi đòi, các vị hiểu chứ?
Mózes kézzel osztja az áldást, mások tartják a két karját, miközben a zsidók megverik ellenségeiket; tehát két kézzel osztja az áldást.	Môixe ban phúc bằng hai bàn tay, để mặc mọi người đỡ hai tay, trong khi người Hêbrơ đánh đuổi quân thù, vậy là ông ban phước bằng hai bàn tay.
Különben az evangéliumban is ez áll: Imponite manus, nem pedig manum.	Vả lại kinh Phúc âm nói thế này, Imponite manus chứ không manum: Đánh lên hai bàn tay chứ không phải bàn tay.
- "Helyezzétek rá kezeiteket", nem pedig "kezeteket". - Helyezzétek rá kezeiteket - ismételte a plébános, kezével mutatva.	- Với thánh Pie, mà kế vị ngài là các giáo hoàng, thì trái lại - ông giáo sĩ dòng Tên tiếp - Porrige digitas.
- Hogyne - válaszolta Aramis, és látszott rajta, úgy érzi magát, mintha hájjal kenegetnék -, csakhogy fölöttébb bonyodalmas a dolog.	- Nhất định thế rồi, nhưng vấn đề rất tinh tế.
- Ujjaitokat!	- Những ngón tay!
- folytatta a jezsuita - tehát Szent Péter az ujjaival áld.	- Ông giáo sĩ tiếp - Thánh Pie ban phúc bằng những ngón tay.
Ennek folytán ugyancsak ujjaival áld a pápa is.	Vì vậy giáo hoàng cũng ban phúc bằng những ngón tay.
És vajon hány ujjával?	Và ngài ban phúc bằng bao nhiêu ngón tay?
Hárommal: eggyel az Atya, eggyel a Fiú és eggyel a Szentlélek nevében.	- Với ba ngón, một vị Cha, một vị con, một vị Thánh thần.
- A pápa Szent Péter utóda és az Istenség hármas hatalmát képviseli. Az egyházi hierarchia fennmaradó része, ordines inferiores, a szent arkangyalok és angyalok nevében áld.	Giáo hoàng là người kế vị Thánh Pie và đại diện cho ba quyền lực của cõi thiêng, còn lại ordines inferiores (những chức danh cấp thấp - ND) của đẳng cấp giáo chức, ban phúc nhân danh các thánh đại thiên sứ và thiên sứ.
Az alacsonyabb rendű egyházi emberek, mint a szerpapok meg a sekrestyések, szenteltvízhintővel osztják az áldást; a szent eszköz áldó ujjak légióját jelképezi.	Những giáo chức tầm thường nhất, như các trợ tế, các người coi đồ thánh thì ban phúc bằng những vòi phun giả vờ như vô tận những ngón tay ban phúc.
Ezzel meg is volna a tárgy veleje: Argumentum omni denudatum ornamento. Ebből én - folytatta a jezsuita - két ekkora kötetet tudnék összeírni.	Thế là đề tài đã được đơn giản hóa Argumentum ommi denu datum ornamento- Ông giáo sĩ dòng Tên tiếp - Tôi sẽ triển khai thành hai tập khổ như tập này.
És felbuzdulásában jókorát csapott öklével Szent Krizosztom fólió kötetére, melytől szinte roskadozott az asztal.	Và trong lúc đang hứng khởi ông ta đấm tay lên cuốn Thánh Crixếtxtôn khổ to, làm võng cả mặt bàn dưới sức nặng của nó.
D’Artagnan hüledezett.	D Artagnan rùng người.
- Persze - szólt Aramis -, a dolgozat igen szép, nem is tagadom, ám egyben azt is érzem, hogy meghaladja erőmet.	- Đúng vậy rồi, Aramis nói - Tôi xin trả lại sự đúng đắn cho những vẻ đẹp của luận thuyết đó, nhưng đồng thời tôi cũng nhận ra nó nặng nề đối với tôi.
Nézze, kedves D’Artagnan, én ezt a szöveget választottam; mondja csak, hogy tetszik magának: Non inutile est desiderium in oblatione, vagyis:	D Artagnan thân mến, tôi đã chọn cái tên bài này, anh cho biết liệu anh có thích không: Non inutile est desiderium in oblatone hoặc thế này thì hay hơn.
"Nem haszontalan a bánkódás, amikor az Úrnak áldozunk."	Còn hơi luyến tiếc thì không hợp với lễ vật dâng lên Chúa.
- Megállj!	- Dừng lại đi?
- kiáltott fel a jezsuita - ez a tétel csaknem eretnekség, majdnem ugyanezt állítja Augustinusában a fő-fő eretnek Jansénius,12 akinek könyvét a hóhér keze előbb-utóbb máglyára veti.	Có một đề thuyết gần giống như vậy trong cuốn Ôgúttinutx của tên dị giáo Jăngxêniuytx, mà sớm muộn gì cuốn sách đó cũng bị đốt bởi bàn tay đao phủ.
Vigyázzon, fiatal barátom, kegyedet hamis tanok csalogatják, a vesztébe rohan!	Coi chừng, ông bạn trẻ, ông đang ngả về những tà thuyết đấy, ông có nguy cơ đấy!
- A vesztébe rohan - ismételte a plébános, és fájdalmasan csóválta a fejét.	- Ông có cơ nguy đấy! - Ông mục sư vừa nói vừa lắc đầu đau đớn.
- A szabad akarat kérdésének darázsfészkébe nyúl; vigyázzon, hajótörést szenved a halálos zátonyon.	Ông đang đến sát cái quan điểm trứ danh của tự do ý chí nó là một mỏm đá ngầm đó.
Tárt karokkal fogadja a pelagiánusok13 és fél-pelagiánusok képzelgéseit.	Ông đang đến gần kề những lối bóng gió của bọn Pêlagiêng và nửa Pêlagiêng.
- De tisztelendő atyám... - szólalt volna meg Aramis, akinek szinte már zúgott a feje a jégeső módjára szakadó érvek záporától.	- Nhưng thưa đức cha… - Aramis nói sau loạt lý sự đổ lên đầu mình như mưa đá.
- Hogyan bizonyítja be - folytatta a jezsuita, és nem hagyta szóhoz jutni Aramist -, hogy helyénvaló a bánkódás a világért, ha valaki az Úrnak áldozza fel magát?	Vị thầy tu dòng Tên không để chàng kịp nói tiếp: - Làm sao ông có thể chứng minh được người ta lại luyến tiếc trần gian khi hiến thân dâng Chúa?
Figyelje csak meg ezt a szillogizmust: isten az Isten, a világ az ördög; aki a világért bánkódik, az ördögért bánkódik - tessék, ez a végső következtetés.	Hãy nghe cái quan điểm hai mặt này: Chúa là chúa và trần gian là quỷ dữ, luyến tiếc trần gian là luyến tiếc quỷ dữ; đó là kết luận của tôi.
- A végső következtetés - szajkózta a plébános.	- Cũng là của tôi nữa - Ông mục sư nói.
- De könyörgök!... - szólt közbe Aramis.	- Nhưng làm ơn… - Aramis nói tiếp.
- Desideras diabolum,14 szerencsétlen!	- Desideras diabolum hơi con người bất hạnh!
- kiáltotta a jezsuita.	- Giáo sĩ dòng Tên kêu lên.
- Az ördögért bánkódik!	- Ông ta luyến tiếc quỹ dữ!
Jaj, barátom - óbégatott a plébános -, ne bánkódjék az ördögért, kérve-kérem.	Chà, ông bạn trẻ - Ông mục sư rên rỉ nói - đừng luyến tiếc quỷ dữ làm gì, tôi van ông đấy.
Ám kénytelen-kelletlen hallgatott, mert nem értette, miféle nyelven beszélnek.	Có điều chàng buộc phải im miệng, vì chẳng hiểu gì về cái thứ tiếng đang nói trước mặt mình.
- De hallgassanak meg legalább - szólalt meg ismét Aramis, s ezúttal az udvariasság máza alól kiütközött türelmetlensége -, egy szóval sem mondtam, hogy bánkódom érte, világért sem hallanak tőlem egyetlen szót, ami ellenkezik hitelveinkkel...	- Nhưng các vị hãy nghe tôi đã nào - Aramis nói tiếp với vẻ lễ độ nhưng đã bắt đầu lộ ra đôi chút bực bội. - Tôi không nói là tôi luyến tiếc - Không, tôi không bao giờ đọc lên cái câu không chính giáo ấy…
A jezsuita égnek emelte karját, a plébános ebben is követte.	Giáo sĩ dòng Tên giơ hai tay lên trời, ông mục sư cũng làm theo:
- No jó, de azt legalább belátja, hogy cseppet sem ildomos, ha olyasmit ajánlunk fel az Úrnak, amitől réges-rég megcsömörlöttünk.	- Không, nhưng ít nhất ông cũng phải công nhận rằng thật chẳng ra gì khi chỉ đem hiến dâng cho Chúa những gì mà mình đã hoàn toàn phát ngán.
Nem igaz, D’Artagnan?	Tôi nói có đúng không, D Artagnan?
- Hogy az istenbe ne volna igaz!	- Ừ, thì đúng!
- kiáltott fel a testőr.	- D Artagnan nói to.
A plébános meg a jezsuita megvonaglott, mintha gombostű volna a székükben.	Ông mục sư và ông giáo sĩ bật người lên.
- Színtiszta igazság - mondták Aramis ellenfelei.	Aramis nói:
- Rondót!	- Điều đó đúng!
- fitymálta a jezsuita.	- Những người đối lập nói.
- Rondót!	- Một đoản khúc!
- ismételte gépiesen a plébános.	- ông mục sư lắp lại như cái máy.
- Azért csak mondja el!	- Đọc đi! Đọc đi!
- kiáltott fel D’Artagnan - legalább másról is beszélünk egy kicsit.	D Artagnan nói to - May ra nó thay đổi không khí một chút.
- Másról aligha, mert a rondó is vallásos - felelte Aramis -, versbe szedett teológia.	- Không thay đổi gì đâu, bởi nó vẫn là tôn giáo - Aramis trả lời - Đó là thần học viết thành thơ.
- Mi az ördög!	- Chết cha người ta!
- jegyezte meg D’Artagnan.	- D Artagnan nói.
- Hát tessék - szólt Aramis szerényen, de szerénysége nem volt egészen híján egy csipetnyi képmutatásnak.	- Nó đây - Aramis nói với vẻ hơi khiêm tốn không ngoại trừ đượm màu đạo đức giả.
Te aki sírsz, gyászolva szép világod,	Anh khóc thương quá khứ đầy mê hoặc
S örömtelen vonszolod napjaid	Và gánh chịu những người bất hạnh kia
Véget érnek egyszerre kínjaid	Mọi nỗi đau rồi cũng sẽ xa lìa
Mihelyt könnyed Istennek ajánlod,	Khi dâng hiến lệ mình riêng cho Thượng đế
D’Artagnan és a plébános szemlátomást megtisztelve érezte magát.	D Artagnan và ông mục sư tỏ vẻ khoái lỗ tai lắm.
A jezsuita nem engedett nézetéből.	Còn giáo sĩ dòng Tên vẫn khăng khăng giữ ý kiến của mình.
- Ne keverjünk világi ízlést a teológiába.	- Ông hãy cẩn thận với các sở thích phàm tục trong văn phong thần học.
Mert mit is mond Szent Ágoston?	Thật quả, thánh Augustin đã nói thế nào nhỉ?
Severus sit clericorum praedicatio.16	Severussti Clericsorum sermo.
- Úgy van, legyen világos a prédikáció!	- Vâng, phải để lời thuyết giáo được rõ ràng.
- szólalt meg a plébános.	- Ông mục sư nói.
- Adja Isten!	- Cầu trời, phù hộ!
- lelkendezett Aramis.	- Aramis tràn trề vui sướng reo lên.
- Látja!	- Ông thấy đấy nhé!
- Ne féljen, atyám, jótállok magamért.	- Xin đức cha tôn kính yên tâm, tôi xin đảm bảo về tôi.
- Világias felfuvalkodottság!	- Một giọng tự phụ phàm tục!
- Ismerem magam, atyám, eltökélésem visszavonhatatlan.	- Thưa cha, tôi hiểu mình chứ, quyết định của tôi là bất di bất dịch.
- Vagyis tovább nyakaskodik, hogy ezt a dolgozatot írja meg?	- Vậy ông vẫn bướng bỉnh theo đuổi luận đề đó?
- Hivatást érzek rá, hogy erről írjak, ne másról; tehát ezt folytatom, és remélem, hogy holnap már elnyerhetik tetszését javításaim, mert tanácsai szerint kijavítom.	- Tôi tự cảm thấy mình được kêu gọi xử lý luận đề đó chứ không bất kỳ luận đề nào khác, vậy tôi sẽ tiếp tục, và ngày mai, tôi hy vọng cha sẽ thỏa mãn về những điều tôi sẽ sửa lại theo ý kiến cha.
- Ne kapkodja el a munkát - szólt a plébános -, úgy látom, kitűnően eltalálta a hangot.	- Ông cứ làm từ từ thôi - Ông mục sư nói - chúng tôi sẽ để cho ông được chuẩn bị tốt nhất.
- Igen, a föld bevettetett - szólt a jezsuita -, nem kell attól félnünk, hogy a mag egy része sziklára hull, más része az útfélre esik, s a maradékot megeszik az ég madarai, aves coeli comederunt illam.19	Giáo sĩ dòng Tên nói: - Phải, đất đai đã được gieo hạt khắp rồi và chúng ta không có gì để sợ một phần hạt bị rơi xuống đá, một phần rơi vãi dọc đường và phần còn lại Chúa trời ăn nốt, aves coeli comederumt illam.
- dörmögte D’Artagnan, aki úgy érezte, fogytán van a türelme.	- Cho ôn dịch bóp chết cái tiếng Latinh của ngươi đi!
- Isten áldja, fiam - szólt a plébános -, holnap megint találkozunk.	- Xin chào, con trai, hẹn đến mai - Ông mục sư nói.
- Viszontlátásra holnap, vakmerő fiatalember - szólt a jezsuita -, tudománya egyházunk nagy ígérete, adja Isten, hogy lángelméje pusztító tűzvész ne legyen!	- Hẹn đến mai, chàng trai táo tợn - tu sĩ dòng Tên nói - Ông hứa sẽ thành một trong những vầng sáng của nhà thờ, cầu trời cho vầng sáng ấy không thành một vầng lửa ngốn ngấu.
D’Artagnan az eltelt óra alatt tövig rágta körmét az idegességtől; foga most már a körömágyba mart.	D Artagnan suốt một tiếng đồng hồ gặm móng tay sốt ruột bắt đầu gặm cả vào thịt.
A két feketeruhás fölkelt, köszöntötte Aramist és D’Artagnant, s megindultak az ajtó felé.	Hai người mặc đồ đen đứng dậy chào Aramis và D Artagnan rồi tiến ra phía cửa.
Bazin az ajtóban állt; mindvégig üdvözülten és rajongva követte az eszmecserét, s most fürgén a két egyházi férfiú elé rohant, kivette a plébános kezéből a breviáriumot, a jezsuitáéból a misszálét, és tisztelettudóan megindult előttük, hogy szabad járást biztosítson nekik.	Bazin vẫn đứng đó lắng nghe cuộc cãi lý với vẻ hân hoan sùng kính, liền lao về phía họ đỡ lấy quyển kinh, đi trước để dẫn đường cho họ.
Aramis a lépcső aljáig kísérte őket, majd nyomban visszatért a folyvást töprengő D’Artagnan­hoz.	Aramis ra tiễn tới tận chân cầu thang rồi lên ngay với D Artagnan đang mơ màng.
A két jó barát most, hogy eltávoztak a látogatók, egy darabig kínos csendben üldögélt; aztán nem húzhatták-halaszthatták tovább, az egyiknek meg kellett szólalnia, és mivel D’Artagnan láthatólag eltökélte, hogy barátjának engedi át ezt a dicsőséget, Aramis végül ezt mondta:	- Còn lại mình họ, hai người bạn thoạt tiên vẫn giữ im lắng lúng túng nhưng rồi cũng phải có một trong hai người phá tan sự im lặng đó, và D Artagnan có vẻ muốn nhường vinh dự đó cho bạn mình:
- Amint látja, visszatértem régi nézeteimhez.	- Anh thấy đấy, - Aramis nói - Anh thấy tôi trở về với những ý tưởng căn bản của mình.
- Igen, a hatékony malaszt, ahogy az imént a főtisztelendő úr kifejezte, megtette a magáét.	- Phải, ơn cứu rỗi đã tiếp xúc với anh rồi, như các ông ấy vừa rồi đã nói đó.
- Beszélni beszélt, de megvallom, tréfának vettem.	- Hẳn vậy, nhưng tôi xin thú thực tôi tưởng anh chỉ đùa thôi.
- Tréfálni ilyesmivel!	- Đùa với những loại chuyện như vậy ư?
Ó, D’Artagnan!	Ôi, anh D Artagnan!
- Hogy a fenébe ne!	- Mẹ kiếp!
Hát a halállal nem tréfálunk?	Đùa cả với cái chết ấy chứ?
- Rosszul is tesszük D’Artagnan, mert a halál kapu: a mennyország vagy a pokol kapuja.	- Và người ta đã nhầm, D Artagnan ạ, bởi cái chết chính là cửa ải, dẫn đến sự ngộ nan hoặc cứu rỗi.
- Lehet, de nagyon kérem, Aramis, ne nyaggassuk a teológiát; úgy hiszem, mára kegyednek is elég volt, én meg kis híján azt a kevés latint is elfeledtem, amit sosem tudtam; aztán még valamit be kell vallanom: reggel tíz óta egy falást sem ettem, és most farkasétvágyam van.	- Đồng ý, nhưng làm ơn đi, đừng nói về thần học với nhau nữa, Aramis, anh chắc còn khối thì giờ để nghĩ đến chuyện đó, còn tôi, tôi xin thú thật, tôi gần như quên hết một tí vốn Latinh mà tôi chẳng bao giờ hiểu cả, tôi cũng xin thú thật với anh, từ mười giờ sáng nay, tôi chưa ăn uống gì cả và tôi đang đói chết cha đây.
Ha beéri szerény ebédemmel, meghívom, bár igen egyszerű: egy kis tetragon, vízben főve meg pár szem gyümölcs.	Nếu anh hài lòng ăn trưa với tôi, thì bữa ăn chỉ có rau tứ giác luộc với trái cây thôi.
- Mi az a tetragon?	- Rau tứ giác là loại gì vậy?
- kérdezte D’Artagnan nyugtalanul.	- D Artagnan lo lắng hỏi.
- Spenót - válaszolt Aramis -, de uraságod kedvéért tojást is üttethetek rá, jóllehet ez ugyancsak szabályellenes, mivel a tojás szintén hús: csirke lesz belőle.	- Là rau dền ấy mà - Aramis nói tiếp - nhưng với anh tôi sẽ thêm trứng và đấy là phạm luật nghiêm trọng rồi, vì trứng là thịt, vì trứng nở ra gà con.
- Nem valami dús lakoma, de annyi baj legyen; a kegyed társaságáért elviselem.	- Bữa tiệc này chẳng ngon lành gì, nhưng cóc cần, để ở lại với anh, tôi chịu được hết.
- Köszönöm az önfeláldozást - szólt Aramis -, ha testének nem is, lelkének minden bizonnyal hasznára válik.	- Tôi rất biết ơn anh về sự hy sinh ấy - Aramis nói - Nhưng nếu như nó không có lợi gì cho thể xác anh, nó sẽ có lợi cho tâm hồn anh, xin anh hãy tin chắc như vậy.
- Egyszóval, Aramis, mindenképpen belép az egyházi rendbe?	- Như thế, Aramis, tức là anh dứt khoát đi tu rồi.
Mit szólnak majd barátaink, mit szól Tréville úr?	Bạn bè chúng ta sẽ nói sao, ông De Treville sẽ nói ra sao?
Azt mondják majd, cserbehagyta a zászlót; efelől biztos lehet.	Họ sẽ coi anh là kẻ đào ngũ tôi xin báo trước cho anh như vậy.
- Egy szót sem tudok semmiről.	- Tôi, tôi chẳng biết cái gì cả?
- Nem tudja, miért hagytam ott a szemináriumot?	- Anh không biết tôi đã rời bỏ tu viện.
- Nem én.	- Hoàn toàn không.
- Én pedig előre megadom a feloldozást, ne mondja, hogy rossz ember vagyok.	- Và tôi tôi xá tội cho anh trước, anh thấy tôi nhân từ chưa.
- Szent dolog ez, barátom, ne tréfáljon vele.	- Xin đừng đùa với những chuyện của thánh thần, bạn tôi ạ.
