ELSŐ RÉSZ	PHẦN THỨ NHẤT
A legendák valósága más természetű, mint a történelem valósága.	Chân lý truyền thuyết khác với chân lý lịch sử.
A legendák igazságai olyan mesékből fakadnak, melyekből valóság lesz.	Chân lý truyền thuyết chính là sự tưởng tượng mà kết quả là thực tại.
Egyébként a történelemnek és a legendának ugyanaz a célja: megmutatni a pillanatnyi emberben az örök embert.	Vả lại, lịch sử và truyền thuyết cùng có một mục đích là khắc họa con người muôn thuở qua con người nhất thời.
Vendée-t csak akkor érthetjük meg, ha történetét kiegészíthetjük a legendával; az egész megismeréséhez szükségünk van a történelemre; a részletek megértéséhez pedig a legendákra.	Loạn Vendée chỉ có thể giải thích được đầy đủ nếu được truyền thuyết bổ sung cho lịch sử, lịch sử cần cho toàn cục và truyền thuyết cần cho chi tiết.
El kell ismernünk, Vendée megéri a fáradságot.	Phải nói rằng loạn Vendée đáng được quan tâm.
Vendée csodálatos föld.	Loạn Vendée là một sự kỳ dị.
Vendée fekély és egyben glória.	Loạn Vendée là một vết thương và cũng là một vinh quang.
A filozófus ítélete ingadozik.	Bậc hiền triết không dám lên án.
Számol a zavarral, melyet ezek a problémák okoznak.	Họ tính đến điều rối ren do các vấn đề gây nên.
A problémák sora olyan árnyat borít föléjük, mint a felhők.	Chẳng vấn đề nào xảy ra mà không tỏa bóng xuống như những đám mây.
Vendée megértéséhez arra van szükség, hogy magunk elé képzeljük ezt az ellentétet: egyik oldalon a francia forradalom, a másikon a breton paraszt.	Nếu người ta muốn hiểu rõ loạn Vendée, hãy hình dung mối mâu thuẫn này: một bên là cách mạng Pháp, một bên là người dân quê xứ Bretagne.
II	II
Az emberek	◄○►
Nehéz elképzelni, milyenek voltak a bretagne-i erdők akkoriban: városok voltak.	Người nông dân có hai chỗ dựa; đồng ruộng nuôi sống họ, rừng rú che giấu họ.
Sehol sem volt süketebb a csönd, némább a vadon, mint a tüskés indák és ágak kibogozhatatlan sűrűségében.	Rừng rú xứ Bretagne như thế nào có lẽ người ta khó tưởng tượng nổi; đó chính là những thành thị.
Misdon erdejének egyik legvadabb tisztását, amelyet folyosók és cellák fúrtak keresztül-kasul, és amelyben titokzatos népség sürgölődött, "nagyváros"-nak hívták.	Một trong những khoảnh rừng thưa hoang vu nhất, trong cánh rừng Misdon, đào chi chít những đường hầm và ngõ ngách, ở trong đó thường có một loại người bí mật qua lại, gọi là "thành phố lớn".
Azt a másik erdei tisztást, amely a föld felett éppolyan elhagyott hely volt, és a föld alatt éppolyan sűrűn lakott, úgy emlegették: "a Király tere".	Một khoảnh rừng thưa khác, bên trên không kém hoang vắng, nhưng bên dưới không kém đông đúc, gọi là "hoàng thành".
Emberemlékezet óta tartott Bretagne-ban ez a föld alatti élet.	Ở xứ Bretagne, cảnh sống dưới đất như vậy có đã lâu đời.
Emiatt a sok csúszómászó odú, amelyet a fák gyökerei alá ástak.	Do đó mà có những hang rắn đào dưới gốc cây.
Ez a szokás még a druidáktól eredt, és egyik-másik kripta olyan öreg volt, mint a dolmenek.	Cái đó bắt đầu từ thời các tu sĩ và một số những hầm mộ đó cũng cổ sơ như những mộ đá.
században, vallásháborúk a XVI.	Phương sách của thú vật.
Az állatok menedékéhez folyamodtak.	Con người đã lẩn xuống dưới đất.
A rettegés, amely a dühnek egyik fajtája, már régen ott élt a szívekben, és amikor a Francia Köztársaság megszületett, a búvóhelyek is készen voltak az erdők mélyén.	Nỗi kinh hoàng cũng là một thứ giận dữ, đã có sẵn trong mọi tâm hồn, và hang hố đã sẵn sàng trong rừng, thì vừa lúc đó nền cộng hòa Pháp xuất hiện.
Bretagne fellázadt, mert úgy érezte, hogy ez az erőszakos fölszabadítás elnyomja.	Xứ Bretagne nổi loạn vì cảm thấy mình bị đè nén bởi cuộc giải phóng ép uổng này.
III	III
Az emberek és az erdők összejátszanak	NGƯỜI VÀ RỪNG RÚ CẤU KẾT VỚI NHAU
A vaksi cellák öt-hat embernek adtak menedéket.	Mỗi căn hầm tối mò ấy giấu được năm, sáu người.
Bizony nehéz volt bennük levegőhöz jutni.	Cái khó là làm sao thở được trong đó.
Ille-et-Vilaine-ben, Pertre erdejében, Talmont herceg menedékhelyén egy sóhajtás sem hallatszott, embernek nyoma sem látszott, mégis hatezer ember lapult benne Focard vezetése alatt: Morbihanban, Meulac erdejében egy lélek sem volt látható, pedig nyolcezer ember bújt meg a föld alatt.	Ở Ile-et-Vilaine, trong khu rừng Pertre nơi cư trú của hoàng thân Talmont, không nghe thấy một hơi thở, không trông thấy một vết chân, thế mà ở đó có sáu nghìn người cùng với Focard.
Ez a két erdő, Pertre és Meulac, nem is számított a nagy bretagne-i erdőségek közé, mégis borzalmas volt a földjükre lépni.	Ở Morbihan, trong khu rừng Meulac, không thấy một ai, thế mà có tám nghìn người.
Láthatatlan zászlóaljak álltak lesben.	Nếu đặt chân tới đó thì thật là ghê sợ.
Jaguárok voltak, vakond szokásokkal.	Nhiều tiểu đoàn vô hình đang rình mò.
Az erdőségeket mindenfelé ligetek útvesztője kötötte össze.	Những rừng lớn nối với nhau nhờ có rừng nhỏ chi chít, rải rác khắp nơi.
Öreg kastélyok, amelyek erődítések voltak, tanyák, amelyek táborhelyül szolgáltak, udvarházak, amelyeket csapdák és vermek vettek körül, fákkal kerített majorságok, amelyeknek földjét árkokkal szaggatták föl, mindmegannyi láncszeme annak a hálónak, amelybe belegabalyodtak a köztársasági seregek.	Những lâu đài cũ biến thành những pháo đài, những thôn xóm thành những doanh trại, những trang trại thành những khu đất rào kín đặt nhiều cạm bẫy, những thôn ấp được xẻ hào, rào cây, tất cả là những cái mắt của tấm lưới mà quân đội cộng hòa sa vào.
Ezt az egészet úgy hívták: a Cserjés.	Toàn cảnh đó gọi là miền Bocage .
Sok ilyen vadonban és erdőben a főodú körül nemcsak a föld alatti falu húzódott meg, hanem voltak ott tanyát alkotó valóságos alacsony kunyhók is a fák gyökerei alatt; olykor olyan nagy számban, hogy betöltötték az egész erdőt.	Trong nhiều khu rừng lớn và nhỏ đó, không phải chỉ có những làng mạc ở dưới đất quây quần quanh hầm thủ lĩnh mà còn có những xóm lẻ gồm những lều thấp núp dưới rặng cây, và nhiều đến nỗi đôi khi dày đặc cả rừng.
A felszálló füst gyakran elárulta őket.	Khói thường làm lộ những làng mạc đó.
Misdon erdejének két ilyen tanyája nagy hírre jutott, az egyik Lorričre volt Létang mellett, a másik a Saint-Ouen-les-Toits felőli oldalon fekvő kunyhótábor, amelyet Rue-de-Bau-nak hívtak.	Có hai xóm như thế ở khu rừng Misdon đến nay còn nổi tiếng, xóm Lorrière gần Létang và cụm lều Rue-de-Bau về phía Saint-Ouen-les-Toits.
Az asszonyok a kunyhókban éltek, az emberek a vermekben.	Đàn bà sống trong lều và đàn ông ở dưới hang.
Így hordták az ételt a beásott embereknek.	Có người mang thức ăn xuống cho họ.
Előfordult, hogy egyesekről megfeledkeztek, azok éhen haltak.	Có những người bị bỏ quên rồi chết đói.
Ezeket az odúkat nagy körültekintéssel ásták ki.	Những hầm hố đó đào rất cẩn thận.
A tárnákból kiemelt földet egy-egy szomszédos mocsárba szórták.	Đất đào ở hầm lên người ta đem đổ xuống một cái ao nào gần đó.
Belső falukat és földjüket páfránnyal és mohával bélelték.	Vách trong và nền hầm phủ cỏ đuôi chồn và rêu.
Óvatlanul visszatérni az élők közé, ok nélkül felszínre szállni, súlyos következményekkel járhatott.	Từ dưới hầm chui lên giữa đám người sống mà không thận trọng và thò mình ra không phải lúc thì thật nguy hiểm.
Félelmetes erdők voltak azok; kétszeres csapdák.	Những khu rừng đáng sợ; những chiếc bẫy hai tròng.
IV	IV
Az emberek unták magukat ezekben a rókalyukakban.	Họ sống buồn tẻ trong những cái hang thú đó.
Olykor éjszakának idején, mindent kockáztatva, előbújtak, és táncra perdültek a közeli tisztásokon.	Ban đêm, thỉnh thoảng họ liều chui ra và đi như múa ở truông bên cạnh.
Máskor meg imádkoztak, hogy agyonüssék valamivel az időt.	Hoặc là họ cầu kinh để giết thời giờ.
"Jean Chouan egész napon át az olvasót morzsoltatja velünk" - mondta Bourdoiseau.	Bourdoiseau bảo: "Suốt ngày Jean Chouan bắt chúng tôi lần tràng hạt."
Mikor eljött az idő, szinte lehetetlen volt az Alsó-Maine vidékéről való parasztokat vissza­tartani attól, hogy elmenjenek az aratóünnepre.	Cứ đến ngày mùa, hầu như không ngăn nổi dân vùng dưới sông Maine chui lên khỏi hầm đi dự Hội Mùa.
Csak azért bújtak elő hirtelen, hogy leölessék magukat, felcseréljék a vermet a sírveremmel.	Bỗng dưng họ đem thân đi tìm cái chết, rời khỏi ngục tối để bước vào nhà mồ.
Olykor fölemelték odújuk fedelét, és figyelték, hogy harcolnak-e valahol; fülükkel kísérték a csata lefolyását.	Đôi khi họ mở nắp hầm và họ nghe xem đằng xa có đánh chác gì không; họ lắng tai theo dõi trận đánh.
A köztársaságiak egyfolytában tüzeltek, a királypártiak szaggatottan: a hang tájékoztatta őket.	Súng cộng hòa nổ rền, súng bảo hoàng bắn tản mác; cái đó hướng dẫn họ.
Ha a szabálytalan tüzelés hirtelen megszakadt, ez azt jelentette, hogy a királypártiak vesztettek, ha az egyenlőtlen tüzelés folytatódott és a látóhatár felé távolodott, ez a győzelmet jelentette.	Nếu tiếng súng nổ hàng loạt bỗng ngừng lại, đó là dấu hiệu quân bảo hoàng thất bại, nếu tiếng súng nhát gừng tiếp tục nổ và tiến sâu về phía chân trời, đó là dấu hiệu họ thắng thế.
A fehérek mindig üldözték a megvert ellenfelet: a kékek sohase tették ezt, mert tudták, hogy az egész vidék ellenük van.	Quân trắng bao giờ cũng truy kích; quân xanh thì không bao giờ vì họ ở trên đất thù địch.
A föld alatti hadviselőknek nagyszerű értesüléseik voltak.	Những đám quân độn thổ đó thông tin tức cho nhau rất tài.
Kémszolgálatuk gyorsan működött és titokzatos módon.	Họ liên lạc với nhau không gì nhanh bằng, không gì bí mật bằng.
Fölszedtek minden hidat, elrontottak minden szekeret, de azért meg­találták a módot, hogy mindent közöljenek egymással, és mindenre figyelmeztessék egymást.	Họ đã phá hết cầu, họ đã tháo hết xe bò, thế mà họ vẫn có cách liên lạc với nhau và loan báo cho nhau mọi tin tức.
Hírhordókat váltó állomások működtek erdőtől erdőig, falutól faluig, majortól majorig, kunyhótól kunyhóig, bokortól bokorig.	Các trạm liên lạc đặt từ rừng này đến rừng khác, làng này đến làng khác, trại này đến trại khác, nhà này đến nhà khác, bụi cây này đến bụi cây khác.
Az Alkotmányozó Gyűlés egyik volt tagja, Boétidoux, olyan friss köztársasági útlevéllel látta el őket, amellyel Bretagne egyik végéből a másikba mehettek; ennek az árulónak egész kötegre való útlevele volt, amelyeken a név helye üresen maradt.	Một đại biểu Quốc hội lập hiến cũ là Boétidoux cấp giấy thông hành cộng hòa để họ xuôi ngược khắp vùng Bretagne loại giấy mới, chỗ đề tên để trắng mà tên phản bội đó có hàng bó.
Lehetetlen volt tetten érni őket.	Không tài nào bắt được họ.
Puysaye mondja: "Több mint négyszázezer ember ismerte a titkokat, de vallásos áhítattal meg is őrizte."210	Puysaye nói: "Có những tin kín truyền khắp bốn mươi vạn người mà vẫn giữ được bí mật."
Olyan volt, mintha ennek a négyszögnek, amelyet délről a Sables-Thouars vonal zár le, keletről a Thouars-Saumur vonal és a Thoué patak határol, északi részén a Loire és nyugaton az óceán, egyetlen idegközpontja volna, és földjének egyik csücske, ha megrezzen, megrándul vele az egész.	Hình như cái mảnh đất vuông vắn đó, nam giáp đường đi từ Sables đến Thouars, đông giáp đường đi từ Thouars đến Saumur và con sông Thoué, bắc giáp con sông Loire và tây giáp Đại Tây Dương, có một hệ thần kinh chung và không một chỗ nào của mảnh đất này rùng mình mà mọi nơi không rung chuyển.
Egy szempillantás alatt mindenről tudtak Noirmoutier-től Luçonig, a La Louré tábor tudta, hogy mit csinál Croix-Morineau tábor.	Trong nháy mắt, tin tức đã chạy từ Noirmoutier đến Luçon và trại La Loué biết ngay trại Croix-Morineau đang làm gì.
Szinte a madarak is segítették őket.	Nghe đâu có cả chim cũng giúp vào việc đó.
Törzsekben éltek, mint Skóciában.	Đó là những thị tộc như ở xứ Ecosse.
Minden községnek megvolt a maga kapitánya.	Mỗi giáo khu có chỉ huy của mình.
V	V
A legtöbb paraszt egyetlen fegyvere a pika volt.	Nhiều người chỉ có những chiếc dáo nhọn.
Jó vadászfegyver is akadt bőven.	Súng săn tốt thì nhan nhản.
Nincs jobb lövész a vendée-i cserjések vadorzóinál, és Loroux vidékének csempészeinél.	Chẳng ai bắn thạo bằng những tay săn trộm ở miền Bocage và những tay buôn lậu ở Loroux.
Különös harcosok voltak ezek, félelmesek és merészek.	Đó là những chiến binh kỳ lạ, ghê sợ và gan góc.
A háromszázezer embert fegyverbe szólító rendelet hatszáz faluban verette félre a harangokat.	Lệnh trưng binh ba mươi vạn người làm cho sáu trăm làng cùng báo động.
A tűzvész mindenütt egyszerre szikrázott fel.	Đồng thời các đám cháy nổ ran khắp nơi.
Poitou és Anjou ugyanazon a napon lázadt fel.	Hai tỉnh Poitou và Anju bùng nổ cùng một ngày.
Igaz, a vihar első dörgései már egy hónappal augusztus 10-e előtt, 1792. július 8-án is hallatszottak a kerbaderi pusztán.	Phải nói rằng một tiếng súng đầu tiên đã nổ từ ngày 8 tháng 7 năm 1792, một tháng trước ngày 10 tháng 8 trên đồng cỏ Kerbarder.
Ma senki se ismeri Alain Redeler nevét, aki La Rochejaquelein és Jean Chouan pártütő fölkelésének volt az előfutára.	Alain Redeler, ngày nay ít người biết đến, hồi ấy là tiền bối của La Rochejaquelein và Jean Chouan.
A királypártiak halálbüntetés terhe alatt minden épkézláb embert szolgálatra kényszerítettek.	Bọn bảo hoàng ép mọi người còn mạnh khỏe ra trận, nếu không nghe sẽ bị xử tử.
Fogatokat, szekereket, élelmet rekviráltak.	Ngay tức khắc, Sapinaud có ba nghìn lính.
Igen kevés erőfeszítésre volt szükség, hogy fellázítsák ezt a sokaságot.	Muốn phát động những đám đông ấy chẳng cần gì nhiều chuyện.
Elég volt a felkeléshez, hogy egy nagy fekete macskát dugtak a köztársasági alkotmányra felesküdött pap - ahogy akkoriban nevezték őket: a "hitehagyott pap" - szentségtartójába, ahonnan mise közben az állat hirtelen kiugrott.	Người ta bỏ một con mèo đen to tướng vào trong tủ thánh thể trên bàn thờ của một vị linh mục đã được tín nhiệm, họ thường gọi là linh mục tuyên thệ, rồi giữa buổi lễ, cho con mèo đột ngột nhảy vọt ra.
"Itt az ördög!" - kiáltották a parasztok, és az egész járás föllázadt.	Dân quê kêu ầm lên: "Quỷ hiện!" Thế là có cả một tổng nổi loạn.
A tűz lehelete csapott ki a gyóntatószékből.	Một luồng lửa từ những phòng xưng tội thổi ra.
Micsoda szánalmas óriások!	Những con người vĩ đại thay!
Futás közben újratöltötték a puskájukat, ehhez különös tehetségük volt.	Vừa chạy, họ vừa lắp đạn; đó là biệt tài của họ.
Azt hitették el velük, amit akartak; papjaik más vidékről való papokat mutattak nekik, akiknek nyakán vörös csíkot csináltak egy szorosra húzott zsineggel, és ezekről azt mondták nekik: "Ezek lenyakazott emberek, akik feltámadtak..." Olykor lovagiassági roham fogta el őket: például nagy tisztelettel vették körül Fesque köztársasági zászlótartót, aki tűrte, hogy összekaszabolják, de nem adta ki a kezéből a zászlót.	Người ta muốn lừa dối dân quê thế nào cũng được; bọn thầy tu chỉ những thầy tu khác mà họ đã lấy dây, xiết chặt vào cổ cho đỏ bầm lên và nói: "Đó là những thầy tu chết chém đã sống lại." Dân quê có những lúc thật là hiệp sĩ; họ sùng bái Fesque, một người lính cộng hòa cầm cờ thà chịu chém chứ không buông lá cờ.
Kezdetben féltek az ágyútól, majd furkósaikkal támadtak rájuk, és néha elragadták őket.	Lúc đầu, họ cũng sợ đại bác; về sau, với cái gậy, họ xông tới các cỗ đại bác và chiếm lấy.
Mikor elvesztették Fontenay-t, vele együtt elvesztették Marie-Jeanne-t is; hatszáz paraszt hullott el védelmében, de egy sem gondolt futásra; aztán visszahódították Fontenay-t, hogy visszaszerezhessék Marie-Jeanne-t. Úgy hozták vissza felvirágozva, a királypártiak liliomos zászlaja alatt, és útközben, ha asszonnyal találkoztak, annak meg kellett csókolnia az ágyú csövét.	Khi mất thị trấn Fontenay, họ mất cả súng Marie Jeanne và sáu trăm dân quê chết không nao núng quanh khẩu súng đó; sau đó, họ chiếm lại Fontenay, cốt để chiếm lại Marie Jeanne và họ kéo khẩu pháo về, dưới lá cờ bảo hoàng, phủ đầy hoa, bắt phụ nữ đi qua phải hôn khẩu súng.
Marie-Jeanne-t Stofflet szerezte, Cathelineau féltékeny lett erre a dicsőségre, és Pien-en-Mange-ból megtámadta Jallais-t, és egy harmadik ágyút zsákmányolt; Forest Saint-Florent-ra vetette magát, és így szereztek egy negyediket.	Stofflet đã chiếm được Marie Jeanne; Cathelineau ghen tức liền xuất quân từ Pin-en-Mange tấn công Jallais và chiếm được một khẩu thứ ba, Forest đánh Saint-Florent và chiếm được khẩu thứ tư.
Két másik kapitány, Chouppes és Saint-Pol még ennél is többet tett: ledöntött fatönkökkel ágyúkat utánoztak, tüzérekül bábukat állítottak melléjük, és ezzel a tüzérséggel, amelyen nagyokat mulattak, meghátrálásra késztették a kékeket Mareuil-nél.	Hai viên chỉ huy khác là Chouppes và Saint-Pol còn nghề hơn; họ đẽo thân cây giả thành hình đại bác, và bện bù nhìn làm pháo thủ, và với cỗ pháo đó họ vừa cười cợt một cách dũng cảm vừa đánh lui được quân cộng hòa ở Mareuil.
Ez volt a parasztháború hőskora.	Đó là thời oanh liệt.
Később, amikor Chalbos szétverte La Marsoničre bandáját, a parasztok harminckét angol címeres ágyút hagytak a szégyenletes csatavesztés színhelyén.	Về sau, khi Chalbos đánh tan La Marsonnière, thì dân quê đã để lại trên chiến trường ba mươi hai khẩu đại bác kiểu Anh.
Anglia pénzelte ebben az időben a francia hercegeket, és küldte is szorgalmasan "a nagy summákat őfelségének - ahogy Nantiat 1794. május 10-én megírta -, mert Pittnek212 azt mondták, hogy ezt kívánja az illendőség".	Nước Anh hồi đó xuất tiền cho bọn hoàng thân Pháp, và người ta "cấp vốn cho họ vì người ta đã nói với ông Pitt rằng như vậy mới lịch sự", theo như thư của Nantiat viết ngày 10 tháng 5 năm 1794.
Mélinet213 írja március 31-i jelentésében: "A felkelők csatakiáltása: éljenek az angolok!" A parasztseregek el-elmara­doztak, mert fosztogattak.	Trong một bản báo cáo ngày 31 tháng 3, Mellinet đã viết: "Tiếng hô của bọn phiến loạn là người Anh muôn năm!" Đám dân quê thường cướp bóc.
Ezek az ájtatos katonák loptak.	Bọn sùng đạo này là lũ kẻ cướp.
kötetében, a 187. oldalon ezt írja: "Több esetben megóvtam Plélan községet a kifosztástól." Majd később a 434. oldalon megjegyzi, hogy nem vonult be Montfort-ba, hanem "kerülőt tettem, hogy megkíméljem a jakobinusok házait a kirablástól".	Puysaye viết trong tập II, trang 187: "Rất nhiều lần tôi bảo vệ thôn Plélan khỏi bị cướp phá", và tới trang 434, ông viết là ông tránh không vào Montfort: "Tôi phải đi đường vòng để tránh cho nhà những người Jacobin khỏi bị cướp phá".
Szerettek katona módra mészárlásokat rendezni és rablók módjára gyilkolni.	Họ thích đâm chém như binh lính và thích tàn sát như kẻ cướp.
Agyonlőni a "fajankókat", azaz a polgárembereket, ez tetszett nekik, "megetetés"-nek nevezték ezt a műveletet.	Họ thích thú nhất là giết những "đồ ngốc", nghĩa là thị dân: họ gọi thế là "phá giới".
Saint-Germain-sur-Ille községben egyik kapitányuk, aki nemesember is volt, egy puskalövéssel megölte a helység ügyvédjét, és elvette az óráját.	Ở Saint-Germain-sur-Ille , một tên chỉ huy chính gốc quý tộc, đã bắn một phát súng giết một thẩm phán của xã, và lột lấy chiếc đồng hồ.
Machecoulban módszeresen kiirtották a republikánusokat, naponta harminc embert végeztek ki, és ez öt héten át tartott; a harmincas csoportokat "rózsafüzér"-nek nevezték.	Ở Machecoul, họ đem giết từng loạt những người cộng hòa, cứ đều đặn mỗi ngày ba chục người liên tiếp, như thế trong năm tuần lễ, mỗi chuỗi ba mươi người gọi là "chuỗi tràng hạt".
Azóta újra találkoztunk ezekkel az erkölcsökkel.	Chúng ta đã thấy lại những phong tục man rợ ấy.
Joubert járási elöljárónak lefűrészelték a két keze fejét.	Chủ tịch quận Joubert bị họ cưa tay.
A köztereken ölték meg őket, s közben a kürtöseik Hallali-t fújtak.	Họ thổi kèn săn rồi hạ sát từng loạt tù binh trên các quảng trường.
Charette, aki mindig úgy írta alá nevét, hogy "Testvériség, Charette lovag", és aki bekötött homlokkal járt, mint Marat - felégette Pornic városát lakóival együtt.	Tướng Charette, ký tên: Bác ái, hiệp sĩ Charette,và cũng bắt chước Marat đội một chiếc mùi soa thắt nút phía trên lông mày, đã thiêu hủy thị trấn Pornic và tất cả những người ở trong nhà.
Ugyanebben az időben Carrier is félelmesen garázdálkodott.	Hồi ấy, Carrier cũng thật đáng sợ.
Terrorért terrorral fizettek.	Khủng bố đáp lại khủng bố.
A breton lázadó szinte képmása volt a görög lázadónak, rövid zekéjében, vállán keresztbe vetett puskával, lábszárvédővel, bő bugyogóban, amely olyan volt, mint a görög szoknya, szakasztott görög zsivány.	Quân phiến loạn xứ Bretagne cũng hao hao giống quân phiến loạn Hy Lạp, cũng áo ngắn, súng đeo vai, xà cạp, quần rộng lùng thùng như váy xòe; giống hệt như bọn cướp vùng Klephte .
Henri de La Rochejaquelein huszonegy éves volt, amikor elindult ebbe a háborúba botjával és pár pisztolyával.	Henri De La Rochejaquelein mới hai mươi mốt tuổi đã đi theo bọn phiến loạn với một chiếc gậy và một cặp súng lục.
A vendée-i hadsereg százötven­négy hadosztályt számlált.	Quân Vendée gồm có một trăm năm mươi tư binh đoàn.
Nagypéntek napján tízezer paraszt tüzes ágyúgolyókkal lőtte Sables városát.	Một ngày thứ sáu tuần lễ Thánh , một vạn dân quê đã dội vào thị trấn Sables những viên đạn đại bác đỏ rực.
Megesett, hogy Montigne és Courbeveilles közt egyetlen napon tizennégy köztársasági tábort tettek tönkre.	Có khi trong một ngày họ tiêu diệt mười bốn đồn của quân cộng hòa từ Montigné đến Courbeveilles.
Thouars magas falán ezt a pompás párbeszédet hallották La Rochejaquelein és egyik legénye közt: - Carle!	Ở Thouars, trên bờ thành cao, người ta nghe được câu đối thoại lý thú giữa La Rochejaquelein với một tên lính:
- Itt vagyok!	— Carl!
- Ehol e!	— Có.
- La Rochejaquelein beugrott a város falán át, és hadai létra nélkül elfoglalták a bástyákat, amelyeket Duguesclin215 ostromolt.	Rồi La Rochejaquelein nhảy vào trong thành, và không cần thang, họ chiếm được cái pháo đài mà Duguesclin đã vây hãm.
Ezek a parasztok többre tartottak egy töltényt egy Lajos-aranynál.	Họ quý một viên đạn hơn một đồng tiền vàng.
Sírtak, amikor eltűnt szemük elől falujuk templomának tornya.	Họ khóc khi nhìn mất hút gác chuông của quê mình.
A futást nagyon egyszerű dolognak látták; vezéreik csak rájuk kiabáltak: "Dobjátok el a facipőtöket, de vigyázzatok a puskátokra!" Ha nem volt lőszerük, először lemorzsolták az olvasójukat, aztán elindultak, hogy puskaport keressenek a köztársaságiak lőszeres ládáiban; később d’Elbée az angoloktól kért muníciót.	Chạy trốn đối với họ rất giản đơn; chỉ cần chỉ huy hô: "Vứt guốc đi, giữ lấy súng!" Thiếu đạn, họ cầu kinh rồi xông vào cướp thuốc súng trong các thùng xe chở pháo của quân cộng hòa; về sau Elbée xin được đạn của bọn Anh.
Ha ellenséges csapat közeledett feléjük, sebesültjeiket elrejtették a magasra nőtt búzában vagy a vad páfrányosokban, aztán később, a csetepaté után visszamentek értük.	Khi đối phương tới gần, nếu có thương binh, họ đem giấu vào trong đồng lúa mì hay bụi đuôi chồn tốt um, đợi yên rồi họ trở lại mang về.
Nem volt uniformisuk.	Không có đồng phục.
Ruhájuk leszakadt róluk.	Quần áo tả tơi.
Parasztok és nemesurak egyaránt szedett-vedett rongyokban jártak.	Dân quê cùng quý tộc vớ được mảnh nào mặc mảnh ấy.
Roger Mouliniers La Flčche városka színházának kelléktárából szerzett turbánt és dolmányt hordott; Beauvilliers lovag ügyészi talárban járt, és fejét egy gyapjú hálósapka fölött női kalap fedte.	Roger Mouliniers đội một chiếc khăn và mặc một chiếc áo lính kiểu Thổ Nhĩ Kỳ cướp được trong kho quần áo của rạp hát La Flèche; hiệp sĩ De Beauvilliers mặc áo biện lý và đội mũ phụ nữ trên chiếc mũ nồi bằng len.
De mindnyájan fehér övet és fehér vállszalagot viseltek; a tiszteket csak a tiszti rózsa különböztette meg a közlegényektől.	Tất cả đều mang đai và thắt lưng trắng; các cấp bậc được phân biệt bằng nơ thắt.
Stofflet kokárdája vörös volt, La Rochejaqueleiné fekete; Wimpfen, ez a királypárti giron­dista, aki sohase hagyta el Normandiát, a caeni polgárőrök karszalagját viselte.	Stofflet thắt nơ đỏ; La Rochejaquelein thắt nơ đen; Wimpfen có đôi phần theo phái Girondin, mà cũng ít khi ra khỏi xứ Normandie, mang băng ở cánh tay kiểu dân vùng Caen.
A királypárti lázadók soraiban asszonyok is voltak, így Lescure asszony, aki később La Rochejaqueleinné lett; La Rouarie barátnője, Thérčse de Mollien, aki elégette községe vezéreinek névsorát; La Rochefoucauld asszony, aki szép volt és fiatal, a Puy-Rousseau kastély nagy tornya tövében sorakoztatta a parasztokat, karddal a kezében; Antoinette Adams, akit Adams lovagnak neveztek, olyan bátor volt, hogy amikor elfogták, katonai tiszteletadással lőtték agyon.	Trong hàng ngũ có cả đàn bà: bà De Lescure về sau trở thành vợ La Rochejaquelein; Thérèse De Mollien, tình nhân của La Rouarie, người đã đốt danh sách các cha xứ; bà La Rochefoucauld đẹp, trẻ, kiếm cầm tay, đã tập hợp dân chúng dưới chân tháp lớn của lầu Puy-Rousseau, và Antoinette Adams, thường gọi là hiệp sĩ Adams rất anh dũng, cho nên đến khi y bị bắt, quân cộng hòa vì trọng nể đã cho y đứng để xử bắn.
Puysaye ezt írja: "Ugyanaz az ember, aki vidáman velem küldi két fiát, hirtelen elhidegül tőlem, ha egyik lovát kérem." Ugrópóznák, vasvillák, új és régimódi puskák, vassal és szöggel kivert furkósok, kaszák, kések, nyársak voltak a fegy­vereik; egyesek két embercsontból formált keresztet hordtak a nyakukban.	Puysaye viết: "Một người nào đấy có thể vui vẻ cho tôi hai đứa con, nhưng khi xin họ một con ngựa thì họ tỏ vẻ lạnh nhạt." Sào, xiên hái, súng cũ, súng mới, mác đi săn, gậy đóng đanh bịt sắt là vũ khí của họ; vài người đeo thánh giá làm bằng hai ống xương người chết.
Nagy ordítással zúdultak az ellenségre, egyszerre rohantak elő mindenfelől: az erdőkből, a dombokról, az irtásokból, a mélyutakból, félkörben vonultak föl; öltek, gyilkoltak, irtottak, romboltak, és azután eltűntek.	Lâm trận, họ hét vang, xông ra từ khắp nơi, từ rừng, đồi nương nho, đường hẻm, họ đánh tỏa ra, nghĩa là theo thế gọng kìm, họ chém, giết loạn xạ rồi sau đó lại biến mất.
"Jöttöd mindig váratlan legyen!" - ez volt a vendée-iek szabálya.	Kỷ luật quân Vendée: luôn luôn đột xuất.
Tizenöt mérföldet is megtettek halotti csöndben, anélkül, hogy egy fűszál meggörbült volna útjukon.	Họ vượt mười lăm dặm im hơi, lặng tiếng, không làm rạp một ngọn cỏ.
