ELSŐ RÉSZ	PHẦN THỨ NHẤT
Én pedig leültem a helyemre - a vissza­nyert nyugalmammal.	Hắn gọi cho bọn hộ tống vào dẫn chúng tôi đi.
A tornácon még két másik néger állt, valami falnivalóval.	Con người này vốn tính hay thay đổi như thời tiết.
Tchumuki az ételt az asztalra tette.	Không có trạng thái nửa vời.
E látványra összefutott a nyál a számban, és hirtelen rájöttem, hogy milyen éhes vagyok.	Thoắt giận dữ như điên, thoắt hiền như bụt.
Ezen nincs is mit csodálkozni, hiszen mióta nem ettem rendesen, és lehet, hogy már délután kettőre jár az idő.	Bây giờ hắn không còn dấu hiệu của cơn giận dữ vừa rồi.
Tchumuki azonban azt állította, hogy minden titkos szándék nélkül szegődött el.	— Các ông đang ở trên độ cao bốn mươi mét.
Komolyan beszélt, és ez így még komikusabb volt.	– Chân trời cách đây hai mươi ba km.
A továbbiakban elmondta, hogy őt Moriliré vitte rá a köpenyegforgatásra, aki valóban annak a monarchának a szolgálatában áll, akinek mi a foglyai vagyunk.	Các ông có thể tin rằng mắt nhìn tới đâu thì sa mạc được biến thành đồng ruộng màu mỡ tới đó.
Szóval Tchumuki emiatt pártolt át az ellenséghez.	Đế chế có chúa tể là tôi rộng đến ba nghìn km vuông.
Szegény Tonganéval, úgy látszik, végeztek.	Harry Killer dừng lại giây lát.
Azokat a nyo­mokat pedig, amelyeket Tonganéval láttunk, a leszálló repülőszerkezet csúszótalpai vágták a szavanna füves talajába.	Sau khi để cho lòng tràn đầy niềm kiêu hãnh, mà lần này hoàn toàn chính đáng, hắn nói tiếp:
Így már érthető, hogy miért volt a katonák öltözete annyira megviselt, miközben a tisztjük kifogástalan eleganciával tündökölt; és megértettem azt is, hogy a robba­nógolyótól megsebesített öreg néger miért rettent meg annyira, amikor felismerte az egyik rab­lót, holott azelőtt a főhadnagyot közömbösen szemlélgette, mert nyilván vele addig még nem találkozott.	— Nếu có ai đó định xâm nhập vào khoáng địa này hay định chuồn ra khỏi nó thì ba lớp đồn canh được bố trí trong sa mạc và có điện thoại liên lạc với cung điện sẽ báo cho tôi biết ngay lập tức...
Ami Tchumukit illeti, őt az a repülőszerkezet szállította a rendeltetési helyére, azaz ide...	Đây là lời giải thích về những ốc đảo và dãy cột điện mà tôi đã được nhìn thấy.
- Nem tudja elmenni - mondta.	Các ông vào xem sẽ rõ.
- Itt sok katona, sok tubab dolog, nagy fal...	Tính tò mò của chúng tôi bị kích động dữ dội.
És még azt is hozzátette, hogy a várost kietlen sivatag veszi körül, amin nem lehet áthatolni.	Nhân cơ hội được phép, chúng tôi bước qua cửa kính vào bên trong cái đèn.
Ez így is van; magam is láttam, amikor légi úton átkeltünk rajta.	Thế giới bên ngoài thay đổi ngay hình dạng của nó.
Este ugyancsak ő tálalta fel a vacsorát, amely általában ízletesen volt elkészítve, aztán, amikor az órám kilencet mutatott, a villanyégő váratlanul kialudt.	Nhìn đâu, chúng tôi cũng chỉ thấy một bức tường thẳng đứng, có những đường kẻ màu đen chia nó ra thành nhiều ô vuông nhỏ.
Este aztán, tanulva a tegnapi tapasztalatból, idejében lefeküdtem.	Tường gồm có vô số những chấm màu sặc sỡ, một số chấm di động.
Gratuláltam magamnak a gyors felfogásomhoz, mert a villanyt ma is ugyanabban az órában oltották el.	Nhìn kỹ, chúng tôi nhận ra những chấm đó là cây cối, đường sá, ruộng đồng và những người đang làm việc ngoài đồng.
Úgy látszik, itt ez a rend.	— Đây là hai tên da đen.
Abszurd helyzet, mert végül is mi a szándékuk velünk?	– Harry Killer vừa nói vừa chỉ vào hai cái chấm ở rất xa nhau.
Mikor találkozom egy olyan emberrel, akitől ezt megkérdezhetném?	Giả sử chúng có ý định bỏ trốn.
A vágyam beteljesült.	Các ông hãy xem đây.
De nem ez történt.	Nhanh thôi mà!
Az asztal mögötti fonott széken egy férfi ült.	– Hắn nhấc ống điện thoại.
S bizony megérte a fáradságot.	— Vòng tròn một trăm mười một.
A figyelmemet leginkább a feje kötötte le.	Ô một nghìn năm trăm tám mươi tám, – hắn nói.
Dús szemöldöke alatt a szeme mélyen beesett, és olyan szokatlan fényű volt, hogy néha nem lehetett a szemébe nézni.	Sau đó, nhấc ống thứ hai lên và nói thêm: – Vòng tròn mười bốn, ô sáu nghìn bốn trăm linh hai.
Minden bizonnyal mindenre kapható, minden gazember­ségre és minden vakmerőségre.	– Cuối cùng, hắn quay lại phía chúng tôi: – Các ông hãy nhìn cho kỹ.
Châtonnay doktor a szemével figyelmeztetett, hogy látom-e azt a remegést.	Sau vài phút chờ đợi, một cái chấm bỗng bị khói che khuất.
Megértettem, hogy mit akar közölni: előttünk egy részeges ember, egy idült alkoholista ül.	Khi khói tan, cái chấm không còn nữa: nó đã biến mất.
Őfelsége hosszan, szótlanul nézett bennünket.	— Chuyện gì đã xảy ra với người đang làm việc ngoài đó?
Tekintete egyikünkről a másikunkra siklott, de mindnyájunkat külön-külön is jól megnézett.	– Tiểu thư Mornas hỏi, giọng ngắt quãng vì xúc động.
Mi pedig türelmetlenül vártuk, hogy kedve támadjon megszólalni.	— Nó chết rồi, – Harry Killer trả lời tỉnh khô.
Miért?	— Chết!
- Mit keresnek nálam?	– chúng tôi kêu lên.
Ez a kérdés olyan váratlanul ért, hogy majd elnevettük magunkat, pedig súlyos helyzetben voltunk.	– Ông đã vô cớ giết chết con người bất hạnh ấy!
Őfelsége pedig fenyegető hangon folytatta:	– Harry Killer thản nhiên nói, – một món đồ rẻ tiền.
- Biztosan azért jöttek, hogy kikémleljenek.	Có thể kiếm bao nhiêu chẳng được.
- Kérem, uram... - fohászkodott neki Barsac úr.	Nó bị mìn bay tiêu diệt.
- Uram, ezerhétszáznyolcvankilenc óta a franciák felett nincs felséges úr.	Các ông đã có thể đánh giá vận tốc và độ chính xác của nó rồi đó.
Igen, mert azt jelentették, hogy mi sohasem alázkodunk meg ez előtt az alkoholista kalandor előtt.	Khi nghe hắn giải thích, chúng tôi căm phẫn vô cùng, vì hành động ấy quá ư tàn bạo.
Valamennyien egyetértettünk Barsac úrral, elannyira, hogy Poncin úr lelkesen így kiáltott fel:	Lại có cái gì đó xuất hiện trong trường nhìn của chúng tôi.
- Vedd el az embertől az emberséget, és elvetted a szabadságát is.	Nó chạy lên phía trên của bức tường và cái chấm thứ hai cũng biến đi luôn.
Szegény Poncin úr!	— Thế còn người này?
De hagyjuk, a szándéka becsületes volt.	– Tiểu thư Mornas run rẩy hỏi.
A pillantása hihetetlen sebesen egyikünkről a másikunkra ugrált.	– Anh ta cũng đã chết rồi chứ?
Barsac úr azonban meg sem rezzent.	— Không, – Harry Killer trả lời.
Gratulálok!	– Tên này còn sống.
Expedíciónk vezetője óriásit nőtt a szememben.	Bà và các ông sẽ thấy hắn ngay bây giờ đây.
Könnyű volt válaszolnunk.	Chúng tôi lại ở trên sân tháp.
- Ezt nekünk kellene megkérdeznünk - szólt Barsac úr -, és még azt is meg kellene kérdez­nünk, hogy mi jogon tart fogságban bennünket?	Chúng tôi nhìn quanh và thấy một cỗ máy giống như những chiếc đã chở chúng tôi về đây, đang lao tới gần với tốc độ sao sa.
- Amíg én élek, senki sem közelítheti meg a birodalmamat.	Dưới bụng của nó có cái gì đó đang đu đưa.
Ezt még most sem értem... Harry Killer felállt.	— Đấy là chiếc tàu lượn, – Harry Killer nói.
- Igen, igen, jól tudom, hogy az önök honfitársai már Tombouctouban vannak, és a Niger mentén lépésről lépésre előrenyomulnak.	– Không đầy một phút nữa các ông sẽ được biết: có thể nào ra khỏi đây mà không theo ý muốn của tôi hay không?
De egyszer majd meg kell állniuk, mert ha nem!...	Chiếc tàu lượn tiến đến rất nhanh.
Fel a folyó partjáig!...	Nó to ra trông thấy.
- üvöltötte aztán az ajtó felé fordulva.	Tàu lượn bay ngang qua dưới đỉnh tháp.
De hiába.	Khiếp quá!
Hiába éheztettem önöket, önök mégis makacsul a Niger felé tartottak... Hát elérték a Nigert, sőt át is keltek felette; s most már tudják, amit tudni akartak... De mit érnek vele?...	Hai gọng kìm nhả ra và người da đen bất hạnh bị vỡ sọ chết tươi ngay dưới chân chúng tôi.
Mily módon számolhatnak be azoknak, akik megfizetik önöket?	Chúng tôi phẫn nộ hét lên.
- De várjunk csak!	— Đồ hèn nhát!
- De igen - válaszolta Barsac úr.	Quân giết người đê tiện!
Mit kerestek Kubóban?	Hắn gỡ ra dễ dàng.
Szerencsére Barsac úr megtalálta a helyes választ:	Hai tên kéo cô gái táo bạo ra xa.
- Miért nem Sikassónak?	Chúng tôi lo sợ cho số phận của cô.
Az közelebb volt.	Than ôi!
- hümmögött Harry Killer elbizonytalanodva.	Bọn bảo vệ đã bắt giữ chúng tôi.
Aztán pillanatnyi szünet után így folytatta: - Tehát nem állt szándékukban keleti irányban a Nigerig menni?	May thay, hình như lúc ấy tên chuyên quyền không có ý định trừng phạt cô bạn đường dũng cảm của chúng tôi.
- Akkor önök most nem volnának itt.	– hắn nói khá hiền từ.
Jó kis tréfa!...	– Cô bé can đảm!
Harry Killer összevonta a szemöldökét, és mély lebecsüléssel végignézett rajtam.	Harry Killer ngồi vào "ngai vàng" của mình và nhìn chúng tôi.
- Véleményem szerint az eltűnésünknek is ugyanaz lesz a következménye.	— Bây giờ thì các ông đã biết sức mạnh của tôi.
- Természetesen - ismerte el Harry Killer, aki ezekben a percekben igen ésszerűen mérlegelt.	Cuối cùng, hắn nói, – Tôi đã chứng minh cho các ông thấy rằng không nên khinh thường những lời đề nghị của tôi.
Sietnem kellett, hogy elkapjam.	Về phần Poncin thì thôi kệ.
- Még mindent rendbe lehetne hozni - folytattam.	Nhưng còn Saint-Bérain đáng thương thì bất công quá!
Hogy felfedjék ennek az eddig ismeretlen városnak a létét!	Tôi sẽ xem xem có thể sử dụng hai người còn lại thế nào.
- Nem, most már késő.	Còn cô bé.
Aki Blacklandbe lépett, innen többé el nem megy.	Tôi thích cô ta... Tôi sẽ lấy cô ta làm vợ.
Harry Killer visszaült a fonott székbe az asztal mellé.	– Harry Killer cắt ngang.
Harry Killer elhallgatott.	Harry Killer thì cười.
Még mik lehetünk?	– hắn nói.
Valóság­gal megdermedtünk a csodálkozástól.	– Việc này không cần phải vội đâu.
Ő viszont ugyanolyan hűvös hangon folytatta:	Tôi cho bọn các ông một tháng để suy nghĩ.
- Nehogy azt gondolják, hogy kétségeim vannak a francia csapatok fokozatos előnyomulása felől.	Nhưng phong vũ biểu tụt xuống đột ngột, thời tiết không còn tốt nữa.
Nehogy azt higgyék, hogy megijednék egy háborútól!	Killer đứng lên và quát oang oang:
Módomban áll megvédeni magam.	— Lôi cổ chúng nó đi!
De a háború nem az egyetlen megoldása ennek a kérdésnek.	Barsac thoáng cưỡng lại bọn bảo vệ và hỏi Harry
Ezt nevezem önhittségnek!	Gió lại xoay chiều.
- Önnel?! - kiáltott fel Barsac úr mindnyájunk csodálkozását kifejezve.	— Tôi không biết...– hắn trả lời Barsac không chút giận dữ và nhìn lên trần nhà.
Ennyi elég is volt, hogy ismét kitörjön a vihar.	– có thể, tôi sẽ ra lệnh treo cổ các ông, thế thôi.
Még nem ismerik a hatalmamat... - Aztán felállt, és gyűlölettől elfúló hangon így fejezte be: - Nemsokára megismerik!	Ở một đầu của hành lang là cầu thang dẫn lên sân thượng của tháp canh, nơi có mấy căn buồng của họ.
Hívására a Fekete Gárda néhány tagja lépett be.	Họ được phép sử dụng cái sân.
Megragadtak bennünket és kitaszigáltak.	Tối tối họ thường xuyên chuyện trò vui vẻ ở đó.
Ez az ember olyan változó hangulatú, mint a hullámzó tenger.	Tchoumouki chăm chỉ giúp việc trong nhà.
- Most negyven méter magasságban állunk - közölte egy idegenvezető hangnemében, aki éppen a tájat mutogatja.	Ban ngày họ thường tụ tập lại với nhau, dạo chơi trong hành lang, còn lúc trời xẩm tối thì họ lên sân.
- Innen a láthatár körülbelül huszonhárom kilométer.	Tchoumouki thường dọn cơm cho họ ăn ở đó.
Önök is meg­álla­pít­hatják, hogy bármilyen messze tekintenek, a minket körülvevő pusztaság átadta uralmát a termőföldeknek.	Tháp canh nằm ở góc phía Tây của cung điện và hai mặt nhô cao lên khỏi mặt sân rộng.
Ezt a művet tíz év alatt alkottam.	Không thể chạy trốn ra khỏi đây.
Harry Killer elhallgatott egy pillanatra. Mikor aztán kielégült ez alkalommal jogosnak tűnő büszkesége, így folytatta:	Đừng mơ tưởng có thể thoát khỏi sự canh gác của Harry Killer và trốn ra bằng đường cung điện mà làm gì.
- Ha valaki erről a háromezer négyzetkilométerről szökni próbál, engem azonnal értesít az a háromszoros őrlánc, amely a pusztaságban körös-körül fel van állítva, és amellyel a palotám távbeszélő összeköttetésben áll...	Giả sử từ tháp canh có xuống được sân trời thì điều đó cũng chẳng có nghĩa lý gì cả: các quân sư, các Chàng trai Vui tính và bọn vệ binh Đen đi lại thường xuyên ở đấy.
Tehát ez a magyarázata az oázisoknak és a távbeszélő-oszlopoknak, amelyeket tegnapelőtt reggel láttam!	Nếu xuống được bãi trống có tường kiên cố bao bọc bốn bề thì cũng chẳng khá hơn.
De hallgassuk csak tovább Harry Killert, aki egy fároszra emlékeztető üveg­toronyra mutatott, amely a lapos tető közepéből emelkedett a magasba, és az iménti hangon folytatta:	Chỉ có thể thoát ra ngoài bằng đường sông Đỏ, nhưng các tù nhân không có thuyền, không có phương tiện để leo xuống từ độ cao ba mươi mét.
Tessék, lépjenek be a cikloszkópba; megengedem, hogy saját szemükkel győződjenek meg.	Từ trên sân, họ có thể bao quát được cả một quãng sông.
Amint a lencseajtó becsukódott mögöttünk, a külvilág képe menten megváltozott körülöttünk.	Đoạn trên và đoạn dưới của nó bị hai hàng cây trồng mười năm về trước che khuất.
Amint körülnéztünk, első pillantásra körkörösen csak egy függőleges falat láttunk, amelyet fekete vonalak hálózata osztott megszámlálhatatlan kis négyzetre.	Trừ công viên Thành lũy ẩn mình sau cung điện, còn thì toàn bộ Blackland bày ra trước mắt các tù nhân.
- kérdezte Harry Killer, és két egymástól viszonylag távol eső pontra mutatott.	Tchoumouki chỉ có thể thông báo cho họ biết rằng đó đúng là nhà máy.
- Tegyük fel, hogy eszükbe jut elszökni.	Trong số các tù nhân thì Jane Buxton là người được tự do hơn cả.
- Száztizenegyes kör, ezerötszázhuszonnyolcas sugár.	Nàng chỉ bị cấm đi qua sông Đỏ.
Pár pillanatig várakoztunk, miközben nem történt semmi; aztán az egyik pontocskát váratlanul fekete füst borította el.	Và, trước sự ngạc nhiên vô cùng của Tchoumouki, nàng không đi đâu hết.
Mire a füst felszállt, a pontocska eltűnt.	— Bà ở trong tù, không tốt, – hắn nói.
- Mi történt azzal az emberrel?	– Khi bà cưới Ông Chủ, tốt.
- kérdezte meg Mornas kisasszony az izgalomtól elfúló hangon.	Bà sẽ cứu được các toubab.
Ha fogyni kezd, bőséges beszerzési lehetőségeink vannak.	— Con người ấy có thể là ai cơ chứ?
Ezt egy légitorpedóval intéztettem el.	– Có một lần Barsac đã hỏi.
Ez egy huszonöt kilométer hatósugarú rakéta, amelynek sebes­ségéről és pontosságáról meggyőződhettek.	— Hắn là người Anh, – Jane Buxton trả lời, giọng lơ lớ của hắn khẳng định điều đó.
- Az nem - válaszolta Harry Killer -, az él.	Dù sao thì hắn cũng là một con người phi thường.
Ismét a torony lapos tetején álltunk.	— Theo tôi, hắn là một thằng điên, – Amédée Florence nói.
Amint körülnéztünk, távolról meteor sebességével közeledni láttunk egy repülőszerkezetet, hasonlót azokhoz, amelyek minket is ideszállítottak.	– bây giờ thì hắn đã quên chúng ta, nhưng có thể sau năm phút nữa hắn sẽ ra lệnh hành hình chúng ta.
Észrevettük hogy a szerkezet alsó felére felfüggesztve egy tárgy himbálódzik.	Song lời dự đoán trĩu nặng u sầu của Amédée Florence đã không thành sự thật và tuần kế đó không có gì mới lạ.
- Íme, az egyik légisiklóm - mondta Harry Killer, aki így elárulta a repülőszerkezet nevét.	Thế nhưng đến ngày 3 tháng Tư đã xảy ra hai sự kiện với những tính chất khác nhau hoàn toàn.
- Egy perc sem szükséges, és önök megítélhetik, hogy lehet-e akaratom ellenére eltávozni innen.	Khoảng ba giờ chiều, các tù nhân đột ngột vui mừng trước việc Malik xuất hiện.
És egyszerre csak megborzongtunk: az alatta himbálózó tárgy egy néger volt, akit a derekánál fogva egy hatal­mas harapófogó tartott.	Thì ra cô vừa mới đến cùng với số lính trong toán quân của Edward Rufus mà tàu lượn đã không bốc đi.
A légisikló pedig egyre közeledett... Elszállt a torony felett... Borzalom!	Các tù nhân không hỏi cô về Tongané vì thấy cô buồn và nghĩ là cô không biết tí gì về anh.
A harapófogó meg­nyílt, és a szerencsétlen néger a lábunk elé hullt.	Hai giờ sau khi Malik xuất hiện đã xảy ra một việc khác hẳn.
Mornas kisasszony nem elégedett meg ennyi­vel, hanem cselekedett is: villámló szemmel, sápadtan, remegő ajkakkal félrelökte a meglepett testőröket, és Harry Killerre rontott.	Hắn tuyên bố rằng Harry Killer đã ra lệnh cho hắn phải dẫn tiểu thư Mornas, người vợ tương lai của Harry Killer, đến chỗ của Harry Killer.
- kiáltotta a szeme közé, és megpróbálta törékeny kezecskéivel összeszorítani a bandita nyakát.	Cuộc thảo luận sôi nổi về lệnh đòi kỳ lạ của Harry Killer bắt đầu.
A bandita ajka kegyetlenül megrándult ugyan, de a fiatal és még mindig remegő lányra szegezett tekintete elárulta, hogy élvezi, ami történt.	Tất cả mọi người đền nhất trí cho rằng Jane không nên rời xa họ vì bất cứ nguyên cớ nào.
Azzal Harry Killer megindult a lépcsőn lefelé, minket pedig utánataszigáltak, és visszavezet­tek abba a gazdagon bútorozott szobába, amelyben a háncsszéken és az asztalon kívül semmi sincs, és amelyet éppen ezért a következőkben mint a "tróntermet" fogom emlegetni.	Bọn chúng đã khám xét người của các bạn, song lại cho rằng việc đó là thừa đối với phụ nữ nên tôi vẫn còn có vũ khí, – Jane Buxton chìa ra con dao găm đã tìm được trong ngôi mộ của anh trai, nàng đã mang nó bên nịt váy.
Harry Killer felült az imént említett trónra, és ismét szemlélni kezdett bennünket.	– Xin các bạn hãy tin rằng, – nàng kết luận, – trong trường hợp cần thiết, tôi sẽ biết cách sử dụng nó.
Azt mondtam, hogy bennünket szemlélt... Valójában Mornas kisasszony kivételével egyikünk sem érdekelte.	Nàng vừa cất con dao đi thì Tchoumouki quay lại, hắn hoàn toàn bối rối.
Félelmes nézésű szemét útitársnőnkre szegezte, s a pillantásából lassacskán kihunyt minden rosszindulat.	Harry Killer nổi giận khi biết tiểu thư Mornas từ chối và hắn đòi nàng phải đến chỗ hắn ngay.
- Most hát láthatták, hogy milyen hatalmas vagyok - szólalt meg végre -, bebizonyítottam, hogy az ajánlatom nem éppen megvetendő.	Nếu nàng không chịu quy phục thì cả sáu người sẽ bị treo cổ ngay lập tức.
Megismétlem tehát utoljára: Úgy értesültem, hogy önök között van egy képviselő, egy orvos, egy újságíró és két marha...	Chần chừ là không đúng lúc nên Jane Buxton quyết định nhượng bộ, mặc cho các bạn phản đối.
Ha csak Poncin úrról volna szó, még hagyján!	Họ hoài công định dùng sức giữ nàng lại.
De szegény Saint-Bérainnel szemben mekkora igazságtalanság!	Theo tiếng gọi của Tchoumouki, bọn lính da đen xông vào nắm giữ mấy người đàn ông và Jane Buxton đi thoát.
Ő tetszik nekem.	— A, thế nào?
Következésképpen feleségül veszem.	– họ đồng thanh kêu lên khi thấy nàng.
Elképzelhetik, hogy leesett az állunk, amikor ezt a végkövetkeztetést meghallottuk.	— Mọi việc kết thúc tốt đẹp, – cô gái trả lời, người vẫn còn run.
De mit kezdhettünk egy őrülttel?...	— Hắn muốn gì ở cô?
- Mindebből semmi sem lesz - jelentette ki Barsac úr határozottan.	— Hắn chỉ mong được gặp tôi thế thôi.
- A kegyetlenségek, amelyeknek tanúi voltunk, nem ingattak meg bennünket.	Khi tôi đến nơi thì hắn đã ngà ngà say.
Ami pedig Mornas kisasszonyt illeti...	Hắn mời tôi ngồi xuống và khen tôi hết lời.
- Áhá, szóval Mornasnak hívják a jövendőbelimet - vágott közbe Harry Killer.	Hắn nói rằng tôi rất hợp với hắn, hắn khoe hắn hùng mạnh và giàu có.
- Mornasnak vagy akárminek is hívjanak - kiáltott útitársnőnk dühösen -, de jegyezze meg, hogy vadállatnak tartom, elvetemült, visszataszító alaknak, és az ajánlatát a legaljasabb sértésnek tekintem, ami eddig személyemet érte, a legszégyenletesebbnek, a leg...	Tôi bình tĩnh nghe hắn nói và nhắc lại cho hắn nhớ rằng chúng ta được một tháng để suy nghĩ và mới hết có một tuần.
- Jól van, jól... - bólogatott Harry Killer.	Dù ngạc nhiên, hắn vẫn không hề tức giận.
De ezzel aztán esni is kezdett kedélyének légsúlymérője, a szép idő végére értünk, Harry Killer felállt, és dörgő hangon az őrökhöz fordult:	Hắn hứa sẽ không ra quyết định gì khác trước một tháng, nhưng với một điều kiện là hằng ngày tôi sẽ dành cho hắn thời gian sau bữa cơm trưa.
Március 26-ától április 8-áig	Sau bảy giờ hắn đã say mèm.
Amint Amédée Florence feljegyezte, az öt fogoly bizony felkavart lelkiállapotban távozott a Harry Killerrel megejtett találkozóról.	Việc của cháu chỉ là nạp thuốc vào tẩu cho hắn và rót rượu vào cốc cho tới lúc tên súc sinh ấy bắt đầu ngáy, cháu chờ có vậy để trở về với chú đây.
A két szerencsétlen néger elpusztítása, és főleg a második szörnyű halála mélyen megindította őket.	Từ đó, hằng ngày vào lúc ba giờ chiều, Jane Buxton đến chỗ Harry Killer và lưu lại ở đấy cho đến tám giờ.
Hogy lehet valaki ennyire elvetemült, hogy okozhat ily borzalmas szenvedéseket ok nélkül, puszta szeszélyből, csak azért, hogy ki­ábrándító hatalmát bebizonyítsa?	Không sai một ly, Jane thường bắt gặp tên chuyên quyền giữa đám quân sư của hắn, khi ra lệnh cho bọn tay chân thân cận, hắn tỏ ra minh mẫn tuyệt vời.
A folyosó végében egy lépcső vitt fel a Palota ama bástyájának lapos tetejére, amelyben a celláik voltak.	Cuộc hội ý thường kéo dài đến bốn giờ, rồi cả bọn kéo đi, còn Jane Buxton ở lại với Harry Killer.
Azt a kedvezményt is megadták, hogy e lapos tetőzeten sétáljanak.	Bốn giờ rưỡi hắn biến ra sau cánh cửa nhỏ mà chìa khóa để mở cửa ấy hắn không giao cho ai hết.
E lezárt ajtón túl őrök álltak.	Hắn đi đâu, Jane không hề biết.
De őt a foglyok csak étkezéskor látták.	Jane nạp tẩu cho hắn, rót rượu và hắn uống cho tới khi say mèm.
A nap kölcsönös látogatásokkal és a nyitott folyosón sétálgatva telt el, naplemente után felmentek a bástya teraszára, ahol néha Tchumuki a vacsorát is felszolgálta.	Ba hôm sau, nàng không thể chịu nổi những tiếng rên đầy bí ẩn ấy nữa và để khỏi phải nghe chúng, nàng bỏ đi dạo trong cung điện.
A bástya másik két fala egyrészt a Palota és az Üzem között elterülő Röptérre nézett, másrészt a Red River felől mintegy harminc méter magasan a folyó partja fölé emelkedett.	Bọn đầy tớ và các Chàng trai Vui tính trực trong cung điện bắt đầu quen dần với nàng, thậm chí bọn chúng còn tỏ ra có phần kính nể nàng nữa.
Hát ha még az őrszolgálatra is gondolunk, amelynek hatékonyságát Harry Killer oly kegyetlen hidegvérrel fitogtatta, a foglyoknak még arról is kár lett volna ábrándozniuk, hogy bár a Palotát elhagyhatják.	Tối nào Harry Killer cũng say và những lúc như thế tính mạng của hắn hoàn toàn phụ thuộc vào nàng.
Viszont a bástya teraszának magasságából a tekintetükkel követhették a két fasor között távolba vesző folyót, s bár csak tíz éve ültették a fákat, azok már igen szépen megnövekedtek.	Song nàng ghê tởm ý nghĩ tấn công một kẻ bất lực, vả lại việc trừ khử hắn có lợi lộc gì đâu cơ chứ?
A Várkert kivételével, amely a torony teraszáról nem látszott, Blackland városa teljes egészé­ben kitárulkozott a foglyok szeme előtt.	Dẫu Harry Killer mất đi thì vẫn còn đám quân sư đê tiện, bọn vệ binh Đen man rợ và lũ lưu manh đáng ngờ tạo nên số dân cư của Blackland cơ mà.
Ugyan mi célt szolgálnak a különböző épületek, amelyek fölé egy leheletnyi füstöt soha ki nem bocsátó gyárkémény emelkedik, és vajon mi lehet a rendeltetése annak a toronynak, amely hasonló a Palota tor­nyához, de amelyből teljesen érthetetlenül egy száz méter magas fémárboc szökik a magasba; ez egyébként Amédée Florence-nak már ideérkezésük pillanatában feltűnt.	Tình cảnh của các tù nhân cũng không khá lên, ngược lại, nó sẽ xấu đi sau cái chết của con người có thể là duy nhất trong thành phố này mà trong những giờ phút tỉnh táo của mình, hắn đã tỏ ra minh mẫn thật sự và có khả năng hiểu nổi ích lợi của việc khoan dung ở một chừng mực nào đó đối với các tù nhân.
És mi lehet a céljuk ama terebélyes épületeknek, amelyek a falakon belül a Red River mentében állnak, és amelyeknek a tetejét gyeppel vastagon benőtt földréteg borítja?	Nàng đã trao đổi ý kiến của mình đối với các bạn và họ đồng ý với nàng.
És miért kellett az Üzemet kerítő fal köré olyan széles és mély árkot ásatni?	Đến lượt mình, các con tin lại có con tin và có thể đàm phán ở thế cân bằng.
Mikor erről megkérdezték Tchumukit, csak a városrész nevét tudta, semmi mást.	Rủi thay, ý đồ này gặp phải những khó khăn to lớn.
"Work-House" - mondta szinte babonás félelemmel, és csodára elferdítette ezt az angol nevet, amelyet mi az eddigiekben "Üzem"-ként emlegettünk.	Làm sao mà bắt được Harry Killer khi có quá nhiều bọn đầy tớ trong cung điện và các cửa ra vào hành lang đều có lính canh?
Egyébként Tchumuki, akit Harry Killer csak nemrég toborzott a bandába, nyilván nem tudhatott többet, és kétségtelen, hogy maga sem tudna számot adni félelmének okáról, ami aligha több, mint az általános rettegés és tisztelet tük­röződése a néger tudatában.	Cứ cho rằng các tù nhân sẽ vượt qua được khó khăn đầu tiên này thì liệu số dân cư của Blackland, sau khi đã được giải thoát khỏi Harry Killer, có chịu tham gia vào cuộc mặc cả đòi phóng thích cho tên chuyên quyền hay không?
De milyen természetű ez az erő? Vajon a foglyok megismerhetik-e valaha; és ha igen, a maguk hasznára fordíthatják-e?	Và thậm chí, nếu hòa ước được ký kết, thì bọn chúng sẽ bảo đảm thi hành nó đến mức độ nào?
Amint már említettük, mindnyájuk szabadsága jelentékenyen megnőtt, de Jane Buxton vala­mennyiüknél nagyobb szabadságot élvezett.	Ngoài những dự kiến khó thực hiện này, Jane Buxton còn ấp ủ một dự định khác mà nàng giấu kín ngay cả đối với các bạn.
Harry Killer parancsára, amelyet Tchumuki hozott a tudomására, szabadon, anélkül hogy bárki is feltartóztathatta volna, jöhetett-mehetett az egész Palotában, sőt még a Röptéren is.	Việc bỏ đi ra ngoài một cách đều đặn của Harry Killer và những tiếng rên xa nghe thấy trong thời gian đó khiến nàng tò mò và sợ hãi.
Csak a Red Riveren volt tilos átmennie; ezt a tilal­mat nem szeghette meg, mert egy Merry Fellows-őrszem állandóan a Castle’s Bridge-en állt.	Tối tối, khi Harry Killer đã say mèm và không còn hay biết gì nữa, thì nhiều lần nàng muốn lấy chìa khóa của hắn để xem sau cửa có gì.
Talán felesleges mondanunk, hogy a fiatal lány egyáltalán nem élt az engedelemmel.	Song mỗi lần như thế nàng lại không đủ can đảm.
Tchumuki legnagyobb csodálkozására, ugyanolyan fogolyként viselkedett, mint a többi; a néger szemében teljesen érthetetlen volt egykori úrnőjének a viselkedése.	Khoảng chín giờ đêm hôm ấy, tất cả các tù nhân, kể cả Malik, đều tập trung trên sân tháp, họ hỏi han Jane Buxton về những việc xảy ra trong ngày; tuy nhiên nó cũng giống như mấy ngày trước đó.
- Te nem jó börtönben maradjál - figyelmeztette.	Mây đen kịt, trời sắp đổ mưa, đêm rất tối.
- Mikor férjhez mengyél őfelsége jó legye.	Bóng tối dày đặc bao phủ cả sân tháp.
