JULES VERNE	Jules Verne
- Esküdni mertem volna rá!	Điều đó thì tôi chắc quá đi rồi!
- kiáltott fel Passepartout, és megint tiszta szívből kacagott.	– Vạn Năng kêu lên, càng cười khỏe hơn.
A társalgás végeztével Fix kajütjébe tért, és elmerült gondolataiban.	Sau câu chuyện, Fix trở về buồng và bắt đầu nghĩ ngợi.
Átlátnak rajta, nem vitás.	Rõ ràng ông đã bị lộ rồi.
Akár így, akár úgy, ez a francia kitalálta, hogy detektív.	Bằng cách này hay cách khác, anh chàng người Pháp cũng đã nhận ra ông là nhà thám tử.
De szólt-e a gazdájának?	Nhưng hắn ta đã báo cho chủ mình chưa?
És mi a szerepe az egészben? Cinkos, vagy nem cinkos?	Hắn đóng vai trò gì trong tất cả chuyện này?
Kiderült-e már, hogy ő miben jár?	Hắn có phải là kẻ tòng phạm hay không?
A detektív nehéz órákat töltött így; hol azt hitte, minden elveszett, hol meg remélte, hogy Fogg nem ismeri a helyzetet: egyszóval sehogyan sem tudta, mitévő legyen.	Viên thanh tra trải qua mấy tiếng đồng hồ thật gay go, khi thì tưởng đã mất hết, khi thì hy vọng Fogg chưa biết gì, tóm lại là chẳng biết xử sự thế nào.
Közben elcsitultak zaklatott gondolatai, és úgy döntött, őszintén beszél Passepartout-val.	Tuy vậy đầu óc ông trở lại bình tĩnh và ông quyết định nói thẳng với Vạn Năng.
Ha nem lesz lehetősége, hogy Foggot letartóztassa Hongkongban, s ha az arra készül, hogy ezúttal végleg távozik az angol birtokokról, akkor ő mindent elmond Passepartout-nak.	Nếu ông không có những điều kiện bắt giam Fogg ở Hồng Kông, và nếu Fogg chuẩn bị lần này rời hẳn đất Anh, thì ông, Fix, ông sẽ nói tất cả với Vạn Năng.
Ha az inas egy húron pendül gazdájával, és mindent tud, akkor végleg kudarcot vallott vállalkozása; de ha semmi része nincs a lopásban, akkor jobban jár, ha faképnél hagyja a tolvajt.	Hoặc người hầu là tòng phạm của chủ ông ta, – và ông này đã biết hết, và trong trường hợp ấy thế là đi đứt, – hoặc người hầu không dính dáng gì đến vụ trộm, và như thế lợi ích của anh ta là phải đoạn tuyệt với tên kẻ trộm.
Ilyen volt hát a két férfi kapcsolata; Phileas Fogg felséges közönyben trónolt fölöttük.	Tình thế hai người này như vậy, và trên đầu họ Phileas Fogg bay lượn với một vẻ bình thản uy nghi.
Ő elmé­leti számítások szerint körpályán futott a föld körül; és ügyet sem vetett a körülötte keringő bolygófiókákra.	Ông thực hiện một cách thuần lý quỹ đạo của mình vòng quanh thế giới, không bận tâm gì đến những vệ tinh châu tuần quanh ông.
Pedig volt a közelben - csillagászati kifejezéssel élve - egy zavaró égitest, amely rendellenes viselkedésre ösztönözhette volna a gentleman szívét.	Thế mà trong vùng lân cận – theo cách nói của các nhà thiên văn học – có một thiên thể nhiễu đáng lẽ là phải gây ra một số rối loạn nào đó trong trái tim nhà quý phái.
De nem!	Nhưng không!
Mrs. Auda varázsereje, Passepartout legnagyobb meglepetésére, hatástalan maradt, és ha egyáltalában előidézett némi rendellenességeket, azt nehezebb lett volna kiszámítani, mint az Uranus ingadozását, mely a Neptunus felfedezésére vezetett.	Trước nỗi kinh ngạc của Vạn Năng, vẻ đẹp của bà Aouda chẳng gây được ảnh hưởng gì, và những rối loạn nếu có hẳn còn khó tính toán hơn cả những rối loạn của Thiên vương tinh đã dẫn đến sự phát hiện ra Hải vương tinh.
Igen!	Phải!
Passepartout napról napra egyik ámulatból a másikba esett, hisz az ifjú hölgy szeméből mélységes hála ragyogott gazdája felé.	Đây là nỗi kinh ngạc hàng ngày của Vạn Năng, vì anh đọc được trong mắt người thiếu phụ vô vàn lòng biết ơn đối với ông chủ của anh!
Hát ennek a Phileas Foggnak is csak a hősiességre van szíve, de a szerelemre... Hogy az utazás viszontagságai nyugtalanították volna, annak semmi jelét nem adta.	Đúng là Phileas Fogg chỉ có trái tim cần thiết cho những hành động anh hùng, còn cho tình yêu thì không! Ông cũng chẳng tỏ vẻ gì bận tâm về những may rủi của cuộc viễn du.
Passepartout eközben szüntelen izgalomban élt.	Nhưng Vạn Năng thì sống trong những nỗi lo sợ thường xuyên.
Az egyik napon az "engine-room"30 korlátjára támaszkodva a hatalmas gépezetet figyelte - amikor a hajó vadul előre­billent a hullámokon, lapátja a levegőben csapkodott, s ilyenkor a hajógép meg-megszaladt.	Một hôm, đứng tựa lan can buồng máy, anh nhìn cỗ máy to khỏe có lúc nổ ầm ầm, và chiếc chân vịt như điên cuồng vọt ra khỏi mặt nước trong một cái chồm lên dữ dội của con tàu.
Szelepjéből felcsapott a gőz, s a derék fickó epét hányt dühében.	Khi đó hơi nước phì qua những nắp hơi phùn phụt khiến chàng trai đứng đắn phải nổi khùng lên.
- kiáltott fel.	– anh kêu lên.
- Egy helyben állunk!	– Tàu không nhích lên được!
Ezek az angolok!	Dân Anh thế đấy!
Hej, volna csak ez a hajó amerikai, talán a levegőbe repülnénk, de gyorsabban haladnánk, annyi szent!	A! nếu đây là một tàu Mỹ, có thể ta đã bị nổ tung lên rồi, nhưng ta chạy nhanh hơn!"
TIZENNYOLCADIK FEJEZET - Phileas Fogg, Passepartout és Fix külön-külön lát dolga után	XVIII – Phileas Fogg, Vạn Năng, Fix, ai lo phận nấy chạy theo công việc của mình như thế nào
Az átkelés utolsó napjaiban meglehetősen rossz volt az idő.	Trong những ngày cuối cùng của chuyến đi, tiết trời khá xấu.
Dühöngött a szél.	Gió nổi lên rất mạnh.
Tartósan fújt északnyugat felől, és gátolta futásában a gőzhajót.	Gió thổi cố định từ hướng tây bắc, cản đường tàu chạy.
A Rangoon billegett, erősen táncolt, s az utasok méltán haragudtak a hosszú hátú, fárasztó hullámokra, melyeket a nyílt tenger felől hömpölygetett a förgeteg.	Chiếc Rangoon không đầm tàu lắc ghê gớm, và các hành khách tha hồ nguyền rủa những đợt sóng dài khó chịu mà gió đánh cuộn lên tự ngoài khơi.
November 3-án és 4-én a szél oly erős volt, hogy már viharnak is beillett.	Trong những ngày mồng 3 và mồng 4 tháng mười một, trời như có bão.
Vad széllökések korbácsolták fel a tengert.	Cơn gió mạnh đánh dữ dội vào mặt biển.
A Rangoon fél napra bevont minden vitorlát, időről időre indította meg csupán a hajócsavart, s úgy lavírozott, hogy a hullámok el ne sodorják.	Tàu Rangoon phải cuộn buồm trong nửa ngày, chỉ chạy với tốc độ mười vòng chân vịt, để có thể lượn khúc giữa các làn sóng biển.
Minden vitorlát felcsavartak, de még a kötélzet is túl sok kapaszkodót nyújtott a szélnek, s az orkánszerűen süvöltött a kötelek között.	Tất cả các lá buồm đã được cuộn chặt lại, mà chúng cứ rít lên giữa những cơn gió giật.
Gondolhatjuk, mennyire lecsökkent a gőzös sebessége; úgy becsülték, húszórás vagy - ha nem szűnik a vihar - ennél is több késéssel érkezik Hongkongba.	Dễ hiểu là tốc độ của con tàu phải giảm đi nhiều, và người ta có thể ước tính nó sẽ đến Hồng Kông chận hai mươi tiếng đồng hồ so với qui định, và còn chậm nữa nếu bão không dứt.
Phileas Fogg szokása szerint szenvtelenül figyelte a tomboló tengert; úgy látszott, mintha személyes ellensége volna az óceán.	Phileas Fogg chứng kiến cảnh tượng một cái biển điên khùng dường như trực tiếp chống lại ông, mà vẫn giữ vẻ lạnh như tiền quen thuộc của ông.
Tekintete pillanatra sem komolyodott el, jóllehet egy húszórás késés meghiúsíthatta egész utazását, mert félő volt, hogy nem éri el a Jokohama felé induló gőzhajót.	Vầng trán ông không một giây sầm xuống, vậy mà một sự chậm trễ hai mươi tiếng đồng hồ có thể gây tác hại cho cuộc hành trình khiến ông phải lỡ chuyến tàu bể đi Yokohama.
De a gentlemannek, úgy látszik, nem voltak idegei: nem tudta, mi a türelmetlenség, mi a bosszúság.	Nhưng con người không có thần kinh này không hề cảm thấy nóng ruột hay bực dọc.
Mintha még ez a vihar is a programjához tartozna, mintha megrendezték volna.	Cứ như là trận bão ấy đã ghi vào trong chương trình của ông, đã được dự kiến trước.
Mrs. Auda szóvá is tette útitársa előtt ezt az akadályt, de éppoly nyugodtnak találta Phileas Foggot, mint azelőtt bármikor.	Bà Aouda, khi nói chuyện với bạn mình về sự trắc trở này, thấy ông vẫn bình tĩnh như thường.
Fix egészen más szemmel látta a dolgokat.	Còn Fix thì không nhìn sự việc với con mắt ấy.
Mondhatni, éppen fordítva.	Hoàn cảnh ngược lại.
Tetszett neki a vihar.	Trận bão này hợp ý ông ta quá.
Hát még akkor milyen boldog lett volna, ha a Rangoont visszakergeti az orkán!	Thậm chí ông ta còn cảm thấy một niềm vui thích không bờ bến nếu tàu Rangoon bắt buộc phải ẩn trốn cơn giông tố.
Minden késedelem fölöttébb kedvére volt; így ez a Fogg kénytelen lesz Hongkongban maradni néhány napig.	Tất cả những sự chậm trễ ấy có lợi cho ông ta, vì nó sẽ buộc tên Fogg phải lưu lại vài ngày ở Hồng Kông.
Szóval az ég is őt pártolja, azért küldi ezeket a remek szélrohamokat.	Tóm lại, tiết trời này, với những cơn cuồng phong này, cùng ăn cánh với ông.
Egy kissé belebetegedett ugyan, de annyi baj!	Quả thật ông có hơi mệt một chút, nhưng hề gì!
Fel-felkavarodott a gyomra, azonban ügyet sem vetett rá, s miközben a tengeribetegség testének minden porcikáját kifacsarta, lélekben oly boldog volt, mint még soha.	Ông ta không đếm từng cơn nôn mửa, và khi cơ thể quằn quại vì say sóng, thì đầu óc ông lại hoan hỉ một niềm khoái trá vô bờ.
Hiszen mindeddig minden úgy ment, mint a karikacsapás!	Cho đến nay, tất cả diễn ra tốt đẹp biết bao!
A föld és a víz kezes bárányként engedelmeskedett gazdájának.	Dường như cả đất và nước đều một lòng một dạ với ông chủ anh.
Parancsa szerint futottak gőzhajók, vasutak.	Tàu thủy và xe lửa đã phục tùng ông.
A szél és a gőz összefogott, hogy útja sikerüljön.	Gió và hơi nước đã hợp sức lại để cuộc du hành của ông được thuận lợi.
Most meg a csalódások órája következik?	Phải chăng cuối cùng giờ thất vọng đã điểm?
Passepartout se élt, se halt, mintha saját zsebéből kellene kifizetnie a fogadás összegét, a húszezer fontot.	Vạn Năng như một cái xác không hồn, cứ như hai vạn livrơ đánh cuộc là tiền túi anh bỏ ra.
Felbőszítette a vihar, megőrjítették a szélrohamok, legszívesebben megkorbácsolta volna a rakoncátlan tengert.	Trận bão này làm anh điên tiết, cơn gió mạnh này khiến anh nổi khùng lên, và anh hẳn sẵn sàng đánh đòn cái biển không biết vâng lời này!
Szegény fiú!	Tội nghiệp anh chàng!
Fix gondosan leplezte előtte örömét, s igaza volt, mert ha Passepartout sejtette volna, milyen boldog, a detektív megemlegette volna azt a pillanatot.	Fix giấu kỹ không để anh biết sự khoái trí của ông, và ông ta làm thế là đúng, vì giả thử Vạn Năng đoán ra sự hài lòng thầm kín của Fix, thì Fix hẳn sẽ khốn khổ với anh rồi.
Passepartout az egész vihart a Rangoon fedélzetén töltötte.	Trong suốt thời gian gió bão, Vạn Năng có mặt trên boong tàu Rangoon.
Fáradhatatlanul faggatta a kapitányt, a tiszteket, a matrózokat, s azok, akarva-akaratlan, derültek is eleget izgága barátunkon.	Anh căn vặn hàng trăm lần ông thuyền trưởng, các sỹ quan, các thủy thủ, và họ không thể nín cười thấy một anh chàng bối rối đến thế.
Passepartout törik-szakad, tudni akarta, meddig tart még a vihar.	Vạn Năng muốn biết dứt khoát trận bão còn kéo dài bao lâu nữa.
Azt felelték, kérdezze meg a barométert, de az nem volt hajlandó feljebb emelkedni.	Người ta bèn đưa anh đến xem phong vũ biểu, nó cứ nhất định không chịu chỉ cao lên.
Passepartout dühösen megrázta a műszert, de hiába volt ütlegek és szitkok zápora, a barométer fittyet hányt neki.	Vạn Năng lắc lắc cái phong vũ biểu, nhưng cả những cái lắc mạnh, cả những lời nguyền rủa của anh trút lên đầu cái dụng cụ vô tội cũng đều vô tác dụng.
Végre elcsitult az orkán.	Cuối cùng cơn bão cũng dịu đi.
A szél két negyeddel délre fordult, s megint kedvező irányból fújt.	Gió đột ngột đổi chiều ngược lại một trăm tám mươi độ và lại thành gió thuận.
Az időjárással együtt Passepartout kedve is felderült.	Vạn Năng tươi tỉnh lại cùng với thời tiết.
Ismét felvonhatták a derék- és az alsó vitorlázatot, s a Rangoon bámulatos sebességgel folytatta útját.	Những buồm cao và buồm thấp lại có thể giương lên, và tàu Rangoon lại tiếp tục chặng đường của nó với một tốc độ kỳ diệu.
Most már azonban nem nyerhették vissza egészen a kárba veszett időt.	Nhưng người ta không thể gỡ lại tất cả thời gian đã mất.
Ez ellen már semmit sem tehettek; a földet csupán 6-án hajnali ötkor jelezték a megfigyelők.	Việc đã vậy đành phải vậy, và chỉ đến năm giờ sáng ngày mồng 6 tàu mới thấy đất liền.
Phileas Fogg útitervében 5-e volt a gőzös érkezési ideje.	Theo hành trình đã định của Phileas Fogg thì ngày đến con tàu là mồng 5.
De az csupán 6-án futott be.	Nhưng ngày mồng 6 nó mới đến.
A teljes huszonnégy óra késés feltétlenül megakadályozza, hogy elérjék a jokohamai hajót.	Vậy là chậm mất hai mươi bốn giờ, và chắc hẳn chuyến tàu đi Yokohama đã lỡ.
Hat órakor a révkalauz a Rangoonra szállt, s elfoglalta helyét a parancsnoki hídon, hogy a szoroson át bekormányozza a hajót a hongkongi kikötőbe.	Đến 6 giờ, người hoa tiêu lên tàu Rangoon và đứng ở cầu tàu điều khiển con tàu đi qua các eo lạch cho đến cảng Hồng Kông.
Passepartout majd belehalt, úgy szerette volna kifaggatni a révkalauzt; megkérdezni tőle, kifutott-e már Hongkongból a gőzös Jokohama felé.	Vạn Năng bồn chồn, khao khát muốn thăm dò con người này, muốn hỏi anh ta xem chuyến tàu bể đi Yokohama đã rời Hồng Kông chưa.
De nem volt mersze; úgy gondolta, jobb, ha az utolsó pillanatig nem adja fel egészen a reményt.	Nhưng anh không dám, để thà còn được chút hy vọng đến tận phút cuối cùng.
Passepartout-t a guta környékezte.	Vạn Năng nghe mà giận tím mặt lại.
Ha Passepartout nem is mert érdeklődni a révkalauztól, Mr. Fogg nem volt oly bátortalan; fellapozta Bradshaw-ját, és szokása szerint nyugodtan megkérdezte a révkalauzt, nem tudja-e, mikor indul Hongkongból hajó Jokohamába.	Nhưng nếu Vạn Năng không dám hỏi ông Fogg, sau khi đã tra cứu cuốn Bradshaw, thản nhiên hỏi người hoa tiêu xem anh có biết bao giờ có chuyến tàu bể từ Hồng Kông đi Yokohama.
- Holnap, a hajnali dagálykor - felelt a révkalauz.	– Ngày mai, lúc thủy triều buổi sáng, – người hoa tiêu đáp.
- Ejha!	– A!
- szólt Mr. Fogg, de semmi nem mutatta, hogy csodálkozik.	– Ông Fogg nói, không biểu lộ một chút ngạc nhiên nào.
Ott volt Passepartout is; legszívesebben összecsókolta volna a révkalauzt, Fix meg sokért nem adta volna, ha kitekerheti a nyakát.	Vạn Năng, cũng có mặt tại đó, hẳn muốn ôm chầm lấy người hoa tiêu, còn Fix thì có lẽ muốn vặn cổ anh ta.
- Mi a neve a gőzhajónak?	– Tàu nào đấy nhỉ?
- kérdezte Mr. Fogg.	– Ông Fogg hỏi.
- Carnatic - felelte az.	– Tàu Carnatic, – người hoa tiêu đáp.
- Nem tegnap kellett volna indulnia?	– Có phải đáng lẽ nó đi từ hôm qua rồi không?
- Köszönöm - válaszolt Mr. Fogg, és gépies léptekkel visszatért a Rangoon szalonjába.	– Ông Fogg đáp, và bước chân tự động của ông lại đi xuống phòng khách tàu Rangoon.
Passepartout pedig megragadta a révkalauz kezét, hevesen megszorongatta, és így szólt:	Còn Vạn Năng thì nắm lấy bàn tay người hoa tiêu, siết mạnh và nói:
- Derék ember maga, révkalauz úr!	"Anh bạn hoa tiêu, anh thật là một con người tốt bụng!"
A révkalauz nyilván sohase tudta meg, mivel érdemelte ki ezt a barátságos érzelemkitörést.	Người hoa tiêu chắc hẳn không bao giờ biết được do đâu mà những câu trả lời của anh lại được đón nhận với một tình thân đến thế.
Valahol síp szólt, mire elfoglalta helyét a parancsnoki hídon, s továbbvezette a gőzöst, a hongkongi kikötőben nyüzsgő dzsunkák, tankák, halászhajók s egyéb vízi alkalmatosságok között.	Một tiếng còi tàu rúc lên, anh lại trèo lên cầu tàu và điều khiển con tàu đi giữa một rừng thuyền thoi, tàu chở xăng dầu, tàu đánh cá, tàu thuyền đủ loại, ngổn ngang trên các eo lạch của Hồng Kông.
Egy órakor partot ért a Rangoon, s az utasok kiszálltak.	Một giờ trưa, tàu Rangoon cập bến, và các hành khách lên bờ.
Meg kell vallanunk, ezúttal a véletlen egészen sajátságosan Phileas Fogg kezére járt.	Trong trường hợp này, ta phải thừa nhận là sự ngẫu nhiên đã giúp đỡ một cách kỳ lạ cho Phileas Fogg.
Ha a Carnatic kazánját nem kell megjavítani, a hajó november 5-én indult volna, s a Japán felé utazók várhattak volna egy hetet a következő gőzhajóra.	Nếu không phải chữa nồi súp-de, tàu Carnatic đã đi từ ngày 5 tháng mười một, và hành khách muốn đi Nhật sẽ phải đợi tám ngày mới đến chuyến tàu sau.
Mr. Fogg tulajdonképpen már késett huszonnégy órát, ennyi késedelem azonban nem járt káros következményekkel a további utazásra.	Quả thật ông Fogg có bị chậm hai mươi bốn giờ, nhưng sự chậm trễ này không thể gây hậu quả tai hại gì cho phần còn lại cuộc hành trình.
A Jokohama és San Francisco közötti csendes-óceáni gőzösnek ugyanis közvetlen csatla­kozása van a hongkongi hajóhoz, és nem indulhat el, míg az meg nem érkezik.	Thật vậy, chiếc tàu bể từ Yokohama đi San Francisco qua Thái Bình Dương có liên lạc trực tiếp với tàu bể Hồng Kông, và nó không thể đi khi tàu bể Hồng Kông này chưa đến.
Jokohamát persze huszonnégy órás késéssel érik el, ezt azonban a huszonkét napos csendes-óceáni hajóúton könnyűszerrel pótolhatják.	Tất nhiên sẽ có hai mươi bốn giờ chậm trễ tại Yokohama, nhưng trong hai mươi ngày vượt biển trên Thái Bình Dương cũng dễ gỡ lại.
Phileas Fogg tehát, nem számítva ezt a huszonnégy órát, terv szerint haladt most is, harmincöt nappal londoni elindulása után.	Vậy là, ba mươi lăm ngày sau khi rời khỏi Luân Đôn, Phileas Fogg vẫn đang bám sát chương trình của ông, với sự chênh lệch trên dưới hai mươi bốn tiếng đồng hồ.
A Carnatic csupán másnap reggel ötkor indult, vagyis Mr. Fogg tizenhat órát szentelhet ügyeinek, pontosabban Mrs. Auda ügyeinek.	Tàu Carnatic đến năm giờ sáng hôm sau mới khởi hành, ông Fogg có mười sáu giờ để giải quyết công việc của ông, tức là công việc liên quan đến bà Aouda.
A hajóról kiszállva, karját nyújtotta az ifjú hölgynek, és egy gyaloghintóhoz kísérte.	Ở tàu lên, ông đưa tay dìu người thiếu phụ và dẫn bà đi thuê một cái kiệu.
A hordszékvivőktől megkérdezte egy szálloda címét, azok a Club Szállót ajánlották.	Ông hỏi thăm các phu kiệu tìm một khách sạn, họ chỉ cho ông khách sạn Câu lạc bộ.
A gyaloghintó megindult, nyomában Passepartout, s húsz perc múlva a szállóban voltak.	Cái kiệu lên đường, Vạn Năng đi theo, và hai mươi phút sau họ đến nơi.
Lakosztályt bérelt az ifjú hölgynek; Phileas Fogg ügyelt, hogy mindene meglegyen.	Một căn phòng được dành riêng cho thiếu phụ, và Phileas Fogg chú ý để bà không thiếu một thứ gì.
Azután közölte Mrs. Audával, hogy tüstént megkezdi kutatásait, előkeríti hongkongi rokonát, és gondjaira bízza a fiatalasszonyt.	Rồi ông nói với bà Aouda là ông đi tìm ngay người họ hàng để gửi bà lại Hồng Kông cho người ấy trông nom.
Egyben megparancsolta Passepartout-nak, maradjon a szállóban, míg vissza nem tér; legyen Mrs. Audának társasága.	Đồng thời ông dặn Vạn Năng cứ ở khách sạn cho đến khi ông về, để người thiếu phụ không phải ở lại một mình.
A gentleman a tőzsdére kísértette magát.	Nhà quý phái tìm đến Sở giao dịch chứng khoán.
Ott nyilván ismeri valaki a tiszteletre méltó Jejeeht, nemhiába számít a város leggazdagabb kereskedői közé.	Ở đây chắc chắn người ta phải biết một nhân vật như ngài Jejeeh đáng kính, con người được kể vào hàng những thương gia giàu có nhất của thành phố.
Nagy vagyont gyűjtött, azután Európában telepedett le - úgy hírlik, Hollandiában: azért ott, mert üzletei során szoros kapcsolatba került ezzel az országgal.	Sau khi đã làm giàu, ông sang lập nghiệp bên Châu u, – người ta cho là ở Hà Lan, – do nhiều quan hệ sẵn có với nước này trong cuộc đời buôn bán của ông.
Phileas Fogg visszatért a Club Szállóba.	Phileas Fogg trở về khách sạn Câu lạc bộ.
Máris engedélyt kért Mrs. Audától, hogy lakosztályába léphessen, aztán köntörfalazás nélkül megmondta neki, hogy a tiszteletre méltó Jejeeh már nem tartózkodik Hongkongban, hanem valószínűleg Hollandiában lakik.	Ngay lập tức ông xin phép bà Aouda được tiếp kiến bà, và, không cần phi lộ, ông cho bà biết là ngài Jejeeh đáng kính không còn ở Hồng Kông nữa và có lẽ ngài đang ở Hà lan.
Mrs. Auda először semmit sem felelt.	Bà Aouda nghe xong, thoạt tiên không nói gì.
Végigsimította homlokát, és néhány pillanatig tűnődött.	Bà đặt bàn tay lên trán, và suy nghĩ một lúc.
Aztán halkan ezt kérdezte:	Rồi, với giọng hiền dịu của mình, bà hỏi:
- Mit tehetek most, Fogg úr?	– Tôi phải làm gì bây giờ, thưa ông Fogg?
- De nem élhetek vissza...	– Nhưng tôi, không thể lạm dụng…
- Nem él vissza semmivel, csöppet sem zavarja terveimet, ha jelen van... Passepartout!	– Bà không lạm dụng và sự có mặt của bà không trở ngại gì cho chương trình của tôi.
- Parancs!	Vạn Năng đâu?
- válaszolt Passepartout.	– Thưa ông gọi ạ.
- Menjen a Carnaticre, foglaljon három kabint.	– Đến tàu Carnatic, và đặt trước ba buồng.
Passepartout-nak fölöttébb tetszett, hogy az ifjú hölgy társaságában utazhat tovább, mert Mrs. Auda igen kedvesen bánt vele - franciánk máris távozott a Club Szállóból.	Vạn Năng, vô cùng sung sướng vì được tiếp tục cuộc hành trình bên người thiếu phụ rất ân cần với anh, lập tức rời khách sạn Câu lạc bộ.
Nagy-Britannia gyarmatosító géniusza néhány esztendő alatt jelentékeny várost telepített rá, és kikötőt létesített, a Victoria kikötőt.	Trong vài ba năm, tài thực dân của Đại Anh quốc đã xây dựng ở đây một thành phố quan trọng và lập ra một hải cảng, cảng Victoria.
A sziget a kantoni folyótorkolatban, alig hatvanmérföld­nyire van a túlparton épült portugál várostól, Macautól.	Hòn đảo này nằm ở cửa sông Quảng Châu, và chỉ có cách thành phố Bồ Đào Nha, Ma cao, xây dựng ở bờ sông bên kia, có sáu mươi dặm.
A kereskedelmi verseny során Macau sorsa szükségképpen megpecsételődött, s a kínai átmenő kereskedelem java részét ma már az angol város foglalja le.	Hồng Kông chắc chắn phải thắng Ma cao trong cuộc đấu tranh thương mại, và ngày nay sự chuyển vận quá cảnh các hàng hóa Trung Quốc đại bộ phận được thực hiện qua thành phố Anh.
Aki a hongkongi dokkokat, kórházakat, wharfokat31, raktárakat, gótikus székesegyházat, "government-house"-t32 és a makadámutakat látja, azt hihetné, vala­melyik kereskedőváros vándorolta végig a földgolyóbist Kent vagy Surrey megyétől idáig, s most itt nőtt ki a földből, Kína mellett, szinte a szülőföld antipódusán.	Những bến tàu, những nhà thương, những sân ga, những kho hàng, một nhà thờ gô tích, một dinh toàn quyền, những phố rải đá, tất cả khiến ta tưởng tượng như một trong những đô thị buôn bán của các phân hạt Kent hoặc Surrey, nước Anh đã xuyên qua trái đất trồi lên ở địa điểm này trên nước Trung Quốc, gần ngay điểm đối chân của nó.
Passepartout zsebre vágta hát a kezét, s a Victoria kikötő felé andalgott; nézegette a gyalog­hin­tó­kat meg a vitorlás targoncákat, melyek most is divatban vannak a Mennyei Birodalom­ban; nézegette az utcákon tolongó kínaiak, japánok és európaiak sokadalmát.	Vậy là Vạn Năng, hai tay đút túi quần, đi đến cảng Victoria, dọc đường ngắm nhìn những cái kiệu, những xe đẩy một bánh có mái che còn đang thịnh hành trên đất nước Thiên triều, và cả một đám đông những người Trung Quốc, Nhật bản, Châu u chen chúc trong các phố.
Eltekintve egy-két lényegtelen különbségtől, a derék fickó úgy érezhette, most is Bombay, Calcutta vagy Singapore utcáin jár.	Nói đại khái thì đây cũng vẫn là Bombay, Calcutta hoặc Singapore mà chàng trai đứng đắn lại thấy trên đường của mình.
Szinte az egész világot körülövezik így az angol városok.	Dường như có cả một dãy những thành phố Anh vòng quanh thế giới.
Passepartout megérkezett a Victoria kikötőbe.	Vạn Năng đã đến cảng Victoria.
A kantoni folyótorkolatban ezer náció hajói hemzsegtek, angolok, franciák, amerikaiak, hollandusok, hadi- és kereskedelmi hajók, japán vagy kínai bárkák, dzsunkák, szempák, tankák, sőt virághajók is: megannyi úszó virágágy a víz hullámain.	Tại đây, ở cửa sông Quảng Châu, tàu bè đủ mọi nước đông như kiến, tàu Anh, tàu Pháp, tàu Mỹ, tàu Hà Lan: tàu buồn và tàu chiến, thuyền nhỏ Nhật Bản hoặc Trung Quốc, thuyền thoi, thuyền tam bản, tàu chở xăng dầu, và cả những tàu-hoa tạo thành những vườn hoa nổi trên mặt nước.
Séta közben Passepartout-nak hol itt, hol ott sárga ruhás bennszülöttek ötlöttek szemébe: igen-igen öregecske volt valamennyi.	Đi dạo chơi, Vạn Năng để ý thấy một số người bản xứ mặc quần áo vàng: tất cả đều rất cao tuổi.
Betért egy kínai borbélyhoz, hogy megborot­válkozzon "kínai módra", s a helybeli Figarótól, aki meglehetősen beszélt angolul, megtudta, hogy minden ilyen aggastyán legalább nyolcvanesztendős: ebben a korban megilleti őket a kiváltság, hogy a császári színt, a sárgát magukra ölthessék.	Vào một cửa hàng thợ cạo Trung Quốc để cạo râu "theo kiểu tàu", anh được biết qua ông Figaro42 địa phương nói tiếng Anh khá thạo, rằng tất cả những cụ già ấy đều ít nhất tám mươi tuổi, và đến tuổi ấy họ được đặc quyền mặc đồ vàng là màu của hoàng tộc.
Passepartout jót mulatott, bár maga sem nagyon tudta, miért.	Vạn Năng thấy điều gì đó thật tức cười mà không biết tại sao.
Borotválkozás után a Carnatic hajóhídjára ment, s ott Fixet pillantotta meg; a detektív fel s alá sétált, Passepartout nagyon megértette.	Cạo râu xong, anh ra đến tàu Carnatic, và tại đây, anh trông thấy Fix đi đi lại lại, điều ấy đối với anh chẳng lạ gì.
"Remek!	"Tốt!
Derűsen mosolyogva lépett oda Fixhez; úgy tett, mintha nem venné észre, milyen feldúlt az útitársa.	Và anh lại bên Fix với nụ cười vui vẻ, không muốn để ý đến vẻ bực mình của ông bạn.
Pokoli balszerencse: elfogatóparancs sehol!	Vẫn chưa có lệnh bắt!
Nyilván folyvást üldözi, s csak akkor éri utol, ha a városban tölt néhány napot.	Dĩ nhiên cái lệnh bắt ấy chạy đằng sau ông, và chỉ có thể đến tay ông nếu ông lưu lại vài ngày ở thành phố này.
És mivel útvonalukon Hongkong az utolsó angol terület, ez a Fogg végleg kereket old, ha nem tudja itt marasztalni.	Vậy mà Hồng Kông là mảnh đất Anh cuối cùng trên đường đi, tên Fogg sắp thoát hẳn, nếu ông không có cách nào giữ chân hắn lại.
- No, Fix úr, eldöntötte már, hogy velünk jön Amerikába?	– Thế nào, ông Fix, ông có định cùng đi với chúng tôi đến tận Châu Mỹ không?
- kérdezte Passepartout.	– Vạn Năng hỏi.
- Ugye, mondtam?!	– Thế thì đi!
- kiáltott fel Passepartout, és harsányan felkacagott.	– Vạn Năng kêu lên, phát ra một chuỗi cười giòn tan.
- Tudtam én nagyon jól, hogy nem bír megválni tőlünk.	– Tôi biết thừa là ông không thể rời chúng tôi mà.
Jöjjön csak, jöjjön, váltsunk jegyet!	Lại đây mà giữ lấy một chỗ, lại đây nào!
