 ~~~ 	﻿	-0.05
Tôi chẳng bao giờ nghe thấy tiếng người.	Elszedték az órámat, hogy ne tudjam, mennyi az idő.	0.286957
“Cái chế độ ngày đêm bị tước bỏ những cảm giác đối với mọi món ăn tinh thần này đã đẩy tôi đến chỗ trơ trọi, trơ trọi một cách tuyệt vọng trước mỗi mình tôi và bốn hoặc năm đồ vật câm lặng ; chiếc bàn, chiếc giường, chiếc cửa sổ, chiếc chậu.	Elszedték a ceruzámat, nehogy írhassak, a kést, nehogy felvághassam az ereimet. ~~~ Még a legkisebb narkózistól is megfosztottak, cigarettára sem gyújthattam.	-0.140878
Tôi sống như một người thợ lặn ở trong một chiếc chuồng thủy tinh thả giữa biển đen ngòm của cảnh im lặng, nhưng đây là một thợ lặn đã cảm thấy sợi dây nối với thế giới bị đứt và sẽ không bao giờ được kéo ra khỏi những độ sâu câm lặng.	Az őrön kívül, aki egy szót sem szólhatott hozzám s egyetlen kérdésemre sem felelhetett, nem láttam emberi arcot, nem hallottam emberi hangot. ~~~ Szemem, fülem, érzékeim, reggeltől estig, éjféltől hajnalig semmi, de semmi táplálékhoz sem jutottak.	-0.0263948
Tôi chẳng có gì để làm, chẳng có gì để nghe, chẳng có gì để nhìn, quanh tôi là cõi hư vô gây cho tôi cảm giác choáng váng, một khoảng trống không kích thước trong không gian và trong thời gian.	Reménytelenül egyedül maradtam önmagammal, és néhány tárggyal, asztallal, ággyal, ablakkal és mosdóval. ~~~ Úgy éltem, mint búvár az üvegbura alatt a csend fekete tengerében.	-0.0321429
Tôi đi đi lại lại trong phòng mình, còn những suy nghĩ của tôi cũng không ngừng đi đi lại lại trong đầu tôi, theo cùng một nhịp hoạt động.	Mint a búvár, aki sejti, hogy elszakadt a zsinór, mely összeköti a külvilággal, sejti, hogy soha többé nem szabadul a hangtalan mélységből.	0.256489
“Nhưng, do thiếu đề tài để biểu lộ như vậy, những suy nghĩ cũng cần có một điểm để nương tựa, nếu không chúng sẽ tự xoay quanh chúng theo một vòng tròn điên cuồng.	Semmit sem tehettem, semmit sem hallhattam, semmit sem láthattam. ~~~ Szüntelenül körülölelt a nirvána, a tértelen, időtlen űr.	-0.08125
Chúng cũng không thể chịu đựng được sự hư vô.	Fel és le járt az ember a szobában, s a gondolatai követték, fel és le, fel és le, s újból és újból időtlen időkig.	0.0163636
Từ sáng tới tối, người ta chờ đợi một chuyện gì đó, nhưng đã chẳng có chuyện gì xảy ra.	De bármilyen anyagtalan a gondolat, szüksége van valamilyen támpontra, különben csak önmaga körül kering.	0.3
Người ta chờ và lại bắt đầu chờ.	A gondolatok sem viselik el az űrt.	0.203226
Chẳng có chuyện gì xảy ra.	Az ember várt valamire, reggeltől estig, és nem történt semmi.	0.01
Người ta chờ, người ta đợi, người ta mong, những suy nghĩ cứ xoay quanh trong đầu ta tới lúc hai thái dương đau nhức.	Az ember csak várt, várt, töprengett, gondolkozott, míg a halántéka is belefájdult.	0.13125
Vẫn không có chuyện gì xảy ra.	És nem történt semmi.	0.136364
Tôi vẫn có một mình tôi.	Egyedül maradt.	0.075
Trơ trọi.	Egyedül.	0.24
Cô đơn.	Egyedül.	0.3
“Tình trạng này kéo dài mười lăm ngày, mười lăm ngày tôi đã sống tách khỏi thời gian, tách khỏi thế giới.	Ez így ment két hétig. ~~~ Két hétig éltem túl az időn, túl a világon.	-0.122727
Chiến tranh đã nổ ra mà tôi không hay biết gì.	Ha háború tört volna ki, nem tudtam volna meg.	0.25
Đối với tôi, thế giới chỉ bao gồm có một chiếc bàn, một cái cửa ra vào, một chiếc giường, một chiếc ghế, một chiếc chậu, một cửa sổ và bốn bức tường cùng bồi một loại giấy, mà tôi cứ nhìn chằm chằm và do nhìn mãi, mỗi đường họa sinh động như đã được khắc sâu vào óc tôi.	Az én világom csak asztalból, ajtóból, ágyból, mosdóból, székből, ablakból és falból állott. ~~~ Mindig ugyanarra a tapétára meredtem. ~~~ Zegzugos mintájának minden vonala belevésődött agyam legrejtettebb tekervényeibe, olyan gyakran néztem.	-0.228261
“Cuối cùng tôi bị lôi ra hỏi cung.	S akkor végül elkezdődtek a kihallgatások.	0.276923
Tôi bị gọi đi bất thình lình không kể ngày đêm.	Olyan hirtelen hívtak, szinte nem is tudtam, nappal van-e vagy éjjel.	0.255556
Tôi bị điều qua các phòng giam, chẳng rõ mình đang ở đâu.	Hívtak, végigvezettek néhány folyosón, és nem tudtam, hová.	0.285
Đứng đợi một lúc ở một chỗ nào đó, rồi bất thần thấy mình đứng trước chiếc bàn ngồi quanh có mấy người mặc quân phục.	Az ember várt valahol, s nem tudta, hol. ~~~ S akkor egyszerre egy asztal előtt állott, mely körül néhány egyenruhás férfi ült. ~~~ Az asztalon halom papír hevert: akták, melyekről nem tudtam, mit tartalmaznak.	-0.107746
Trên mặt bàn để một bó giấy, một tập hồ sơ chả biết nội dung ra sao, và tôi liền bị vặn hỏi ngay, có những câu hỏi thẳng, có những câu nham hiểm, có câu cốt để moi câu khác, có câu muốn dồn tôi vào bẫy.	S akkor jöttek a kérdések. ~~~ Az igazi kérdések és az álkérdések, az egyenes kérdések és az alattomos kérdések, a rejtett kérdések és a keresztkérdések, s mialatt válaszoltam, idegen, gonosz ujjak lapozták a papirosokat, s nem tudtam, mi áll bennük, s az igen gonosz ujjak beírtak valamit a jegyzőkönyvbe, és nem tudtam, mit.	-0.0334821
Khi tôi trả lời, những bàn tay lạ và thù địch lật giở đống giấy ở trên bàn, ngòi bút của một kẻ ác ý ghi dựng lên một biên bản không biết đã thêm bớt ra sao.	De számomra az volt a legborzalmasabb ezekben a kihallgatásokban, hogy sohasem tudtam kiszámítani, mit tudnak a Gestapo-emberek mindarról, ami az irodámban történt, s mit akartak csupán kicsalni belőlem.	0.279429
	Amint már mon­dottam önnek, a tulajdonképpeni veszélyes iratokat utolsó percben elvitettem házvezető­nőmmel a nagybátyámhoz.	-0.3
Tôi bị tra hỏi, tra hỏi hoài.	De vajon megkapta-e őket, vagy talán meg se kapta már?	0.140625
Mỗi câu trả lời của tôi mang một trách nhiệm rất nặng.	S mit árult el az ügyvédbojtár? ~~~ Hány levelet fogtak el?	-0.025
Nếu tôi nói ra một điều gì bọn chúng chưa biết, tôi có thể đẩy một người nào đó đến chỗ chết; nếu tôi cứ im lặng hoài thì tự gây nguy hại cho bản thân.	S mit csikartak ki egyik-másik ügyetlen szerzetesből valamelyik német kolostorban, melynek ügyeit intéztük?	0.0990291
“Việc hỏi cung không phải là chuyện tệ hại nhất.	És kérdeztek és kérdeztek.	-0.0214286
Điều tệ hại nhất là phải quay về chốn hư vô, quay trở về căn phòng đó, đứng trước vẫn cái bàn, vẫn chiếc giường, vẫn chiếc chậu, bức tường ấy.	Milyen részvényeket vásároltam ennek meg ennek a kolostornak, milyen bankokkal leveleztem, ismerem-e X. Y. urat, kaptam-e Svájcból és Steenockerzeelből levelet?	0.262
Vì, vừa còn mỗi mình đối diện với bản thân mình, tôi liền nhớ lại cuộc hỏi cung, suy nghĩ xem lẽ ra nên trả lời thế nào thì khôn hơn, lần sau sẽ nói gì để tránh mọi ngờ vực có thể có do một nhận xét khinh xuất của tôi.	S miután sohasem tudtam, mi az, amit már ismernek, minden válaszom szörnyen felelősségteljes volt. ~~~ Ha beismertem valamit, amiről még nem tudtak, akkor szükségtelenül karmaik közé juttattam valakit, ha meg túl sokat tagadtam le, önmagamnak ártottam.	-0.00515021
Tôi suy ngẫm, đào sâu, rà soát lại từng lời khai nhân chứng của tôi, tôi cố nhớ lại từng câu hỏi, từng câu trả lời, cố nghĩ xem biên bản ghi những gì, trong khi đó biết chắc rằng mình chẳng thể đoán nổi nội dung biên bản.	De a legkomiszabb nem maga a kihallgatás volt, hanem az, amikor kihallgatás után visszatértem az űrbe, ugyanabba a szobába, ahol ugyanaz az asztal, ugyanaz az ágy, ugyanaz a mosdó állott, ugyanaz a tapéta függött a falon.	0.232161
“Nhưng một khi đã bật nghĩ, những suy nghĩ đó cứ lẩn quẩn, quẩn quanh trong đầu tôi và suy nghĩ này làm nảy sinh suy nghĩ khác và theo đuổi tôi mãi vào giấc ngủ.	Alig hagytak magamra, megpróbáltam rekonstruálni, mi az, amit felelni kellett volna, mi az, amit következő alkalommal mondanom kell, hogy újból elhárítsam a gyanút, melyet talán meggondolatlan feleletemmel keltettem.	0.251445
Do đó, cuộc hỏi cung kết thúc, nhưng đầu óc tôi vẫn bị giày vò một cách nghiệt ngã, còn ác độc hơn cả sự hành hạ của các quan tòa, vì phiên tòa xét xử trong có một giờ, nhưng trong phòng tôi, nỗi cô đơn hành hạ tôi triền miên.	Újból végiggondoltam az egészet, hosszan latolgattam minden egyes szót, amit a vizsgálóbíró előtt mondottam, felidéztem minden kérdést, minden választ.	0.101351
Tại căn phòng đó, những suy nghĩ, những tưởng tượng điên rồ, những thâu tóm trì trệ của tôi chẳng tìm được cách giãn căng.	Megkíséreltem kiszámítani, mi az, amiről jegyzőkönyvet vehettek; és jól tudtam, hogy sohasem számíthatom ki, sohasem ismerhetem meg.	0.271875
Chính đây là điều bọn đao phủ của tôi mong muốn, bọn chúng làm cho những suy nghĩ của tôi cứ bị búi lại đến mức đầu óc đặc quánh lại chẳng còn cách nào khác phải để chúng phì ra, hay nói một cách khác phải thú nhận, thú nhận tất, như vậy là phải giao nộp bè bạn tôi, phải khai ra những điều bọn chúng mong muốn.	De a felzaklatott gondolatok szüntelenül keringtek az üres térben, kergetődztek az agyamban, újból és újból elölről kezdték gonosz játékukat, újabb és újabb kombinációkban tértek vissza, és még álmomban sem hagytak nyugodni.	0.128767
Tôi cảm thấy thần kinh tôi bắt đầu dần dần bị chùng giãn trước sức ép ghê gớm ấy, và tôi bị căng thẳng tột độ phải tìm kiếm một sự khuây khỏa.	Minden egyes Gestapo-kihallgatás után saját gondolataim ugyanolyan kérlelhetetlenül folytatták a kínzó kérdéseket, s talán ez a kihallgatás még iszonyúbb volt, mert a Gestapo-kihallgatás egy óra után véget ért.	0.235329
“Để coi như bản thân đang bận rộn một công việc gì đó, tôi ngân nga đọc hoặc nhớ lại được đâu hay đó những gì trước đây đã học thuộc lòng, những bài dân ca và những vần thơ của con trẻ, những đoạn thơ của Hôme đã học thuộc hồi còn ở trường trung học, những đoạn trong Bộ dân luật.	De gondolataim nem hagyták többé abba a gyötrő kínzást. ~~~ S körülöttem csak az asztal, a szekrény, az ágy, a tapéta, az ablak. ~~~ Semmi sem téríthette el a figyelmemet, sem könyv, sem újság, nem láttam idegen arcot, nem volt ceruzám, hogy jegyezhessek valamit, nem volt gyufám, hogy játsszam vele.	-0.15
Sau đó, tôi làm các phép tính cộng, chia những con số.	Nem volt ott semmi, semmi az égvilágon.	0.125
	Most döbbentem először rá, milyen ördögi leleménnyel és gyilkos pszichológiával eszelték ki ezt a hotelszoba-rendszert.	-0.3
Nhưng trong cảnh nhàn rỗi đó, trí nhớ của tôi chẳng nhớ được gì.	A koncentrációs táborban addig kellett volna követ hordanom, míg fel nem sebződik a kezem, s le nem fagy a lábam.	0.192
	Bűzben és hidegben feküdtem volna huszadmagammal; de arcokat láthattam volna, bámulhattam volna a földet, a talicskát, egy fát, egy csillagot, valamit, valamit.	-0.3
Tôi chẳng tập trung vào được điều gì.	S itt mindig ugyanazok a tárgyak vettek körül, mindig ugyanaz a szörnyű állandóság.	0.0666667
	Semmi sem vonhatta el gondolataimat rögeszméimtől, s így pergettem le kínlódva, gyötrődve újból és újból az utolsó kihallgatást.	-0.3
	S éppen ez volt a céljuk, hogy addig-addig birkózzam a gondolatokkal, míg el nem terülök szörnyű ölelésük súlya alatt, és ki nem hányom, ki nem kiáltom mindazt, amit hallani akartak tőlem; az adatokat, a várva várt adatokat, és ki nem szolgáltatom az embereket.	-0.3
	Éreztem, hogy őrlődnek lassanként idegeim az üresség szörnyű nyomása alatt, láttam a veszélyt, s ezért kétségbeesett erőfeszítéssel kerestem valamit, ami leköthetné figyelmemet.	-0.3
	Megpróbáltam szavalni, felidézni mindazt, amit valaha kívülről tanultam, himnuszokat és gyermekverseket, a középiskola Homéroszát, a polgári törvénykönyv paragrafusait, azután számolni próbáltam, összeadtam és osztottam, de gondolataim nem tudtak sehol megkapaszkodni az űrben.	-0.3
Lúc nào tôi cũng chỉ suy nghĩ một vấn đề : chúng đã biết được những gì ?	Semmire sem tudtam figyelmemet összpontosítani, szüntelenül felbukkant a szörnyű gondolat, ott táncolt a szemem előtt; mit tudnak?	0.15
Hôm trước mình đã nói gì ?	Mit mondtam tegnap?	0.1
Lần sau phải nói những gì ?	Mit kell a következő alkalommal mondanom?	0.21
“Tôi đã phải sống bốn tháng trời trong những điều kiện không bút nào tả xiết đó.	Ez az elviselhetetlen állapot négy hónapig tartott. ~~~ Négy hónapig.	-0.0692308
Bốn tháng, viết và nói ra thì thật là nhanh chóng.	Könnyű ezt leírni! ~~~ Egy-két betű csupán.	-0.0348837
Chỉ cần một phần tư giây cũng đủ để thốt ra ba từ này : bốn tháng trời.	Milyen könnyű ezt kimondani! ~~~ Négy hónapig. ~~~ Csupán négy szótag.	-0.186364
Chỉ cần vài nét chữ là đủ để ghi lại mấy từ ấy.	Egy másodperc töredéke alatt kiejti az ajkunk. ~~~ Négy hónap.	-0.00258621
Những phác họa, diễn tả ra sao đây, dù cho bản thân tôi thôi, cuộc sống thoát ra khỏi không gian và thời gian ấy ?	Senki, de senki nem tudja elmondani, nem tudja lemérni, nem tudja elmagyarázni embertársának, de még önmagának sem, milyen lassan telik az idő a tétlenségben, az időtlenségben.	0.19
Không ai có thể nói rõ cái cảnh trống rỗng khắc nghiệt đó hủy hoại và tàn phá ta như thế nào và đôi mắt cứ phải triền miên nhìn mãi chiếc bàn và chiếc giường, triền miên nhìn mãi chiếc chậu và giấy bồi tường này, sự im lặng mà ta bị nhấn chìm vào, thái độ của tên giám ngục – lúc nào cũng độc mỗi tên đó - đặt thức ăn trước mặt tù nhân mà không thèm ngó nhìn người tù, tác động đến ta như thế nào.	Senkivel sem lehet megértetni, milyen gyorsan emészti, pusztítja az embert ez az űr, ez a szörnyű semmi, ez a szörnyű nirvána, ez az asztal, ez az ágy, ez a mosdó, ez a tapéta, ez az örök hallgatás, mindig ugyanaz az őr, aki behozza az ételt, és rá sem néz az emberre, s mindig ugyanazok a gondolatok köröznek az űrben, míg meg nem tébolyodik az ember.	0.174841
Những suy nghĩ, lúc nào cũng vẫn suy nghĩ ấy, xoay xoay trong khoảng tường quanh cảnh cô đơn làm cho tù nhân phát điên mới chịu buông tha.	Apró, nyugtalanító jelek figyelmeztettek arra, hogy agyam rendszertelenül működik. ~~~ Eleinte tiszta volt a fejem a kihallgatások alatt.	-0.0188976
“Qua những dấu hiệu nhỏ đáng lo ngại, tôi nhận thấy đầu óc bị rối loạn.	Nyugodtan, megfontoltan válaszoltam, kitűnően működött még a kettős gondolkodás; mit mondjak, mit ne mondjak.	0.230233
Thoạt đầu, khi đứng trước bọn phán hỏi tôi, đầu óc tôi minh mẫn và tôi khai một cách bình tĩnh và có cân nhắc suy nghĩ ; tôi đắn đo lựa trong óc xem cần nói gì và tránh không nói những gì.	Most már a legegyszerűbb mondatokat is csak dadogva tudtam kinyögni, mert miközben beszéltem, tekintetem megbabonázottan tapadt a papíron szaladó tollszárra.	0.190541
Về sau tôi không thể nói nổi một câu rất giản đơn mà không bị lắp và khi nói mặt tôi chứ nhìn chăm chăm như bị thôi miên ngòi bút của viên lục sự đang lướt trên trang giấy tựa hồ như tôi chạy đuổi theo những lời của tôi.	Mintha az egyes szavak után akarnék futni. ~~~ Éreztem, hogy gyengülök, éreztem, hogy egyre közeledik a pillanat, amikor - hogy menekedjek - mindent elmondok, mindent, amit tudok, s még többet is talán.	-0.0522099
Tôi thấy sức lực tôi giảm sút và sắp đến lúc, do hy vọng được giải thoát, tôi sẽ khai tất những gì tôi biết, và còn khai bừa thêm nữa để thoát khỏi nanh vuốt chán ngắt của hư vô, tôi sẽ phải phản bội dù mười hai người và tiết lộ bí mật của họ, miễn sao được một lát nghỉ ngơi.	Amikor tizenkét ember titkát árulom el, hogy megszabaduljak a fojtogató űrből, holott legföljebb egy percnyi pihenést nyerhetek. ~~~ Este volt, mikor egy ízben idáig jutottam már.	-0.135455
“Và một buổi tối, tôi đã lâm vào đúng tâm trạng đó.	Az őr ebben a szörnyű fojtogató percben hozta be éppen az ételt.	0.29
Tên giám ngục mang đồ ăn đến cho tôi, lúc gã chuẩn bị bước ra ngoài, tôi đã quẫn uất và gào lên : “Dẫn tôi đến gặp các viên thẩm phán !	Kétségbeesetten utánakiáltottam: - Vezessenek elő, hallgassanak ki, mindent elmondok, mindent bevallok, megmondom, hol van a papír, megmondom, hol van a pénz.	0.289726
Tôi sẽ khai tất !” Cũng may tên giám ngục không nghe.	Mindent elmondok!	-0.388235
Có lẽ gã chẳng muốn nghe tôi nói gì.	Szerencsére nem hallotta meg, vagy talán nem akarta meghallani.	0.165
Đúng lúc tôi có hành động cực đoan ấy thì xảy ra một sự kiện bất ngờ đã cứu nguy cho tôi, ít ra cũng trong một thời gian.	Ebben a szörnyű végszükségben valami váratlan esemény jött közbe, s megmenekültem, legalábbis egy időre.	0.219231
Chuyện xảy ra vào một ngày buồn tẻ và âm u hồi cuối tháng bảy.	Július vége felé jártunk, borús, komor, esős nap volt.	0.203774
Tôi nhớ rất rõ chi tiết này vì mưa quất mạnh trên các lớp kính dọc theo hành lang dài tôi bị dẫn đi hỏi cung.	Azért emlékszem olyan pontosan minden részletre, mert az esőcseppek nekiverődtek az ablaküvegnek a folyosón, mikor kihallgatásra mentem.	0.269231
Tôi phải ngồi chờ ở phòng ngoài.	Az előszobában kellett várnom.	0.232258
Bao giờ cũng phải ngồi chờ trước khi bị hỏi cung, vì đây là một khâu trong phương pháp.	Minden kihallgatás előtt várni kellett. ~~~ Ez a várakozás módszerük szerves részét képezte.	-0.01
Bọn chúng làm thần kinh của người bị buộc tội lung lay bằng cách thình lình đang giữa nửa đêm đến lôi đi, sau đó khi tù nhân trấn tĩnh lại, cố tập trung toàn bộ nghị lực để đương đầu với cuộc hỏi cung sắp tới thì bắt người đó đợi, đợi một cách vô lý trong một, hai, ba giờ trước khi hỏi cung, nhằm làm xẹp cả tinh thần lẫn thể xác.	Először hirtelen fel­rán­gatták az embert éjjel a cellájából, s mikor izgalma elcsitult, s lassanként felkészült a kihallga­tásra, agya és akarata ellenállásra feszült, akkor váratták, állatták céltalanul, értelmetlenül egy álló óráig vagy akár órákon át, míg el nem fáradt a test, s fel nem őrlődött a lélek.	0.233115
Vào cái ngày 27 tháng bảy đó, tôi đã phải đứng ngoài phòng đợi suốt hai tiếng đồng hồ ; tại sao tôi lại nhớ chính xác như vậy ngày hôm đó, chẳng là trên tường có treo một bìa lịch, và do cứ phải đứng mãi - tất nhiên tù nhân cấm không được ngồi – tôi bị chồn chân, nên thèm được đọc một cái gì đó, tôi liền đưa mắt đọc ngấu nghiến hàng chữ ngắn ngủi : 27 tháng bảy nổi bật trên vách tường.	Ezen a csütörtöki napon, július huszonhetedikén, különösen soká kellett várnom. ~~~ Bizonyos oknál fogva pontosan emlékszem a dátumra, az előszobában ugyanis - ahol természetesen állva kellett várnom, míg úgy éreztem, combcsontom a törzsembe fúródik - ebben az előszobában egy naptár lógott.	-0.0860215
“Sau đấy, tôi lại đợi, tôi đưa mắt nhìn cánh cửa, thầm nghĩ không biết bao giờ nó bật mở và tự hỏi không biết lần này bọn thẩm phán sẽ vặn vẹo những gì, tuy biết chắc rằng bọn chúng sẽ chẳng hỏi những câu mà tôi đã chuẩn bị.	El nem tudom mondani, írott és nyomtatott szóra éhezve, milyen végtelen mohósággal faltam ezt a számot, ezt a néhány betűt; július huszonhét. ~~~ Néztem és néztem a naptárt, le nem tudtam venni róla a szemem.	-0.0523437
Tuy thấy lo ngại cứ phải đợi chờ mãi, tuy mệt mỏi, nhưng dẫu sao tôi cũng được an ủi là tôi hiện đang đứng tại một phòng khác với phòng tôi, một phòng rộng lớn có hai cửa sổ không có giường và không có chậu, gỗ lát tường không có mấy chỗ toác mà tôi đã nhận thấy phải tới triệu lần ở trong phòng tôi.	S utána vártam s újból vártam. ~~~ Az ajtót néztem mereven, mikor nyílik meg végre, s közben azon töprengtem, mit kérdeznek tőlem ezúttal az inkvizitorok. ~~~ S tudtam, egészen mást kérdeznek majd, mint amire számítok. ~~~ De a várás és a várakozás kínját ugyanakkor jótéteménynek éreztem.	-0.223235
Màu vecni cũng khác, ghế cũng khác ; phía bên trái cửa ra vào có một chiếc tủ xếp đầy hồ sơ mà một tủ treo áo có treo ba, bốn áo bành tô nhà binh ướt sũng, đó là áo của bọn đao phủ hành hạ tôi.	Szórakozás, mert ez a szoba nem az én szobám volt. ~~~ Nagyobb volt, kétablakos, nem állt benne ágy és mosdótál, s hiányzott az a repedés az ablakdeszkán, melyet oly sokszor láttam már.	-0.0337278
“Như vậy, tôi được nhìn thấy những đồ vật mới - cuối cùng, có cái mới – và cặp mắt tôi nhìn chăm chăm không dứt ra được.	Más színű volt az ajtó, más szék állt a fal mellett, és a balsarokban üvegszekrény aktákkal, egy ruha­fogason három vagy négy katonaköpeny lógott, hóhéraim köpenye.	0.259574
Tôi nhìn kỹ từng đường nếp trên những chiếc áo bành tô ấy và tôi quan sát, chẳng hạn, một giọt nước ở mép cổ áo ướt.	Valami újat, valami mást nézhettem. ~~~ Éhes szemeim ezért kapaszkodtak bele minden apró részletbe.	-0.0693548
Tôi xúc động chờ, kể cũng kỳ cục, xem giọt nước sẽ lăn dọc theo nếp áo hay còn cố cưỡng lại lâu hơn nữa trước sức nặng của nó, đúng, tôi hổn hển nhìn chăm chăm giọt nước mưa đó trong mấy phút, tựa hồ cuộc đời tôi do chính nó định đoạt.	Szemügyre vettem egyenként minden ráncot. ~~~ Láttam például, hogy a nedves gallérról esőcsepp függ alá, s bár igen nevetségesen hangzik, hallatlan izgalommal lestem, vajon az esőcsepp a ránc medrében folyik-e le, vagy továbbra is dacol a nehézkedési törvénnyel.	-0.0152439
Và khi cuối cùng nó rơi, tôi bắt đầu đếm các cúc trên từng chiếc áo bành tô, áo thứ nhất có tám cúc, áo thứ hai – tám và áo thứ ba - mười ; đoạn tôi so sánh lại tay các áo.	Percekig bámultam mozdulat­lanul az esőcseppet, mintha az életem függne tőle, s mikor végre lepergett, a gombokat kezdtem számolni a kabátokon. ~~~ Nyolc volt az egyik köpenyen, nyolc a másikon, tíz a harmadikon.	-0.00648649
Mắt tôi say đắm nhìn những chi tiết vô nghĩa này thật thích thú và thỏa thuê mà tôi không thể dùng lời nào diễn tả được.	Aztán újból a hajtókákat hasonlítottam össze. ~~~ Leírhatatlan mohósággal tapogatta, simogatta, nézegette tekintetem ezeket a nevetséges, lényegtelen apróságokat.	-0.0291045
“Và mắt tôi bỗng để ý đến một vật, một vật phồng phồng trong một túi áo.	S hirtelen megakadt a szemem valamin. ~~~ Észrevettem, hogy az egyik köpeny oldalzsebe kidagad.	-0.00714286
Tôi tiến lại gần và nhận ra qua lần vải giãn căng khổ hình chữ nhật của một cuốn sách.	Közelebb léptem, s úgy láttam, hogy a duzzadás négyzetes formájából helyesen következtetek arra a tárgyra, melyet a zseb magában rejt.	0.208163
Một cuốn sách !	Könyv van a zsebben.	0.283333
	Térdem megremegett.	-0.3
Đầu gối tôi run lên : một cuốn sách !	Könyv! ~~~ Négy hónapja nem volt könyv a kezemben.	-0.0162162
Bốn tháng nay tôi không được cầm trên tay một cuốn sách nào và chỉ riêng sự hiện diện của nó cũng đủ làm tôi choáng người.	Részegítőn, kábítóan hatott rám a gondolat; egy könyv, amelyben szavak láncolódnak, sorok, oldalak, lapok követik egymást.	0.255
Một cuốn sách trong đó tôi sẽ được thấy các từ xếp thẳng hàng nối nhau liên tiếp, những dòng chữ, những trang sách, những tờ sách mà tôi có thể lật giở.	Könyv, melyből más, új, elterelő gondolatokat meríthet az ember. ~~~ Megbűvölten bámultam a hajlásra, melyet a kis könyv dagasztott a zsebben.	-0.043985
Một cuốn sách mà tôi có thể dõi theo những suy nghĩ khác, những suy nghĩ mới làm chuyển hướng suy nghĩ của tôi và tôi có thể lưu lại ở trong đầu, đây đúng là một phát hiện vừa thật say sưa và vừa dịu dàng biết bao !		-0.3
Cặp mắt tôi nhìn chăm chăm như bị thôi miên vào chiếc túi căng hình cuốn sách, mắt tôi như nảy lửa muốn hun cháy một lỗ trong chiếc áo bành tô ấy.	Szinte perzselte szemem a szövetet, s csaknem lyukat égetett a köpenyen. ~~~ Végül is nem tudtam már türtőztetni magam.	-0.0688073
Tôi không kìm nén được nên sán lại bên chiếc áo.	Közelebb sodródtam a könyvhöz.	0.084375
Chỉ riêng cứ nghĩ là mình sẽ được nắm một cuốn sách, dù qua lớp vải, cũng làm các ngón tay tôi nóng ran lên như phải bỏng.	Csupán arra a gondolatra, hogy megérinthetem a posztón keresztül, remegés futott végig egész testemen. ~~~ Ellenállhatatlanul vonzott a köpeny.	0
Tôi gần như vô tình cứ sán sát lại bên chiếc áo bành tô.	Szinte észre se vettem, és egyre közelebb kerültem hozzá.	0.261818
“May mà tên giám ngục không chú ý tới thái độ kỳ cục của tôi.	Az őrnek szerencsére nem tűnt fel különös viselkedésem.	0.219643
Chắc gã nghĩ rằng một người phải đứng suốt hai giờ liền, nếu có đến đứng tựa một lát vào vách tường thì cũng là điều tự nhiên.	Talán természetesnek találta, hogy az ember kétórás egy helyben való állás után a falnak akar támaszkodni egy kicsit.	0.198214
Cuối cùng tôi đã ở bên chiếc áo bành tô và tôi chắp hai tay ra sau lưng để có thể lén sờ vụng được, tôi nắn lần vải và đúng là cảm thấy một vật hình chữ nhật mềm mềm và khẽ phát ra những tiếng răng rắc nhẹ - một cuốn sách !		-0.3
Đúng là một cuốn sách !	Végül már a köpeny közelébe kerültem.	0.155556
Bỗng một ý nghĩ lóe lên như tia chớp ở trong đầu tôi : cố xoáy cuốn sách này !	Szándékosan összekulcsoltam a kezem, hogy feltűnés nélkül megérinthessem a kabátot.	0.3
Nếu xoáy được, nhà ngươi có thể giấu nó ở phòng nhà ngươi và đọc, đọc, đọc, đọc đi, đọc lại!	Megtapogattam az anyagot, és valóban valami szögletes tárgyra tapintottam rá, hajlékony volt és finoman zizegett - könyv volt!	0.289474
Ý nghĩ này vừa nảy ra ở trong đầu, nó tác động ngay vào tôi như một liều thuốc độc mạnh, tôi ù hết cả tai, tim đập thình thịch, tay lạnh cóng và không chịu phục tùng tôi nữa.	Könyv! ~~~ Hirtelen átvillant agyamon a gondolat: „Lopd el a könyvet! ~~~ Hátha sikerül, elrejted majd celládban, s akkor majd olvasol, olvasol, olvasol.	-0.148837
“Tuy vậy, trạng thái sững sờ ban đầu vừa qua đi, tôi khéo léo nép sát người vào áo bành tô và vừa đưa mắt chăm chăm nhìn tên giám ngục vừa từ từ đẩy cuốn sách ra khỏi miệng túi.	Újból könyvhöz jutottál!” Alig ébredt fel bennem ez a gondolat, s máris, mint valami méreg áradt szét tes­tem­ben.	0.0696429
Hấp ! ~~~ Tôi thận trọng đón lấy nó và cầm ở nơi tay một cuốn sách khá mỏng.	Zúgott a fülem, vert a szívem, kezem hideg lett, mint a jég, s megtagadta az engedel­mességet.	-0.00357143
	De mikor felocsúdtam első kábulatomból, halkan, ravaszul közelebb lopóztam a köpenyhez, hátamon összekulcsolt kézzel, följebb és följebb nyomtam a könyvet a zsebben, s közben szemmel tartottam az őrt is, s aztán... s aztán egy kis nyomás, könnyed, óvatos mozdulat, s hirtelen kezemben fogtam a meglehetősen kis terjedelmű könyvecskét.	-0.3
Mãi lúc này tôi mới thấy hốt hoảng trước việc mình vừa làm.	Most rémültem csak meg saját cselekedetemtől.	0.14
Nhưng tôi không thể lùi bước được nữa rồi.	Azonban már nem változtathattam rajta.	0.178378
